TractFIPS,State,City,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev
12009065125,FL,Melbourne,19.3,29.1,15.6,34.6,81.9,9,7.8,8.8,78.8,79.1,63.8,8.4,35.1,28.8,16.7,60,12.4,40.1,3.6,29.4,75.9,12,24.7,78.3,13.8,33.7,4.2,14.9
12009066301,FL,Melbourne,12.4,26.5,18.1,30.7,80.1,8.3,7.4,6.9,78.2,84.2,67.2,6.9,39,35.2,15.3,68.8,10.3,39.1,2.8,22.8,77.2,10.7,23.8,80.4,11.6,32.2,3,9.3
12086001002,FL,Miami,33.7,14.8,16.3,27.2,70.5,3.4,9.3,4.2,76.5,66.3,48.1,5.9,18.2,17.9,20.8,50.7,10.1,29.4,2.9,39.3,85.3,15.5,31.2,82.5,13,40.6,3,19.9
12086001004,FL,Miami,36.8,20.6,12.8,38.7,76.5,3.9,10.9,6.5,78.3,64.3,39.8,9.6,14.7,15.5,27.8,38.9,15.6,36.1,4.2,48.9,86.6,19.2,39,81.2,18.7,45.2,5.5,36.1
12086001301,FL,Miami,32.8,21.2,14.3,34.8,78.3,5.1,8.7,7.6,76.5,73.7,46.6,8.7,20.3,18.6,21.5,49.6,14.9,37.7,4,42.7,84.2,15.1,32.7,81.1,16.7,38.8,4.7,22.7
12086001302,FL,Miami,22.4,15.9,18.8,28.2,75.6,5,7.1,4.9,75.9,77.7,58.2,5.2,27.2,26.3,14.9,66.7,9.3,33.3,2.6,29,85.1,10.8,25.8,83.6,10.5,34.3,2.6,11.9
12086001401,FL,Miami,34.9,26.3,11,44.9,81.8,5.6,11.1,9.7,81.2,69.8,45.1,11.8,15.9,15.8,26.1,39.8,19.8,40.4,5.4,50,84.2,18.1,38.5,81.8,20.3,43.9,7.6,34.9
12086001402,FL,Miami,35.8,24.8,11.8,43.6,80.2,4.9,11.2,8.7,79.7,66.9,43.7,11.6,15.3,15.7,28,38.5,18.7,40.3,4.9,50.1,85,19,38.8,81.1,20.4,44.5,6.9,34.3
12086001501,FL,Miami,40,22.4,11.2,41.2,76.7,3.9,12.4,7.3,78.9,59.9,38,11.6,13.7,13.7,31.4,32.3,17.3,37.2,4.8,53.4,84.7,22.2,41.4,81.5,21.3,47,6.7,43.4
12086001502,FL,Miami,32.9,28.5,10.3,51.9,84.4,5,12,9.4,82.5,72.6,40.1,13,13,12.8,31.1,36.8,22.4,42.7,5.3,53.9,85.7,20.1,43.9,81.2,23.2,48,8.1,38.3
12086001703,FL,Miami,50.6,14.5,15.7,24.6,67,3.1,8.2,5.3,68.8,58.9,36,6.7,18,14.7,22,41.1,11.6,33.8,3.4,48.2,82.3,17.5,32,79.2,16.7,37.7,3,23.3
12086001801,FL,Miami,35,26.3,10.8,45.8,82.3,5.4,10.8,9.2,81.4,69.6,42.6,11.4,14.6,13.6,26.4,38.6,19.9,39.6,5.4,51.7,86.2,18.2,40,81.9,20.6,45,7.9,38.1
12086001802,FL,Miami,32,22.9,13.1,42.2,81.1,5.2,10,7.4,80.7,71.8,48,9,18.6,18.6,23.2,47.1,16.6,38,4.2,44.8,85.4,15.6,35.9,82.7,16.8,42.9,5.8,29.7
12086001901,FL,Miami,30.4,22.3,13,41.2,80.5,5.1,10.4,7.1,81.4,70.9,49.2,8.8,17.7,18,23.3,47.1,15.8,36.6,4.1,44,85.3,16,35.7,82.3,16.3,43.4,5.6,28.6
12086001903,FL,Miami,32.2,23.1,12.3,40.3,80.1,4.9,10.7,7.4,81.2,71.4,46.5,9.6,16.6,16.5,25.4,43,16.9,35.6,4.4,47,85.5,17.2,38.2,82.4,17.8,44.8,6.2,32.6
12086001904,FL,Miami,34.1,26.5,11.3,45,82.5,5.7,11,9.1,81.8,71.8,46.4,11.3,15.9,16.2,26.1,40.6,19.7,39.3,5.2,50.1,84.9,17.5,38.9,81.8,19.7,44.6,7.5,35.4
12086002001,FL,Miami,36.4,28.3,10.9,49.4,82.8,5.7,11.3,10.5,81.1,68.7,43.3,13.2,15.1,14.9,28.8,36.7,21.9,43.9,5.6,53,84.5,19,40.7,81,22.4,45.2,8.3,36.7
12086002003,FL,Miami,37.9,26.2,11.4,45.8,81.4,5.2,11,9.7,79.8,68.2,42.8,12.2,14.9,15.7,28.4,37,20.5,42,5.3,52.3,84.5,18.9,40.1,81.1,21.5,44.6,7.5,36.3
12086002004,FL,Miami,39.4,24.7,12.4,43.2,80.6,5,10.6,9,78.7,68,44.3,11.2,15.8,16,27.3,39.2,19,41.3,4.8,50.9,84.5,18.2,37.8,79.9,20.3,43.6,6.6,34
12086002100,FL,Miami,20.7,19.1,16.5,30.3,78.7,6.1,6.7,6.1,76.6,80.5,56.4,5.9,27.9,25,14.2,66.9,10.6,36.9,3.1,30.8,84.8,10.6,25.4,83,11.5,32.9,3.1,11.4
12086002201,FL,Miami,28.9,20.8,16,33.3,80,6.5,7.6,7.3,77.6,74.7,54.6,6.9,23.7,20.9,16,59.2,12.2,35.7,3.7,36.6,84.9,12,27,82.7,13.1,35.3,4.2,17.9
12086002202,FL,Miami,34.4,23.8,12.8,41.5,81.3,5.5,9.6,8.4,79.7,71.2,48.5,9.4,17.5,17.6,22.4,45.9,17.6,39.6,4.6,46.1,85.1,15.6,35.5,81.9,17.5,41.3,6.1,28.7
12086002300,FL,Miami,35.1,25.2,12.1,43.4,82.1,5.5,10.3,8.7,80.5,70.8,45.9,10.4,16.6,16.5,24,42.9,18.7,39.6,4.9,48.6,84.9,16.7,37.1,81.4,18.9,43.1,6.9,33.5
12086002402,FL,Miami,47.8,18.6,14.3,31.1,74.7,4.2,7.6,7.6,71.8,65.9,38.9,7.6,17.4,15.3,20,42.9,15.4,39.3,4.3,49.4,82.4,15.7,33.2,80.7,18.1,36.9,4.1,23.2
12086002403,FL,Miami,45.7,18.5,14.7,30.6,75.4,4.5,7.2,7.4,72.6,67.7,41.8,7,18.4,16.7,17.8,47.2,14.9,39.4,4.1,47,81.9,14.4,31.2,80.8,16.9,35.6,3.8,20.2
12086002404,FL,Miami,50.6,26.7,10.6,40.9,82,6.1,8.2,12.4,75.8,69.8,38.7,11.2,15.7,13.6,20.3,37.9,22.4,46.5,6.4,56.6,80.5,16.2,34.9,79.6,22.9,36.3,6.8,29.2
12086002501,FL,Miami,49.1,20.8,13.1,35.5,76.7,4.4,8.6,8.6,73,63.2,37.7,9.2,15.8,14.2,22.4,38.8,17.3,41.8,4.8,52.4,82.2,17.2,34.6,79.7,20.1,38.5,5.1,28.8
12086002502,FL,Miami,45.2,21.1,13.6,36.3,78,4.6,8.8,8.1,74.6,67.3,40.7,9,16.2,16,22.6,42.1,16.9,40.7,4.4,50.2,82.7,16.4,34.3,79.6,19,39.2,5,27.7
12086002600,FL,Miami,37.1,15.2,16.2,26.8,71.5,3.8,7.7,5.5,71.8,66.4,44.7,6.1,19.5,17.5,18.6,50.7,11.3,33.7,3.4,40,84.1,14.5,29.8,82.4,14.1,35.9,3.1,18.6
12086002702,FL,Miami,36,14.5,17.7,26.6,70.8,3.7,7.4,5.2,71.2,66.4,44.8,5.8,20.9,18.8,18.7,53,10.6,34,3,38.2,83.5,14,28.9,81.7,13.5,35.9,2.8,17
12086002703,FL,Miami,17.9,10.7,23.3,18,67.7,4,6,3,72.5,77.3,62.1,3.1,32.9,30.3,10.9,75.1,5.4,26.4,1.8,20.9,85.2,8.9,20.3,84.8,6.9,30.4,1.4,6.4
12086002705,FL,Miami,24.2,13.7,19.7,23.4,71.8,4.3,6.6,4.2,73.2,75.9,55.8,4.4,28.4,25.6,14,66.8,8.1,31.1,2.4,28.3,84.6,10.8,24.6,84.1,9.9,32.8,2.1,10.3
12086002706,FL,Miami,25.8,10,21.4,18.6,64.8,3.2,6.2,3,71.2,71,54.6,3.2,26.6,24.6,12.5,67.1,6.3,26.7,2,26.6,85.3,10.4,23.3,84.3,8.3,32.4,1.5,8.7
12086002800,FL,Miami,41,21,13.4,38.7,77,4,9.3,8.3,75.1,66.5,36.8,10,16,14.6,27.4,37.5,17.4,39,4.5,50.4,84.6,18.1,38.5,81.5,20.1,42.7,5.7,31.2
12086002900,FL,Miami,46.9,19.5,13.7,33.7,75.9,4.3,7.9,7.8,72.7,64.8,39.6,8.2,16.7,15.2,21.2,41.7,16.1,40.2,4.4,50.1,82.7,16.2,34.3,80.7,18.6,38,4.5,25.5
12086003001,FL,Miami,32.5,23.6,13.1,38.8,80.9,6.3,7.8,9.3,77,73.4,46.6,8.9,20.3,16.8,18.9,50.6,16.1,41.9,4.7,43.9,83.2,13.7,30.7,81.1,17,36.1,5.3,21.3
12086003003,FL,Miami,46.1,20.4,13.5,33.4,77.4,5,7.4,8.5,73.2,67.7,41,7.9,17.9,15.6,18.2,45.2,16.4,41.4,4.6,49.1,82.2,14.7,31.7,80.7,18.1,35.5,4.4,21.9
12086003004,FL,Miami,45,20.7,14.3,35.9,76.9,4.9,7.7,9,74.3,66.6,41.5,8.5,17.8,15.7,21.2,42.4,16.8,41.4,4.6,49,81.2,15.1,32.7,79.6,18.3,37.7,4.9,24.3
12086003100,FL,Miami,38.2,24.2,11.2,42.2,79.6,4.5,11.9,8,79.3,65.9,41,11.6,14.7,15,29.2,36.7,18.2,38.7,4.9,52,84.6,20.4,39.8,81.3,21.1,45.3,6.8,38.5
12086003400,FL,Miami,35.6,23.4,12.2,43.6,79.8,4.5,11.1,8.3,79.6,66.7,42.1,10.9,15.4,16,28.3,38.5,18.4,39.2,4.7,49.5,85.3,19,39.7,80.9,19.9,45.4,6.7,35.9
12086003601,FL,Miami,39.9,25.6,11,42,82.1,6.1,8.5,10.5,78.4,71,43.5,9.8,17.9,15.7,19.5,44,20,44.8,5.6,50.8,82.8,15.1,34.3,81.6,19.8,37.3,6.1,23.8
12086003602,FL,Miami,45.5,21.8,13.1,35.6,78.9,5.5,7.3,9.7,73.9,69,42,8.4,17.9,15.9,18.1,45.3,17.6,43.1,5,49.1,81.4,14.3,31.6,80.6,18.5,34.8,4.9,22.1
12086003702,FL,Miami,23.2,9.5,22.9,18.5,63.5,3,6.4,2.8,70.5,71,54.4,3.4,26.4,25.5,14.3,66.7,5.8,25.6,1.8,25.1,84.8,10.8,23.1,83.6,8.1,33.4,1.5,9.2
12086003703,FL,Miami,16.9,7.6,24.5,14.1,58,2.7,5.9,2,70.2,73.1,57.8,2.4,31.5,28.4,10.2,73.9,4,21.9,1.5,18.9,86.6,8.9,19.7,85.4,6,30.7,1,6.6
12086003704,FL,Miami,25.5,11.4,20.9,20.2,68.5,3.5,6.3,3.6,71.7,72.8,54.2,3.7,25.4,23.2,13.3,65.8,7.5,28.6,2.2,27.9,86.1,10.6,23.9,83.6,9.1,32.4,1.8,8.5
12086003705,FL,Miami,18.7,5.4,26.8,10.7,50.8,2.2,5.4,1.3,68.9,73.1,60.9,1.6,30.6,27.1,8.4,76.8,3,18.5,1.2,17,87.1,8,18.1,86.8,4.8,28.9,0.7,4.3
12086003706,FL,Miami,35.5,11.2,22.8,26.9,63.8,2.7,6.2,4.4,70.5,66.3,42.4,5,22.1,23.4,22.8,50,9.2,30.3,2.4,35.6,83.1,12.8,32.3,83.3,11.9,40.2,2.4,17.1
12086003707,FL,Miami,26.3,15.6,17.4,26.5,75.6,4.9,6.6,5.7,74.3,74.2,52.7,4.8,24,20.5,13.1,62.2,10.7,33.3,3.3,31.9,84.3,11,25.5,84.4,11,32.2,2.8,10.7
12086004901,FL,Miami,42.2,18.1,14.3,31.1,76.1,4.5,6.8,6.9,73.1,68.1,42.9,6.5,18.8,16.5,16.4,49.5,14.5,39.6,4,45.4,83.2,13.7,31.1,81.6,16,35.1,3.6,18.1
12086004902,FL,Miami,43.2,21.4,13.1,32.9,79.8,5.9,6.8,8.9,75.3,74,45.1,7.2,19.5,16.8,15.1,50.6,16.5,40.6,4.7,47.3,81.8,12.7,29.7,81.1,16.7,33.6,4.4,18.4
12086005001,FL,Miami,43.4,21,13.6,33.8,79.5,5.6,6.9,8.7,75,73.1,44.9,7.2,19.5,17.2,15.6,50.8,16.4,41.7,4.5,47,82.1,12.9,29.9,80.6,16.8,34,4.2,18.3
12086005002,FL,Miami,46.1,22.8,12.4,36.3,80.5,5.9,7.1,9.7,75.3,72.2,42.8,8.1,18.2,15.7,16.4,47.3,18.1,43.6,5,50.3,81.8,13.5,30.9,80.3,18.6,34.2,4.8,20.7
12086005102,FL,Miami,41.8,27.1,10.5,40.7,84.4,7.6,7,12,78.7,78,47.1,9.1,19,16.9,14.4,49.8,20.8,46.1,5.9,50.2,81.2,12.1,29.9,80.6,19,32.2,5.9,19.8
12086005103,FL,Miami,47.9,22.6,12.6,36.6,80.1,5.8,7.1,9.7,74.6,69.1,41.8,8.2,17.8,15.4,17,45.1,17.9,43.7,5.2,51.3,80.1,13.9,31,79.9,18.7,34.6,5,22.6
12086005104,FL,Miami,45.1,19.9,13.6,32.8,77.6,5,7.2,7.9,73.5,68.4,43,7.3,18.2,16.2,16.9,47.4,15.8,41,4.5,47.8,82.1,14.1,31.2,80.9,17.3,34.8,4.1,20.3
12086005201,FL,Miami,49.8,20.3,13.6,33.5,76.6,4.7,7.6,8.4,72.2,66.6,38.8,8.2,16.9,15,19.8,42.1,16.7,41.6,4.7,51.3,81.5,15.7,33.1,80,19.3,36.4,4.5,24.1
12086005202,FL,Miami,50.5,19.9,14.2,33.1,76.3,4.9,7.3,8.6,72.2,66,39.4,7.8,17.3,14,19.3,42.8,15.9,40.8,4.6,50.8,80.9,15,31.5,79.8,18.4,36,4.5,24.2
12086005302,FL,Miami,53.6,26.4,10.7,40.1,81.1,5.9,7.9,12.4,74.3,67.8,35.8,11.2,14.8,12.4,20.6,35.4,22.3,46.4,6.6,58.5,80.9,16.7,35.5,80,23.7,36.4,6.9,30.7
12086005303,FL,Miami,50.4,21.1,13.2,35.2,77.4,4.9,7.5,9,72.6,66.3,37.5,8.5,16.4,14.2,19.8,41.3,17.4,42.7,4.9,52.4,81.4,15.6,33.2,80.1,19.7,36.3,4.8,24.8
12086005304,FL,Miami,48.4,21.6,13.1,34.9,78.4,5.2,7.4,9.3,73.3,69.4,39.6,8.4,17,15.1,18.7,43.5,17.7,42.6,4.9,51.1,81.7,14.9,32.4,80.4,19.4,35.5,4.8,23.2
12086005403,FL,Miami,44.7,19.9,14.1,31.9,77.9,5.2,6.7,8.2,74.2,71.9,44.1,6.9,18.7,16.7,15.9,49.5,15.9,40,4.4,47.3,81.5,13.1,30.8,81.1,16.6,34.6,4,18.5
12086005405,FL,Miami,47.3,20.9,13,32.4,77.9,5.1,7.2,8.9,73.5,70.4,40.7,8,17.6,15.1,17.9,44.6,17.1,40.7,4.8,50.3,82.3,14.6,32,80.3,18.5,35.2,4.6,22.5
12086005406,FL,Miami,49.5,19.7,13.8,32.5,76.2,4.6,7.5,8.2,72.2,65.7,39.3,7.8,17.2,15.4,19,43.3,16.1,41.1,4.5,50.4,81.2,15.4,32.1,80.1,18.6,36,4.3,23.6
12086005407,FL,Miami,41.3,22.7,12.4,36.3,81.7,6.3,6.8,9.7,76.5,75.7,45.7,7.5,19.8,17.6,14.2,52.4,17.6,43.2,4.9,46.6,81.6,12.1,29.2,81.1,17,32.7,4.6,18
12086005409,FL,Miami,52.6,22.7,11.9,34.7,77.8,5,8,10,72.6,67,35.9,9.7,15.3,13.3,20.8,37.6,19.2,42.6,5.6,55.3,81,16.9,34.8,80.3,21.9,36.7,5.5,28.2
12086005410,FL,Miami,47.1,21.2,13.4,33.7,78.7,5.3,7.1,9,73.9,70.3,41.4,7.8,17.9,16,17.3,46.1,16.9,41.8,4.7,49.8,81.3,14.1,31.1,80.4,18.1,34.8,4.5,21.1
12086005501,FL,Miami,44.1,22.1,12.9,35.1,80.5,6,7.1,9.4,75.4,73.7,44.8,7.7,19.2,16.8,15.6,50.2,17,42.6,4.7,48,81.3,13,29.2,79.9,17.6,33.5,4.5,19.2
12086005502,FL,Miami,41.9,22.5,12.1,35.4,81.1,6.1,6.8,9.5,76.1,73.6,44.3,7.5,19,16.2,14.5,50.5,17.6,42.7,5,47.5,82.7,12.5,29.8,81.4,17.3,32.9,4.7,19.1
12086005600,FL,Miami,35.9,20.7,13.6,32.7,80.9,6.3,6.4,8,77.1,78.3,51,6,22.1,19.6,12.2,59.6,15,40.1,4.2,41.1,82.5,10.8,27,82,14.3,31.6,3.7,13.7
12086005701,FL,Miami,41.4,23.9,11.9,37.8,82.4,6.8,6.8,10,77.3,75.6,46.9,7.7,20,17.3,13.7,52.7,18.1,44.4,5.1,47.4,81.8,12,29,80.9,17.4,32.4,4.8,17.6
12086005703,FL,Miami,41.7,23.7,11.9,35.7,81.8,6.7,6.8,10,76.9,75.6,47,7.7,19.3,16.6,14.1,51.5,17.9,42.5,5.3,47.5,82,12.2,29.3,81.7,17.3,32.6,4.9,18.1
12086005704,FL,Miami,44.7,22.1,12.6,34.7,79.8,5.7,7.1,9.2,75.1,72.2,43.7,7.9,18.3,16.1,16.1,48,17.5,42.2,5,49,81.9,13.7,31.3,81,18.1,34.3,4.7,20.2
12086005801,FL,Miami,39.1,20.9,14,32.9,80.8,6.4,6.5,8.4,76.7,77.8,50.6,6.3,21.6,19.6,12.9,58.1,15.2,40.6,4.2,42.7,81.7,11,26.7,80.7,14.8,31.8,3.8,14.3
12086005802,FL,Miami,40.8,22.1,13,36,81.2,6.3,6.8,9.1,76.5,75,48,7.1,20.6,18.3,14,54.3,16.6,43.2,4.6,45.4,81.8,11.9,28.3,80.7,16.3,32.6,4.3,16.5
12086006301,FL,Miami,38.4,22.5,12.3,35.7,82.2,6.7,6.4,9.2,77.5,77,49,6.8,20.7,18.3,12.5,55.9,16.9,42.6,4.8,44.6,82.4,11.1,28.2,82.1,15.7,31.7,4.4,15.6
12086006302,FL,Miami,31.4,18.6,15,30,79.5,6.1,6.2,6.9,76.7,78.6,53.7,5.2,24.2,21.3,11.3,64.3,12.9,38.2,3.7,36.5,83.8,10.1,25.1,82.9,12.5,30.8,3.1,11.2
12086006401,FL,Miami,45,21.8,13.2,33.8,79.6,5.7,7,9.2,74.8,72.8,43.7,7.7,18.6,16.2,16.6,47.9,17.1,41.5,4.8,49,81.5,13.4,30.6,80.4,17.7,34.4,4.6,20.2
12086006402,FL,Miami,37.1,19.6,14.2,30.4,78.9,5.6,6.4,8,75.4,76.5,47.3,6.3,21,18.9,13.7,55.8,14.9,38.4,4.2,41.7,83.1,11.6,28.4,82.4,14.7,32.7,3.8,15.3
12086006403,FL,Miami,43.1,22.7,12.7,36.5,80.8,6,7,9.8,75.4,72.1,43.8,8.1,18.8,16.2,16.4,48.4,17.7,43.6,5,48.6,82,13.4,30.4,80.6,18,33.9,4.8,20.3
12086006501,FL,Miami,41.4,22.5,12.3,36.2,80.6,5.9,6.9,9.4,75.6,72.3,44.1,7.8,18.8,16.4,15.6,49.3,17.6,43.4,5,47.8,82.7,13.1,31.1,82,17.7,33.7,4.8,19.4
12086006503,FL,Miami,35.9,20.8,13.6,35.1,81,6.3,6.5,8.3,76.6,75.3,49.6,6.4,21.7,19.4,13.1,58,15.1,42.2,4.3,41.7,82.2,11.2,27.1,81.9,14.7,31.9,3.8,14.7
12086006504,FL,Miami,30,18.2,15.5,29,79.3,6.1,6,6.5,76.7,80,54.9,5,25.1,22.7,11.1,66.2,12.1,37.3,3.5,34.9,83.1,9.6,24.4,83.2,11.7,30.4,2.9,10.4
12086006601,FL,Miami,34.5,18.1,15.1,29.5,77.7,5.4,6.6,6.8,74.8,74.9,49.7,5.7,22.9,20.1,13.4,59.3,12.9,37.7,3.7,38.4,82.8,11.4,26.6,82.8,13.5,32.1,3.2,13.7
12086006602,FL,Miami,37.4,15.8,16.1,26.5,72.9,4.2,6.9,5.9,71.7,68.8,45.4,5.8,20.6,18.1,16.7,52.9,11.8,35.1,3.5,40,83.7,13.3,28.5,82.2,13.9,34.1,3,16
12086006702,FL,Miami,18.8,8.6,23.3,15.6,63.4,3.3,5.7,2.4,71.1,73.8,60.2,2.4,30.8,27.4,9.3,75,4.7,24.1,1.7,20.1,85.8,8.6,19.7,85.8,6.2,29.5,1.1,5.4
12086006705,FL,Miami,18.3,16.7,16.7,27.1,79.5,6.6,5.7,5.3,77.6,83.6,63.8,3.9,31,27.7,8.3,76.3,9.2,35.5,2.8,24.9,84.9,7.7,20.9,85.5,8.6,27.8,2.3,5.8
12086006706,FL,Miami,16.7,13.8,18.9,21.9,76,5.7,5.7,4.1,76.1,83.2,65.2,3.1,32,29.9,7.6,78.7,7.3,31.1,2.3,21.5,85.3,7.5,19.8,86.3,7.2,27.6,1.7,4.7
12086006707,FL,Miami,14.8,10.8,21.2,18,70.3,4.4,5.5,3,74.1,82.3,64.6,2.5,32.9,31.3,7.5,79.9,5.7,27.7,1.8,18.7,86,7.4,19.8,87.2,6.2,28.1,1.3,3.9
12086006709,FL,Miami,18.7,6.8,27.1,12.8,52.9,2.5,5.7,1.7,68.7,73.6,57.2,2.3,32.6,30,11.7,73.4,3.4,20.5,1.3,18.9,85.1,9.1,20,85.9,5.8,31,0.9,5.9
12086006711,FL,Miami,16.8,8.4,23.9,14.1,63,3.2,5.6,2.3,71,76.7,61.8,2.3,31.9,28.8,9,76.3,4.5,22.8,1.6,18.9,86.5,8.4,19.1,85.6,5.9,29.1,1.1,4.8
12086006713,FL,Miami,20.5,8.1,22.1,15.2,60.5,2.8,5.6,2.2,70,72.6,56.3,2.4,27.7,26,9.9,71.5,4.7,23.9,1.7,21.9,86.5,9,21.1,86,6.5,30.3,1.1,5.8
12086006714,FL,Miami,17.7,13.3,19,21,74.6,5.2,5.9,3.9,75,80.7,62.3,3.2,31.2,28,8.4,76.4,7.1,30.1,2.3,22.5,85.4,8.1,20.1,86.1,7.5,28.1,1.8,5.6
12086006801,FL,Miami,13.8,15.9,19.7,24.1,76.9,6.2,6,4.6,76.2,83.7,65.6,4.1,34.6,32,9.6,78.3,7.2,33.4,2.3,21.2,85,8.2,20.3,85,8,28.2,2,6.1
12086006802,FL,Miami,13.7,21.9,14.7,31.8,83.8,9.2,6,7.1,81,87.9,66.2,5.1,34,29.3,8.1,78.9,10,39.4,3.2,24.8,83.9,7.4,19.5,84.3,9.4,26.1,2.9,6.4
12086006900,FL,Miami,29.8,18.5,15.3,29.9,79.3,6,6.2,6.7,76.5,78.6,54,5.2,24.5,21.5,11.8,64.6,12.4,37.9,3.6,35.8,83.3,10.1,25.1,82.8,12.3,31,3.1,10.9
12086007001,FL,Miami,33.2,16.3,16.2,27.5,76.6,5.1,6.2,5.9,74.4,74.5,51.4,4.8,23.1,20.5,12.7,61.6,11.6,36.1,3.3,36.5,83.6,10.7,25.7,82.5,12,31.8,2.8,11.8
12086007002,FL,Miami,34.8,17.1,15.6,27.7,76.8,5,6.5,6.2,74.4,74.8,49.8,5.3,22.3,19.5,13.3,59.3,12.3,36.3,3.5,38.4,83.8,11.4,26.9,82.5,13,32.5,3,13.2
12086007101,FL,Miami,26.9,21.3,14.3,35.2,81.1,6,8.2,7.2,78.5,75.9,54.7,7.2,21.6,19.5,16.9,56.8,14,36.4,4.1,38.1,84.4,12.7,29.7,83.3,13.9,36.2,4.6,18.5
12086007103,FL,Miami,14.2,11.9,23,18.9,70.9,4.7,6,3.3,73.4,79.3,64.9,3.1,35.3,31.9,9.7,78.5,5.4,28,1.8,18.9,85.8,8.4,19.1,84.8,6.7,28.7,1.5,5.8
12086007104,FL,Miami,17.4,11.5,22.7,19.1,68.8,4.2,6.2,3.2,72.3,76.7,61.1,3.4,31,27.8,11.9,74,5.7,27.8,1.9,22,85,9.5,20.9,85.1,7.5,30.6,1.5,6.3
12086007200,FL,Miami,27,22.4,13.6,40.1,81.5,5.4,9.7,7,80.6,73.7,51.6,8.4,19.5,19.8,20.9,52,15.3,37.1,4,40.7,86.1,14.7,33.7,82.8,15.4,40.8,5.3,24.9
12086007300,FL,Miami,12.2,18.2,18.3,25.9,79.4,7.1,6.3,5.2,77.9,86.6,65.9,4.6,34.6,32.9,9.5,79.4,7.9,35.5,2.5,21.5,85.1,8.2,20.5,84.8,8.6,27.8,2.2,6.1
12086490100,FL,Miami,40.2,19.8,14.3,33.5,79.4,5.6,6.5,8,75.3,73,48,6.3,20.5,18.3,13.9,55,15.3,41.4,4.2,43.5,83,11.9,28.7,80.9,15.2,33.1,3.7,15.5
12086003906,FL,Miami Beach,12.8,16.8,19.1,24.6,77.6,6.9,6.2,4.8,77.3,86.4,64.1,4.2,35.4,31.2,9.5,79.7,7.3,33.9,2.4,21.3,85,8.1,20,85.5,8.3,27.7,2.1,6.1
12086003909,FL,Miami Beach,30.8,23.5,13.4,35.9,82.2,7.4,6.7,9.4,77.8,78.8,51.3,7.5,23.6,19.7,14.3,58.8,14.9,41.2,4.5,40.6,82,11.3,26.8,82.6,15,32,4.5,15.5
12086003911,FL,Miami Beach,35.1,19.9,15.2,31.8,77.6,5.4,7.2,7.3,74.4,74,47,7.2,22.4,19.3,17,54.8,13.6,39.2,3.9,41.2,82.7,13.2,29.3,81.7,15.4,34.5,3.7,16.8
12086003912,FL,Miami Beach,29.6,17.5,16.6,28.9,76.7,5.3,6.8,5.9,75.1,74.6,52,5.7,25.4,22.3,14.2,62.6,11,36.9,3.2,35.1,83.5,11.6,26.4,82.7,12.5,33.2,2.9,12.7
12086003913,FL,Miami Beach,30.2,17.6,16.1,29.7,77.1,5.2,6.5,6.1,74.9,75.3,51.1,5.6,24.2,21.7,13.7,61.6,11.8,37.6,3.4,36,83.5,11.2,27.1,83.3,12.7,32.6,3,12.7
12086003914,FL,Miami Beach,30.7,19.3,15.4,31.5,78.3,5.8,6.8,7.1,75,75,51,6.4,23.6,20.3,14.9,59.6,12.6,38.9,3.8,37.5,83.7,11.8,26.8,82.7,13.7,32.4,3.5,14
12086003915,FL,Miami Beach,31.2,18,16,29.6,76.7,5.2,6.8,6.3,74.4,74.3,50.1,6.1,23.6,21.3,15,59.6,12,37.7,3.4,37,82.9,12,27.5,82.6,13.4,33.2,3.1,14
12086003916,FL,Miami Beach,28.8,16.3,17.1,26.5,74.7,4.8,6.7,5.4,74,75.3,51.1,5.4,24.6,22.1,14.9,61.8,10.5,34.7,3,34.5,83.9,11.7,26.9,82.9,12.1,33.4,2.7,12.4
12086003919,FL,Miami Beach,17.1,17.9,17.5,27.6,79.7,7.4,5.9,5.7,77.7,83.9,65.1,4.4,33.8,30.5,9.1,77,8.4,35.7,2.7,24.2,84,8,20.3,85.2,8.7,27.8,2.4,7.1
12086003921,FL,Miami Beach,18.6,18.6,15.7,30.5,81.6,7.4,5.5,6.3,79,85.1,63.6,4.3,30.3,28,8.4,75.8,10.5,38.1,3.1,26.6,84.4,7.5,21.5,85.2,9.2,27.7,2.6,6.3
12086003922,FL,Miami Beach,19,19.7,15.5,30,81.7,7.6,5.8,6.8,78.9,84.7,62,4.8,30.8,28.2,8.9,74.6,10.7,37.9,3.2,27.4,84.1,8.1,21.9,84.6,9.8,28.1,2.8,7.2
