State,Tract,Total Population
FL,12087970400,3756
FL,12087970500,2349
FL,12087970600,1599
FL,12087970700,2589
FL,12087970800,4193
FL,12087970900,1700
FL,12087971001,1307
FL,12087971002,1610
FL,12087971100,3508
FL,12087971200,2417
FL,12087971300,1515
FL,12087971401,3574
FL,12087971402,1811
FL,12087971501,1896
FL,12087971502,3175
FL,12087971600,2128
FL,12087971700,3414
FL,12087971800,5393
FL,12087971900,6386
FL,12087972000,3234
FL,12087972100,4967
FL,12087972200,3453
FL,12087972300,2659
FL,12087972400,2765
FL,12087972500,1120
FL,12087972600,732
FL,12087980000,35
FL,12087980100,0
FL,12087990000,0
FL,12089050101,6694
FL,12089050102,2893
FL,12089050201,1668
FL,12089050202,6642
FL,12089050203,3851
FL,12089050301,8730
FL,12089050302,7685
FL,12089050303,13216
FL,12089050400,8521
FL,12089050502,7684
FL,12089050503,6636
FL,12089050504,4215
FL,12089990000,0
FL,12091020100,7769
FL,12091020200,1927
FL,12091020301,7926
FL,12091020302,6699
FL,12091020400,7462
FL,12091020500,8043
FL,12091020600,10137
FL,12091020700,11175
FL,12091020800,5212
FL,12091020900,6203
FL,12091021001,6028
FL,12091021002,4948
FL,12091021101,3273
FL,12091021102,8059
FL,12091021200,6442
FL,12091021400,1608
FL,12091021501,3687
FL,12091021502,4361
FL,12091021600,2182
FL,12091021700,2810
FL,12091021801,5137
FL,12091021802,4973
FL,12091021900,8259
FL,12091022001,3971
FL,12091022002,3648
FL,12091022100,3297
FL,12091022300,2629
FL,12091022400,3960
FL,12091022500,3990
FL,12091022600,3390
FL,12091022700,3722
FL,12091022800,2472
FL,12091022900,4544
FL,12091023100,8190
FL,12091023200,1934
FL,12091023303,1312
FL,12091023304,4328
FL,12091023305,4174
FL,12091023306,2922
FL,12091023307,1890
FL,12091023308,2898
FL,12091990100,0
FL,12091990200,0
FL,12093910101,6228
FL,12093910102,2727
FL,12093910201,4317
FL,12093910202,4548
FL,12093910300,1985
FL,12093910401,3481
FL,12093910402,2741
FL,12093910403,3264
FL,12093910500,4491
FL,12093910601,4419
FL,12093910602,2027
FL,12093990000,0
FL,12095010200,4777
FL,12095010300,2455
FL,12095010400,1379
FL,12095010500,1286
FL,12095010802,2855
FL,12095011000,3125
FL,12095011100,3392
FL,12095011200,3339
FL,12095011300,5308
FL,12095011600,5296
FL,12095011701,4684
FL,12095011702,2970
FL,12095012000,7962
FL,12095012100,7343
FL,12095012201,5573
FL,12095012202,5458
FL,12095012303,8642
FL,12095012304,6967
FL,12095012305,8034
FL,12095012306,3480
FL,12095012307,6766
FL,12095012401,8601
FL,12095012402,5845
FL,12095012403,4969
FL,12095012500,2145
FL,12095012600,5307
FL,12095012701,5059
FL,12095012800,3735
FL,12095012900,2652
FL,12095013201,4621
FL,12095013202,6503
FL,12095013300,7139
FL,12095013402,3706
FL,12095013403,3711
FL,12095013405,2171
FL,12095013406,3781
FL,12095013503,2432
FL,12095013505,4477
FL,12095013507,7402
FL,12095013508,2993
FL,12095013509,1311
FL,12095013510,2075
FL,12095013511,5225
FL,12095013512,5783
FL,12095013603,5174
FL,12095013604,6091
FL,12095013605,3993
FL,12095013606,3526
FL,12095013607,5074
FL,12095013701,4972
FL,12095013702,5721
FL,12095013801,2528
FL,12095013802,2796
FL,12095013803,2650
FL,12095013900,3737
FL,12095014000,6223
FL,12095014100,6695
FL,12095014200,10379
FL,12095014301,5543
FL,12095014302,6030
FL,12095014400,3540
FL,12095014502,5095
FL,12095014503,4979
FL,12095014504,6124
FL,12095014601,7719
FL,12095014605,4670
FL,12095014606,7267
FL,12095014607,5909
FL,12095014608,4531
FL,12095014609,6119
FL,12095014701,5235
FL,12095014702,5580
FL,12095014703,2223
FL,12095014704,13168
FL,12095014804,6873
FL,12095014805,5972
FL,12095014806,4429
FL,12095014807,6368
FL,12095014808,12497
FL,12095014809,2921
FL,12095014810,5814
FL,12095014811,5209
FL,12095014812,5856
FL,12095014813,4083
FL,12095014904,6813
FL,12095014906,6434
FL,12095014908,7579
FL,12095014909,3373
FL,12095015001,1701
FL,12095015002,5498
FL,12095015003,6938
FL,12095015004,10129
FL,12095015103,6636
FL,12095015104,5297
FL,12095015105,3932
FL,12095015106,7975
FL,12095015201,8610
FL,12095015202,7002
FL,12095015300,3442
FL,12095015402,2146
FL,12095015501,4726
FL,12095015601,2315
FL,12095015602,2393
FL,12095015701,1947
FL,12095015702,1889
FL,12095015801,1801
FL,12095015802,2540
FL,12095015901,2497
FL,12095015902,1580
FL,12095016001,2088
FL,12095016002,2606
FL,12095016100,4119
FL,12095016200,6440
FL,12095016301,6351
FL,12095016302,4411
FL,12095016402,2387
FL,12095016406,2067
FL,12095016407,6052
FL,12095016408,2304
FL,12095016409,3498
FL,12095016410,8419
FL,12095016411,3127
FL,12095016412,4961
FL,12095016503,6061
FL,12095016504,5635
FL,12095016505,3063
FL,12095016507,18625
FL,12095016508,9208
FL,12095016509,4260
FL,12095016510,4002
FL,12095016511,4780
FL,12095016601,11369
FL,12095016602,9451
FL,12095016704,21615
FL,12095016709,7934
FL,12095016710,4791
FL,12095016712,8364
FL,12095016713,7407
FL,12095016714,3312
FL,12095016715,6255
FL,12095016716,5343
FL,12095016717,3191
FL,12095016723,4631
FL,12095016724,6482
FL,12095016727,11669
FL,12095016728,4941
FL,12095016729,18472
FL,12095016730,31526
FL,12095016731,6722
FL,12095016732,16586
FL,12095016733,6165
FL,12095016734,12928
FL,12095016802,10168
FL,12095016803,2701
FL,12095016804,4284
FL,12095016806,15980
FL,12095016807,21171
FL,12095016902,5343
FL,12095016903,16778
FL,12095016904,4557
FL,12095016906,3949
FL,12095016907,7272
FL,12095017001,4217
FL,12095017004,5267
FL,12095017006,3924
FL,12095017008,11140
FL,12095017011,5636
FL,12095017012,3004
FL,12095017013,7801
FL,12095017014,12734
FL,12095017015,7769
FL,12095017016,9987
FL,12095017017,5887
FL,12095017103,20686
FL,12095017104,28818
FL,12095017105,18364
FL,12095017107,7462
FL,12095017108,9679
FL,12095017109,6353
FL,12095017200,4208
FL,12095017300,10712
FL,12095017400,10669
FL,12095017501,12070
FL,12095017503,6145
FL,12095017504,9004
FL,12095017600,4423
FL,12095017701,5936
FL,12095017702,2185
FL,12095017703,4933
FL,12095017802,15917
FL,12095017804,9942
FL,12095017805,3082
FL,12095017806,5081
FL,12095017807,3943
FL,12095017808,3545
FL,12095017901,3136
FL,12095017902,6331
FL,12095018000,2842
FL,12095018100,2807
FL,12095018200,11100
FL,12095018300,2366
FL,12095018400,2637
FL,12095018500,4082
FL,12095018700,5739
FL,12095018800,3889
FL,12095018900,7703
FL,12095990000,0
FL,12097040801,925
FL,12097040802,7951
FL,12097040803,9020
FL,12097040804,6085
FL,12097040901,4493
FL,12097040902,8004
FL,12097041001,10023
FL,12097041002,12536
FL,12097041100,21011
FL,12097041300,16618
FL,12097041500,14169
FL,12097041600,3887
FL,12097041700,5958
FL,12097041800,2988
FL,12097041900,6135
FL,12097042000,7711
FL,12097042100,11079
FL,12097042200,9302
FL,12097042300,6747
FL,12097042400,8014
FL,12097042500,8142
FL,12097042601,3909
FL,12097042602,14297
FL,12097042701,9195
FL,12097042702,7250
FL,12097042800,12223
FL,12097042900,20083
FL,12097043100,3566
FL,12097043201,152
FL,12097043202,440
FL,12097043203,4408
FL,12097043204,18921
FL,12097043205,1609
FL,12097043206,328
FL,12097043301,1608
FL,12097043302,13765
FL,12097043400,5566
FL,12097043500,5306
FL,12097043600,7338
FL,12097043700,6392
FL,12097043800,8014
FL,12099000101,7572
FL,12099000102,3221
FL,12099000202,6191
FL,12099000204,3760
FL,12099000205,6413
FL,12099000206,7816
FL,12099000208,4357
FL,12099000209,7710
FL,12099000210,5849
FL,12099000211,4090
FL,12099000213,2924
FL,12099000214,7724
FL,12099000215,9189
FL,12099000301,4108
FL,12099000303,4330
FL,12099000304,5702
FL,12099000405,3071
FL,12099000406,2714
FL,12099000407,1962
FL,12099000408,3863
FL,12099000410,3719
FL,12099000505,2900
FL,12099000507,825
FL,12099000509,1718
FL,12099000511,2356
FL,12099000600,1488
FL,12099000702,2898
FL,12099000703,3841
FL,12099000802,2907
FL,12099000803,3423
FL,12099000804,3172
FL,12099000902,3065
FL,12099000903,5615
FL,12099000904,4169
FL,12099000905,4709
FL,12099001002,6256
FL,12099001003,4939
FL,12099001004,5468
FL,12099001101,6625
FL,12099001102,2263
FL,12099001200,4847
FL,12099001301,5613
FL,12099001302,4679
FL,12099001402,2628
FL,12099001403,2974
FL,12099001404,3527
FL,12099001500,2964
FL,12099001600,3295
FL,12099001700,4737
FL,12099001801,5323
FL,12099001802,4274
FL,12099001904,3330
FL,12099001907,3105
FL,12099001908,6525
FL,12099001909,2941
FL,12099001910,1489
FL,12099001911,940
FL,12099001912,1667
FL,12099001913,1860
FL,12099001914,2227
FL,12099001915,6714
FL,12099001916,3508
FL,12099001917,4399
FL,12099002005,4524
FL,12099002006,4256
FL,12099002100,4650
FL,12099002200,2222
FL,12099002300,2844
FL,12099002400,1772
FL,12099002600,1240
FL,12099002700,5460
FL,12099002800,3829
FL,12099002900,5733
FL,12099003000,6474
FL,12099003101,8203
FL,12099003102,6604
FL,12099003201,5176
FL,12099003202,6364
FL,12099003300,4621
FL,12099003400,3873
FL,12099003504,799
FL,12099003507,2524
FL,12099003509,2556
FL,12099003511,1776
FL,12099003600,6329
FL,12099003700,5825
FL,12099003800,8080
FL,12099003901,4518
FL,12099003902,6420
FL,12099004005,3827
FL,12099004007,5889
FL,12099004008,6738
FL,12099004009,4147
FL,12099004010,3378
FL,12099004011,6037
FL,12099004012,3943
FL,12099004013,3605
FL,12099004101,5446
FL,12099004102,3034
FL,12099004201,9285
FL,12099004202,4855
FL,12099004203,3002
FL,12099004300,6205
FL,12099004401,4274
FL,12099004402,4819
FL,12099004500,6778
FL,12099004601,3816
FL,12099004602,4986
FL,12099004702,6526
FL,12099004704,7390
FL,12099004705,4733
FL,12099004706,2567
FL,12099004809,1557
FL,12099004810,4884
FL,12099004811,3775
FL,12099004812,9162
FL,12099004813,6316
FL,12099004815,7137
FL,12099004816,3383
FL,12099004817,4014
FL,12099004818,2600
FL,12099004819,4511
FL,12099004902,2292
FL,12099004903,5144
FL,12099004904,6073
FL,12099005000,5832
FL,12099005101,3159
FL,12099005102,5865
FL,12099005202,4156
FL,12099005203,2132
FL,12099005204,3981
FL,12099005300,4141
FL,12099005405,913
FL,12099005407,1716
FL,12099005409,892
FL,12099005411,3390
FL,12099005501,3682
FL,12099005502,6570
FL,12099005601,5657
FL,12099005602,2785
FL,12099005701,4137
FL,12099005702,7123
FL,12099005807,4384
FL,12099005808,5707
FL,12099005810,1711
FL,12099005811,3553
FL,12099005812,4338
FL,12099005813,6171
FL,12099005814,4914
FL,12099005815,4874
FL,12099005816,5834
FL,12099005817,6125
FL,12099005903,8321
FL,12099005915,5256
FL,12099005916,7711
FL,12099005917,4532
FL,12099005918,3266
FL,12099005921,7692
FL,12099005922,5814
FL,12099005923,3619
FL,12099005926,4241
FL,12099005930,3649
FL,12099005931,3266
FL,12099005933,2940
FL,12099005934,2449
FL,12099005935,2178
FL,12099005936,3265
FL,12099005937,1784
FL,12099005938,3453
FL,12099005939,1281
FL,12099005940,1902
FL,12099005942,2203
FL,12099005943,2247
FL,12099005944,2356
FL,12099005945,5265
FL,12099005946,8654
FL,12099005947,4406
FL,12099005949,3265
FL,12099005950,5116
FL,12099005951,4376
FL,12099005952,1297
FL,12099005953,4854
FL,12099005954,4280
FL,12099005955,4777
FL,12099005956,802
FL,12099006005,3838
FL,12099006006,2378
FL,12099006007,3654
FL,12099006008,2647
FL,12099006009,1993
FL,12099006010,4068
FL,12099006011,3159
FL,12099006012,4516
FL,12099006100,4234
FL,12099006201,4396
FL,12099006202,2321
FL,12099006203,2267
FL,12099006300,6224
FL,12099006401,1829
FL,12099006402,4103
FL,12099006501,1671
FL,12099006502,3900
FL,12099006602,3224
FL,12099006603,5443
FL,12099006604,5540
FL,12099006605,5301
FL,12099006700,2752
FL,12099006801,6298
FL,12099006802,3842
FL,12099006906,4558
FL,12099006907,3380
FL,12099006908,4826
FL,12099006909,2519
FL,12099006910,2091
FL,12099006911,3119
FL,12099006912,3914
FL,12099007002,4478
FL,12099007005,3614
FL,12099007006,4432
FL,12099007007,4108
FL,12099007008,4726
FL,12099007009,3532
FL,12099007010,1629
FL,12099007011,2855
FL,12099007100,2283
FL,12099007201,6726
FL,12099007202,4591
FL,12099007203,5700
FL,12099007301,4507
FL,12099007302,5187
FL,12099007407,2082
FL,12099007410,1644
FL,12099007412,1309
FL,12099007414,1638
FL,12099007416,3080
FL,12099007418,985
FL,12099007420,3300
FL,12099007501,3422
FL,12099007504,3015
FL,12099007505,2495
FL,12099007602,4898
FL,12099007603,2357
FL,12099007604,7626
FL,12099007605,4855
FL,12099007607,5845
FL,12099007610,5019
FL,12099007612,5045
FL,12099007613,3584
FL,12099007614,4184
FL,12099007615,3835
FL,12099007616,3039
FL,12099007617,1769
FL,12099007618,4441
FL,12099007705,4714
FL,12099007710,4746
FL,12099007713,16822
FL,12099007716,5150
FL,12099007721,5111
FL,12099007723,2726
FL,12099007724,6022
FL,12099007725,6386
FL,12099007730,6316
FL,12099007731,4530
FL,12099007732,5781
FL,12099007733,3519
FL,12099007734,2311
FL,12099007735,5606
FL,12099007736,3985
FL,12099007738,3889
FL,12099007739,3071
FL,12099007740,5604
FL,12099007741,4038
FL,12099007742,5087
FL,12099007743,4883
FL,12099007744,2876
FL,12099007746,1147
FL,12099007747,2766
FL,12099007748,4650
FL,12099007749,5837
FL,12099007750,4744
FL,12099007751,3558
FL,12099007752,7211
FL,12099007753,8238
FL,12099007754,5064
FL,12099007756,5731
FL,12099007757,4317
FL,12099007758,6552
FL,12099007759,1521
FL,12099007760,4171
FL,12099007762,1827
FL,12099007763,7399
FL,12099007764,1915
FL,12099007765,9704
FL,12099007766,3424
FL,12099007767,3697
FL,12099007805,6165
FL,12099007808,5350
FL,12099007809,3496
FL,12099007812,5836
FL,12099007813,6954
FL,12099007814,2007
FL,12099007817,8276
FL,12099007818,2057
FL,12099007820,2993
FL,12099007821,2998
FL,12099007822,6141
FL,12099007823,4295
FL,12099007828,1473
FL,12099007830,3549
FL,12099007831,3836
FL,12099007832,2616
FL,12099007833,4653
FL,12099007834,1636
FL,12099007835,3970
FL,12099007836,7955
FL,12099007837,6512
FL,12099007838,8151
FL,12099007839,6868
FL,12099007908,8240
FL,12099007909,3814
FL,12099007910,7802
FL,12099007912,8980
FL,12099008001,3682
FL,12099008002,4649
FL,12099008101,7323
FL,12099008102,0
FL,12099008201,4066
FL,12099008202,3096
FL,12099008203,5620
FL,12099008301,1784
FL,12099008302,5896
FL,12099980000,0
FL,12099980100,0
FL,12099980200,0
FL,12099980400,0
FL,12099980500,0
FL,12099990000,0
FL,12099990100,0
FL,12101030101,2711
FL,12101030102,2833
FL,12101030202,2761
FL,12101030203,1494
FL,12101030204,1132
FL,12101030205,2229
FL,12101030301,2225
FL,12101030302,2235
FL,12101030303,3513
FL,12101030404,2937
FL,12101030405,1938
FL,12101030406,2093
FL,12101030407,2806
FL,12101030408,2194
FL,12101030409,2424
FL,12101030410,1997
FL,12101030411,3017
FL,12101030412,2607
FL,12101030501,1422
FL,12101030502,4451
FL,12101030601,2056
FL,12101030602,2678
FL,12101030700,3949
FL,12101030800,2958
FL,12101030901,3843
FL,12101030903,2694
FL,12101030904,2850
FL,12101030905,3529
FL,12101031003,5919
FL,12101031005,4058
FL,12101031006,1880
FL,12101031007,5199
FL,12101031008,2248
FL,12101031009,3094
FL,12101031010,5136
FL,12101031011,2568
FL,12101031012,4852
FL,12101031013,3094
FL,12101031014,3441
FL,12101031101,4819
FL,12101031102,4934
FL,12101031203,2357
FL,12101031204,2827
FL,12101031205,4053
FL,12101031206,2822
FL,12101031207,2460
FL,12101031208,3611
FL,12101031301,3798
FL,12101031302,6818
FL,12101031401,3760
FL,12101031404,4004
FL,12101031405,1981
FL,12101031406,2837
FL,12101031407,2709
FL,12101031408,2664
FL,12101031409,7399
FL,12101031503,2970
FL,12101031504,1849
FL,12101031505,5966
FL,12101031506,3869
FL,12101031507,5754
FL,12101031508,3898
FL,12101031601,4903
FL,12101031602,6634
FL,12101031603,9205
FL,12101031604,6330
FL,12101031605,3352
FL,12101031701,2285
FL,12101031703,4525
FL,12101031704,5674
FL,12101031705,4330
FL,12101031706,3017
FL,12101031707,3788
FL,12101031708,5646
FL,12101031804,3941
FL,12101031805,3725
FL,12101031806,5173
FL,12101031807,3163
FL,12101031808,3146
FL,12101031809,2792
FL,12101031901,2278
FL,12101031902,8377
FL,12101031903,6241
FL,12101032001,6282
FL,12101032005,3791
FL,12101032006,8159
FL,12101032007,2887
FL,12101032008,5228
FL,12101032009,7885
FL,12101032010,3197
FL,12101032011,4765
FL,12101032012,3939
FL,12101032013,5745
FL,12101032014,6953
FL,12101032103,6971
FL,12101032104,4846
FL,12101032105,6264
FL,12101032106,8379
FL,12101032107,5953
FL,12101032108,4589
FL,12101032109,3749
FL,12101032110,3182
FL,12101032111,3593
FL,12101032112,4158
FL,12101032113,4224
FL,12101032200,5120
FL,12101032300,2575
FL,12101032401,2817
FL,12101032402,3408
FL,12101032500,5413
FL,12101032601,3334
FL,12101032602,3398
FL,12101032700,2926
FL,12101032801,1672
FL,12101032802,3194
FL,12101032803,1797
FL,12101032804,2661
FL,12101032901,5179
FL,12101032902,1778
FL,12101032903,3204
FL,12101032904,2467
FL,12101033005,3957
FL,12101033006,2193
FL,12101033007,1833
FL,12101033008,2241
FL,12101033009,2810
FL,12101033010,3931
FL,12101033011,1743
FL,12101033012,2309
FL,12101033013,2869
FL,12101033014,2954
FL,12101033101,2483
FL,12101033102,1382
FL,12101990000,0
FL,12103020101,4939
FL,12103020105,5194
FL,12103020106,3560
FL,12103020107,1648
FL,12103020108,2074
FL,12103020201,5176
FL,12103020202,3561
FL,12103020206,4189
FL,12103020207,2668
FL,12103020208,2423
FL,12103020209,4028
FL,12103020301,3309
FL,12103020302,3999
FL,12103020400,2500
FL,12103020500,3674
FL,12103020600,4197
FL,12103020700,3463
FL,12103020800,5184
FL,12103021200,3514
FL,12103021500,3311
FL,12103021600,2436
FL,12103021800,3175
FL,12103021900,2762
FL,12103022000,3034
FL,12103022100,5258
FL,12103022200,4222
FL,12103022301,3060
FL,12103022302,3700
FL,12103022401,3656
FL,12103022402,4993
FL,12103022501,4951
FL,12103022502,3977
FL,12103022503,5370
FL,12103022601,3497
FL,12103022602,4735
FL,12103022700,4155
FL,12103022801,4821
FL,12103022802,3742
FL,12103022901,2851
FL,12103022902,2493
FL,12103023000,2484
FL,12103023100,2305
FL,12103023200,2864
FL,12103023300,2355
FL,12103023400,1675
FL,12103023500,3252
FL,12103023600,3067
FL,12103023700,2657
FL,12103023800,2478
FL,12103023900,2042
FL,12103024001,3230
FL,12103024002,5445
FL,12103024004,5280
FL,12103024005,3187
FL,12103024100,4507
FL,12103024200,5167
FL,12103024301,4261
FL,12103024302,4533
FL,12103024403,4252
FL,12103024406,5656
FL,12103024408,4279
FL,12103024409,2927
FL,12103024410,3623
FL,12103024411,4231
FL,12103024412,4133
FL,12103024413,5232
FL,12103024505,7268
FL,12103024507,3669
FL,12103024508,5583
FL,12103024509,3532
FL,12103024510,5159
FL,12103024511,9173
FL,12103024512,3258
FL,12103024513,4020
FL,12103024514,4621
FL,12103024601,3786
FL,12103024602,5920
FL,12103024701,3231
FL,12103024702,2039
FL,12103024703,3073
FL,12103024801,4314
FL,12103024803,2591
FL,12103024804,2264
FL,12103024805,2719
FL,12103024901,5671
FL,12103024902,6693
FL,12103024904,3442
FL,12103024905,6908
FL,12103024906,3888
FL,12103025004,6243
FL,12103025007,4148
FL,12103025009,4113
FL,12103025010,4799
FL,12103025011,5514
FL,12103025012,5428
FL,12103025013,4066
FL,12103025014,4921
FL,12103025015,2792
FL,12103025016,1961
FL,12103025017,2662
FL,12103025018,2691
FL,12103025019,2230
FL,12103025106,2439
FL,12103025107,3934
FL,12103025108,2245
FL,12103025109,4344
FL,12103025110,5037
FL,12103025111,2670
FL,12103025112,3214
FL,12103025113,2711
FL,12103025114,3279
FL,12103025115,3426
FL,12103025116,2238
FL,12103025119,5243
FL,12103025120,3409
FL,12103025121,4603
FL,12103025122,5561
FL,12103025123,1773
FL,12103025203,5609
FL,12103025204,3505
FL,12103025205,3853
FL,12103025207,7093
FL,12103025208,1703
FL,12103025209,4915
FL,12103025303,5230
FL,12103025304,3209
FL,12103025305,2910
FL,12103025306,1392
FL,12103025307,4804
FL,12103025308,2193
FL,12103025401,4705
FL,12103025405,3700
FL,12103025407,5629
FL,12103025408,6546
FL,12103025411,2054
FL,12103025412,5066
FL,12103025413,3159
FL,12103025414,2570
FL,12103025415,4266
FL,12103025416,3317
FL,12103025417,2374
FL,12103025501,4371
FL,12103025503,4772
FL,12103025505,2779
FL,12103025506,6178
FL,12103025602,3018
FL,12103025603,2568
FL,12103025604,1354
FL,12103025700,3982
FL,12103025800,4148
FL,12103025900,5274
FL,12103026001,2862
FL,12103026002,2754
FL,12103026101,2357
FL,12103026102,1326
FL,12103026200,2033
FL,12103026300,7716
FL,12103026400,6582
FL,12103026500,7321
FL,12103026601,3088
FL,12103026602,2424
FL,12103026701,4687
FL,12103026702,6681
FL,12103026703,6979
FL,12103026804,5535
FL,12103026809,2877
FL,12103026811,6250
FL,12103026812,4885
FL,12103026813,3678
FL,12103026814,2237
FL,12103026815,4908
FL,12103026816,5771
FL,12103026817,5077
FL,12103026818,4457
FL,12103026819,2108
FL,12103026820,4806
FL,12103026821,2890
FL,12103026904,4935
FL,12103026907,5751
FL,12103026908,4109
FL,12103026909,4474
FL,12103026910,5755
FL,12103026911,3754
FL,12103026912,4059
FL,12103026913,3063
FL,12103027000,5129
FL,12103027101,3959
FL,12103027105,3282
FL,12103027106,4639
FL,12103027202,5466
FL,12103027204,4876
FL,12103027205,6565
FL,12103027206,6708
FL,12103027207,5224
FL,12103027208,7119
FL,12103027209,1208
FL,12103027210,4461
FL,12103027308,3841
FL,12103027309,1896
FL,12103027310,8985
FL,12103027314,3706
FL,12103027315,5847
FL,12103027316,3897
FL,12103027317,5659
FL,12103027318,4057
FL,12103027319,5203
FL,12103027320,4418
FL,12103027321,1521
FL,12103027322,6404
FL,12103027323,3082
FL,12103027324,3981
FL,12103027325,3642
FL,12103027326,3669
FL,12103027327,4453
FL,12103027401,2885
FL,12103027402,6173
FL,12103027403,1628
FL,12103027501,5202
FL,12103027502,7912
FL,12103027603,2495
FL,12103027604,2279
FL,12103027605,1648
FL,12103027606,1697
FL,12103027701,2814
FL,12103027703,1165
FL,12103027704,2532
FL,12103027801,1527
FL,12103027802,2707
FL,12103027901,2358
FL,12103027903,1480
FL,12103027904,3006
FL,12103028002,3954
FL,12103028003,3375
FL,12103028004,2022
FL,12103028102,3427
FL,12103028103,1759
FL,12103028104,3269
FL,12103028200,2537
FL,12103028300,3601
FL,12103028401,1536
FL,12103028402,1247
FL,12103028500,2008
FL,12103028600,4188
FL,12103028700,2942
FL,12103990000,0
FL,12103990100,0
FL,12105010300,4517
FL,12105010401,1781
FL,12105010402,4768
FL,12105010501,1768
FL,12105010502,4212
FL,12105010601,3869
FL,12105010603,3535
FL,12105010604,3287
FL,12105010701,4258
FL,12105010702,3914
FL,12105010800,3875
FL,12105010900,4765
FL,12105011000,2898
FL,12105011100,3508
FL,12105011202,1809
FL,12105011203,4181
FL,12105011204,1677
FL,12105011300,1983
FL,12105011400,4642
FL,12105011501,6189
FL,12105011502,5835
FL,12105011603,2378
FL,12105011604,4838
FL,12105011605,3085
FL,12105011606,1852
FL,12105011704,5065
FL,12105011721,2804
FL,12105011722,2743
FL,12105011731,5636
FL,12105011732,3501
FL,12105011821,3054
FL,12105011822,4279
FL,12105011832,4594
FL,12105011833,7660
FL,12105011834,6377
FL,12105011835,4524
FL,12105011836,4011
FL,12105011901,4835
FL,12105011902,3937
FL,12105011908,3837
FL,12105011909,3117
FL,12105011910,1568
FL,12105011911,3024
FL,12105011912,1650
FL,12105011913,2632
FL,12105012001,5445
FL,12105012002,2939
FL,12105012003,5032
FL,12105012004,2333
FL,12105012111,5332
FL,12105012113,6480
FL,12105012124,5922
FL,12105012125,3127
FL,12105012126,3831
FL,12105012127,7269
FL,12105012128,4808
FL,12105012129,7074
FL,12105012203,2489
FL,12105012204,6225
FL,12105012205,1382
FL,12105012206,5096
FL,12105012303,3884
FL,12105012304,5620
FL,12105012305,1595
FL,12105012306,2279
FL,12105012307,3445
FL,12105012309,1363
FL,12105012403,12985
FL,12105012404,2384
FL,12105012405,5545
FL,12105012406,4488
FL,12105012407,1368
FL,12105012408,3990
FL,12105012409,2087
FL,12105012410,2585
FL,12105012411,6572
FL,12105012502,8216
FL,12105012503,17959
FL,12105012504,6409
FL,12105012506,7067
FL,12105012507,5877
FL,12105012601,4636
FL,12105012602,6486
FL,12105012700,6420
FL,12105012802,3565
FL,12105012803,3450
FL,12105012804,4263
FL,12105012900,5744
FL,12105013001,3725
FL,12105013002,4141
FL,12105013101,4264
FL,12105013102,3608
FL,12105013103,934
FL,12105013200,2127
FL,12105013300,2077
FL,12105013400,5910
FL,12105013500,3592
FL,12105013600,6263
FL,12105013701,1906
FL,12105013702,5970
FL,12105013801,2964
FL,12105013802,6535
FL,12105013901,2783
FL,12105013902,5330
FL,12105014001,5151
FL,12105014003,3568
FL,12105014005,3956
FL,12105014006,3068
FL,12105014103,12398
FL,12105014104,347
FL,12105014105,7007
FL,12105014121,2383
FL,12105014123,6378
FL,12105014124,2337
FL,12105014125,6001
FL,12105014201,5748
FL,12105014202,2638
FL,12105014203,2496
FL,12105014301,1582
FL,12105014302,6507
FL,12105014400,7909
FL,12105014501,7662
FL,12105014502,4243
FL,12105014600,3771
FL,12105014701,4918
FL,12105014702,9441
FL,12105014802,2978
FL,12105014803,2489
FL,12105014804,8572
FL,12105014901,9719
FL,12105014902,6990
FL,12105015000,5874
FL,12105015101,3358
FL,12105015102,2161
FL,12105015200,4840
FL,12105015301,4468
FL,12105015302,2294
FL,12105015401,3300
FL,12105015402,3359
FL,12105015404,1179
FL,12105015405,2666
FL,12105015500,4119
FL,12105015600,2989
FL,12105015701,2749
FL,12105015702,4588
FL,12105015801,2140
FL,12105015802,4352
FL,12105015900,2150
FL,12105016001,2127
FL,12105016002,1848
FL,12105016003,2760
FL,12105016100,1026
FL,12105016400,2185
FL,12105980000,0
FL,12107950100,3927
FL,12107950201,5787
FL,12107950202,3113
FL,12107950300,6654
FL,12107950400,2756
FL,12107950500,6565
FL,12107950600,5466
FL,12107950700,4421
FL,12107950800,3276
FL,12107950900,5808
FL,12107951000,4395
FL,12107951100,4332
FL,12107951200,4895
FL,12107951300,3164
FL,12107951401,3794
FL,12107951402,4082
FL,12107980000,0
FL,12109020200,2500
FL,12109020300,3622
FL,12109020400,3336
FL,12109020500,3904
FL,12109020601,5377
FL,12109020602,18184
FL,12109020704,3279
FL,12109020705,5879
FL,12109020706,3307
FL,12109020707,5175
FL,12109020708,3688
FL,12109020710,2285
FL,12109020711,4571
FL,12109020801,8774
FL,12109020802,4086
FL,12109020803,4718
FL,12109020804,3836
FL,12109020805,14713
FL,12109020806,9692
FL,12109020807,1956
FL,12109020901,8787
FL,12109020902,30506
FL,12109021002,4608
FL,12109021003,6585
FL,12109021004,2679
FL,12109021101,5662
FL,12109021102,5060
FL,12109021103,1856
FL,12109021203,8287
FL,12109021204,927
FL,12109021205,1365
FL,12109021206,6957
FL,12109021301,6820
FL,12109021302,5727
FL,12109021403,1773
FL,12109021404,3149
FL,12109021405,5928
FL,12109021406,5409
FL,12109021407,1611
FL,12109990100,0
FL,12109990200,0
