Tract,County,Acute.Bronchitis...Bronchiolitis,Alzheimers.Disease,Anemias,Aortic.Aneurysm...Dissection,Appendix.Diseases,Atherosclerosis,Cerebrovascular.Diseases,Cholelithiasis...Other.Gallbladder.Disorders,Chronic.Liver.Disease...Cirrhosis,Chronic.Lower.Respiratory.Disease,Congenital.Malformations,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Female.Pelvic.Organs.Inflammatory.Diseases,Heart.Diseases,Hernia,Homicide,Hyperplasia.of.Prostate,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Influenza...Pneumonia,Kidney.Infections,Legal.Intervention,Malaria,Malignant.Neoplasm.or.Cancer,Medical...Surgical.Care.Complications,Meningitis,Meningococcal.Infection,Nephritis..Nephrotic.Syndrome..Nephrosis,Nutritional.Deficiencies,Other.Non.rankable.Cause.of.Death,Parkinsons.Disease,Peptic.Ulcer,Perinatal.Period.Conditions,Pneumoconiosis...Chemical.Effects,Pneumonitis.Due.To.Solids...Liquids,Pregnancy..Childbirth.and.the.Puerperium,Salmonella.Infections,Septicemia,Syphilis,Tuberculosis,Unintentional.Injury,Viral.Hepatitis
12005001700,Bay,0,10.1,6.73,0,0,0,37.02,3.37,3.37,60.59,10.1,47.12,13.46,0,164.93,0,6.73,0,47.12,16.83,0,0,0,94.24,0,0,0,13.46,0,124.54,0,0,3.37,0,0,0,0,10.1,0,0,30.29,6.73
12005001800,Bay,0,16.31,0,0,0,0,10.88,0,10.88,70.69,0,32.63,5.44,0,87,0,5.44,0,27.19,5.44,0,0,0,87,5.44,0,0,5.44,0,38.06,0,0,5.44,0,0,0,0,0,0,0,21.75,10.88
12005001900,Bay,0,35.38,2.08,0,0,2.08,33.3,0,8.32,33.3,0,16.65,16.65,0,139.44,0,4.16,0,18.73,14.57,0,0,0,104.06,0,0,0,6.24,2.08,72.84,2.08,0,4.16,2.08,0,0,0,10.41,0,0,27.06,2.08
12005002000,Bay,0,27.82,0,6.95,0,0,76.5,0,13.91,118.22,6.95,48.68,34.77,0,292.07,0,0,0,48.68,13.91,0,0,0,229.49,0,0,0,0,0,146.04,0,0,0,0,6.95,0,0,6.95,0,0,83.45,13.91
12005002200,Bay,0,39.35,0,2.07,0,2.07,31.07,0,8.29,64.21,2.07,20.71,8.29,0,194.7,0,6.21,0,8.29,12.43,0,0,0,93.21,4.14,0,0,16.57,0,70.42,4.14,0,2.07,0,4.14,0,0,10.36,0,0,26.93,10.36
12005002300,Bay,0,31.35,0,2.61,0,2.61,26.12,0,10.45,52.25,0,20.9,10.45,0,143.68,5.22,2.61,0,23.51,5.22,0,0,0,86.21,0,5.22,0,13.06,2.61,96.66,0,0,0,0,2.61,0,0,7.84,0,0,33.96,0
12005002400,Bay,0,11.87,0,2.37,0,0,14.25,0,14.25,45.11,0,28.49,14.25,0,104.46,0,0,0,28.49,7.12,0,0,0,75.97,0,0,0,4.75,0,68.85,4.75,2.37,4.75,0,0,0,0,7.12,0,0,28.49,4.75
12005002500,Bay,0,34.29,0,3.12,0,0,34.29,0,18.7,34.29,3.12,12.47,15.59,0,143.39,0,3.12,0,40.52,12.47,0,0,0,140.27,3.12,0,0,3.12,0,77.93,9.35,3.12,0,0,18.7,0,0,18.7,0,0,31.17,0
12005002601,Bay,0,24.59,0,4.1,0,0,12.3,0,20.49,65.57,0,8.2,0,0,131.15,0,0,0,28.69,16.39,0,0,0,65.57,0,0,0,4.1,0,73.77,4.1,0,0,0,4.1,0,0,0,0,4.1,45.08,0
12005002603,Bay,0,7.27,0,7.27,0,0,0,0,3.64,25.45,3.64,14.54,0,0,87.24,0,3.64,0,14.54,10.91,0,0,0,101.78,0,0,0,7.27,3.64,61.8,3.64,0,3.64,0,0,0,0,0,0,0,25.45,21.81
12005002604,Bay,0,14.73,0,1.23,0,0,17.19,0,20.87,44.19,0,22.1,2.46,0,76.11,0,1.23,0,15.96,6.14,0,0,0,72.43,0,0,0,6.14,0,41.74,0,0,0,0,3.68,0,0,6.14,0,0,23.32,6.14
12005002605,Bay,0,8.99,0,0,0,0,17.99,0,17.99,53.96,0,53.96,0,0,125.9,0,0,0,17.99,8.99,0,0,0,125.9,0,0,0,8.99,8.99,98.92,0,8.99,0,0,0,0,0,8.99,0,0,71.94,0
12005002606,Bay,0,13.4,0,0,0,0,33.51,0,6.7,33.51,6.7,13.4,20.11,0,174.26,0,0,0,13.4,26.81,0,0,0,93.83,0,0,0,6.7,0,46.92,0,0,0,0,6.7,0,0,0,0,0,46.92,0
12005002607,Bay,0,44.84,0,0,0,0,0,0,0,44.84,0,53.81,8.97,0,107.62,0,8.97,0,44.84,8.97,0,0,0,179.37,0,0,0,0,0,125.56,8.97,0,0,0,0,0,0,8.97,0,0,35.87,8.97
12005002608,Bay,0,18.14,0,0,0,0,29.02,0,14.51,29.02,0,14.51,18.14,0,123.32,0,0,3.63,10.88,3.63,0,0,0,134.2,0,0,0,7.25,0,108.81,7.25,0,0,3.63,0,0,0,0,0,0,29.02,3.63
12005002701,Bay,0,17.75,0,2.22,0,0,17.75,2.22,13.31,39.93,0,13.31,8.87,0,102.04,2.22,0,0,22.18,11.09,0,0,0,90.95,0,0,0,4.44,0,77.64,0,2.22,2.22,0,2.22,0,0,11.09,0,0,28.84,4.44
12005002702,Bay,0,28.37,0,12.16,0,0,12.16,4.05,20.27,40.54,0,20.27,0,0,129.71,0,4.05,0,16.21,20.27,0,0,0,190.51,0,0,0,8.11,0,81.07,4.05,0,4.05,0,8.11,0,0,0,0,0,44.59,8.11
12005002703,Bay,0,29.13,0,3.24,0,0,19.42,0,12.94,32.36,3.24,29.13,0,0,113.27,0,3.24,0,22.65,19.42,0,0,0,103.56,0,0,0,9.71,0,80.91,3.24,0,6.47,0,0,0,0,0,0,0,32.36,0
12005002704,Bay,0,9.14,0,0,0,0,12.8,0,23.77,38.41,0,12.8,5.49,0,80.47,0,0,0,21.95,1.83,0,0,0,104.24,0,0,0,3.66,1.83,67.67,1.83,0,1.83,0,0,0,0,5.49,0,0,32.92,0
12005002705,Bay,0,49.26,0,0,0,0,22.39,0,31.35,31.35,0,17.91,8.96,0,120.91,0,0,0,17.91,13.43,0,0,0,134.35,4.48,0,0,0,0,152.26,0,0,0,0,8.96,0,0,4.48,0,0,35.83,8.96
12007000100,Bradford,0,10.74,1.79,5.37,1.79,1.79,30.44,1.79,17.91,73.41,3.58,26.86,8.95,0,164.73,0,5.37,0,0,8.95,0,0,0,123.55,0,0,0,14.32,3.58,204.12,5.37,1.79,7.16,1.79,1.79,0,0,3.58,0,0,32.23,5.37
12007000200,Bradford,0,5.87,0,0,0,1.17,14.08,0,14.08,27,3.52,7.04,7.04,0,97.42,0,3.52,1.17,2.35,4.69,0,14.08,0,99.77,1.17,0,0,4.69,0,82.16,3.52,1.17,0,1.17,1.17,1.17,0,2.35,0,1.17,28.17,4.69
12007000300,Bradford,0,21.02,2.8,2.8,0,1.4,28.03,1.4,8.41,36.43,2.8,14.01,12.61,0,109.3,0,1.4,0,2.8,2.8,1.4,0,0,170.96,1.4,0,0,14.01,0,114.91,9.81,0,2.8,0,0,0,0,7.01,0,0,50.45,5.61
12007000400,Bradford,0,3.61,0,0,0,0,23.49,0,5.42,54.21,3.61,18.07,7.23,0,75.89,0,0,0,1.81,1.81,0,0,0,86.74,0,0,0,5.42,0,65.05,0,0,1.81,0,0,0,0,1.81,0,0,23.49,1.81
12009060101,Brevard,0,2.68,0,2.68,0,2.68,34.82,0,10.71,61.6,0,10.71,8.03,0,200.86,0,2.68,0,5.36,16.07,0,0,0,192.82,0,0,0,13.39,0,88.38,2.68,0,0,0,0,2.68,0,8.03,0,0,26.78,5.36
12009060102,Brevard,0,28.83,0,3.2,0,3.2,57.66,0,28.83,80.08,0,12.81,3.2,0,179.37,0,3.2,0,3.2,3.2,0,0,0,211.4,0,0,0,6.41,0,128.12,3.2,6.41,0,0,0,0,0,12.81,0,0,44.84,3.2
12009060200,Brevard,0,17.04,0,1.7,0,0,35.79,0,3.41,63.06,1.7,13.64,11.93,0,139.76,0,3.41,0,3.41,6.82,0,0,0,139.76,1.7,0,0,8.52,0,93.74,11.93,0,0,0,0,0,0,6.82,0,0,18.75,1.7
12009060300,Brevard,0,9.93,1.99,1.99,0,3.97,37.73,0,11.91,63.54,5.96,19.86,5.96,0,123.11,0,1.99,0,5.96,1.99,0,0,0,156.87,1.99,0,0,3.97,0,73.47,1.99,0,3.97,0,0,0,0,5.96,0,0,39.71,7.94
12009060400,Brevard,0,41.31,7.29,9.72,0,7.29,97.21,0,19.44,82.62,7.29,17.01,29.16,0,221.14,0,9.72,0,4.86,12.15,0,0,0,196.84,2.43,0,0,17.01,0,233.29,7.29,2.43,0,2.43,2.43,0,0,9.72,0,0,36.45,7.29
12009060500,Brevard,0,6.67,2.22,6.67,0,2.22,51.15,2.22,4.45,82.28,2.22,17.79,8.89,0,184.57,0,4.45,0,2.22,11.12,0,0,0,173.45,0,0,0,11.12,0,97.84,0,2.22,0,0,0,0,0,4.45,0,0,35.58,6.67
12009060600,Brevard,0,14.77,1.85,3.69,0,3.69,44.32,0,11.08,42.47,1.85,12.93,7.39,0,173.59,0,3.69,0,1.85,5.54,0,0,0,142.2,1.85,0,0,5.54,1.85,97.88,3.69,0,0,1.85,0,1.85,0,7.39,0,0,25.85,0
12009060700,Brevard,0,11.74,0,0,0,0,62.62,0,15.66,74.36,3.91,46.97,7.83,0,207.44,0,11.74,0,0,7.83,0,0,0,129.16,3.91,0,0,11.74,3.91,101.76,0,0,15.66,0,0,0,0,15.66,0,0,70.45,3.91
12009061001,Brevard,0,23.72,0,0,0,4.74,47.44,0,11.86,40.32,0,18.98,4.74,0,177.89,0,0,0,0,2.37,0,0,0,139.94,0,0,0,4.74,0,94.88,2.37,0,0,0,0,0,0,4.74,0,0,52.18,2.37
12009061002,Brevard,0,12.02,0,3,0,0,60.08,0,12.02,75.1,3,12.02,6.01,0,210.27,0,6.01,0,6.01,6.01,0,0,0,147.19,3,0,0,6.01,0,105.14,6.01,0,0,0,3,0,0,0,0,0,48.06,3
12009061100,Brevard,0,26.16,0,4.9,0,3.27,49.04,1.63,16.35,53.95,1.63,14.71,4.9,0,209.25,1.63,0,0,8.17,6.54,0,0,0,158.57,0,0,0,9.81,0,114.44,14.71,0,1.63,0,3.27,0,0,6.54,0,0,27.79,6.54
12009061201,Brevard,0,12.2,0,1.36,0,1.36,25.76,0,10.85,50.16,2.71,13.56,10.85,0,131.51,0,1.36,0,5.42,5.42,0,0,0,128.8,0,0,0,6.78,0,79.99,4.07,0,1.36,0,0,0,0,1.36,0,0,25.76,1.36
12009061202,Brevard,0,20.5,0,2.93,0,0,43.94,0,14.65,70.3,0,14.65,20.5,0,152.31,0,2.93,0,0,5.86,0,0,0,140.6,0,0,0,14.65,0,99.59,5.86,0,0,0,0,0,0,0,0,0,26.36,2.93
12009062103,Brevard,0,14.22,0,3.88,0,1.29,34.9,1.29,20.68,42.66,1.29,9.05,6.46,0,139.61,1.29,1.29,0,3.88,7.76,0,0,0,152.53,0,0,0,6.46,0,82.73,1.29,0,0,0,1.29,0,0,2.59,0,0,31.02,0
12009062104,Brevard,0,15.53,0,0,0,1.29,19.41,1.29,7.76,36.23,1.29,11.65,5.18,0,68.58,0,0,0,2.59,6.47,0,0,0,100.93,1.29,0,0,5.18,1.29,47.88,1.29,0,1.29,0,0,0,0,3.88,0,0,22,1.29
12009062106,Brevard,0,6.22,0,9.33,0,9.33,43.53,0,27.99,93.28,0,12.44,6.22,0,167.91,0,6.22,0,6.22,15.55,0,0,0,180.35,0,0,0,9.33,0,108.83,12.44,0,0,0,0,0,0,12.44,0,0,43.53,0
12009062107,Brevard,0,13.04,6.52,0,0,9.78,42.37,0,29.34,110.82,0,29.34,9.78,0,241.2,0,3.26,0,0,9.78,0,0,0,185.79,0,0,0,6.52,6.52,140.16,6.52,3.26,0,0,0,0,0,0,0,0,74.97,13.04
12009062108,Brevard,0,3.32,0,0,0,3.32,24.87,0,6.63,39.79,1.66,8.29,3.32,0,92.85,0,0,0,1.66,9.95,0,0,0,160.84,0,0,0,3.32,1.66,67.98,3.32,1.66,0,0,1.66,0,0,1.66,0,0,34.82,0
12009062109,Brevard,0,4.54,0,2.27,0,2.27,40.83,0,6.81,49.91,2.27,4.54,6.81,0,90.74,0,0,0,2.27,4.54,0,0,0,102.09,0,0,0,2.27,0,45.37,4.54,0,0,0,0,0,0,2.27,0,0,24.95,6.81
12009062301,Brevard,0,5.31,0,2.65,0,0,23.89,0,18.58,42.47,2.65,15.93,5.31,0,111.49,0,13.27,0,2.65,7.96,0,0,0,127.42,0,0,0,2.65,2.65,84.95,0,2.65,2.65,0,0,0,0,10.62,0,0,74.33,7.96
12009062302,Brevard,0,11.99,3,6,0,6,44.96,0,8.99,32.97,0,32.97,11.99,0,149.88,0,3,0,8.99,8.99,0,0,0,119.9,0,0,0,17.99,0,113.91,0,3,6,0,6,0,0,0,0,0,44.96,3
12009062400,Brevard,0,5.66,0,5.66,0,1.42,15.57,0,12.74,53.77,4.25,8.49,16.98,0,125.94,0,9.91,0,1.42,7.08,0,0,0,94.81,0,0,0,9.91,2.83,69.34,5.66,0,1.42,0,2.83,1.42,0,9.91,0,0,19.81,0
12009062500,Brevard,0,6.48,2.16,0,0,6.48,34.55,2.16,10.8,41.03,2.16,19.43,10.8,0,146.84,0,21.59,0,2.16,17.27,0,0,0,164.11,2.16,0,0,21.59,0,90.69,2.16,0,0,0,4.32,0,0,12.96,0,0,88.53,0
12009062600,Brevard,0,12.32,0,6.16,0,0,9.24,0,15.4,18.48,0,18.48,6.16,0,150.91,0,9.24,0,0,15.4,0,0,0,107.79,3.08,0,0,18.48,0,83.15,0,0,6.16,0,6.16,0,0,9.24,0,0,33.88,0
12009062800,Brevard,0,22.85,0,2.54,0,5.08,40.63,5.08,15.24,45.71,0,15.24,2.54,0,121.89,2.54,5.08,0,5.08,10.16,0,0,0,126.97,0,0,0,5.08,0,124.43,12.7,0,0,0,0,0,0,5.08,0,0,30.47,0
12009062900,Brevard,0,10.08,2.02,0,0,0,50.4,2.02,16.13,46.37,2.02,18.15,6.05,0,96.77,2.02,2.02,0,2.02,6.05,0,0,0,153.23,0,0,0,2.02,2.02,94.76,10.08,0,0,0,4.03,0,0,8.06,0,0,38.31,2.02
12009063000,Brevard,0,15.89,2.27,4.54,0,0,27.24,0,2.27,36.31,4.54,4.54,6.81,0,83.98,0,0,0,4.54,20.43,0,0,0,115.75,0,2.27,0,9.08,0,68.09,11.35,0,0,0,4.54,0,0,4.54,0,0,24.97,0
12009063102,Brevard,0,15.36,3.54,0,0,3.54,30.72,1.18,9.45,28.36,3.54,9.45,0,0,113.43,0,1.18,1.18,4.73,7.09,0,0,0,124.07,1.18,0,0,7.09,1.18,95.71,7.09,1.18,0,0,0,0,0,2.36,0,0,20.09,0
12009063104,Brevard,0,8.18,0,0,0,2.73,19.09,0,10.91,51.81,0,19.09,5.45,0,95.45,0,2.73,0,2.73,5.45,0,0,0,114.54,2.73,0,0,10.91,0,103.63,5.45,2.73,0,0,0,0,0,2.73,0,0,24.54,2.73
12009063105,Brevard,0,15.99,0,1.07,0,0,19.19,0,6.4,35.19,1.07,19.19,2.13,0,106.63,1.07,3.2,0,2.13,6.4,0,0,0,121.56,2.13,0,0,7.46,0,86.37,1.07,1.07,0,0,3.2,1.07,0,8.53,0,0,23.46,2.13
12009063106,Brevard,0,4.9,2.45,0,0,0,22.04,0,12.24,4.9,0,9.79,0,0,95.49,0,0,0,0,7.35,0,0,0,127.33,0,0,0,4.9,0,63.66,2.45,2.45,0,0,0,0,0,12.24,0,0,14.69,2.45
12009063107,Brevard,0,21.64,0,2.7,0.9,0.9,45.97,2.7,6.31,29.75,0,10.82,9.01,0,155.05,0.9,0,0,2.7,17.13,0,0,0,193.82,0,0,0,12.62,2.7,148.74,16.23,0.9,0.9,0,1.8,0,0,5.41,0,0,27.04,1.8
12009064102,Brevard,0,28.08,0,2.16,0,2.16,12.96,0,15.12,32.4,2.16,12.96,4.32,0,77.77,0,0,0,2.16,8.64,0,0,0,136.1,0,0,0,17.28,0,90.73,0,0,0,0,2.16,0,0,6.48,0,0,23.76,2.16
12009064123,Brevard,0,8.35,1.67,0,0,0,36.73,0,8.35,31.72,0,10.02,8.35,0,131.89,0,1.67,0,5.01,8.35,0,0,0,125.21,0,0,0,8.35,0,95.16,10.02,0,3.34,1.67,3.34,0,0,5.01,0,0,33.39,5.01
12009064124,Brevard,0,13.15,0,4.38,0,0,28.48,2.19,21.91,32.87,2.19,26.29,6.57,0,142.42,2.19,4.38,0,2.19,4.38,0,0,0,138.04,2.19,0,0,10.96,2.19,92.02,2.19,0,0,0,2.19,0,0,10.96,0,0,32.87,4.38
12009064125,Brevard,0,13.35,1.67,0,0,1.67,16.69,0,8.35,46.74,1.67,10.02,1.67,0,140.21,0,0,0,3.34,10.02,0,0,0,125.19,1.67,0,0,10.02,0,76.78,8.35,0,0,0,3.34,0,0,3.34,0,0,26.71,3.34
12009064126,Brevard,0,16.13,0,0,0,0,18.43,0,6.91,27.64,0,11.52,4.61,0,89.84,0,4.61,0,4.61,16.13,0,0,0,129,2.3,0,0,2.3,0,85.23,6.91,0,0,0,2.3,0,0,2.3,0,0,32.25,2.3
12009064127,Brevard,0,5.26,2.63,2.63,0,0,13.14,2.63,10.52,35.49,1.31,10.52,1.31,0,123.55,0,0,0,1.31,15.77,0,0,0,131.44,0,0,0,10.52,1.31,74.92,9.2,1.31,2.63,0,2.63,0,0,2.63,0,0,19.72,1.31
12009064128,Brevard,0,10.91,0.78,0.78,0,0,26.51,0,4.68,25.73,0,10.91,1.56,0,103.69,0,1.56,0,0.78,4.68,0,0,0,130.97,0,0,0,11.69,0,76.4,7.02,1.56,1.56,0,1.56,0,0,5.46,0,0,13.25,0
12009064201,Brevard,0,38.76,0,9.69,0,4.84,19.38,0,29.07,53.29,0,29.07,0,0,208.33,0,4.84,0,9.69,19.38,4.84,0,0,218.02,0,0,0,14.53,0,164.73,19.38,0,9.69,0,0,0,0,14.53,0,0,53.29,9.69
12009064202,Brevard,0,13.24,3.31,6.62,0,0,72.8,0,23.16,95.96,0,9.93,9.93,0,241.56,0,9.93,0,9.93,29.78,0,0,0,168.76,6.62,0,0,9.93,6.62,155.53,13.24,0,3.31,0,3.31,0,0,6.62,0,0,72.8,0
12009064301,Brevard,0,9.72,0,4.86,0,0,17.82,1.62,17.82,37.25,3.24,11.34,1.62,0,118.24,0,1.62,0,4.86,4.86,0,0,0,139.29,0,0,0,8.1,1.62,59.93,0,0,0,0,1.62,0,0,8.1,0,0,40.49,1.62
12009064302,Brevard,0,4.35,1.45,0,0,0,18.86,0,11.6,40.62,1.45,18.86,5.8,0,97.19,0,5.8,0,4.35,5.8,0,0,0,98.64,0,0,0,13.05,0,87.03,2.9,0,1.45,0,1.45,0,0,10.15,0,0,23.21,1.45
12009064400,Brevard,0,22.65,2.06,2.06,0,2.06,28.82,0,16.47,51.47,0,16.47,4.12,0,152.36,0,2.06,2.06,6.18,12.35,0,0,0,158.53,0,0,0,16.47,2.06,67.94,4.12,0,6.18,0,0,0,0,8.24,0,0,45.3,2.06
12009064500,Brevard,0,6.75,0,0,0,0,15.75,0,13.5,44.99,2.25,18,2.25,0,116.99,2.25,2.25,0,0,4.5,0,0,0,164.23,4.5,0,0,4.5,0,101.24,4.5,0,4.5,0,0,2.25,0,4.5,0,2.25,44.99,2.25
12009064601,Brevard,0,31.46,0,0,0,2.86,35.74,1.43,10.01,44.32,1.43,17.16,1.43,0,220.19,0,1.43,0,4.29,22.88,0,0,0,151.56,0,0,0,10.01,1.43,144.41,5.72,0,1.43,0,1.43,0,0,5.72,0,0,34.32,0
12009064602,Brevard,0,15.21,0,0,0,0,41.84,0,7.61,60.86,7.61,38.04,0,0,296.69,0,0,0,19.02,22.82,0,0,0,220.62,0,0,0,15.21,0,144.54,19.02,0,0,0,7.61,0,0,7.61,0,0,45.64,0
12009064700,Brevard,0,54.15,2.46,2.46,0,7.38,73.84,0,27.07,115.68,2.46,24.61,7.38,0,361.8,0,7.38,2.46,4.92,39.38,0,0,0,221.51,4.92,0,0,32,2.46,283.04,12.31,0,2.46,0,7.38,0,0,12.31,0,0,41.84,2.46
12009064800,Brevard,0,20.84,3.47,3.47,0,0,66,0,24.31,86.84,0,34.73,3.47,0,232.72,0,0,0,3.47,17.37,0,0,0,218.83,3.47,0,0,27.79,3.47,159.78,6.95,0,0,0,6.95,0,0,17.37,0,0,48.63,6.95
12009064901,Brevard,0,19.91,1.53,1.53,0,0,15.32,0,7.66,26.04,3.06,7.66,6.13,0,127.13,0,4.59,1.53,3.06,4.59,0,0,0,116.4,0,0,0,9.19,1.53,79.64,4.59,0,0,0,4.59,0,0,7.66,0,0,16.85,1.53
12009064902,Brevard,0,16.39,2.73,5.46,0,0,38.24,0,5.46,54.63,0,16.39,5.46,0,191.2,0,2.73,0,2.73,19.12,0,0,0,120.19,0,0,0,27.31,2.73,87.41,5.46,0,8.19,0,0,0,0,8.19,0,0,49.17,0
12009065001,Brevard,0,18.53,0,0,0,0,18.53,0,6.18,40.15,0,24.71,6.18,0,151.33,0,0,0,6.18,12.35,0,0,0,95.74,0,0,0,3.09,0,80.3,12.35,0,0,0,3.09,0,0,15.44,0,0,21.62,3.09
12009065021,Brevard,0,18,0.86,1.71,0.86,0.86,38.57,0,12.86,39.42,0.86,12,8.57,0,151.7,0,0.86,0,3.43,12,0,0,0,125.99,0,0,0,12.86,0.86,94.27,9.43,0,0.86,0,3.43,0,0,10.28,0,0,23.14,0.86
12009065022,Brevard,0,13.36,1.91,3.82,0,1.91,32.46,1.91,9.55,57.27,0,7.64,7.64,0,175.64,0,1.91,0,5.73,5.73,0,0,0,164.18,1.91,0,0,11.45,0,114.55,9.55,0,3.82,0,5.73,0,0,13.36,0,0,38.18,1.91
12009065121,Brevard,0,5.87,0,1.47,0,0,26.44,1.47,13.22,32.31,1.47,19.09,2.94,0,135.12,0,1.47,0,5.87,2.94,0,0,0,130.71,1.47,0,0,4.41,0,80.78,4.41,1.47,0,0,2.94,0,0,7.34,0,0,41.12,0
12009065122,Brevard,0,29.62,1.41,2.82,0,2.82,33.85,0,12.69,38.08,2.82,11.28,8.46,1.41,163.61,0,1.41,0,1.41,9.87,0,0,0,167.84,0,0,0,11.28,0,117.07,9.87,0,0,0,1.41,0,0,4.23,0,0,36.67,0
12009065123,Brevard,0,10.64,5.32,2.66,0,0,18.61,2.66,21.27,61.15,0,31.91,5.32,0,148.9,0,7.98,2.66,0,7.98,0,0,0,196.76,5.32,0,0,15.95,0,98.38,10.64,0,2.66,0,2.66,0,0,10.64,0,0,45.2,0
12009065124,Brevard,0,0,3.79,0,3.79,0,30.28,0,11.36,56.78,0,15.14,7.57,0,196.82,0,7.57,0,0,3.79,0,0,0,136.26,0,0,0,18.93,0,105.98,0,3.79,0,0,7.57,0,0,11.36,0,0,30.28,3.79
12009065125,Brevard,0,18.25,3.32,4.98,0,0,41.49,1.66,13.28,53.1,0,26.55,19.91,0,245.6,1.66,0,0,8.3,11.62,0,0,0,167.61,0,0,0,21.57,0,152.67,16.59,0,1.66,0,3.32,0,0,13.28,0,0,34.85,3.32
12009065201,Brevard,0,36.62,1.66,6.66,0,1.66,58.26,0,19.97,61.58,4.99,36.62,16.64,0,239.68,3.33,4.99,1.66,6.66,14.98,0,0,0,203.06,0,0,0,8.32,3.33,154.79,4.99,0,4.99,0,3.33,0,0,9.99,0,0,39.95,0
12009065202,Brevard,0,22.42,0,4.08,0,2.04,24.45,0,20.38,26.49,0,28.53,6.11,0,150.8,0,4.08,0,4.08,18.34,0,0,0,154.88,2.04,0,0,8.15,0,114.12,6.11,0,2.04,0,4.08,0,0,6.11,0,0,20.38,0
12009065231,Brevard,0,15.64,1.74,3.48,0,0,31.29,0,12.17,17.38,0,12.17,3.48,0,135.58,1.74,5.21,0,1.74,10.43,0,0,0,146.01,0,0,0,10.43,0,76.48,12.17,0,1.74,0,3.48,0,0,5.21,0,0,27.81,0
12009065234,Brevard,0,15.42,0,5.14,0,0,46.27,0,23.14,64.27,0,17.99,15.42,0,231.36,0,2.57,0,12.85,7.71,0,0,0,233.93,0,0,0,12.85,0,110.54,10.28,2.57,0,0,2.57,0,0,10.28,0,0,51.41,2.57
12009065235,Brevard,0,33.93,2,11.98,0,3.99,53.89,3.99,29.94,77.84,2,37.92,15.97,0,311.38,2,2,0,5.99,31.94,0,0,0,329.34,0,0,0,29.94,3.99,189.62,9.98,0,2,0,7.98,0,0,9.98,0,0,43.91,2
12009065236,Brevard,0,26.81,0,6.7,0,0,26.81,0,20.11,13.4,0,6.7,6.7,0,120.64,0,0,6.7,6.7,20.11,0,0,0,113.94,6.7,0,0,20.11,0,113.94,13.4,0,0,0,0,0,0,6.7,0,0,26.81,6.7
12009066101,Brevard,0,15.76,0,4.5,0,4.5,20.27,0,15.76,38.28,0,4.5,2.25,0,123.85,0,0,0,2.25,15.76,0,0,0,155.37,2.25,0,0,4.5,0,69.8,9.01,0,0,0,2.25,0,0,6.76,0,0,24.77,0
12009066103,Brevard,0,30.85,0,0,0,0,35.99,0,15.42,56.56,0,5.14,5.14,0,179.95,0,0,0,10.28,5.14,0,0,0,185.09,0,0,0,5.14,0,154.24,15.42,0,0,0,0,0,0,15.42,0,0,30.85,0
12009066104,Brevard,0,33.7,0,0,0,0,33.7,0,12.64,29.49,2.11,14.74,2.11,0,139.01,0,0,0,8.42,2.11,0,0,0,160.07,2.11,0,0,14.74,2.11,98.99,8.42,4.21,0,0,2.11,0,0,4.21,0,0,42.12,0
12009066200,Brevard,3.74,22.42,3.74,0,0,0,29.9,0,3.74,41.11,0,7.47,11.21,0,142,0,3.74,0,0,3.74,0,0,0,130.79,0,0,0,14.95,0,78.48,14.95,0,3.74,0,3.74,0,0,3.74,0,0,18.68,0
12009066301,Brevard,0,7.44,2.97,5.95,0,0,22.31,0,7.44,20.82,1.49,7.44,4.46,0,111.54,0,1.49,1.49,4.46,11.9,0,0,0,145.75,0,0,0,11.9,0,92.21,5.95,2.97,0,0,1.49,0,0,7.44,0,0,22.31,1.49
12009066302,Brevard,0,34.93,0,4.37,0,0,30.57,0,24.02,24.02,0,0,0,0,117.9,0,4.37,0,2.18,4.37,0,0,0,135.37,2.18,0,0,10.92,4.37,67.69,13.1,2.18,0,0,2.18,0,0,4.37,0,0,26.2,0
12009066400,Brevard,0,19.03,2.11,4.23,0,0,40.18,2.11,12.69,50.75,0,8.46,2.11,0,181.86,2.11,4.23,0,8.46,12.69,0,0,0,173.4,0,2.11,0,14.8,0,164.94,8.46,0,0,2.11,0,0,0,8.46,0,0,33.83,2.11
12009066500,Brevard,2.65,18.55,2.65,2.65,0,0,23.85,0,10.6,31.8,0,7.95,2.65,0,95.39,0,2.65,0,2.65,10.6,0,0,0,100.69,0,0,0,7.95,0,95.39,2.65,0,0,0,0,0,0,13.25,0,0,18.55,2.65
12009066600,Brevard,0,14.38,0,4.79,0,0,23.96,0,2.4,47.93,0,7.19,0,0,170.14,0,0,0,2.4,7.19,0,0,0,158.16,0,0,0,2.4,0,83.87,9.59,0,0,0,2.4,0,0,7.19,0,0,33.55,0
12009066700,Brevard,0,16.27,0,2.03,0,0,22.37,2.03,10.17,40.67,0,6.1,4.07,0,117.93,0,0,0,8.13,14.23,0,0,0,162.67,0,0,0,10.17,0,103.7,2.03,0,0,0,4.07,0,0,4.07,0,0,18.3,0
12009066800,Brevard,0,11.59,0,0,0,0,5.79,0,5.79,11.59,0,5.79,0,0,40.56,0,0,0,0,0,0,0,0,46.35,0,0,0,5.79,0,34.76,0,0,0,0,0,0,0,5.79,0,0,17.38,0
