Tract,Aortic.Aneurysm...Dissection,Cerebrovascular.Diseases,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Heart.Diseases,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Malignant.Neoplasm.or.Cancer,Nephritis..Nephrotic.Syndrome..Nephrosis,Atherosclerosis
12057012301,1.62,24.29,17.81,11.34,105.26,4.86,82.59,11.34,0
12057012303,3.24,22.66,16.19,6.47,110.07,0,110.07,0,0
12057012304,1.93,5.78,13.49,0,59.74,0,86.72,0,0
12057012401,2.08,18.76,12.51,10.42,75.05,2.08,110.49,4.17,0
12057012402,3.34,6.68,10.03,0,70.19,3.34,70.19,3.34,0
12057012403,3.1,10.87,6.21,4.66,54.33,1.55,62.09,3.1,0
12057012501,0,12.25,19.59,2.45,105.31,0,105.31,4.9,0
12057012503,0,17.84,8.92,6.69,86.96,0,109.25,0,2.23
12057012504,0,8.77,14.62,8.77,58.5,2.92,81.9,8.77,0
12057012600,3.62,27.12,27.12,5.42,94.03,1.81,92.22,3.62,0
12057012701,1.47,16.22,14.74,4.42,78.14,2.95,50.13,4.42,1.47
12057012702,2.72,10.88,19.04,2.72,111.5,2.72,103.35,19.04,0
12057012800,0,32.42,17.46,12.47,104.74,2.49,97.26,4.99,0
12057012900,0,45.62,28.51,14.26,62.73,2.85,102.65,8.55,0
12057013001,7.66,15.31,17.86,5.1,89.31,2.55,91.86,5.1,0
12057013002,2.01,16.11,12.08,0,68.45,4.03,66.44,4.03,0
12057013003,3.07,30.67,3.07,9.2,73.62,6.13,98.16,18.4,0
12057013004,0,21.48,7.16,4.77,52.51,2.39,90.69,4.77,0
12057013100,0,6.1,9.15,9.15,97.59,3.05,100.64,3.05,0
12057013203,0,17,5.67,5.67,84.99,0,84.99,5.67,0
12057013204,0,30.5,21.35,6.1,192.13,3.05,137.24,6.1,0
12057013205,2.5,19.97,12.48,1.25,71.14,1.25,63.65,4.99,0
12057013206,0,14.16,6.29,6.29,59.8,1.57,83.4,0,1.57
12057013207,0,7.71,25.7,5.14,64.25,2.57,89.95,2.57,0
12057013208,0,19.81,7.92,7.92,59.43,0,67.35,0,0
12057013305,2.12,25.38,12.69,4.23,78.26,2.12,95.18,0,0
12057013307,2.64,36.9,18.45,23.72,150.24,2.64,68.53,7.91,0
12057013310,0,10.2,3.4,0,34.01,3.4,51.02,3.4,0
12057013311,0,33.51,20.11,0,97.18,0,103.89,6.7,0
12057013312,2.16,19.46,12.97,2.16,101.62,2.16,95.14,10.81,0
12057013313,0,20.74,26.4,1.89,103.7,0,107.47,3.77,0
12057013314,0,12.98,19.47,3.24,71.38,3.24,100.58,3.24,0
12057013315,0,9.85,2.46,0,27.08,0,22.16,0,0
12057013316,0,7.05,3.52,0,28.2,0,31.72,0,0
12057013317,0,0,0,0,0,0,29.33,0,0
12057013318,2.74,5.47,2.74,0,30.09,0,27.35,0,0
12057013319,0,3.1,1.55,3.1,23.23,0,29.43,1.55,0
12057013320,0,12.1,7.26,2.42,38.72,2.42,60.5,0,0
12057013321,0,23.43,16.92,14.32,61.18,0,76.8,6.51,0
12057013322,0,7.37,9.83,1.23,51.62,2.46,63.91,1.23,1.23
12057013406,0,7.37,0,0,147.49,0,162.24,14.75,0
12057013407,2.94,13.21,16.14,0,70.44,1.47,64.57,2.94,0
12057013409,0,8.14,4.07,2.04,65.16,2.04,50.91,4.07,0
12057013410,1.75,5.26,10.52,0,42.07,0,42.07,5.26,0
12057013411,0,13.93,9.29,9.29,148.56,0,134.63,9.29,0
12057013412,0,23.06,12.81,7.69,61.49,0,81.99,2.56,0
12057013413,0,5.02,12.56,10.05,60.27,0,72.83,2.51,0
12057013414,0,14.01,6.23,4.67,82.52,1.56,74.73,4.67,0
12057013415,2.57,5.14,7.71,0,61.68,0,43.69,2.57,0
12057013501,2.52,17.65,5.04,5.04,95.79,0,70.58,10.08,0
12057013503,0,19.25,13.75,0,93.51,0,77.01,2.75,0
12057013504,5.43,19,2.71,8.14,94.98,0,92.27,2.71,0
12057013505,0,22.6,11.3,8.47,98.87,0,98.87,2.82,0
12057013602,0,9.95,4.97,0,79.56,0,134.26,0,0
12057013604,0,32.92,8.23,16.46,74.07,0,181.07,0,0
12057013702,3.12,11.44,9.36,6.24,55.11,0,67.59,8.32,1.04
12057013703,0,7.67,10.74,3.07,61.4,1.53,61.4,6.14,0
12057013704,2.03,8.11,8.11,1.01,47.63,3.04,64.86,0,0
12057013801,3.6,18,10.8,3.6,122.39,0,104.39,0,0
12057013802,0,8.36,11.15,0,114.24,0,86.38,5.57,0
12057013803,0,25.91,12.95,0,142.49,0,161.92,6.48,0
12057013804,0.99,3.96,2.97,0,32.68,0.99,46.54,0.99,0
12057013806,0,13.82,6.91,6.91,89.84,0,76.02,0,0
12057013807,1.34,12.04,10.7,1.34,34.77,0,65.53,1.34,0
12057013903,0,12.42,12.42,0,109.32,0,111.8,2.48,0
12057013907,5.06,20.22,5.06,15.17,121.33,5.06,121.33,20.22,0
12057013908,1.08,15.07,7.54,2.15,89.35,3.23,102.27,5.38,0
12057013912,0,14.91,9.94,4.97,101.86,0,111.8,4.97,0
12057013913,4.85,8.49,13.34,3.64,65.48,1.21,65.48,3.64,1.21
12057013914,0,5.3,10.59,5.3,74.13,0,58.25,0,0
12057013915,0,6.12,4.9,2.45,29.39,1.22,33.07,6.12,0
12057013916,0,5.27,7.91,0.88,24.6,0,30.75,0.88,0.88
12057013917,1.2,5.98,3.59,1.2,25.11,0,38.27,1.2,0
12057013918,0,14.44,14.44,4.81,105.87,4.81,110.68,4.81,0
12057013919,0,8.75,4.38,7.3,49.61,0,65.66,4.38,1.46
12057013920,0,7.08,4.72,7.08,35.38,0,56.6,0,0
12057013921,0,10.94,7.3,7.3,47.43,0,65.67,3.65,0
12057013922,0,3.99,2.66,3.99,21.29,0,34.6,1.33,0
12057013923,3.45,3.45,1.73,1.73,24.18,0,24.18,0,0
12057014002,0,22.17,9.5,3.17,82.36,3.17,152.04,3.17,0
12057014003,0,0,13.25,6.63,132.54,0,218.69,0,0
12057014007,0,2.46,2.46,0,29.51,0,27.05,0,0
12057014008,11.94,80.57,23.87,14.92,525.22,17.91,420.77,8.95,0
12057014009,0,134.78,41.47,36.29,1026.44,25.92,414.72,20.74,0
12057014010,3.87,50.27,11.6,11.6,433.1,3.87,328.69,3.87,7.73
12057014011,2.73,73.79,27.33,10.93,434.54,21.86,286.96,27.33,2.73
12057014012,3.42,78.61,27.34,20.51,345.18,6.84,331.51,3.42,3.42
12057014013,0,8.9,8.9,8.9,115.66,8.9,124.56,0,0
12057014014,18.74,154.64,32.8,28.12,1115.28,23.43,449.86,37.49,0
12057014015,6.11,36.67,30.56,12.22,299.51,6.11,281.17,18.34,0
12057014016,0,22.03,22.03,22.03,253.3,22.03,198.24,11.01,0
12057014104,5.78,28.89,17.33,0,202.2,5.78,161.76,11.55,0
12057014106,0,43.48,26.76,0,163.88,0,143.81,3.34,0
12057014108,3.18,12.73,6.36,1.59,79.55,1.59,93.87,1.59,0
12057014109,1.61,11.3,6.45,3.23,61.32,0,85.53,6.45,0
12057014117,3.38,23.63,6.75,16.88,138.42,0,141.8,13.5,0
12057014118,2.45,22.02,17.13,9.79,100.32,9.79,117.45,4.89,0
12057014119,0,13.72,8.57,1.71,37.72,3.43,51.43,0,0
12057014121,0,15.43,5.79,3.86,59.8,0,61.73,5.79,0
12057014122,4.38,10.94,8.75,4.38,50.34,4.38,63.47,0,0
12057980300,0,0,0,0,200,0,200,0,0
12057980400,0,0,0,0,119.05,119.05,119.05,0,0
12057980500,0,0,0,526.32,526.32,0,0,0,0
12059960100,0,37.34,12.45,2.49,131.94,2.49,121.98,7.47,0
12059960200,3.63,18.16,30.87,3.63,185.22,7.26,119.85,14.53,1.82
12059960300,0,33.64,16.82,6.73,164.82,13.45,161.45,10.09,0
12059960400,1.43,24.33,12.88,7.16,177.5,5.73,98.77,5.73,0
12061050100,5.5,31.62,5.5,5.5,160.82,1.37,142.96,8.25,0
12061050200,4.68,28.07,7.02,14.04,135.67,7.02,152.05,7.02,0
12061050301,16.4,164.02,35.54,21.87,431.93,19.14,300.71,35.54,0
12061050302,1.49,19.43,13.45,0,124.08,1.49,110.63,10.46,0
12061050401,2.73,43.61,16.35,10.9,128.1,2.73,141.73,8.18,0
12061050402,9.38,84.43,9.38,0,178.24,18.76,220.45,28.14,0
12061050501,0,35.84,7.96,5.97,173.2,1.99,252.84,15.93,0
12061050503,6,18.01,2,4,138.11,10.01,130.1,10.01,0
12061050504,14.52,21.79,14.52,7.26,181.55,0,203.34,21.79,0
12061050505,8.65,60.55,2.88,2.88,144.18,5.77,219.15,11.53,0
12061050601,9.74,63.32,14.61,24.35,282.51,9.74,272.77,14.61,4.87
12061050602,0,16.65,20.34,3.7,99.87,5.55,122.06,11.1,0
12061050603,3.77,20.75,13.2,9.43,113.16,0,147.11,16.97,0
12061050604,0,32.24,12.89,6.45,245,0,309.48,51.58,6.45
12061050605,5.7,51.34,28.52,17.11,330.86,5.7,330.86,17.11,5.7
12061050606,0.84,11.81,13.5,0.84,61.57,3.37,80.97,7.59,0
12061050702,5.35,16.04,8.91,7.13,83.78,5.35,105.17,5.35,0
12061050703,3.18,19.07,8.48,1.06,87.94,2.12,137.74,10.6,1.06
12061050704,11.09,59.15,3.7,11.09,317.93,7.39,195.93,22.18,0
12061050705,3.78,62.41,15.13,15.13,289.33,9.46,293.12,41.6,0
12061050802,0,32.57,13.48,5.62,156.11,1.12,192.05,16.85,0
12061050804,3.44,31,8.61,0,129.15,1.72,130.88,15.5,0
12061050805,5.1,45.87,17.84,7.65,173.29,0,226.81,10.19,0
12061050806,4.22,29.57,10.56,10.56,147.84,4.22,187.96,16.9,0
12061050807,3.84,34.54,19.19,3.84,147.74,0,197.62,15.35,1.92
12061050808,2.12,31.82,12.73,0,171.83,4.24,184.56,14.85,2.12
12061050902,3.68,51.49,27.58,14.71,246.41,18.39,259.29,33.1,0
12061050903,5.46,17.76,6.83,0,91.53,1.37,114.75,12.3,0
12061050904,2.38,5.95,2.38,1.19,41.66,2.38,47.61,5.95,1.19
12063210100,0,20.88,15.66,0,96.56,5.22,106.99,15.66,2.61
12063210200,7.1,35.51,14.2,14.2,127.84,21.31,198.86,14.2,7.1
12063210300,4.88,34.16,24.4,6.51,123.64,0,94.35,29.28,0
12063210400,5.94,38.63,17.83,0,169.39,5.94,169.39,29.72,0
12063210500,4.51,40.6,18.04,9.02,119.53,0,87.96,18.04,6.77
12063210600,3.65,21.89,16.41,10.94,129.49,3.65,116.72,12.77,0
12063210700,2.38,38.13,26.22,16.68,145.38,7.15,142.99,11.92,2.38
12063210800,5.84,19.46,7.78,1.95,126.48,1.95,105.08,11.68,3.89
12063210900,0,16.06,9.64,4.82,101.19,3.21,117.25,6.42,3.21
12063211000,6.48,43.22,19.45,4.32,164.25,10.81,149.12,8.64,2.16
12063211100,2.69,43.08,13.46,5.39,137.32,10.77,207.32,13.46,0
12065250101,1.56,24.91,17.13,6.23,85.64,1.56,79.41,9.34,4.67
12065250102,5.16,56.72,38.67,15.47,144.37,2.58,141.79,12.89,0
12065250200,7.93,23.78,13.21,2.64,126.85,7.93,169.13,13.21,2.64
12067960100,0,10.66,10.66,0,24.87,0,49.73,0,0
12067960200,1.7,25.56,23.85,3.41,107.34,1.7,110.75,3.41,0
12069030102,2.67,26.74,29.41,10.7,163.1,0,232.62,8.02,2.67
12069030104,6.3,75.61,63.01,25.2,390.67,12.6,302.46,6.3,6.3
12069030105,1.13,21.5,18.1,9.05,105.22,3.39,145.94,6.79,5.66
12069030106,0,36.21,36.21,14.48,181.03,0,166.55,0,7.24
12069030107,3.38,23.69,15.23,8.46,118.44,1.69,167.51,13.54,5.08
12069030108,2.32,9.29,11.62,4.65,88.29,2.32,137.08,6.97,18.59
12069030203,3.37,22.48,10.11,5.62,105.64,12.36,137.11,5.62,12.36
12069030204,2.1,23.07,10.49,4.19,113.26,2.1,100.67,10.49,6.29
12069030206,2.3,16.1,18.4,18.4,140.33,2.3,133.43,9.2,2.3
12069030207,3.82,26.72,17.18,17.18,166.03,3.82,158.4,5.73,15.27
12069030208,2.17,17.37,10.86,6.51,86.86,2.17,99.89,4.34,10.86
12069030209,0,77.94,42.87,42.87,257.21,11.69,206.55,7.79,7.79
12069030302,2.59,23.29,36.23,10.35,160.46,5.18,196.69,18.12,15.53
12069030305,3.76,41.31,22.53,7.51,146.45,3.76,236.58,7.51,3.76
12069030306,7.45,49.69,24.84,17.39,245.96,7.45,313.04,12.42,12.42
12069030307,2.47,44.46,32.11,17.29,195.11,7.41,224.75,0,9.88
12069030308,2.52,42.86,20.17,7.56,191.63,0,186.59,5.04,10.09
12069030405,1.7,15.32,15.32,1.7,110.68,0,97.05,6.81,5.11
12069030406,4.93,46.87,29.6,7.4,180.07,2.47,194.87,7.4,4.93
12069030407,0,54.16,8.55,2.85,119.73,2.85,94.07,2.85,5.7
12069030408,13.31,50.59,45.26,5.32,372.74,10.65,316.83,15.97,13.31
12069030409,2.14,91.94,49.18,10.69,444.73,19.24,374.17,27.8,10.69
12069030410,2.96,17.76,11.84,8.88,127.26,5.92,145.01,0,2.96
12069030411,3.25,27.61,22.74,6.5,177.03,3.25,141.3,6.5,1.62
12069030502,1.71,29.08,29.08,5.13,153.98,1.71,116.34,13.69,3.42
12069030503,0,13.18,39.55,0,112.06,0,85.7,0,0
12069030504,0,27.34,33.85,2.6,145.83,2.6,149.74,14.32,1.3
12069030601,0,45.25,35.72,4.76,238.15,0,176.23,9.53,11.91
12069030602,8.83,22.08,26.5,22.08,154.59,0,163.43,17.67,4.42
12069030701,0,118.73,53.97,53.97,539.67,16.19,318.4,26.98,37.78
12069030702,8.95,26.86,24.62,6.71,69.38,2.24,105.19,2.24,4.48
12069030803,2.3,50.53,25.26,9.19,215.89,2.3,218.19,9.19,6.89
12069030804,0,62.7,6.27,25.08,313.48,0,163.01,6.27,0
12069030805,0,18.66,8,5.33,133.3,5.33,125.3,2.67,18.66
12069030806,0,38.74,29.8,8.94,211.56,8.94,220.5,14.9,17.88
12069030807,5.27,52.74,29.01,15.82,174.05,5.27,137.13,10.55,5.27
12069030902,1.31,10.51,5.91,2.63,65.66,2.63,91.92,3.28,2.63
12069030912,1.59,30.21,38.16,11.13,131.96,1.59,133.55,1.59,6.36
12069030913,0,111.25,30.9,24.72,531.52,18.54,290.48,12.36,12.36
12069030914,3.61,27.11,19.88,5.42,99.4,5.42,121.09,7.23,5.42
12069031000,1.3,18.27,15.66,10.44,105.69,7.83,140.92,5.22,5.22
12069031101,1.42,51.29,37.04,8.55,232.23,8.55,279.24,12.82,12.82
12069031102,5.46,65.52,17.75,9.56,229.32,4.1,259.35,12.29,9.56
12069031103,0,31.78,10.59,10.59,95.34,0,148.31,0,15.89
12069031202,3,16.52,9.01,6.01,102.1,3,87.09,7.51,0
12069031203,1.63,24.47,21.21,8.16,102.79,3.26,150.11,4.89,1.63
12069031204,0,14.4,13.72,5.49,78.18,2.06,97.38,2.74,1.37
12069031205,7.53,15.06,11.3,0,71.54,0,101.66,0,0
12069031301,5.08,28.77,10.15,5.08,89.69,1.69,104.92,8.46,1.69
12069031305,1.26,27.73,18.91,6.3,113.45,0,122.27,5.04,3.78
12069031306,0,13.66,6.07,4.55,66.77,4.55,104.7,3.03,0
12069031307,0,18.08,10.17,5.65,84.18,3.95,88.7,2.82,1.13
12069031308,4.86,19.43,19.43,12.95,142.46,11.33,137.61,4.86,0
12069031309,0.92,14.74,11.98,5.53,60.82,0,74.64,0.92,0.92
12069031310,0.59,8.79,8.79,3.52,62.73,2.93,72.7,4.1,0
12069031311,0,9.72,6.32,2.92,44.24,2.43,52.01,3.89,0
12071000301,0,2.04,18.36,4.08,77.54,2.04,63.25,6.12,2.04
12071000302,0,3.52,15.82,1.76,63.29,1.76,58.02,3.52,3.52
12071000401,3.45,17.24,10.34,3.45,100,6.9,113.79,0,3.45
12071000402,12.56,33.49,29.3,12.56,146.5,0,171.62,20.93,0
12071000502,0,40.69,18.99,16.28,105.81,0,56.97,8.14,2.71
12071000503,2.23,11.15,13.38,11.15,80.3,0,73.61,2.23,4.46
12071000504,0,24.81,20.68,12.41,148.88,4.14,128.21,12.41,4.14
12071000600,2.3,9.22,32.27,9.22,94.49,4.61,122.15,6.91,9.22
12071000700,0,32.15,13.78,9.19,96.46,4.59,114.84,0,4.59
12071000800,6.6,13.19,26.39,19.79,283.64,19.79,191.29,6.6,0
12071000900,0,16.72,10.03,13.37,103.64,3.34,133.73,0,0
12071001000,0,20.95,22.45,7.48,122.72,2.99,85.3,1.5,5.99
12071001101,6.56,32.81,39.37,19.69,118.11,0,78.74,6.56,0
12071001102,2.37,35.61,23.74,26.12,256.41,0,111.59,11.87,11.87
12071001201,0,9.38,8.33,7.29,55.21,1.04,23.96,6.25,5.21
12071001202,0,9.38,5.63,0.94,71.3,0,91,1.88,0.94
12071001300,0,25.91,22.21,7.4,151.74,14.8,111.03,14.8,3.7
12071001401,1.7,28.85,10.18,6.79,120.5,1.7,66.19,0,5.09
12071001402,0,17.88,17.88,3.58,125.18,3.58,96.57,7.15,3.58
12071001501,0,33.83,15.04,15.04,210.53,7.52,195.49,0,7.52
12071001502,0,14.86,16.34,10.4,56.46,1.49,56.46,0,1.49
12071001601,1.98,23.7,7.9,19.75,112.58,3.95,104.68,3.95,1.98
12071001602,3.27,32.71,16.36,16.36,268.24,3.27,238.8,0,0
12071001701,0,34.14,44.38,20.48,228.75,3.41,187.78,3.41,10.24
12071001703,5.24,55.05,34.08,13.11,346,2.62,249.02,5.24,13.11
12071001705,6.01,39.06,18.03,12.02,207.33,9.01,216.35,9.01,0
12071001706,2.92,29.24,8.77,5.85,131.58,2.92,131.58,2.92,5.85
12071001707,1.81,52.47,21.71,12.67,238.83,5.43,209.88,5.43,1.81
12071001801,2.18,24.02,4.37,10.92,100.46,2.18,100.46,2.18,0
12071001802,0,37.66,12.55,4.18,104.6,0,217.57,4.18,4.18
12071001903,0,55.21,6.9,6.9,144.93,3.45,127.67,3.45,0
12071001906,2.66,46.54,29.26,14.63,228.72,9.31,176.86,5.32,5.32
12071001907,0,21.43,8.24,8.24,143.45,1.65,145.09,6.6,1.65
12071001908,0,11.06,11.06,0,232.3,22.12,287.61,0,11.06
12071001910,0,39.95,17.75,4.44,57.7,8.88,128.72,0,0
12071001911,10.28,51.39,0,0,143.88,0,308.32,0,0
12071001912,5.41,37.84,21.62,21.62,243.24,10.81,221.62,0,16.22
12071001913,0,36.12,24.08,24.08,192.66,0,216.74,6.02,6.02
12071001914,1.95,19.52,7.81,5.86,126.88,3.9,167.87,3.9,1.95
12071001915,13.74,130.54,17.18,41.22,1171.42,20.61,425.97,6.87,3.44
12071010102,5.5,28.59,15.39,9.9,138.55,7.7,130.86,4.4,4.4
12071010103,0,10.87,5.93,2.97,59.32,0,67.23,0.99,1.98
12071010104,0,14.81,4.94,14.81,98.72,0,182.63,4.94,0
12071010105,0,10.86,7.24,0,83.26,9.05,108.6,1.81,5.43
12071010201,1.62,6.5,8.12,1.62,61.74,0,57.68,3.25,1.62
12071010203,0,11.72,7.33,0,67.41,1.47,58.62,4.4,0
12071010204,2.71,28.04,16.28,9.95,154.7,6.33,161.93,0.9,2.71
12071010302,3.34,20.07,16.72,15.05,138.8,3.34,122.07,5.02,5.02
12071010303,4.75,20.58,18.99,17.41,106.05,3.17,102.88,1.58,1.58
12071010304,3.01,9.03,22.06,8.02,117.34,2.01,134.39,5.01,4.01
12071010305,5.72,34.31,37.16,11.44,162.95,8.58,131.5,0,2.86
12071010306,0,25.67,5.13,13.69,155.74,1.71,145.47,0,11.98
12071010307,1.42,19.82,11.33,1.42,83.55,4.25,110.45,5.66,1.42
12071010404,0,18.43,7.9,3.95,82.92,0,89.5,1.32,0
12071010405,2.12,33.97,21.23,18.04,191.06,0,122.07,2.12,3.18
12071010406,1.59,17.5,12.72,7.95,79.53,4.77,133.61,7.95,1.59
12071010407,0,12.22,14.94,9.5,122.2,4.07,161.58,1.36,2.72
12071010409,0,16.13,13.44,5.38,64.52,3.58,93.2,1.79,1.79
12071010410,4.53,9.06,18.13,8.16,105.14,4.53,121.45,3.63,1.81
12071010411,7.4,22.2,14.8,12.33,103.6,4.93,140.6,2.47,2.47
12071010412,2.19,19.73,24.12,8.77,140.32,2.19,140.32,2.19,8.77
12071010501,2.6,28.59,28.59,7.8,106.55,10.4,127.34,7.8,7.8
12071010502,0,31.57,10.52,17.54,159.62,3.51,129.8,0,3.51
12071010601,4.58,11.45,25.19,13.74,167.2,0,155.75,4.58,11.45
12071010602,4.29,47.17,21.44,8.58,214.41,0,210.12,4.29,21.44
12071010701,0,34.2,7.89,10.52,173.64,5.26,163.11,10.52,18.42
12071010702,0,24.42,40.7,8.14,260.48,4.07,240.13,12.21,12.21
12071010801,0,16.38,20.48,0,131.04,0,126.95,4.1,0
12071010802,2.86,37.2,25.75,25.75,185.98,2.86,154.51,0,2.86
12071010803,0,41.07,10.27,10.27,123.2,10.27,154,5.13,0
12071020101,7.44,37.21,17.37,9.92,255.52,9.92,230.71,9.92,12.4
12071020102,2.29,48,32,16,212.57,4.57,219.43,4.57,2.29
12071020201,0,25.49,19.12,6.37,223.07,6.37,184.83,0,0
12071020202,0,7.54,7.54,11.32,98.08,7.54,113.16,0,3.77
12071020300,0,34.58,38.22,14.56,134.67,7.28,178.34,0,9.1
12071020400,7.4,33.32,22.21,18.51,136.99,11.11,199.93,3.7,7.4
12071020501,7.79,46.73,38.94,15.58,366.04,23.36,319.31,11.68,7.79
12071020502,5.12,40.94,15.35,12.79,181.68,2.56,163.77,2.56,5.12
12071020600,0,23.83,14.89,5.96,184.69,5.96,142.98,8.94,2.98
12071020700,0,28.56,18.17,12.98,166.15,5.19,142.78,2.6,2.6
12071020800,2.64,36.91,31.64,18.46,268.92,7.91,266.28,7.91,5.27
12071030100,0,20.54,17.12,3.42,92.43,0,109.55,3.42,3.42
12071030201,0,15.4,15.4,0,138.57,0,130.87,23.09,0
12071030202,4.7,28.2,10.97,6.27,87.73,1.57,101.83,4.7,3.13
12071030203,0,21.73,27.16,10.86,92.34,0,81.48,10.86,0
12071030204,0,22.27,0,11.14,111.36,0,100.22,0,0
12071030300,0,40.98,10.25,0,140.03,3.42,140.03,10.25,3.42
12071040108,2.72,13.59,19.03,10.88,89.72,5.44,108.75,5.44,2.72
12071040109,0,10.19,13.58,3.4,59.41,0,61.11,1.7,1.7
12071040110,0,8.5,8.5,4.25,72.22,0,50.98,4.25,0
12071040111,3.88,54.28,23.26,3.88,158.98,11.63,174.49,19.39,0
12071040112,3.51,17.55,14.04,3.51,91.26,3.51,133.38,0,0
12071040113,0,22.62,5.66,0,79.19,16.97,107.47,11.31,0
12071040114,1.84,9.22,11.06,3.69,58.99,5.53,130.88,7.37,5.53
12071040115,0,1.68,1.68,1.68,21.84,1.68,38.64,0,0
12071040116,0,9.03,6.45,3.87,43.88,0,65.81,1.29,2.58
12071040117,0,30,9,15,153.02,3,123.01,6,3
12071040118,0,10.3,0,0,61.79,0,185.38,0,0
12071040119,0,6.42,0,0,51.38,0,77.07,0,0
12071040120,0,14.85,7.42,0,29.7,0,59.39,7.42,0
12071040121,0,2.32,4.64,0,16.23,4.64,32.46,0,0
12071040122,0,1.34,9.38,1.34,18.76,0,30.83,0,0
12071040123,0,10.76,8.61,2.15,79.62,0,68.86,4.3,2.15
12071040124,1.57,10.98,9.41,7.84,36.08,3.14,62.75,3.14,0
12071040125,4.7,42.31,23.51,0,75.22,0,136.34,9.4,0
12071040126,0,23.8,20.82,5.95,38.67,0,35.69,2.97,0
12071040127,2.79,11.16,5.58,0,50.22,2.79,53.01,2.79,0
12071040203,2.57,28.28,21.42,4.28,96.84,0,90.84,2.57,2.57
12071040205,0,6.97,10.45,3.48,22.64,0,45.29,1.74,0
12071040206,0,6.71,13.42,0,73.83,6.71,140.94,6.71,0
12071040207,4.59,34.45,27.56,2.3,137.8,2.3,146.99,6.89,2.3
12071040208,0,4.95,14.84,9.89,29.67,0,59.35,4.95,4.95
12071040209,0,8.98,11.97,5.98,80.79,2.99,71.81,2.99,0
12071040210,4.1,4.1,16.41,4.1,69.76,0,82.07,0,0
12071040301,0,10.75,9.56,0,33.45,2.39,35.84,2.39,1.19
12071040302,2.06,4.11,8.22,0,26.72,0,34.94,2.06,0
12071040303,0,4.21,2.8,4.21,21.03,1.4,35.05,1.4,0
12071040304,0,27.16,25.22,17.46,190.14,3.88,141.64,9.7,1.94
12071040305,2.89,28.9,17.34,8.67,141.62,2.89,138.73,8.67,2.89
12071040308,0,11.44,16.02,0,34.32,0,66.36,0,0
12071040309,2.79,9.75,23.68,1.39,83.58,4.18,71.04,2.79,1.39
12071040310,0,7.05,7.05,7.05,42.33,3.53,59.96,0,3.53
12071040311,0,20.33,6.78,6.78,103.88,0,142.28,2.26,0
12071040312,0,0,20.87,0,67.81,0,10.43,0,0
12071040313,0,23.28,5.82,5.82,87.31,0,64.03,0,0
12071040314,3.61,18.04,10.82,7.22,46.9,3.61,46.9,3.61,0
12071050103,0,28.06,9.35,0,93.55,0,130.96,0,0
12071050104,0,25.64,10.99,7.33,157.51,3.66,216.12,3.66,0
12071050105,0,48.78,16.26,5.42,135.5,10.84,184.28,0,5.42
12071050106,2.77,30.5,16.64,8.32,127.57,2.77,152.52,11.09,2.77
12071050203,0,31.12,16.6,6.22,130.71,8.3,143.15,0,0
12071050204,0,0,4.53,9.05,49.8,0,86.01,0,0
12071050205,0,17.68,17.68,5.89,111.96,0,76.61,5.89,0
12071050206,0,11.61,14.52,5.81,23.23,2.9,49.36,2.9,0
12071050207,8.15,8.15,4.08,4.08,65.23,4.08,114.15,0,0
12071050208,1.72,37.77,6.87,0,73.83,1.72,89.29,5.15,1.72
12071050209,2.3,8.05,11.49,5.75,62.06,1.15,75.85,3.45,0
12071050305,3.12,31.21,6.24,9.36,174.78,12.48,221.6,6.24,0
12071050306,4.89,19.57,9.78,4.89,92.95,4.89,127.2,4.89,4.89
12071050307,2.51,35.19,5.03,7.54,70.39,5.03,150.83,2.51,0
12071050308,0,20.4,10.2,7.93,115.59,3.4,135.99,3.4,1.13
12071050310,1.64,19.66,4.92,3.28,90.12,6.55,154.02,0,0
12071050311,1.36,9.51,4.07,1.36,47.54,4.07,85.57,1.36,1.36
12071050312,0,13.29,6.65,9.97,106.35,0,109.67,6.65,0
12071050313,0,19.89,5.42,9.04,119.35,0,139.24,9.04,1.81
12071050314,4.62,32.33,4.62,11.55,129.33,6.93,170.9,2.31,4.62
12071050400,2.49,13.3,9.98,5.82,68.17,2.49,70.67,0,0
12071050500,0,15.09,4.53,6.04,64.91,0,70.94,3.02,0
12071050601,6.97,38.33,6.97,17.42,153.31,0,139.37,13.94,3.48
12071050602,1.75,19.25,14,3.5,98,0,134.76,3.5,0
12071060101,0,39.11,39.11,0,260.76,13.04,391.13,0,0
12071060102,3.38,27.02,13.51,0,124.96,0,114.83,3.38,3.38
12071060201,0,38.02,25.35,0,126.74,0,114.07,0,0
12071060202,0,23.04,28.8,0,97.93,5.76,132.49,0,5.76
12071060203,0,21.57,14.38,7.19,107.84,0,136.59,7.19,7.19
12071060300,0,38.39,9.6,0,220.73,19.19,153.55,0,0
12071070101,0,27.14,27.14,20.35,128.9,0,203.53,0,13.57
12071070102,3.25,35.76,16.25,9.75,104.03,0,159.3,9.75,3.25
12071070200,0,34.49,17.25,0,201.21,8.62,221.33,5.75,2.87
12071080100,0,44.44,0,0,311.11,0,177.78,44.44,0
12071080202,3.78,18.88,7.55,0,128.4,0,151.06,3.78,0
12071080203,0,28.39,0,0,119.25,0,176.04,0,0
