Tract,Aortic.Aneurysm...Dissection,Cerebrovascular.Diseases,Diabetes.Mellitus,Essen.Hypertension...Hypertensive.Renal.Dis,Heart.Diseases,In.Situ..Benign..Uncertain.and.Unknown.Behavior.Neoplasms,Malignant.Neoplasm.or.Cancer,Nephritis..Nephrotic.Syndrome..Nephrosis,Atherosclerosis
12086002402,0,28.22,18.26,6.64,81.33,0,79.67,3.32,0
12086002403,2.07,12.4,12.4,2.07,64.05,8.26,78.51,6.2,0
12086002404,1.97,35.53,25.66,3.95,155.94,5.92,136.2,7.9,0
12086002501,0,22.02,22.02,5.51,69.74,0,71.57,7.34,0
12086002502,1.88,9.4,13.16,0,63.93,0,43.25,5.64,0
12086002600,0,15.85,11.1,4.76,39.63,0,23.78,0,0
12086002702,0,12.88,2.58,0,36.07,0,41.23,0,0
12086002703,0,0,5.19,0,24.2,3.46,36.31,0,0
12086002705,0,13.16,6.58,0,78.95,0,69.08,0,0
12086002706,0,2.26,6.79,0,15.83,0,42.98,2.26,0
12086002800,0,22.87,7.62,0,38.11,0,60.98,0,0
12086002900,4.38,27.74,23.36,5.84,124.09,1.46,84.67,11.68,0
12086003001,0,42.21,16.88,8.44,282.82,4.22,181.51,25.33,0
12086003003,0,13.19,8.79,4.4,98.17,4.4,71.79,2.93,0
12086003004,1.92,23.01,11.51,5.75,93.98,1.92,74.8,3.84,0
12086003100,0,18.63,11.64,18.63,132.71,2.33,104.77,11.64,0
12086003400,0,21.25,42.51,0,175.35,0,85.02,26.57,5.31
12086003601,0,4.77,33.36,14.3,128.66,2.38,85.78,14.3,0
12086003602,1.42,19.87,15.61,5.68,99.33,1.42,79.47,7.1,0
12086003702,0,2.04,0,0,22.42,0,30.57,2.04,0
12086003703,0,0,6.53,0,6.53,0,26.11,0,0
12086003704,0,7.75,7.75,0,100.78,0,38.76,7.75,0
12086003705,0,0,0,0,15.52,0,31.03,0,0
12086003706,7.42,0,0,0,7.42,0,0,0,0
12086003707,0,0,6.95,0,62.54,0,76.44,13.9,0
12086003801,3.35,20.09,10.05,5.02,73.68,5.02,66.98,1.67,0
12086003803,3.38,40.55,6.76,6.76,196.01,3.38,94.63,13.52,0
12086003804,0,13.69,1.71,6.84,106.09,3.42,99.25,3.42,0
12086003906,0,25.63,3.2,0,67.29,0,57.67,0,0
12086003909,0,54.84,6.09,0,152.35,0,127.97,0,6.09
12086003911,2.12,10.6,6.36,4.24,74.17,2.12,65.69,6.36,0
12086003912,2.06,20.61,2.06,4.12,53.6,4.12,51.54,10.31,2.06
12086003913,0,14.42,6.18,8.24,76.21,2.06,70.03,0,0
12086003914,2.21,15.49,11.06,2.21,101.79,4.43,86.3,6.64,0
12086003915,1.75,12.28,1.75,1.75,77.21,1.75,68.43,7.02,0
12086003916,0,6.91,4.61,2.3,57.56,2.3,52.96,0,0
12086003917,0,19.71,9.86,0,169.52,1.97,74.91,1.97,0
12086003918,0,6.66,0,0,33.3,0,36.63,0,0
12086003919,0,30.25,8.64,0,129.65,8.64,129.65,4.32,0
12086003921,2.72,21.78,2.72,0,114.35,0,59.9,10.89,0
12086003922,0,17.58,4.4,0,87.91,4.4,118.68,4.4,0
12086004000,0,18.82,5.13,0,83.85,5.13,49.62,1.71,0
12086004102,2.93,17.56,8.78,5.85,64.4,5.85,70.26,0,0
12086004103,4.62,13.85,0,9.23,133.89,4.62,133.89,4.62,0
12086004105,0,40.44,8.09,4.04,133.44,4.04,76.83,8.09,0
12086004106,0,10.48,0,0,41.94,0,60.29,5.24,0
12086004203,0,4.44,6.66,0,39.98,0,59.97,4.44,0
12086004204,0,4.76,9.52,0,85.71,0,47.62,0,0
12086004205,0,26.58,8.86,0,75.32,0,39.88,0,0
12086004206,7.67,7.67,23.02,7.67,122.79,0,69.07,7.67,0
12086004301,4.61,4.61,0,4.61,46.13,0,41.51,4.61,0
12086004303,0,3.86,0,0,30.84,0,34.7,0,0
12086004304,0,17.22,12.91,0,86.1,0,60.27,4.3,0
12086004403,2.9,20.29,20.29,0,188.41,2.9,72.46,8.7,0
12086004404,0,34.64,39.58,9.9,207.82,9.9,98.96,9.9,0
12086004405,0,14.59,5.84,0,87.57,2.92,26.27,5.84,0
12086004406,11.62,11.62,3.87,0,50.37,3.87,65.87,3.87,0
12086004500,2.66,31.94,23.96,2.66,194.3,0,127.76,13.31,0
12086004602,0,21.63,7.21,0,48.08,2.4,60.1,0,0
12086004605,2.5,17.51,7.51,5,77.56,2.5,67.55,2.5,0
12086004607,3.2,25.63,12.82,6.41,57.67,3.2,67.29,3.2,3.2
12086004608,0,27.84,0,0,66.82,5.57,100.22,11.14,0
12086004701,0,20.17,12.84,9.17,121.03,1.83,89.86,1.83,0
12086004702,1.6,25.61,14.41,3.2,107.25,3.2,78.44,3.2,0
12086004703,0,49.35,13.29,3.8,282.84,7.59,102.51,15.19,0
12086004901,0,15.7,5.23,2.62,44.48,0,34.01,2.62,0
12086004902,1.21,18.18,10.91,1.21,115.15,2.42,53.33,2.42,1.21
12086005001,1.23,32.06,12.33,8.63,103.59,3.7,64.13,3.7,1.23
12086005002,0,31.4,12.21,5.23,118.61,1.74,92.45,6.98,0
12086005102,0,16.42,23.46,2.35,147.82,4.69,91.51,14.08,2.35
12086005103,0,26.87,6.72,6.72,73.9,0,67.18,6.72,0
12086005104,0,6.67,8.9,2.22,62.28,0,75.62,6.67,0
12086005201,0,19.57,15.05,7.53,55.7,3.01,49.68,1.51,0
12086005202,0,29.53,12.16,8.69,156.33,1.74,72.95,10.42,1.74
12086005302,0,36.49,29.47,5.61,155.77,0,88.41,2.81,0
12086005303,0,24.33,9.73,2.43,72.99,0,63.26,4.87,0
12086005304,0,19.76,15.81,5.93,77.08,3.95,63.24,5.93,0
12086005403,0,35.48,17.74,11.83,82.79,0,70.96,11.83,0
12086005405,2.56,12.82,7.69,0,74.34,2.56,58.96,5.13,0
12086005406,0,11.79,2.36,0,87.22,2.36,63.65,4.71,2.36
12086005407,0,20.26,20.26,12.16,145.87,4.05,113.45,16.21,0
12086005409,0,4.72,9.43,2.36,117.92,2.36,103.77,2.36,2.36
12086005410,2.62,34.11,20.99,2.62,107.58,2.62,73.47,5.25,2.62
12086005501,0,43.19,6.75,9.45,124.17,0,67.49,5.4,2.7
12086005502,2.98,41.66,19.34,5.95,144.32,5.95,127.96,11.9,0
12086005600,1.58,33.22,9.49,3.16,72.77,0,52.21,6.33,0
12086005701,1.53,22.97,18.38,4.59,131.72,4.59,107.21,12.25,0
12086005703,0,29.47,23.07,3.84,139.67,0,96.1,6.41,0
12086005704,0,15.49,11.06,5.53,99.56,0,56.42,7.74,1.11
12086005801,1.18,34.18,18.86,3.54,107.25,3.54,71.89,10.61,0
12086005802,0.84,36.3,11.82,5.91,137.6,2.53,90.33,5.91,0
12086005901,2.07,39.42,8.3,2.07,145.23,6.22,105.81,6.22,2.07
12086005902,0,48.77,13.93,11.61,202.04,2.32,120.76,11.61,4.64
12086005903,3.48,24.39,20.91,5.23,141.11,0,95.82,8.71,0
12086005904,0,43.35,24.77,8.26,123.86,6.19,109.41,6.19,2.06
12086006001,4.65,35.63,17.04,3.1,136.33,3.1,114.64,6.2,1.55
12086006002,1.78,33.9,19.63,5.35,146.32,7.14,105.28,5.35,0
12086006101,0,34.81,6.63,1.66,99.47,1.66,61.34,4.97,1.66
12086006102,3.28,34.47,4.92,3.28,93.57,0,75.51,1.64,0
12086006201,0,12.81,9.61,3.2,89.66,3.2,73.65,6.4,0
12086006203,0,54.7,4.97,14.92,134.26,4.97,109.4,4.97,0
12086006205,2.35,21.14,2.35,0,28.19,2.35,42.28,0,0
12086006206,3.5,28.01,3.5,0,42.02,0,52.52,0,0
12086006301,1.32,35.57,14.49,7.91,150.2,2.64,85.64,2.64,0
12086006302,0,34.44,15.31,7.65,158.82,1.91,89.93,3.83,0
12086006401,0,19.33,15.04,6.44,120.3,8.59,73.04,6.44,0
12086006402,2.63,23.65,18.4,15.77,105.12,0,73.59,5.26,0
12086006403,2.72,27.25,8.17,5.45,130.79,10.9,76.29,8.17,2.72
12086006501,0,21.05,5.26,10.52,144.7,7.89,89.45,7.89,0
12086006503,0,62.87,7.86,3.93,200.39,0,90.37,15.72,0
12086006504,3.87,30.95,7.74,3.87,131.53,7.74,85.11,7.74,0
12086006601,2.79,19.54,8.37,2.79,100.47,1.4,61.4,5.58,0
12086006602,1.86,14.85,5.57,1.86,72.41,0,66.84,1.86,0
12086006702,1.15,12.64,5.75,1.15,37.92,1.15,31.03,1.15,0
12086006705,0,12.82,3.21,3.21,89.74,0,70.51,12.82,0
12086006706,0,4.95,4.95,0,69.34,0,64.39,0,0
12086006707,0,4.79,2.4,0,21.56,2.4,31.14,0,0
12086006709,0,0,0,0,9.28,0,0,0,0
12086006711,0,0,0,0,17.05,0,23.87,0,0
12086006713,0,4.36,0,0,8.71,0,17.43,0,0
12086006714,0,35.13,0,0,52.69,0,40.98,0,0
12086006801,3.43,3.43,3.43,0,51.39,3.43,44.54,6.85,0
12086006802,5.77,40.38,11.54,0,164.41,8.65,112.49,0,0
12086006900,3.09,27.82,12.36,9.27,122.1,1.55,78.83,3.09,0
12086007001,0.92,30.5,14.79,9.24,108.13,0,65.62,6.47,0.92
12086007002,0,17.76,12.68,7.61,91.31,2.54,65.95,3.8,0
12086007101,0,38.61,7.72,7.72,115.83,0,77.22,15.44,0
12086007103,0,20.03,0,0,20.03,0,20.03,0,0
12086007104,2.94,0,0,0,29.37,0,17.62,2.94,0
12086007200,0,6.79,20.36,6.79,115.37,0,74.65,6.79,0
12086007300,0,15.24,5.08,2.54,45.73,0,63.52,2.54,0
12086007400,0,19.07,2.72,1.36,81.71,4.09,59.92,8.17,2.72
12086007501,0,41.38,6.9,6.9,89.66,0,86.21,3.45,0
12086007503,0,10.42,0,0,135.42,10.42,125,0,0
12086007601,3.32,29.85,0,6.63,82.92,6.63,56.38,0,0
12086007603,0,38.42,10.98,5.49,79.58,0,98.79,8.23,2.74
12086007604,1.61,20.92,8.05,0,51.49,0,54.71,3.22,0
12086007605,2.37,18.94,4.73,9.47,44.98,2.37,54.45,4.73,0
12086007606,1.85,29.57,7.39,1.85,94.25,0,90.56,5.54,3.7
12086007701,3.23,30.64,16.13,11.29,166.1,1.61,124.17,8.06,3.23
12086007702,1.66,36.5,14.93,3.32,146.01,4.98,124.44,3.32,3.32
12086007704,0,6.01,2,2,48.12,2,54.13,4.01,0
12086007705,0,22.34,8.94,2.23,109.47,2.23,82.66,6.7,2.23
12086007801,9.05,27.15,9.05,0,45.25,9.05,54.3,9.05,0
12086007804,4.25,28.35,11.34,1.42,60.96,2.84,65.21,4.25,0
12086007805,0,31.69,6.79,4.53,129.02,4.53,106.38,6.79,0
12086007806,0,19.83,4.41,4.41,50.68,4.41,52.89,2.2,0
12086007807,2.09,16.71,2.09,0,87.72,2.09,87.72,2.09,0
12086007901,2.73,38.23,0,5.46,111.96,0,71,19.12,2.73
12086007902,0,16.35,0,3.27,78.46,0,91.53,0,0
12086008000,1.48,23.63,8.86,0,57.59,7.38,51.68,4.43,0
12086008101,0,19.55,0,2.79,67.04,5.59,97.77,2.79,0
12086008102,0,26.38,5.65,3.77,62.18,1.88,58.41,5.65,0
12086008202,2.33,20.94,4.65,2.33,55.83,2.33,76.76,2.33,0
12086008205,0,29.28,5.32,0,77.19,2.66,114.45,5.32,0
12086008206,0,32.99,5.08,2.54,96.45,2.54,81.22,2.54,0
12086008207,0,23.24,9.3,0,69.72,0,65.07,2.32,0
12086008208,0,19.71,19.71,11.82,116.28,0,106.42,11.82,3.94
12086008209,0,18.35,12.23,10.2,67.29,0,79.53,8.16,0
12086008304,2.99,32.91,27.92,6.98,104.71,1.99,119.66,9.97,0
12086008305,0,13.43,7.67,9.59,65.21,1.92,82.47,5.75,0
12086008306,2.32,24.31,13.89,4.63,82.19,1.16,65.98,5.79,0
12086008307,0,21.74,14.95,1.36,70.66,0,67.94,1.36,0
12086008308,1.82,12.72,21.81,1.82,109.07,9.09,85.44,1.82,0
12086008309,3.9,25.33,33.12,9.74,109.1,0,64.29,15.59,0
12086008405,0,29.92,8.31,6.65,93.07,1.66,96.39,4.99,0
12086008407,3.05,32.04,15.26,4.58,125.1,1.53,108.31,7.63,0
12086008409,0,20.09,14.61,3.65,69.42,3.65,94.99,7.31,0
12086008410,1.68,28.48,6.7,6.7,88.79,0,90.47,1.68,0
12086008412,0,92.83,14.66,4.89,239.41,3.26,133.55,13.03,0
12086008414,0,20.47,7.68,2.56,75.49,0,74.21,6.4,0
12086008415,0,15.23,3.81,1.9,79.95,3.81,68.53,0,0
12086008416,3.12,49.89,21.83,6.24,199.56,3.12,106.02,6.24,0
12086008417,0,31.38,25.5,5.88,109.83,3.92,111.79,3.92,0
12086008418,3.55,17.77,3.55,0,85.29,0,74.63,0,0
12086008419,0,28.1,15.13,6.48,92.93,8.64,97.26,10.81,0
12086008501,1.33,27.87,11.94,3.98,147.31,1.33,94.23,9.29,1.33
12086008502,2.01,38.2,16.08,2.01,104.54,2.01,96.5,6.03,0
12086008601,0,39.19,15.68,1.96,139.13,3.92,123.46,3.92,0
12086008602,1.6,32.09,14.44,3.21,137.98,3.21,102.68,6.42,0
12086008701,1.65,31.32,14.84,4.95,150.02,3.3,123.64,13.19,1.65
12086008702,0,43.5,14.5,6.44,140.16,3.22,122.44,8.06,1.61
12086008803,1.51,33.21,13.59,4.53,135.87,1.51,138.89,6.04,0
12086008804,2.77,48.52,9.7,5.55,203.8,6.93,148.34,11.09,0
12086008805,3.43,20.59,13.73,6.86,132.14,0,84.09,10.3,0
12086008806,4.83,57.96,9.66,7.24,149.72,2.41,101.42,7.24,2.41
12086008901,2.69,33.66,9.43,8.08,169.65,0,96.94,2.69,0
12086008902,1.45,54.91,17.34,7.23,153.18,5.78,134.39,11.56,1.45
12086008906,1.88,20.68,13.16,5.64,127.84,3.76,101.52,18.8,1.88
12086008907,4.1,30.76,22.56,6.15,147.66,0,92.29,6.15,0
12086009006,0.93,34.36,11.15,3.72,136.53,2.79,99.38,5.57,0
12086009010,1.71,13.69,5.14,1.71,59.91,1.71,59.91,1.71,0
12086009014,0,11.15,8.92,2.23,46.84,2.23,44.61,2.23,0
12086009015,1.62,16.22,12.97,3.24,94.06,1.62,71.36,6.49,0
12086009017,0,27.1,19.13,1.59,110.01,6.38,86.1,4.78,0
12086009019,0,55.71,15,6.43,160.7,0,111.42,6.43,0
12086009020,3.55,28.4,3.55,14.2,145.54,0,63.9,10.65,0
12086009021,1.97,27.52,13.76,1.97,88.44,0,78.62,7.86,0
12086009022,0,14.07,9.38,4.69,89.12,0,79.74,18.76,0
12086009023,0,15.1,6.87,1.37,65.91,0,65.91,1.37,0
12086009024,0,7.07,8.84,1.77,58.32,1.77,38.88,3.53,0
12086009026,4.37,30.59,21.85,4.37,131.12,0,122.38,8.74,0
12086009027,0,17.76,7.61,5.07,50.75,0,68.51,5.07,0
12086009028,0,30.68,7.22,3.61,64.97,3.61,50.53,1.8,0
12086009029,2.43,17.01,2.43,0,99.64,0,80.19,2.43,2.43
12086009030,1.93,11.58,9.65,0,48.24,0,44.38,3.86,0
12086009031,0,13.01,2.6,2.6,44.22,2.6,31.22,10.41,0
12086009034,0,6.27,1.25,2.51,40.14,0,55.19,6.27,0
12086009035,0,12.45,7.11,0,44.45,0,42.67,1.78,1.78
12086009036,0,3.36,1.12,0,23.52,3.36,26.88,0,0
12086009038,0,10.7,2.14,0,11.76,1.07,27.81,0,0
12086009039,0,1.84,1.84,1.84,27.58,0,11.03,0,0
12086009040,0,8.52,25.55,17.04,51.11,0,68.14,0,0
12086009043,0,8.7,2.18,0,13.05,0,26.1,2.18,0
12086009044,0,0,3.58,0,17.92,0,28.67,0,0
12086009046,0,7.35,0,0,7.35,0,0,0,0
12086009047,0,8.72,2.91,2.91,14.53,0,34.87,2.91,0
12086009100,0,14.17,8.27,4.72,66.13,1.18,55.5,1.18,0
12086009200,2.96,26.62,11.83,0,118.31,2.96,94.65,8.87,0
12086009305,1.94,15.53,9.71,1.94,97.09,1.94,93.2,3.88,0
12086009306,0,34.09,12.78,5.68,110.78,1.42,86.64,9.94,0
12086009307,0,18.62,10.86,1.55,94.68,1.55,52.77,3.1,0
12086009308,1.29,7.74,7.74,1.29,63.19,7.74,61.9,6.45,0
12086009309,0,22.88,10.01,4.29,94.38,1.43,94.38,5.72,0
12086009311,0,37.15,17.03,0,120.72,0,86.67,6.19,1.55
12086009312,0,23.77,5.48,7.31,40.22,1.83,45.7,1.83,0
12086009313,1.94,15.55,7.77,9.72,104.94,0,85.5,1.94,0
12086009314,2.12,12.74,8.49,6.37,78.57,0,70.08,0,0
12086009315,3.34,53.51,33.44,6.69,401.34,10.03,163.88,16.72,0
12086009400,0,10.94,12.51,7.82,65.66,1.56,81.29,9.38,0
12086009501,0,19.86,9.03,5.42,54.16,0,81.24,0,0
12086009503,0,22.54,20.29,4.51,63.12,0,76.65,6.76,0
12086009504,2,22.02,36.03,8.01,82.07,0,106.08,6,4
12086009600,0,44.32,45.75,20.02,168.72,2.86,90.08,11.44,0
12086009703,3.03,18.2,6.07,3.03,66.73,6.07,97.06,9.1,0
12086009704,1.84,40.37,11.01,3.67,132.13,0,89.92,5.51,0
12086009705,0,27.82,16.23,13.91,118.22,4.64,115.9,4.64,0
12086009706,4.94,2.47,0,7.41,61.76,0,64.23,4.94,0
12086009803,0,22.82,12.29,3.51,50.9,0,43.88,3.51,0
12086009804,0,18.32,24.42,6.11,73.26,6.11,85.47,6.11,3.05
12086009806,3.26,39.06,16.28,3.26,110.68,3.26,87.89,6.51,3.26
12086009807,0,15.83,11.87,5.28,43.54,2.64,46.18,3.96,0
12086009808,1.98,37.55,25.69,11.86,160.08,1.98,102.77,7.91,0
12086009901,0.97,11.69,10.72,2.92,54.57,3.9,47.75,7.8,0
12086009903,2,26.01,20,4,78.02,2,100.02,18,4
12086009904,0,6.63,9.95,0,53.07,0,79.6,9.95,0
12086009905,1.67,23.43,13.39,5.02,66.93,0,73.63,6.69,1.67
12086009906,3.47,24.26,8.66,6.93,76.23,5.2,65.84,10.4,0
12086010001,3.41,30.7,18.76,13.64,98.91,0,64.8,10.23,1.71
12086010005,0,27.23,25.87,2.72,87.15,2.72,91.23,12.25,0
12086010006,1.12,13.38,20.08,11.15,69.15,2.23,65.8,7.81,0
12086010009,0,20.73,15.85,6.1,70.72,0,107.3,10.97,0
12086010010,5.74,21.03,21.03,3.82,82.2,0,68.82,5.74,1.91
12086010011,1.5,24,6,3,53.99,3,52.49,6,0
12086010012,0,13.51,8.45,3.38,48.99,0,54.05,3.38,0
12086010013,2.36,23.63,9.45,7.09,66.16,0,61.44,11.81,2.36
12086010015,2.43,21.9,12.17,7.3,94.89,4.87,99.76,2.43,0
12086010016,3.82,19.12,7.65,1.91,63.1,3.82,74.57,1.91,0
12086010193,2.84,2.84,2.84,2.84,39.83,0,31.29,2.84,2.84
12086010198,0,13.01,10.41,0,62.45,5.2,41.63,2.6,0
12086010201,2.13,10.64,12.77,2.13,74.48,0,78.74,6.38,0
12086010204,0,17.5,10.77,0,68.65,2.69,65.96,5.38,0
12086010205,0,39.03,27.15,10.18,125.57,3.39,89.94,18.67,1.7
12086010207,0,25.26,30.31,17.68,98.51,2.53,90.93,5.05,0
12086010208,0,27.3,25.35,0,95.54,1.95,76.04,3.9,0
12086010209,0,20.63,5.16,1.72,72.2,8.6,53.29,8.6,0
12086010210,0,23.51,20.57,1.47,72,1.47,76.4,4.41,0
12086010300,0,29.44,10.19,3.4,106.43,0,87.18,1.13,0
12086010400,4.66,20.98,11.66,2.33,60.61,2.33,51.28,11.66,0
12086010500,0,23.85,16.18,1.7,41.73,2.55,50.25,5.11,0
12086010604,0,25.19,9.69,3.88,89.15,3.88,50.39,3.88,0
12086010606,1.38,26.28,2.77,5.53,85.74,0,84.36,6.91,0
12086010608,0,24.11,14.83,3.71,83.44,0,100.13,1.85,0
12086010609,1.73,22.48,10.38,5.19,88.19,1.73,74.36,5.19,1.73
12086010610,0,90.3,33.27,14.26,327.95,2.38,125.95,11.88,0
12086010612,0,8.51,3.78,0.95,38.78,0.95,43.51,3.78,0
12086010613,1.83,9.16,5.49,7.32,69.58,0,54.93,3.66,0
12086010614,2.24,8.96,12.32,1.12,47.05,3.36,42.57,4.48,0
12086010617,1.32,10.54,3.95,0,22.4,0,22.4,0,0
12086010703,0.74,19.95,11.08,0.74,41.38,1.48,45.08,1.48,0
12086010704,0,14.58,4.29,0.86,42.03,0,30.88,7.72,0
12086010801,1.27,12.67,13.94,1.27,32.94,0,31.68,1.27,0
12086010802,0,12.26,4.46,1.11,26.76,0,35.68,3.34,0
12086010900,0,10.84,15.49,3.1,46.46,0,60.4,3.1,0
12086011001,1.89,8.52,17.04,3.79,33.14,0,53.97,1.89,0
12086011003,1.9,19.04,7.62,1.9,43.79,1.9,55.22,5.71,0
12086011005,0,13.05,15.94,1.45,50.73,2.9,43.48,2.9,0
12086011007,2.39,9.57,11.96,0,49.03,2.39,45.44,2.39,0
12086011008,0,2.24,11.21,2.24,17.94,2.24,38.12,4.48,0
12086011009,0,4.99,4.99,3.33,34.92,0,29.93,0,0
12086011101,0,20.77,9.84,2.19,50.28,1.09,39.35,1.09,0
12086011102,0,21.61,12.96,2.88,64.82,1.44,72.03,4.32,1.44
12086011201,1.4,11.21,11.21,0,44.84,1.4,68.67,8.41,0
12086011202,2.76,28.94,8.27,2.76,64.77,0,60.63,4.13,1.38
12086011300,1.05,15.82,18.99,3.16,54.86,2.11,55.91,7.38,0
12086011401,0,10.17,10.17,1.07,44.97,0.54,37.48,1.07,0
12086011403,0,15.43,22.45,5.61,64.54,1.4,44.9,8.42,0
12086011404,0,1.07,4.27,1.07,24.56,1.07,29.9,2.14,0
12086011500,1.37,23.32,16.46,5.49,74.07,1.37,52.13,2.74,0
12086011600,0,22.21,6.35,1.59,49.18,0,53.93,1.59,0
12086011700,0,11.14,6.96,5.57,51.52,2.79,41.78,4.18,0
12086011800,3.08,6.16,3.08,3.08,61.63,3.08,80.12,9.24,0
12086011900,0,10.99,1.83,5.49,51.28,3.66,58.61,5.49,0
12086012000,0,4.47,4.47,0,15.63,0,26.79,1.12,0
12086012100,0,8.03,1.85,1.85,23.49,1.85,27.19,1.24,0
12086012200,0,8.89,5.33,1.78,80.01,3.56,74.68,5.33,0
12086012300,0,11.42,4.28,4.28,52.83,0,48.55,2.86,0
12086012400,0,6.13,5.11,2.04,48.03,2.04,53.14,0,0
12086012500,1.41,8.44,11.25,2.81,52.04,2.81,66.1,2.81,0
12086012600,0,12.11,6.73,4.04,45.75,0,41.71,1.35,0
12086012700,1.24,14.83,3.71,2.47,40.79,1.24,44.5,4.94,0
12086012800,0,20.35,7.5,2.14,68.56,0,44.99,3.21,0
12086012900,0,18.35,9.18,2.29,39,4.59,43.59,9.18,0
12086013000,0,28.68,7.65,3.82,80.31,0,76.48,1.91,0
12086013100,1.78,17.76,1.78,0,44.39,1.78,58.59,3.55,0
12086013200,0,17.18,1.56,0,57.8,0,56.24,1.56,0
12086013300,0,6.83,3.42,1.71,46.11,0,47.82,1.71,0
12086013400,0,9.39,4.69,1.56,50.08,0,42.25,0,0
12086013500,1.64,22.98,13.13,3.28,68.93,0,64.01,3.28,1.64
12086013600,0,15.23,5.08,6.77,93.06,3.38,65.99,5.08,1.69
12086013700,0,17.04,13.63,3.41,153.35,1.7,56.23,5.11,0
12086013800,1.21,14.53,4.84,1.21,37.53,0,54.48,1.21,0
12086013900,0,22,4,6,74,0,60,0,0
12086014000,0,0,0,0,161.29,0,53.76,0,0
12086014100,0,3.1,3.1,0,12.38,0,30.96,0,0
12086014200,1.85,24.08,3.7,3.7,92.61,0,74.09,9.26,0
12086014300,0,22.33,11.17,2.79,106.09,2.79,83.75,0,0
12086014400,2.04,4.08,8.16,4.08,59.14,0,40.78,4.08,2.04
12086014500,2.08,31.21,10.4,6.24,116.52,2.08,116.52,6.24,0
12086014600,0,25.25,6.01,0,79.37,1.2,67.34,8.42,0
12086014700,0,39.06,8.68,2.89,104.15,7.23,96.92,8.68,1.45
12086014800,3.05,10.66,13.71,1.52,95.95,1.52,79.2,6.09,0
12086014900,0,11.5,18.07,1.64,111.73,1.64,101.87,9.86,0
12086015000,0,28.74,12.16,4.42,119.39,4.42,89.54,5.53,1.11
12086015100,0,7.33,5.87,2.2,30.8,2.2,41.8,1.47,0
12086015200,0,24.9,9.96,2.49,49.81,1.25,52.3,6.23,0
12086015300,1.56,21.78,14,1.56,98.02,0,74.68,0,0
12086015400,1.82,29.17,10.94,3.65,160.44,7.29,105.74,7.29,0
12086015500,1.61,37.14,20.99,9.69,166.32,1.61,140.48,14.53,0
12086015600,2.33,13.98,9.32,2.33,51.26,4.66,55.92,9.32,0
12086015700,0,15.04,11.28,7.52,101.5,3.76,63.91,0,0
12086015800,2.15,30.15,21.53,4.31,165.81,0,109.82,4.31,0
12086015900,4.72,35.43,14.17,4.72,113.37,0,77.94,2.36,0
12086016000,0,34.93,5.82,3.88,100.91,0,79.57,7.76,1.94
12086016100,3.74,20.58,11.23,5.61,114.13,3.74,101.03,7.48,0
12086016200,0,28.07,11.23,2.81,109.46,0,92.62,2.81,0
12086016300,0,13.36,11.45,3.82,82.09,1.91,66.82,3.82,0
12086016400,0,14.49,2.9,2.9,65.2,0,53.61,4.35,0
12086016500,2.16,14.07,4.33,1.08,43.29,2.16,47.61,1.08,1.08
12086016600,0,25.19,5.04,10.08,85.64,0,75.57,0,0
12086016700,5.37,17.9,10.74,1.79,105.58,3.58,98.43,8.95,0
12086016800,0,17.96,13.47,4.49,94.3,4.49,62.86,6.74,0
12086016900,0,18.35,6.12,2.04,69.32,2.04,63.2,4.08,0
12086017000,0,22.38,6.89,3.44,94.7,0,84.37,5.17,0
12086017100,0,16.24,23.62,0,103.34,1.48,72.34,4.43,0
12086017200,2.17,32.62,8.7,4.35,91.32,0,93.5,6.52,0
12086017300,0,21.77,5.94,7.92,77.2,3.96,77.2,0,0
12086017400,0,24.26,9.7,4.85,108.34,3.23,77.62,9.7,0
12086017500,2.21,15.5,6.64,2.21,59.79,4.43,50.93,0,0
12086017600,2.75,11.01,6.88,2.75,39.93,1.38,55.07,2.75,0
12086017700,0,12.67,8.44,2.11,57,2.11,57,2.11,0
12086017800,0,9.24,4.62,4.62,29.24,0,40.02,1.54,0
12086017900,1.11,16.6,5.53,1.11,60.87,2.21,77.48,4.43,0
12086018000,2.13,11.69,7.44,0,62.71,4.25,59.52,3.19,0
12086018100,0,29.29,0,1.83,56.76,3.66,45.77,0,0
12086018200,0,14.2,7.1,7.1,49.7,3.55,46.15,0,0
12086018300,3.36,11.77,5.04,3.36,38.67,1.68,50.44,1.68,0
12086018400,0,12.49,2.5,2.5,37.46,2.5,37.46,5,0
12086018500,0,12.91,15.06,6.45,81.74,6.45,53.78,0,0
12086018600,1.95,8.77,5.84,2.92,39.93,0.97,49.67,4.87,0
12086018700,1.98,21.79,1.98,3.96,55.47,7.92,79.24,1.98,0
12086018800,1.25,16.27,7.51,1.25,71.34,2.5,68.84,6.26,0
12086018900,1.52,16.74,6.09,3.04,85.22,0,89.79,4.57,0
12086019000,0,24.05,6.41,1.6,83.36,1.6,75.34,6.41,0
12086019100,0,34.99,10.29,0,74.1,2.06,80.28,2.06,0
12086019200,0,14.83,5.56,1.85,63.02,5.56,85.26,5.56,0
12086019300,0,10.81,1.2,2.4,36.02,1.2,40.82,1.2,0
12086019400,1.26,11.34,7.56,0,31.5,0,54.18,3.78,0
12086019500,0,10.33,13.28,5.9,47.22,2.95,97.39,10.33,0
12086019600,1.57,22.01,6.29,0,50.3,1.57,56.59,0,0
12086019700,0,26.02,15.61,0,88.47,2.6,83.27,5.2,0
