GEOID,Diabetes.Mellitus,College.Educated
12049970202,32.47,14.00
12049970300,13.78,13.20
12049970400,25.38,12.20
12051000100,21.46,12.40
12051000200,26.71,7.90
12051000300,11.45,7.20
12051000401,4.84,7.70
12051000402,11.84,10.80
12051000600,12.17,2.60
12053040101,15.53,14.10
12053040102,33.65,18.30
12053040201,7.39,16.70
12053040202,21.58,18.90
12053040301,24.00,22.70
12053040302,24.60,20.40
12053040303,28.36,22.10
12053040400,49.00,15.60
12053040501,33.64,11.10
12053040502,51.52,16.80
12053040601,20.80,17.00
12053040602,21.28,18.50
12053040701,18.65,16.70
12053040702,22.93,16.20
12053040801,53.21,8.00
12053040802,37.42,10.10
12053040901,22.42,12.30
12053040905,36.37,26.50
12053040906,29.67,16.50
12053040907,11.06,14.90
12053040908,12.49,18.30
12053040909,57.31,29.10
12053040910,28.81,20.30
12053040911,18.97,16.60
12053041003,22.26,10.70
12053041004,15.78,13.10
12053041005,34.14,18.30
12053041006,24.28,10.40
12053041103,23.42,12.30
12053041104,25.61,9.30
12053041105,24.32,13.70
12053041106,27.39,20.20
12053041201,31.48,13.40
12053041203,37.90,19.10
12053041204,27.33,12.60
12053041302,17.30,11.40
12053041303,20.28,28.60
12053041304,54.18,24.70
12053041305,45.11,32.30
12053041401,13.97,10.50
12053041402,18.04,15.30
12053041501,15.73,22.30
12053041502,25.94,25.50
12053041600,33.84,24.20
12055960101,17.36,25.30
12055960102,23.33,30.00
12055960103,32.42,14.50
12055960200,27.11,15.20
12055960300,24.24,7.30
12055960400,19.93,18.80
12055960501,45.45,6.00
12055960502,41.78,29.20
12055960601,29.38,14.10
12055960602,25.95,16.80
12055960700,30.93,23.90
12055960800,24.12,12.70
12055960900,42.52,9.70
12055961000,25.46,11.30
12055961100,63.78,12.80
12055961200,23.46,9.60
12055961301,23.70,21.80
12055961302,37.02,15.50
12055961400,19.38,19.30
12055961500,38.19,18.30
12055961601,16.33,17.30
12055961602,18.28,21.30
12055961603,14.31,17.60
12055961700,25.59,11.70
12057000101,2.47,28.50
12057000102,14.55,13.20
12057000201,16.76,4.90
12057000202,5.36,8.00
12057000300,13.31,7.50
12057000401,7.81,15.40
12057000402,17.61,9.90
12057000500,19.17,30.10
12057000601,7.74,19.60
12057000602,7.86,10.70
12057000700,20.38,7.40
12057000800,26.35,9.60
12057000901,21.54,14.90
12057000902,11.98,21.80
12057001001,23.00,10.80
12057001002,15.63,16.60
12057001100,15.42,31.40
12057001200,23.46,18.60
12057001300,18.48,11.50
12057001400,8.41,13.50
12057001500,19.05,35.20
12057001600,0.00,40.10
12057001700,13.88,29.80
12057001800,48.56,6.00
12057001900,24.40,9.80
12057002000,16.29,9.00
12057002100,13.38,27.70
12057002200,16.47,38.60
12057002300,14.33,33.00
12057002400,8.36,23.00
12057002500,25.75,12.10
12057002600,23.77,6.80
12057002700,21.71,23.80
12057002800,12.50,42.10
12057002900,18.80,17.60
12057003000,25.96,17.00
12057003100,18.16,13.00
12057003200,11.72,13.10
12057003300,42.21,15.60
12057003400,21.12,12.00
12057003500,19.32,14.40
12057003600,22.50,6.00
12057003700,0.00,6.90
12057003800,19.69,17.80
12057003900,21.96,33.90
12057004000,0.00,10.70
12057004100,6.26,21.90
12057004200,23.72,35.50
12057004300,8.61,0.40
12057004400,32.70,13.40
12057004500,24.67,8.80
12057004600,15.04,49.90
12057004700,10.97,27.30
12057004800,27.19,22.70
12057004900,15.08,51.50
12057005000,5.03,31.20
12057005101,20.75,59.50
12057005102,0.00,70.40
12057005301,3.23,73.50
12057005302,10.24,9.50
12057005401,3.74,67.20
12057005500,0.00,67.00
12057005700,7.55,55.70
12057005800,4.17,63.90
12057005900,1.55,76.10
12057006000,5.51,66.60
12057006101,6.07,70.30
12057006103,21.18,62.80
12057006200,4.78,63.10
12057006300,6.80,63.40
12057006400,4.85,73.00
12057006501,7.77,35.60
12057006502,0.00,33.50
12057006600,14.81,37.30
12057006700,5.23,61.40
12057006801,6.67,44.30
12057006802,20.06,55.70
12057006900,8.82,40.30
12057007001,8.03,28.70
12057007002,8.87,18.20
12057007102,0.00,48.40
12057007103,9.55,22.40
12057007200,14.35,39.50
12057007300,12.66,47.40
12057010103,11.91,12.80
12057010105,4.37,14.30
12057010106,20.00,15.30
12057010107,30.45,12.70
12057010108,10.33,16.80
12057010203,23.15,4.70
12057010204,3.41,28.10
12057010205,7.99,51.50
12057010209,4.93,51.40
12057010210,2.35,45.70
12057010211,3.50,59.20
12057010212,0.00,66.50
12057010213,49.18,21.20
12057010214,0.00,25.30
12057010303,19.63,12.40
12057010304,22.82,24.70
12057010305,23.28,22.60
12057010401,15.87,28.10
12057010402,3.35,23.70
12057010501,20.90,14.70
12057010502,16.19,18.90
12057010600,6.41,35.50
12057010701,3.28,54.70
12057010702,0.00,51.40
12057010805,10.77,5.90
12057010808,4.29,20.40
12057010809,10.13,46.10
12057010810,2.90,54.40
12057010811,4.40,38.00
12057010812,5.12,44.30
12057010813,22.55,40.70
12057010814,27.36,27.30
12057010815,16.04,10.30
12057010816,34.26,12.60
12057010817,8.84,11.90
12057010818,7.29,8.50
12057010900,0.00,19.60
12057011003,17.30,29.30
12057011005,3.46,42.70
12057011006,7.20,38.10
12057011007,6.16,38.90
12057011008,4.36,65.90
12057011010,9.84,46.70
12057011012,4.10,63.20
12057011013,0.00,63.10
12057011014,7.81,60.30
12057011015,6.42,55.50
12057011016,2.47,59.00
12057011103,5.60,45.80
12057011106,0.00,36.10
12057011107,8.38,44.30
12057011108,13.72,37.10
12057011109,5.97,40.60
12057011203,2.87,44.90
12057011204,14.51,24.70
12057011205,25.58,39.00
12057011206,15.24,17.40
12057011301,12.02,55.40
12057011303,16.88,45.10
12057011304,8.90,57.50
12057011407,4.56,52.60
12057011408,10.55,49.10
12057011409,14.05,53.30
12057011410,12.86,49.40
12057011411,0.00,35.90
12057011412,9.18,21.90
12057011413,7.11,34.40
12057011414,1.41,25.10
12057011415,5.73,32.20
12057011416,13.66,23.50
12057011417,4.18,35.10
12057011418,17.56,47.10
12057011504,9.18,35.50
12057011506,3.71,61.00
12057011507,5.45,49.80
12057011509,4.67,51.40
12057011510,2.06,48.60
12057011512,5.26,51.70
12057011514,17.44,37.60
12057011515,8.62,41.40
12057011516,3.52,36.90
12057011517,1.07,58.40
12057011518,14.61,53.90
12057011519,8.56,57.00
12057011520,1.81,63.20
12057011521,7.81,35.50
12057011522,2.55,55.20
12057011523,11.23,53.40
12057011524,7.75,28.20
12057011603,8.67,32.80
12057011605,10.62,20.80
12057011606,7.93,33.40
12057011607,7.58,28.90
12057011608,0.00,49.10
12057011610,21.83,14.10
12057011611,12.24,19.50
12057011612,17.35,26.70
12057011613,26.06,20.60
12057011614,14.52,13.30
12057011615,6.39,20.10
12057011706,7.20,23.70
12057011708,4.75,66.60
12057011709,0.00,38.80
12057011710,4.78,43.90
12057011712,3.40,38.90
12057011802,24.46,16.40
12057011803,4.61,24.70
12057011804,7.34,18.00
12057011901,8.66,14.80
12057011902,9.01,21.70
12057011904,0.00,29.70
12057011905,0.00,8.30
12057011906,6.11,15.40
12057012001,35.20,11.60
12057012002,10.06,5.40
12057012103,3.81,28.80
12057012104,10.56,17.70
12057012106,3.86,25.30
12057012107,17.95,15.30
12057012108,20.05,13.30
12057012206,1.53,22.90
12057012207,10.16,21.60
12057012208,15.85,31.50
12057012209,2.17,29.30
12057012210,10.96,21.00
12057012211,3.77,5.80
12057012212,4.54,23.50
12057012213,13.54,37.20
12057012301,17.81,28.80
12057012303,16.19,17.40
12057012304,13.49,21.80
12057012401,12.51,11.00
12057012402,10.03,9.20
12057012403,6.21,19.20
12057012501,19.59,13.90
12057012503,8.92,37.30
12057012504,14.62,37.10
12057012600,27.12,16.10
12057012701,14.74,9.40
12057012702,19.04,13.40
12057012800,17.46,11.50
12057012900,28.51,15.40
12057013001,17.86,11.40
12057013002,12.08,20.30
12057013003,3.07,15.60
12057013004,7.16,16.10
12057013100,9.15,23.80
12057013203,5.67,29.80
12057013204,21.35,18.70
12057013205,12.48,32.10
12057013206,6.29,40.00
12057013207,25.70,36.00
12057013208,7.92,52.00
12057013305,12.69,44.30
12057013307,18.45,19.90
12057013310,3.40,20.10
12057013311,20.11,21.60
12057013312,12.97,23.80
12057013313,26.40,26.00
12057013314,19.47,29.90
12057013315,2.46,49.20
12057013316,3.52,20.00
12057013317,0.00,31.90
12057013318,2.74,43.20
12057013319,1.55,46.80
12057013320,7.26,41.70
12057013321,16.92,31.40
12057013322,9.83,32.30
12057013406,0.00,21.50
12057013407,16.14,43.80
12057013409,4.07,49.10
12057013410,10.52,21.80
12057013411,9.29,32.70
12057013412,12.81,27.30
12057013413,12.56,33.00
12057013414,6.23,40.90
12057013415,7.71,42.90
12057013501,5.04,18.80
12057013503,13.75,8.40
12057013504,2.71,15.50
12057013505,11.30,9.60
12057013602,4.97,4.10
12057013604,8.23,7.10
12057013702,9.36,26.70
12057013703,10.74,27.40
12057013704,8.11,31.10
12057013801,10.80,10.60
12057013802,11.15,10.90
12057013803,12.95,4.60
12057013804,2.97,24.50
12057013806,6.91,21.10
12057013807,10.70,30.10
12057013903,12.42,16.30
12057013907,5.06,17.10
12057013908,7.54,22.10
12057013912,9.94,14.30
12057013913,13.34,22.30
12057013914,10.59,4.60
12057013915,4.90,35.10
12057013916,7.91,39.90
12057013917,3.59,28.20
12057013918,14.44,26.50
12057013919,4.38,33.80
12057013920,4.72,33.30
12057013921,7.30,62.90
12057013922,2.66,62.20
12057013923,1.73,60.60
12057014002,9.50,9.30
12057014003,13.25,29.70
12057014007,2.46,27.50
12057014008,23.87,31.80
12057014009,41.47,36.50
12057014010,11.60,22.90
12057014011,27.33,22.50
12057014012,27.34,30.80
12057014013,8.90,18.60
12057014014,32.80,30.10
12057014015,30.56,36.60
12057014016,22.03,52.80
12057014104,17.33,17.90
12057014106,26.76,19.70
12057014108,6.36,12.00
12057014109,6.45,11.20
12057014117,6.75,34.90
12057014118,17.13,46.90
12057014119,8.57,37.70
12057014121,5.79,30.80
12057014122,8.75,21.70
12057980300,0.00,50.00
12057980400,0.00,29.80
12057980500,0.00,44.40
12059960100,12.45,5.90
12059960200,30.87,12.30
12059960300,16.82,12.50
12059960400,12.88,13.60
12061050100,5.50,22.00
12061050200,7.02,15.90
12061050301,35.54,38.10
12061050302,13.45,17.30
12061050401,16.35,15.70
12061050402,9.38,37.60
12061050501,7.96,69.00
12061050503,2.00,62.90
12061050504,14.52,65.80
12061050505,2.88,56.20
12061050601,14.61,30.90
12061050602,20.34,17.10
12061050603,13.20,22.30
12061050604,12.89,24.60
12061050605,28.52,32.80
12061050606,13.50,15.80
12061050702,8.91,29.40
12061050703,8.48,37.90
12061050704,3.70,22.10
12061050705,15.13,31.70
12061050802,13.48,25.00
12061050804,8.61,40.20
12061050805,17.84,19.20
12061050806,10.56,18.80
12061050807,19.19,16.50
12061050808,12.73,16.60
12061050902,27.58,23.10
12061050903,6.83,8.60
12061050904,2.38,12.20
12063210100,15.66,10.70
12063210200,14.20,14.90
12063210300,24.40,14.70
12063210400,17.83,7.80
12063210500,18.04,25.60
12063210600,16.41,13.20
12063210700,26.22,26.20
12063210800,7.78,16.80
12063210900,9.64,8.40
12063211000,19.45,8.10
12063211100,13.46,10.50
12065250101,17.13,13.80
12065250102,38.67,29.50
12065250200,13.21,25.40
12067960100,10.66,5.40
12067960200,23.85,18.20
12069030102,29.41,11.40
12069030104,63.01,19.70
12069030105,18.10,16.40
12069030106,36.21,9.90
12069030107,15.23,9.20
12069030108,11.62,24.50
12069030203,10.11,38.30
12069030204,10.49,18.60
12069030206,18.40,10.60
12069030207,17.18,23.50
12069030208,10.86,20.00
12069030209,42.87,20.30
12069030302,36.23,28.70
12069030305,22.53,15.80
12069030306,24.84,11.90
12069030307,32.11,13.00
12069030308,20.17,16.00
12069030405,15.32,12.90
12069030406,29.60,18.70
12069030407,8.55,14.10
12069030408,45.26,35.10
12069030409,49.18,18.30
12069030410,11.84,33.00
12069030411,22.74,12.30
12069030502,29.08,10.20
12069030503,39.55,12.50
12069030504,33.85,15.10
12069030601,35.72,22.40
12069030602,26.50,11.30
12069030701,53.97,27.20
12069030702,24.62,21.90
12069030803,25.26,16.40
12069030804,6.27,19.20
12069030805,8.00,21.30
12069030806,29.80,18.60
12069030807,29.01,22.60
12069030902,5.91,27.40
12069030912,38.16,25.60
12069030913,30.90,48.50
12069030914,19.88,23.80
12069031000,15.66,25.30
12069031101,37.04,19.30
12069031102,17.75,24.90
12069031103,10.59,19.10
12069031202,9.01,20.10
12069031203,21.21,20.00
12069031204,13.72,20.60
12069031205,11.30,5.30
12069031301,10.15,27.80
12069031305,18.91,28.30
12069031306,6.07,28.30
12069031307,10.17,28.10
12069031308,19.43,36.20
12069031309,11.98,24.90
12069031310,8.79,30.00
12069031311,6.32,21.90
12071000301,18.36,18.80
12071000302,15.82,5.00
12071000401,10.34,11.00
12071000402,29.30,14.70
12071000502,18.99,13.50
12071000503,13.38,14.40
12071000504,20.68,8.10
12071000600,32.27,10.70
12071000700,13.78,10.10
12071000800,26.39,41.70
12071000900,10.03,56.40
12071001000,22.45,33.80
12071001101,39.37,8.40
12071001102,23.74,21.50
12071001201,8.33,18.50
12071001202,5.63,37.50
12071001300,22.21,21.60
12071001401,10.18,24.10
12071001402,17.88,44.20
12071001501,15.04,46.90
12071001502,16.34,16.90
12071001601,7.90,27.90
12071001602,16.36,24.60
12071001701,44.38,40.50
12071001703,34.08,40.30
12071001705,18.03,34.90
12071001706,8.77,39.50
12071001707,21.71,25.00
12071001801,4.37,43.50
12071001802,12.55,45.10
12071001903,6.90,55.70
12071001906,29.26,29.30
12071001907,8.24,52.10
12071001908,11.06,31.60
12071001910,17.75,17.50
12071001911,0.00,52.30
12071001912,21.62,35.80
12071001913,24.08,37.90
12071001914,7.81,29.20
12071001915,17.18,60.70
12071010102,15.39,20.50
12071010103,5.93,16.90
12071010104,4.94,54.70
12071010105,7.24,28.50
12071010201,8.12,15.10
12071010203,7.33,17.60
12071010204,16.28,20.20
12071010302,16.72,15.80
12071010303,18.99,18.70
12071010304,22.06,25.50
12071010305,37.16,22.40
12071010306,5.13,15.60
12071010307,11.33,19.70
12071010404,7.90,21.90
12071010405,21.23,14.50
12071010406,12.72,29.30
12071010407,14.94,32.10
12071010409,13.44,31.40
12071010410,18.13,28.60
12071010411,14.80,20.40
12071010412,24.12,15.30
12071010501,28.59,22.50
12071010502,10.52,22.80
12071010601,25.19,20.80
12071010602,21.44,24.30
12071010701,7.89,34.10
12071010702,40.70,19.90
12071010801,20.48,27.80
12071010802,25.75,24.00
12071010803,10.27,30.00
12071020101,17.37,24.60
12071020102,32.00,17.10
12071020201,19.12,30.20
12071020202,7.54,17.80
12071020300,38.22,7.50
12071020400,22.21,28.60
12071020501,38.94,15.10
12071020502,15.35,15.60
12071020600,14.89,18.30
12071020700,18.17,31.80
12071020800,31.64,11.30
12071030100,17.12,17.80
12071030201,15.40,52.50
12071030202,10.97,13.10
12071030203,27.16,18.50
12071030204,0.00,13.90
12071030300,10.25,19.10
12071040108,19.03,43.50
12071040109,13.58,14.20
12071040110,8.50,40.10
12071040111,23.26,53.50
12071040112,14.04,52.10
12071040113,5.66,46.90
12071040114,11.06,50.00
12071040115,1.68,31.00
12071040116,6.45,50.10
12071040117,9.00,42.70
12071040118,0.00,52.00
12071040119,0.00,50.50
12071040120,7.42,19.80
12071040121,4.64,13.80
12071040122,9.38,7.40
12071040123,8.61,22.40
12071040124,9.41,18.10
12071040125,23.51,22.10
12071040126,20.82,16.90
12071040127,5.58,11.00
12071040203,21.42,15.70
12071040205,10.45,5.80
12071040206,13.42,28.10
12071040207,27.56,22.30
12071040208,14.84,21.50
12071040209,11.97,11.60
12071040210,16.41,14.60
12071040301,9.56,12.40
12071040302,8.22,14.60
12071040303,2.80,7.00
12071040304,25.22,12.20
12071040305,17.34,10.10
12071040308,16.02,12.10
12071040309,23.68,14.40
12071040310,7.05,20.30
12071040311,6.78,14.70
12071040312,20.87,10.70
12071040313,5.82,14.50
12071040314,10.82,12.90
12071050103,9.35,32.00
12071050104,10.99,26.20
12071050105,16.26,52.80
12071050106,16.64,37.30
12071050203,16.60,33.30
12071050204,4.53,42.60
12071050205,17.68,16.60
12071050206,14.52,31.20
12071050207,4.08,60.10
12071050208,6.87,22.60
12071050209,11.49,19.40
12071050305,6.24,68.30
12071050306,9.78,36.40
12071050307,5.03,59.20
12071050308,10.20,31.10
12071050310,4.92,49.30
12071050311,4.07,55.60
12071050312,6.65,18.70
12071050313,5.42,45.90
12071050314,4.62,42.10
12071050400,9.98,17.90
12071050500,4.53,26.00
12071050601,6.97,28.30
12071050602,14.00,31.40
12071060101,39.11,23.20
12071060102,13.51,20.30
12071060201,25.35,55.30
12071060202,28.80,43.40
12071060203,14.38,50.30
12071060300,9.60,50.70
12071070101,27.14,31.30
12071070102,16.25,28.80
12071070200,17.25,29.30
12071080100,0.00,18.70
12071080202,7.55,59.20
12071080203,0.00,69.70
12071080204,7.36,63.80
12071080300,70.60,33.50
12071090100,13.81,38.50
12073000200,13.00,64.20
12073000301,6.72,66.80
12073000302,18.68,60.20
12073000303,2.37,41.10
12073000400,4.10,36.60
12073000500,0.00,67.30
12073000600,12.55,14.30
12073000700,10.38,36.50
12073000800,6.18,68.80
12073000901,17.57,54.90
12073000903,4.47,44.80
12073000904,2.91,52.90
12073000905,19.07,44.20
12073001001,10.48,21.50
12073001002,0.00,22.50
12073001101,11.95,22.80
12073001102,46.55,22.50
12073001200,77.97,20.80
12073001401,15.86,21.00
12073001402,3.77,46.60
12073001500,8.55,46.10
12073001601,11.51,37.40
12073001602,6.29,63.60
12073001700,6.90,68.80
12073001801,18.70,19.90
12073001802,11.66,39.20
12073001901,18.67,32.60
12073001902,8.90,19.20
12073002003,3.51,6.90
12073002004,4.50,37.10
12073002005,0.00,37.90
12073002006,2.27,34.30
12073002101,2.16,42.90
12073002103,0.00,62.00
12073002104,2.36,38.30
12073002201,7.06,30.70
12073002205,6.75,45.70
12073002206,6.18,35.00
12073002207,12.17,21.10
12073002208,7.34,38.50
12073002302,9.01,36.30
12073002303,7.09,32.80
12073002304,15.57,17.80
12073002403,11.71,44.20
12073002408,5.26,55.40
12073002410,0.00,57.40
12073002411,14.93,39.50
12073002412,4.14,57.50
12073002413,7.52,70.10
12073002414,4.55,64.00
12073002415,2.40,59.50
12073002416,0.00,78.10
12073002417,2.67,72.80
12073002505,26.60,51.80
12073002507,4.22,46.30
12073002508,11.25,43.50
12073002509,2.26,27.00
12073002510,4.82,50.20
12073002511,7.61,56.80
12073002512,13.58,51.00
12073002513,4.18,61.40
12073002603,19.87,16.20
12073002604,6.39,24.20
12073002605,1.95,74.00
12073002606,6.00,39.00
12073002701,23.69,22.30
12073002702,8.45,19.70
12075970101,28.95,13.10
12075970102,33.77,10.00
12075970200,18.40,10.70
12075970301,31.45,13.30
12075970302,27.58,9.20
12075970400,3.95,18.70
12075970500,22.89,13.80
12075970600,29.73,9.60
12075970700,15.51,14.20
12077950100,4.27,19.60
12077950200,16.66,7.70
12079110100,25.19,16.30
12079110200,13.28,14.90
12079110301,9.25,17.00
12079110302,18.39,10.20
12079110400,15.68,8.40
12081000101,29.81,39.50
12081000103,12.37,6.80
12081000105,20.18,5.30
12081000106,4.07,3.60
12081000201,16.28,13.80
12081000202,20.26,15.70
12081000304,12.94,15.20
12081000305,3.07,9.20
12081000306,12.57,9.50
12081000307,12.20,10.70
12081000308,16.67,22.80
12081000309,9.25,14.20
12081000310,6.76,9.70
12081000403,0.00,40.00
12081000405,9.02,23.30
12081000406,8.75,28.70
12081000407,33.22,30.10
12081000408,13.29,22.30
12081000501,16.92,19.10
12081000503,2.57,19.00
12081000504,16.97,14.30
12081000601,13.41,18.20
12081000603,19.46,14.20
12081000604,22.55,14.30
12081000703,18.76,12.90
12081000704,7.58,7.60
12081000705,15.50,11.70
12081000803,12.71,17.90
12081000804,10.64,27.40
12081000805,17.31,29.80
12081000807,9.99,39.90
12081000808,11.04,36.60
12081000809,13.75,51.30
12081000810,3.48,57.60
12081000901,19.82,19.60
12081000902,8.98,27.10
12081001000,6.65,29.80
12081001104,6.01,39.30
12081001105,5.33,37.20
12081001106,9.42,21.60
12081001107,4.84,32.50
12081001108,7.79,33.10
12081001202,13.49,37.60
12081001203,8.79,29.50
12081001204,5.32,44.20
12081001300,20.64,23.20
12081001402,11.70,32.00
12081001403,25.34,23.20
12081001404,14.00,21.00
12081001501,12.85,15.10
12081001502,17.57,17.20
12081001601,15.63,18.90
12081001602,2.35,13.80
12081001701,5.94,35.80
12081001703,11.24,54.80
12081001704,0.00,63.90
12081001800,13.64,44.30
12081001904,11.41,26.50
12081001907,9.55,24.20
12081001908,18.24,17.20
12081001909,9.37,41.30
12081001910,6.10,28.70
12081001911,9.24,32.50
12081001912,3.50,29.50
12081001913,4.83,37.10
12081001914,3.94,18.70
12081002003,10.17,39.00
12081002005,12.82,37.50
12081002007,6.10,41.50
12081002008,1.79,45.90
12081002010,9.09,18.50
12081002011,9.80,32.50
12081002012,8.88,25.70
12081002013,2.20,44.30
12081002014,0.00,43.20
12081002015,1.47,57.60
12081002016,6.72,64.10
12081002017,9.64,51.70
12083000100,15.43,25.20
12083000200,20.69,12.90
12083000301,7.31,12.10
12083000302,29.15,12.30
12083000401,13.37,9.90
12083000402,26.34,8.00
12083000501,42.66,7.20
12083000502,47.77,12.60
12083000601,34.03,5.90
12083000602,26.56,9.50
12083000604,26.04,12.00
12083000605,40.73,9.80
12083000701,29.24,4.90
12083000702,37.23,19.50
12083000801,35.19,31.20
12083000802,27.00,23.00
12083000901,29.97,13.90
12083000902,22.56,11.20
12083001003,13.98,7.80
12083001004,21.57,23.00
12083001005,13.34,20.50
12083001006,26.25,22.00
12083001007,32.23,24.10
12083001008,52.79,18.90
12083001102,29.76,12.60
12083001103,19.30,20.90
12083001104,30.08,16.50
12083001204,18.43,8.10
12083001205,12.11,15.60
12083001206,4.60,14.20
12083001207,22.23,14.70
12083001208,25.68,19.20
12083001301,17.72,13.10
12083001302,14.16,15.90
12083001401,7.62,10.30
12083001402,45.54,10.00
12083001500,49.71,9.50
12083001600,10.99,9.20
12083001700,27.43,8.50
12083001800,6.20,11.50
12083001900,11.70,32.80
12083002001,17.34,12.10
12083002002,19.08,13.80
12083002100,6.01,35.60
12083002201,40.83,20.80
12083002202,13.78,28.70
12083002203,7.23,26.70
12083002301,48.70,37.00
12083002302,17.79,28.80
12083002401,16.97,29.30
12083002402,11.42,38.30
12083002502,17.97,24.00
12083002503,19.72,13.50
12083002504,28.50,24.60
12083002601,17.23,18.00
12083002602,21.77,14.20
12083002604,24.25,16.30
12083002605,15.87,33.40
12083002606,33.38,31.80
12083002701,25.58,15.60
12083002702,22.54,25.60
12085000100,7.54,56.00
12085000200,14.24,37.80
12085000300,1.75,35.50
12085000400,2.37,28.00
12085000501,15.84,27.50
12085000502,9.64,58.00
12085000603,12.26,28.00
12085000604,3.23,52.70
12085000606,11.08,53.40
12085000607,6.54,38.20
12085000610,2.40,46.70
12085000700,12.41,27.20
12085000800,28.50,20.60
12085000901,22.93,41.40
12085000902,10.54,29.10
12085001000,8.07,16.60
12085001102,13.47,32.90
12085001103,0.00,32.90
12085001104,8.37,23.80
12085001200,8.77,10.50
12085001301,4.72,20.30
12085001302,6.59,27.20
12085001404,13.22,35.30
12085001406,7.15,43.00
12085001407,25.58,19.80
12085001408,13.13,13.10
12085001409,10.78,29.00
12085001410,15.54,23.30
12085001500,13.49,46.10
12085001601,11.02,55.70
12085001602,0.00,51.80
12085001700,6.80,35.40
12085001801,5.85,7.90
12085001802,0.00,10.50
12086000107,4.07,54.40
12086000109,9.15,29.80
12086000113,9.30,56.40
12086000115,11.27,53.20
12086000118,0.00,66.30
12086000119,6.53,41.90
12086000120,11.43,45.80
12086000121,7.33,60.80
12086000122,2.79,51.10
12086000123,13.13,44.70
12086000124,19.63,17.20
12086000125,10.71,33.40
12086000126,15.19,32.20
12086000127,18.53,31.70
12086000128,7.67,35.60
12086000129,9.80,66.90
12086000130,21.29,52.50
12086000131,10.72,62.40
12086000132,8.87,40.30
12086000133,5.68,65.80
12086000134,12.20,36.90
12086000140,5.06,38.00
12086000202,14.42,16.60
12086000204,21.18,16.00
12086000206,10.66,18.00
12086000209,13.69,12.70
12086000211,13.77,16.60
12086000212,19.29,22.30
12086000213,13.17,28.00
12086000214,9.39,19.80
12086000215,25.09,11.80
12086000216,2.13,19.90
12086000217,5.75,14.00
12086000218,8.38,13.70
12086000219,17.44,19.30
12086000220,11.40,12.60
12086000301,16.73,15.00
12086000302,21.81,25.60
12086000305,19.77,14.40
12086000306,28.86,15.90
12086000307,18.17,20.70
12086000308,6.92,22.10
12086000402,38.60,8.50
12086000403,35.43,5.70
12086000404,23.83,10.10
12086000405,20.74,14.60
12086000408,27.28,8.70
12086000409,27.41,8.00
12086000410,21.51,10.10
12086000411,20.02,11.70
12086000412,23.90,9.70
12086000413,26.53,18.20
12086000414,20.81,9.30
12086000501,16.52,15.20
12086000503,22.09,9.00
12086000504,17.00,8.10
12086000505,4.94,15.80
12086000601,13.70,12.30
12086000602,12.29,16.90
12086000603,13.12,11.50
12086000604,11.74,13.80
12086000605,23.05,11.50
12086000607,11.47,14.70
12086000608,13.82,7.40
12086000705,19.19,19.20
12086000706,14.50,11.40
12086000707,7.87,14.50
12086000708,7.05,11.20
12086000709,13.25,11.40
12086000710,13.42,5.30
12086000711,25.18,10.00
12086000712,10.85,16.30
12086000804,11.34,11.90
12086000805,14.03,9.90
12086000806,27.46,6.40
12086000807,13.36,13.70
12086000808,21.13,9.60
12086000901,19.50,6.80
12086000902,26.35,10.90
12086000903,35.64,11.50
12086001002,36.19,14.90
12086001003,42.30,9.70
12086001004,12.72,8.90
12086001005,76.89,13.30
12086001006,8.48,13.80
12086001101,16.62,17.80
12086001102,16.29,17.20
12086001103,10.02,21.60
12086001104,12.35,50.10
12086001203,11.12,21.60
12086001204,8.40,37.90
12086001205,6.56,52.40
12086001206,3.89,50.00
12086001301,18.86,20.40
12086001302,16.00,44.00
12086001401,21.36,12.20
12086001402,21.71,15.40
12086001501,4.70,8.30
12086001502,31.98,3.60
12086001602,21.40,16.10
12086001603,13.38,11.80
12086001605,18.01,13.70
12086001606,12.46,9.00
12086001701,18.96,9.50
12086001702,14.74,7.30
12086001703,23.81,7.60
12086001801,33.40,14.90
12086001802,15.74,16.50
12086001803,43.19,3.40
12086001901,24.15,14.00
12086001903,8.63,15.40
12086001904,27.19,7.20
12086002001,28.62,5.60
12086002003,20.60,8.80
12086002004,15.46,3.80
12086002100,0.00,49.70
12086002201,26.22,23.50
12086002202,21.68,18.30
12086002300,37.48,5.90
12086002402,18.26,9.30
12086002403,12.40,11.00
12086002404,25.66,13.20
12086002501,22.02,11.30
12086002502,13.16,8.50
12086002600,11.10,42.50
12086002702,2.58,31.50
12086002703,5.19,63.40
12086002705,6.58,53.60
12086002706,6.79,49.90
12086002800,7.62,12.80
12086002900,23.36,11.90
12086003001,16.88,25.10
12086003003,8.79,9.60
12086003004,11.51,11.80
12086003100,11.64,12.50
12086003400,42.51,10.90
12086003601,33.36,13.50
12086003602,15.61,21.00
12086003702,0.00,49.30
12086003703,6.53,79.80
12086003704,7.75,54.20
12086003705,0.00,81.00
12086003706,0.00,10.30
12086003707,6.95,49.90
12086003801,10.05,53.60
12086003803,6.76,54.00
12086003804,1.71,61.50
12086003906,3.20,70.30
12086003909,6.09,29.60
12086003911,6.36,21.30
12086003912,2.06,28.70
12086003913,6.18,39.20
12086003914,11.06,38.00
12086003915,1.75,33.10
12086003916,4.61,32.70
12086003917,9.86,45.60
12086003918,0.00,55.80
