HUC_12,FF_Demand
100800110101,335.867416918
100800110102,433.605149388
100800110103,317.847841561
100800110104,131.667530298
100800110105,241.959898174
100800110106,278.094132006
100800110201,389.660395086
100800110202,347.310542583
100800110203,454.925805628
100800110204,581.114026487
100800120101,329.041433841
100800120102,94.1240590215
100800120103,73.2147004902
100800120104,135.734140068
100800120105,145.482335061
100800120201,185.681373
100800120202,216.523816735
100800120203,231.678723395
100800120204,78.431019634
100800120205,225.452318847
100800120206,102.984732419
100800120207,280.598141462
100800120208,228.444124013
100800120209,248.441046536
100800120301,324.087323338
100800120302,164.888165832
100800120303,415.173546523
100800120304,341.275451303
100800120305,228.892701328
100800120306,304.322776556
100800130101,161.356503367
100800130102,156.992822319
100800130103,142.320745707
100800130104,238.715611815
100800130105,109.779866487
100800130106,89.5495220423
100800130201,107.889517963
100800130202,77.5371172726
100800130203,187.766491324
100800130204,173.062232137
100800130205,283.659185439
100800130206,268.764583617
100800130207,105.580114514
100800130208,138.98046577
100800130301,291.424919605
100800130302,175.475759387
100800130303,424.442027926
100800140101,289.939988732
100800140102,239.854758501
100800140103,323.99044925
100800140104,234.804246724
100800140105,377.547880054
100800140106,312.17445612
100800140107,434.517913461
100800140108,473.421857417
100800140201,586.178258717
100800140202,795.504286528
100800140203,755.704696596
100800140204,169.547731161
100800140205,240.48284924
100800140206,1235.10327339
100800140301,1001.81156683
100800140302,528.625786245
100800140303,459.66327709
100800140304,384.35211271
100800140305,423.985224187
100800140306,374.262266159
100800140307,612.077129006
100800140401,1129.41536498
100800140402,1372.97404051
100800140403,769.008431435
100800140404,1255.66822577
100800140405,732.232088208
100800140406,1114.47363925
100800140407,704.828822136
100800140408,788.142340422
100800140501,540.920402884
100800140502,1145.91067374
100800140503,649.883826315
100800140504,791.634413362
100800150101,400.210088253
100800150102,561.186535716
100800150103,316.887287855
100800150104,666.577007413
100800150201,697.241182804
100800150202,965.235761642
100800150203,1052.50410604
100800150301,588.587950945
100800150302,1258.18874848
100800150303,683.194647074
100800150304,424.478217602
100800150305,719.905841112
100800150401,779.758836269
100800150402,584.20280838
100800150403,1345.56408405
100800150404,395.773100853
100800150405,688.816806555
100800150406,1333.36793387
100800150501,935.265226603
100800150502,790.280174732
100800150503,1189.73074317
100800150504,1014.72338235
100800150601,268.026682377
100800150602,905.861106753
100800150603,834.741829395
100800150604,627.411085248
100800150605,309.847842216
100800150606,195.395189285
100800150607,506.463608742
100800150608,904.676948786
100800150609,729.570224285
100800150701,711.765993118
100800150702,748.327728629
100800150703,380.298624516
100800150704,675.717224836
100800150705,490.554941773
100800150706,233.340079308
100800150707,744.645266771
100800150801,620.322770834
100800150802,532.499200284
100800150803,397.981938362
100800150804,363.474839926
100800150805,671.270714343
100800150806,356.170818925
100800150901,219.029440284
100800150902,359.216334343
100800150903,250.88638413
100800150904,597.235934138
100800150905,758.689145207
100800150906,740.374211252
100800151001,584.012501836
100800151002,606.929484248
100800151003,355.695208311
100800151004,769.079279065
100800151005,418.76977551
100800160101,776.850098252
100800160102,964.637014747
100800160103,878.293013096
100800160104,577.137807727
100800160105,519.689656496
100800160106,729.691853166
100800160107,568.420264721
100800160108,356.242499471
100800160109,543.872068644
100800160110,288.788249016
100800160111,521.335465908
100800160201,689.181161165
100800160202,640.412460327
100800160203,337.333162069
100800160204,209.230864644
100800160205,313.655614734
100800160301,680.142418623
100800160302,674.741513729
100800160303,478.452772021
100800160304,868.79532063
100800160401,586.785620093
100800160402,283.739866614
100800160403,272.058845043
100800160404,554.498671532
100800160405,977.3064363
100800160406,424.173861384
100800160407,448.07798481
100800160408,328.726962924
100800160501,733.462910771
100800160502,385.041182518
100800160503,587.483145952
100800160504,290.796233892
100800160505,1055.7884047
100901010101,424.795320153
100901010102,496.749872029
100901010103,409.467549086
100901010104,329.526186526
100901010105,342.46300739
100901010106,699.560304463
100901010107,328.994287252
100901010108,761.904790998
100901010109,326.36489141
100901010110,348.185404122
100901010111,662.856007516
100901010201,260.793373764
100901010202,258.074681044
100901010203,446.71071291
100901010204,381.024528623
100901010205,367.465620279
100901010206,422.701522648
100901010207,525.964534879
100901010208,405.040915012
100901010209,566.138357401
100901010301,476.342324793
100901010302,320.86137867
100901010303,745.528383017
100901010304,562.023600936
100901010305,412.862487495
100901010306,225.82080251
100901010307,557.350608408
100901010401,604.02499032
100901010402,563.386572003
100901010403,433.99875325
100901010404,359.743056297
100901010405,290.289290905
100901010406,653.346123457
100901010407,469.93888998
100901010501,329.879818141
100901010502,445.890830278
100901010503,410.57399416
100901010504,516.100678623
100901010601,557.162773967
100901010602,175.330237269
100901010603,401.093885362
100901010604,351.010941684
100901010605,153.54787904
100901010606,269.857675493
100901010701,292.190203607
100901010702,426.797620475
100901010703,362.135107577
100901010704,392.082112014
100901010705,199.268483579
100901010706,287.086293697
100901010707,230.790971458
100901010708,196.404539526
100901010801,329.170238525
100901010802,120.631462455
100901010803,287.742942512
100901010804,193.635124832
100901020101,187.550138414
100901020102,146.476827919
100901020103,184.362215936
100901020104,122.326088548
100901020201,288.134547472
100901020202,121.122772515
100901020203,194.099115729
100901020204,289.826308012
100901020205,235.031228185
100901020206,147.897994637
100901020207,63.5760702789
100901020208,127.728703439
100901020209,134.656769872
100901020210,262.814575315
100901020301,159.903479964
100901020302,188.68930763
100901020303,210.96839574
100901020304,172.86442256
100901020305,199.727618247
100901020401,89.281065464
100901020402,253.086245716
100901020403,225.821846128
100901020404,99.6253732145
100901020405,174.248448223
100901020406,217.79339239
100901020407,161.583583832
100901020408,62.287720412
100901020409,222.284667134
100901020410,171.167947769
100901020411,121.696667731
100901020501,99.3488532901
100901020502,94.3899059892
100901020503,84.4411921501
100901020504,186.584204227
100901020505,220.58043021
100901020601,81.825951606
100901020602,65.0507116616
100901020603,108.853854179
100901020604,97.3920664787
100901020701,222.97063455
100901020702,54.9088817239
100901020703,173.757219315
100901020704,228.183790356
100901020705,140.876055509
100901020706,53.7704073489
100901020707,86.5705603957
100901020708,182.801517874
100901020801,99.7337417006
100901020802,72.8996496499
100901020803,103.619832665
100901020804,103.349401653
100901020901,110.823651195
100901020902,114.02548936
100901021001,135.384360909
100901021002,171.233210713
100901021003,178.688418955
100901021004,44.061681971
100901021005,114.243579477
100901021101,138.441473484
100901021102,196.972406417
100901021201,81.9106526375
100901021202,65.133491084
100901021203,153.837735966
100901021204,134.777069941
100901021205,40.0511376858
100901021206,56.1805963218
100901021207,45.5011637807
100901021208,46.1739947945
100901021209,136.677527755
100901021210,80.162845701
100901021211,139.896010697
100901021212,149.638904959
100901021301,62.3401177526
100901021302,111.525278628
100901021303,142.330443352
100901021304,113.636186093
100901021305,50.8499677777
100901021306,103.603003055
100901021307,156.266740441
100901021308,53.6438375413
100901021309,111.750651002
100901021310,147.383197978
100902010101,423.942783833
100902010102,330.317011654
100902010103,288.096720994
100902010104,269.30169338
100902010105,550.490671575
100902010106,142.193582594
100902010107,456.606493533
100902010108,170.334233642
100902010201,315.271401107
100902010202,313.429783046
100902010203,464.259603798
100902010204,264.46538502
100902010205,175.449051172
100902010206,303.29770413
100902010207,306.69291687
100902010208,441.709179699
100902010301,401.749635547
100902010302,123.777796
100902010303,437.601392001
100902010304,322.528809428
100902010305,535.257027328
100902010306,307.441759229
100902020101,300.210053563
100902020102,413.464387119
100902020103,475.160634339
100902020104,465.537392437
100902020105,239.308532119
100902020106,540.130700469
100902020107,378.298410416
100902020108,441.400712967
100902020109,449.798140168
100902020201,423.457977891
100902020202,556.876239061
100902020203,589.12834847
100902020204,256.004926801
100902020205,515.009750545
100902020206,519.315957665
100902020301,514.813118041
100902020302,619.667441726
100902020303,407.237815857
100902020401,354.514629304
100902020402,451.061474502
100902020403,422.70263797
100902020404,218.836737931
100902020405,527.203764617
100902020406,363.05693841
100902020407,293.640144587
100902020408,259.788106978
100902020501,362.331128538
100902020502,454.63407141
100902020503,568.48467201
100902020504,298.318373442
100902020505,501.750689268
100902020506,389.937761128
100902020507,572.835262597
100902020601,437.603841186
100902020602,372.322193801
100902020603,356.953265846
100902020604,368.01717335
100902020605,212.986134589
100902020606,620.454022527
100902020701,456.982211649
100902020702,305.76117456
100902020703,617.019205272
100902020704,329.367136598
100902020705,238.210893989
100902020801,495.871286809
100902020802,253.86515069
100902020803,553.390675962
100902020804,373.669543266
100902020805,331.442444503
100902020806,543.376677811
100902020807,441.531372905
100902020808,234.290506244
100902020809,241.914852381
100902020901,392.266325653
100902020902,367.220571995
100902020903,433.191756964
100902020904,380.700341523
100902030101,413.160429478
100902030102,569.629691362
100902030103,183.033244312
100902030104,425.698112786
100902030105,391.258347511
100902030106,234.823014915
100902030107,556.286429048
100902030108,321.386982322
100902030201,336.36698848
100902030202,466.493728518
100902030203,632.4664222
100902030204,491.573301256
100902030205,271.103596032
100902030206,330.927103102
100902030301,624.82532829
100902030302,319.668658435
100902030303,293.661102593
100902030304,753.864421248
100902030305,570.5957129
100902030306,514.501359701
100902030401,464.569868088
100902030402,412.763417423
100902030403,493.034497678
100902030404,612.868480444
100902030405,54.5323716998
100902030406,469.967414498
100902030407,502.157020807
100902040101,764.239297152
100902040102,719.611332417
100902040103,697.620287061
100902040104,561.158191919
100902040105,768.887007713
100902040106,697.824121475
100902040201,459.668113708
100902040202,388.063929796
100902040203,647.411227226
100902040204,371.540921807
100902040301,582.627876818
100902040302,637.747989655
100902040303,560.830334544
100902040304,443.10807687
100902040305,408.911565959
100902040306,371.067504764
100902040307,616.979581892
100902050101,346.822652102
100902050102,369.458864808
100902050103,339.053017139
100902050104,135.873052597
100902050105,196.100785613
100902050106,352.740014166
100902050107,184.410113037
100902050108,181.997986913
100902050109,365.432403564
100902050110,216.736713409
100902050111,292.57123965
100902050201,353.344377577
100902050202,367.489447534
100902050203,333.41104269
100902050204,524.637931585
100902050205,474.906446874
100902050301,532.217642605
100902050302,321.070886731
100902050303,542.078950107
100902050304,516.060691714
100902050305,603.505981326
100902060101,318.673805654
100902060102,171.521911085
100902060103,256.23499006
100902060104,175.117114782
100902060105,200.687865317
100902060106,236.680372298
100902060107,271.758778274
100902060201,568.334019065
100902060202,541.375181556
100902060301,268.165858686
100902060302,331.371644318
100902060303,364.184286952
100902060304,309.960316837
100902060305,395.80121851
100902060401,483.378605425
100902060402,354.141917586
100902060403,580.771463513
100902060404,446.030897081
100902060405,420.00040555
100902060406,334.532146394
100902060501,589.408619583
100902060502,555.714136899
100902060503,342.43370986
100902060504,461.46486181
100902060505,384.612059593
100902060506,523.340954483
100902060507,373.992443562
100902070101,323.94685328
100902070102,469.802919686
100902070103,416.5659706
100902070104,350.569443166
100902070105,301.407111347
100902070106,474.021142244
100902070107,307.680264056
100902070201,325.85577327
100902070202,159.454519033
100902070203,212.204278141
100902070204,185.226896316
100902070205,316.355771005
100902070206,228.353547007
100902070207,232.055450648
100902070208,237.960079461
100902070209,118.579465657
100902070301,283.802691072
100902070302,242.466723561
100902070303,134.790116876
100902070304,253.076442361
100902070305,195.303899363
100902070306,83.466847837
100902080101,721.839796782
100902080102,641.231253266
100902080103,659.158662379
100902080201,482.044899404
100902080202,332.351614714
100902080203,310.41060406
100902080204,527.483658433
100902080205,554.123445749
100902080206,294.425837278
100902080207,210.753182411
100902080301,363.152923226
100902080302,585.046569467
100902080303,424.351971447
100902080304,277.051224649
100902080305,298.82620877
100902080306,252.343305767
100902080307,351.093538105
100902080401,455.469053924
100902080402,263.146568716
100902080403,651.475233734
100902080404,426.606403351
100902080405,489.764572084
100902080406,369.981960893
100902080407,329.208768249
100902080501,333.017468393
100902080502,296.373703659
100902080503,342.526995271
100902080504,356.772450149
100902080505,220.609862864
100902080506,285.29548192
100902080507,206.970727295
100902080508,181.1262362
100902080509,376.909608483
100902080601,257.315167844
100902080602,184.513232946
100902080603,238.812612951
100902080604,227.221040964
100902080605,169.196444482
100902080606,199.686858207
100902080607,141.163581103
100902080701,120.392465144
100902080702,211.834709108
100902080703,187.283941239
100902080704,213.991029024
100902090101,93.7783808261
100902090102,83.9013647586
100902090201,91.4305356741
100902090202,68.6351916343
100902090203,103.23273994
100902090204,89.8168738037
100902090205,41.5358683914
100902090206,59.4893313795
100902090207,57.1548355222
100902090208,44.7367589176
100902090301,74.1284272075
100902090302,55.6850278974
100902090303,46.6863381863
100902090304,96.1946493238
100902090305,101.85297209
100902090401,96.5201301277
100902090402,91.574022755
100902090403,60.5798096061
100902090501,68.4299322963
100902090502,90.7196359187
100902090503,93.3402972221
100902090601,62.5417862684
100902090602,82.2107437998
100902090603,53.7308510691
100902090701,51.1779890954
100902090702,102.998311132
100902090703,117.71876806
100902090704,110.451307386
100902090801,101.304475844
100902090802,93.8482500166
100902090901,155.24839887
100902090902,42.0568822026
100902090903,165.948824525
100902091001,134.165173441
100902091002,158.88768518
100902091101,114.948336035
100902091102,108.697973609
100902091103,81.4740360677
100902091104,105.152605414
100902091105,120.376552224
100902091201,179.494143963
100902091202,177.921094477
100902091301,218.715254843
100902091302,181.00463894
100902091303,179.508244097
100902091304,137.715037823
100902100101,81.8118622303
100902100102,120.566949204
100902100103,85.3281201273
100902100104,148.90989542
100902100105,116.452262282
100902100106,33.4159008861
100902100107,90.0024988055
100902100108,34.2663270086
100902100109,98.0061185211
100902100201,50.9652160555
100902100202,83.7281040549
100902100203,74.2405543476
100902100204,97.8904303014
100902100205,70.8635985553
100902100206,143.901435897
100902100207,112.429368541
100902100301,77.9335335344
100902100302,111.214248642
100902100303,162.811135769
100902100304,146.066460669
101000010101,178.86513555
101000010102,428.290841699
101000010103,421.29188019
101000010104,632.649826109
101000010105,322.311061382
101000010106,202.16739428
101000010107,555.047010243
101000010201,392.634508371
101000010202,233.739392817
101000010203,275.778028607
101000010204,571.302741587
101000010301,349.005885482
101000010302,169.951532423
101000010303,603.307657778
101000010304,321.714567721
101000010305,174.571349263
101000010306,378.624404609
101000010307,445.965100527
101000010401,267.665264249
101000010402,195.604854882
101000010403,311.683574557
101000010404,192.080366254
101000010405,208.423826993
101000010406,198.282981634
101000010501,281.813028634
101000010502,359.093013108
101000010601,447.797846854
101000010602,127.134011745
101000010603,280.63200295
101000010604,177.170033067
101000010605,364.994281948
101000010701,290.81339246
101000010702,142.252921522
101000010703,226.278865755
101000010704,193.055545926
101000010705,340.685638726
101000010706,143.981384695
101000010707,234.645726442
101000010708,84.5070683062
101000010709,397.830375433
101000010801,159.099083006
101000010802,143.706954539
101000010901,224.349523246
101000010902,88.0043280423
101000010903,312.615083098
101000010904,177.314905316
101000011001,220.063601941
101000011002,119.486749798
101000011003,68.04829368
101000011004,147.287044585
101000011005,115.357768804
101000011101,162.431351036
101000011102,125.248083651
101000011103,129.608361304
101000011104,55.8084975183
101000011105,167.862637848
101000011106,130.445643187
101000011107,126.008998454
101000011201,116.024034858
101000011202,184.720663071
101000011203,79.3111281991
101000011204,94.6785334945
101000011301,54.1685984284
101000011302,61.5954706371
101000011303,79.4522191286
101000011304,131.100168407
101000011305,123.299773335
101000011306,41.53316392
101000011307,96.373653695
101000011401,96.2807117701
101000011402,145.433562055
101000011501,91.8649233729
101000011502,70.4957191348
101000011503,45.1059102863
101000011504,94.4851127118
101000011505,96.0433114916
101000011506,117.407907754
101000011507,155.318619341
101000011601,58.6828418374
101000011602,146.743698537
101000011603,208.132425368
101000011701,165.591788948
101000011702,59.4133717716
101000011703,132.620642424
101000011801,170.199314743
101000011802,204.597667873
101000011901,141.21103707
101000011902,123.632630676
101000012001,186.860672385
101000012002,174.275620461
101000012003,115.45893693
101000012004,90.2320672572
101000012005,87.1734492779
101000012006,63.3175638318
101000012007,176.698806882
101000012008,45.9740305245
101000012009,149.75909698
101000012101,97.864408657
101000012102,54.8444796354
101000012103,58.0024222583
101000012104,45.5766091049
101000012105,162.767620876
101000012201,65.5044240654
101000012202,77.6197193265
101000012203,66.4570919871
101000012204,104.835732698
101000012205,40.6614895165
101000012206,95.0587458462
101000012301,43.8553948998
101000012302,58.3298172057
101000012303,158.992277041
101000012401,172.478437081
101000012402,114.656528383
101000012403,94.5452751815
101000012404,162.60242027
101000012501,171.035355896
101000012502,87.2670948803
101000012503,70.7987859696
101000012504,73.9804517031
101000012505,57.7688342035
101000012601,47.8298259974
101000012602,102.151860505
101000012603,69.5542079508
101000012604,194.407911122
101000012605,124.866750449
101000012606,160.24704057
101000012607,54.3891986012
101000012608,160.354610473
101000012609,164.257742107
101000012701,63.5877096653
101000012702,82.8927320242
101000012703,72.7322962582
101000012704,165.719227731
101000012801,71.7945033908
101000012802,59.8137724996
101000012803,135.310670674
101000012804,88.6740112007
101000012805,58.3000122905
101000012806,138.565083236
101000012901,177.735118806
101000012902,132.397399008
101000020101,104.199811161
101000020102,201.030165941
101000020103,343.642612308
101000020201,105.326605543
101000020202,132.775104329
101000020203,160.812817931
101000020204,92.283395946
101000020205,90.7377291322
101000020301,127.100843817
101000020302,121.383697167
101000020401,331.099344611
101000020402,239.625499606
101000020403,130.567602754
101000020404,242.189098924
101000020405,124.544476658
101000020501,244.107310578
101000020502,127.016097486
101000020503,87.3491097391
101000020504,59.9231939316
101000020505,111.750637338
101000020506,230.77314201
101000020507,132.015707552
101000030101,211.66326195
101000030102,287.963529468
101000030103,341.856303215
101000030104,134.025933266
101000030105,173.530388415
101000030106,133.661921561
101000030107,368.491672873
101000030108,290.353204966
101000030201,167.631737292
101000030202,249.17498225
101000030203,348.444161177
101000030204,248.317331374
101000030205,130.500132143
101000030206,206.036099255
101000030207,258.696845293
101000030208,205.11568898
101000030209,296.305109948
101000030301,200.273724228
101000030302,212.56335324
101000030303,131.23798278
101000030401,95.5502131581
101000030402,76.8726138771
101000030403,80.2914686501
101000030404,152.712871224
101000030501,127.947408527
101000030502,128.29926306
101000030503,116.079190373
101000030504,187.143685877
101000030505,100.134599864
101000030506,128.506589919
101000030507,102.974227607
101000030508,64.7530642748
101000030509,219.653380305
101000030510,125.509733111
101000030511,147.219715387
101000030512,157.500152916
101000030601,166.516582876
101000030602,63.2731964588
101000030603,89.7885724604
101000030604,200.812200218
101000030605,69.0506415963
101000030606,111.671080649
101000030607,100.597388536
101000030608,178.625393867
101000030609,196.760921419
101000030610,107.013125211
101000030611,239.919700861
101000040101,185.23359108
101000040102,108.547956944
101000040103,105.737176865
101000040104,109.243197232
101000040105,58.0786841214
101000040201,174.880628705
101000040202,198.740329072
101000040203,86.2251381576
101000040204,178.574506432
101000040205,115.954023719
101000040301,111.57155171
101000040302,74.6650393307
101000040303,78.4653341174
101000040304,81.7543205321
101000040305,195.996068329
101000040401,56.2026251256
101000040402,153.875454903
101000040403,148.48303771
101000040404,245.263195425
101000040501,82.9694978595
101000040502,155.505109698
101000040503,104.648488551
101000040504,132.441658467
101000040505,198.342597812
101000040601,117.83535111
101000040602,169.180265665
101000040603,106.47456792
101000040604,77.1369902194
101000040605,228.418447375
101000040606,106.121754616
101000040607,114.683658391
101000040701,59.4639824331
101000040702,85.1396917403
101000040703,198.816125929
101000040704,62.9349595904
101000040705,190.414615154
101000040706,153.598936021
101000040707,222.323038846
101000040801,63.0553819239
101000040802,194.840818912
101000040803,187.631274879
101000040804,185.428036511
101000040901,269.066571802
101000040902,231.32106638
101000040903,118.897542179
101000040904,113.594582319
101000040905,172.292890877
101000041001,83.1983372271
101000041002,229.430272728
101000041003,101.603883862
101000041004,139.611510187
101000041005,165.632167131
101000041101,141.523469567
101000041102,88.0506119132
101000041103,176.688795537
101000041104,93.437325865
101000041105,207.174607396
101000041201,227.724991024
101000041202,80.5585997999
101000041203,230.638326108
101000041204,241.370651364
101000041205,133.943389624
101000041206,262.449769527
101000041207,128.781623185
101000041208,182.817228824
101000041301,119.14253366
101000041302,211.580035239
101000041303,242.284908623
101000041304,207.243113846
101000041305,140.852602094
101000041401,182.630002528
101000041402,200.909718335
101000041501,95.5214874148
101000041502,320.244996339
101000041503,276.387164772
101000041504,79.8194257319
101000041505,335.353057891
101000041601,293.851484537
101000041602,186.055139214
101000041603,365.010311484
101000041701,422.76774925
101000041702,176.053113639
101000041703,292.492423177
101000041801,177.82960996
101000041802,209.210119039
101000041803,271.322546989
101000041804,125.881420463
101000041805,316.781971097
101000041806,273.432303727
101000041901,104.050436705
101000041902,167.021272272
101000041903,306.229467422
101000041904,215.346894681
101000041905,310.733888924
101000042001,186.909941852
101000042002,256.705827475
101000042003,187.314062119
101000042004,210.017638564
101000042005,182.489634156
101000042006,337.193211555
101000042007,137.796454847
101000042008,397.127754986
101000042101,322.985992253
101000042102,239.149912894
101000042103,150.705622494
101000042104,309.956057996
101000042105,277.487091243
101000042106,308.13284415
101000042107,222.181037009
101000042201,416.534722447
101000042202,296.687379837
101000042203,124.349423647
101000042204,410.871380448
101000042205,259.36703378
101000042206,357.30095619
101000042207,140.4384709
101000042208,256.659909904
101000042209,499.915907621
101000042301,294.189276814
101000042302,260.574413061
101000042303,246.048540771
101000042401,504.339771926
101000042402,304.682058334
101000042403,379.73794049
101000042404,218.425928533
101000042405,206.921075463
101000042406,566.608202219
101000042501,121.809792995
101000042502,291.060833097
101000042503,379.225853264
101000042601,376.109973609
101000042602,565.98582375
101000042603,367.576925337
101000042604,181.851861835
101000042605,427.941512048
101000042606,230.747955084
101000042607,486.454465449
101000042701,233.035765707
101000042702,311.1200279
101000042703,341.927942276
101000042704,442.131799221
101000042705,306.378204048
101000042706,471.096274495
101000050101,70.903855294
101000050102,95.2913588732
101000050103,50.1863483787
101000050104,111.809402555
101000050105,102.449087024
101000050106,40.9541720748
101000050107,146.956989273
101000050108,150.096630633
101000050109,110.102384999
101000050201,124.795517504
101000050202,82.7590131015
101000050301,89.7640874088
101000050302,123.318239093
101000050401,51.8933652639
101000050402,164.300970078
101000050501,240.298730493
101000050502,110.995111018
101000050503,109.849218696
101000050504,134.406148583
101000050601,110.696602583
101000050602,121.474711031
101000050701,114.247523159
101000050702,53.1219299734
101000050703,104.348569125
101000050704,78.7843357921
101000050705,79.5695924759
101000050706,138.277023345
101000050707,180.258351892
101000050801,259.771943957
101000050802,192.524878532
101000050803,137.323094875
101000050804,224.935343266
101000050901,124.445157349
101000050902,81.7040275931
101000050903,60.8374490142
101000050904,90.9836550057
101000050905,110.867044151
101000051001,104.301078141
101000051002,210.185016304
101000051003,155.333955199
101000051004,198.143875122
101000051005,116.716184467
101101010101,428.963156819
101101010102,392.42980361
101101010103,165.287257552
101101010104,511.963136196
101101010201,389.064438462
101101010202,256.779058933
101101010203,200.253455341
101101010301,166.120837331
101101010302,312.253976166
101101010303,335.19611752
101101010401,388.121458828
101101010402,332.52416563
101101010403,333.057407856
101101010404,216.097484946
101101010405,117.148967206
101101010501,195.498691201
101101010502,471.284245551
101101010503,271.906429291
101101010504,453.385553837
101101010601,120.825771689
101101010602,347.82957828
101101010603,107.214426577
101101010604,361.96282208
101101010605,465.514855444
101101010701,173.735521972
101101010702,365.664323926
101101010703,199.148109376
101101010704,126.13395077
101101010705,445.309786677
101101010706,167.13330406
101101010707,176.918578506
101101010801,571.64037168
101101010802,133.735715449
101101010803,180.009311557
101101010804,529.027605593
101101010805,150.058374763
101101010806,636.125073969
101101010807,285.181428134
101101010808,333.58026576
101101010809,248.1020329
101101010901,316.868661344
101101010902,519.565905392
101101010903,427.426864803
101101010904,302.466137171
101101010905,258.795041084
101101010906,205.37355274
101101011001,306.633286655
101101011002,407.14916569
101101011003,177.798427701
101101011004,335.283675611
101101011005,395.002256632
101101011006,442.763767719
101101011101,633.011361182
101101011102,697.520478547
101101011103,416.889923692
101101011201,367.590841711
101101011202,483.328402758
101101011203,451.763897359
101101011204,293.050652802
101101011205,294.866216004
101101011301,706.741571069
101101011302,493.721959829
101101011303,496.60710907
101101011304,689.994655073
101101011305,371.29315424
101101011306,389.153862
101101011307,594.237439275
101101011308,641.830822468
101101011401,532.536038756
101101011402,315.4421404
101101011403,613.435462534
101101011404,353.055574059
101101011501,689.908669829
101101011502,398.832354546
101101011503,354.977388978
101101011504,668.437241673
101101011505,295.587116838
101101011601,758.401909947
101101011602,990.830754399
101101011603,1089.18510401
101101011604,1374.99554014
101101011605,584.709563375
101101011701,693.829609394
101101011702,678.579803228
101101011703,491.383138418
101101011704,517.103524923
101101011705,356.576908112
101101011706,490.688488722
101101011707,299.535698056
101101011708,511.526967287
101101011801,577.114654422
101101011802,254.386553288
101101011803,385.354084611
101101011804,241.452625036
101101011901,396.184482694
101101011902,249.224342585
101101011903,261.175577164
101101011904,650.498452425
101101011905,424.431608677
101101012001,590.692340195
101101012002,261.964583099
101101012003,320.074657977
101101012004,552.143469572
101101012101,270.41177702
101101012102,638.538425088
101101012103,657.158394337
101101012104,375.681359291
101101012201,837.740722537
101101012202,1326.04910529
101101012203,890.293909907
101101012301,627.83014214
101101012302,676.010165334
101101012303,777.262872696
101101012304,692.403647184
101101012401,625.231767535
101101012402,297.801748872
101101012403,612.529363155
101101012404,481.047048688
101101012405,543.757452011
101101012501,1700.94801188
101101012502,932.358183384
101101012503,2159.84089625
101101012504,582.105661273
101101012601,1022.32028818
101101012602,883.217623949
101101012603,270.496531487
101101012604,277.837244272
101101012605,734.755160928
101101012701,500.23064208
101101012702,380.090461135
101101012703,310.323160768
101101012704,470.105113626
101101012705,727.965768576
101101012706,973.143901229
101101012801,864.75895822
101101012802,441.805921078
101101012803,474.753646731
101101012804,522.035547972
101101012805,717.397488475
101101012806,392.935790062
101101012807,362.667645693
101101012808,689.402502298
101101012809,340.982144475
101101012810,619.032943487
101101012901,720.24313128
101101012902,335.928865194
101101012903,742.461806059
101101013001,1057.67894912
101101013002,837.422783017
101101013003,626.785634995
101101013004,609.871431708
101101013005,405.635867834
101101013006,653.567136049
101101013007,738.548218966
101101013100,3377.6212014
101101013201,388.086014628
101101013202,935.350883842
101101013203,895.222138762
101101013204,448.023941994
101101013301,777.701833725
101101013302,467.610054731
101101013303,1089.05937815
101101013304,352.850183249
101101013305,707.154249191
101101013306,973.484176159
101101013401,481.570237756
101101013402,1022.52221882
101101013403,327.76682508
101101013404,445.508876801
101101013405,618.002015948
101101013406,1379.57748675
101101013501,2491.36173368
101101013502,1367.83828998
101101013503,889.993221521
101101013601,1726.04226041
101101013602,851.310981274
101101013603,320.1324265
101101013604,1072.37675309
101101013701,830.457155943
101101013702,655.060267687
101101013703,1700.84466195
101101013704,1328.03923798
101101020101,479.075507462
101101020102,380.134718299
101101020103,160.858797669
101101020104,285.717069268
101101020201,373.099027872
101101020202,369.277741849
101101020203,327.538162947
101101020204,528.985232294
101101020205,339.081275046
101101020206,221.034823596
101101020301,388.750859797
101101020302,147.315865874
101101020303,223.967951238
101101020304,160.033997416
101101020305,207.941062629
101101020401,284.496331692
101101020402,312.29508239
101101020403,293.53312546
101101020404,365.988267899
101101020501,210.526550174
101101020502,279.250637472
101101020503,338.148069203
101101020504,377.548764467
101101020505,343.484060347
101101020506,391.155063868
101102010101,535.445569515
101102010102,574.019569755
101102010103,532.761808515
101102010104,668.176414609
101102010105,635.980338812
101102010106,487.396140695
101102010107,472.934600413
101102010201,352.394756377
101102010202,207.998166263
101102010203,278.266552329
101102010204,564.843177021
101102010301,825.188910306
101102010302,749.163102984
101102010303,596.880326807
101102010304,243.145236135
101102010305,292.281947792
101102010306,502.758010656
101102010307,176.342987031
101102010401,415.790967822
101102010402,486.393031448
101102010403,429.829382539
101102010404,462.243951142
101102010501,257.53276965
101102010502,215.790995538
101102010503,237.762490094
101102010504,412.383868068
101102010601,303.45978725
101102010602,203.916391671
101102010603,250.116977364
101102010604,194.399639577
101102010605,158.199761659
101102010606,149.35756883
101102010607,277.477223366
101102010608,161.138477892
101102010609,200.653663039
101102010701,135.846625105
101102010702,162.935844928
101102010703,137.432519376
101102010704,80.1089976728
101102010705,97.6778533906
101102010706,193.226322725
101102010707,230.765547723
101102010708,110.628962427
101102010801,154.12774615
