HUC_12,MeanPrecip
100301011403,18.3929004669
100301011404,19.5277996063
100301011405,14.1000003815
100301011406,15.2946996689
100301011501,15.733300209
100301011502,15.5
100301011503,11.8947000504
100301011504,11.4149999619
100301011601,14.241399765
100301011602,15.0500001907
100301011603,12.9203996658
100301011604,23.2418003082
100301011605,15.8310003281
100301011606,17.8689002991
100301011607,12.242600441
100301011701,23.0449008942
100301011702,17.1723995209
100301011703,17.1856002808
100301011801,22.3889007568
100301011802,24.7222003937
100301011803,19.9113998413
100301011804,23.6812992096
100301011805,22.9419994354
100301011806,16.9545001984
100301011807,18.2856998444
100301011808,14.6599998474
100301011809,14.4111003876
100301011901,17.1333007812
100301011902,15.0391998291
100301011903,19.1798000336
100301011904,15.1719999313
100301011905,17.2649993896
100301011906,15.1899995804
100301012001,12.9792003632
100301012002,14.4018001556
100301012003,14.4443998337
100301012004,18.2656002045
100301012005,17.2222003937
100301012006,15.1753997803
100301012007,14.2455997467
100301012008,15.266699791
100301020101,31.6695995331
100301020102,29.776599884
100301020103,28.5897006989
100301020104,18.9302005768
100301020105,18.6336994171
100301020201,21.9130001068
100301020202,19.0464992523
100301020203,18.8377990723
100301020301,16.1863994598
100301020302,15.2173995972
100301020303,14.980799675
100301020304,14.6782999039
100301020401,20.7000007629
100301020402,16.822599411
100301020403,15.7652997971
100301020404,14.769200325
100301020405,16.3579998016
100301020406,15.3646001816
100301020501,15.3564996719
100301020502,15.3654003143
100301020503,18.5771999359
100301020504,14.1471004486
100301020601,17.2889003754
100301020602,19.9279003143
100301020603,18.472700119
100301020604,17.2604007721
100301020605,16.2891998291
100301020606,17.2534999847
100301020607,16.6947002411
100301020608,15.0111999512
100301020701,14.4125003815
100301020702,13.1599998474
100301020703,15.0270004272
100301020704,13.2293996811
100301020705,13.9531002045
100301020706,16.0
100301020707,13.3708000183
100301020708,13.7791996002
100301020801,16.1653003693
100301020802,14.1273002625
100301020803,15.3063001633
100301020804,14.5713996887
100301020805,15.3629999161
100301020901,18.7574005127
100301020902,16.7017993927
100301020903,16.8570995331
100301020904,15.4899997711
100301020905,15.3282003403
100301021001,17.4034004211
100301021002,16.8409004211
100301021003,15.4952001572
100301021101,12.0353002548
100301021102,12.8733997345
100301021103,13.1619997025
100301021201,14.1099004745
100301021202,14.0
100301021203,13.8919000626
100301021204,14.1013002396
100301021301,28.8666992188
100301021302,24.1555995941
100301021303,17.4899997711
100301021304,15.325799942
100301021401,13.2257995605
100301021402,13.6726999283
100301021403,13.0587997437
100301021404,13.2222003937
100301021405,14.8947000504
100301021406,13.0
100301021501,18.8878993988
100301021502,21.3539009094
100301021503,15.9918003082
100301021504,15.4582996368
100301021505,14.2468004227
100301021601,14.6499996185
100301021602,13.4942998886
100301021603,14.73939991
100301021604,14.1791000366
100301021605,13.1747999191
100301030101,19.0625
100301030102,24.7940998077
100301030103,17.7884998322
100301030104,25.2297000885
100301030105,18.9801006317
100301030201,16.6000003815
100301030202,15.5659999847
100301030203,26.6333007812
100301030204,15.8898000717
100301030205,15.6702003479
100301030206,15.8148002625
100301030207,17.1739006042
100301030208,26.4090995789
100301030209,28.7826004028
100301030210,15.0171003342
100301030301,19.1310005188
100301030302,14.8332996368
100301030303,18.095199585
100301030304,15.3036003113
100301030305,14.8043003082
100301030306,13.5531997681
100301030401,28.4803009033
100301030402,24.3645000458
100301030403,29.2036991119
100301030404,23.5104007721
100301030405,18.8857002258
100301030406,16.4477996826
100301030501,30.2019996643
100301030502,18.5118999481
100301030503,17.2749996185
100301030504,19.1613006592
100301030505,15.3142995834
100301030506,20.0354995728
100301030507,14.4050998688
100301030601,24.8999996185
100301030602,24.0
100301030603,22.1315994263
100301030604,19.1340999603
100301030605,18.8542003632
100301030606,17.2716999054
100301030701,23.8689002991
100301030702,18.575799942
100301030703,19.0909004211
100301030704,17.0
100301030705,16.3721008301
100301030801,28.8959999084
100301030802,22.0450000763
100301030803,18.4885997772
100301030901,15.3273000717
100301030902,16.5
100301030903,21.9444007874
100301030904,17.9011993408
100301030905,16.6296005249
100301030906,16.3561000824
100301031001,19.6037998199
100301031002,19.0548000336
100301031003,17.0237998962
100301031004,16.8433990479
100301031005,18.3332996368
100301031006,16.3395996094
100301031007,15.593000412
100301031008,15.8947000504
100301031101,16.2999992371
100301031102,16.3913002014
100301031103,16.3097000122
100301031104,18.9221000671
100301031105,17.0189990997
100301031106,16.5405006409
100301040101,40.5965003967
100301040102,44.9622993469
100301040103,35.9264984131
100301040104,39.7826004028
100301040105,30.3332996368
100301040106,44.3053016663
100301040107,34.8536987305
100301040108,42.7999992371
100301040109,37.5051002502
100301040110,31.6884994507
100301040111,31.7143001556
100301040201,31.551700592
100301040202,29.1839008331
100301040203,37.0070991516
100301040204,29.1429004669
100301040205,45.1044998169
100301040206,46.7130012512
100301040207,32.2778015137
100301040208,31.0095996857
100301040301,22.4405002594
100301040302,21.8869991302
100301040303,15.9277000427
100301040304,14.3094997406
100301040401,27.3363990784
100301040402,25.8852005005
100301040403,27.8724994659
100301040404,17.9204006195
100301040405,15.2068996429
100301040406,15.0391998291
100301040501,24.635099411
100301040502,23.10779953
100301040503,21.8218994141
100301040504,21.2460002899
100301040505,16.2390995026
100301040506,14.3311004639
100301040601,14.5155000687
100301040602,13.9839000702
100301040603,15.0619001389
100301040604,13.906999588
100301040605,13.0649003983
100301040701,14.1545000076
100301040702,13.7080001831
100301040703,13.5137996674
100301040704,12.8289003372
100301040705,13.1281995773
100301040706,12.4231004715
100301040707,13.0156002045
100301040708,12.7578001022
100301040801,12.0
100301040802,12.0
100301040803,12.0
100301040804,12.0
100301040805,12.0
100301040806,12.3187999725
100301040807,12.9309997559
100301040808,12.0635995865
100301040809,12.1061000824
100301040901,13.0
100301040902,13.1590995789
100301040903,12.7272996902
100301040904,12.9654998779
100301040905,14.258600235
100301040906,13.9385004044
100301040907,14.1943998337
100301050101,33.8571014404
100301050102,29.932800293
100301050103,28.5349006653
100301050104,24.0198001862
100301050105,24.3474998474
100301050201,21.3792991638
100301050202,18.6863002777
100301050203,18.0417003632
100301050204,20.2015991211
100301050205,18.25
100301050206,18.7975997925
100301050207,17.8213996887
100301050301,26.5769004822
100301050302,25.7294006348
100301050303,22.5827007294
100301050304,21.5
100301050305,19.8246002197
100301050306,17.6040000916
100301050401,16.75
100301050402,21.2626991272
100301050403,19.1347999573
100301050404,18.3635997772
100301050405,15.7679004669
100301050406,15.6374998093
100301050407,15.1332998276
100301050408,14.9750003815
100302010101,52.9518013
100302010102,35.4353981018
100302010103,48.3237991333
100302010104,34.1969985962
100302010105,25.3125
100302010106,20.5259990692
100302010201,43.148601532
100302010202,35.3894996643
100302010203,21.2455997467
100302010204,15.8533000946
100302010205,21.9050998688
100302010206,13.8667001724
100302010301,16.0526008606
100302010302,13.4900999069
100302010401,17.1923007965
100302010402,13.4767999649
100302010501,26.8777008057
100302010502,18.0426006317
100302010503,14.8614997864
100302010504,12.8780002594
100302010601,39.5499992371
100302010602,34.4729995728
100302010603,35.2243003845
100302010604,17.3817996979
100302010605,12.4510002136
100302010606,12.2709999084
100302010607,12.4940004349
100302010608,12.0
100302010701,13.169500351
100302010702,11.8819999695
100302020101,43.9762992859
100302020102,34.5289993286
100302020103,20.6285991669
100302020104,16.8418006897
100302020201,18.6485996246
100302020202,19.6858997345
100302020203,16.4423007965
100302020204,14.8767004013
100302020301,16.4510002136
100302020302,17.335899353
100302020303,16.280500412
100302020304,15.8163003922
100302020305,14.6281003952
100302020401,15.0
100302020402,15.7646999359
100302020403,13.5861997604
100302020404,14.1456003189
100302020501,14.8587999344
100302020502,15.0
100302020503,14.825799942
100302020504,14.108300209
100302020505,12.8936004639
100302020601,15.2545003891
100302020602,14.2777996063
100302020603,12.733300209
100302020604,11.5481004715
100302020701,14.0369997025
100302020702,13.2975997925
100302020703,14.8678998947
100302020704,12.1824998856
100302020705,11.4850997925
100302020706,11.1197004318
100302030101,11.2657003403
100302030102,12.0
100302030103,11.9236001968
100302030104,11.0899000168
100302030201,14.7236995697
100302030202,14.7059001923
100302030203,13.0845003128
100302030204,13.0135002136
100302030205,13.8872003555
100302030301,12.4565000534
100302030302,13.2923002243
100302030303,13.3874998093
100302030304,12.0909004211
100302030401,12.1560001373
100302030402,11.6042003632
100302030403,11.2102003098
100302030501,11.2959003448
100302030502,11.0050001144
100302030601,14.7161998749
100302030602,16.1551990509
100302030603,13.4545001984
100302030604,12.8478002548
100302030605,12.2184000015
100302030606,13.3294000626
100302030701,13.3269996643
100302030702,12.0
100302030703,12.0
100302030704,12.0
100302030705,12.0
100302030706,11.8030004501
100302030801,11.7954998016
100302030802,11.4795999527
100302030803,11.2847995758
100302030804,11.3875999451
100302030805,11.4847002029
100302030901,12.0
100302030902,12.3774003983
100302030903,12.0
100302030904,13.2187995911
100302031001,12.0676002502
100302031002,12.0
100302031101,12.0
100302031102,12.0
100302031201,12.0
100302031202,12.0
100302031301,12.0
100302031302,11.5354003906
100302031303,11.744600296
100302031304,11.2716999054
100302031305,10.7100000381
100302031306,10.4323997498
100302031401,12.0
100302031402,11.1934995651
100302031403,10.5895004272
100302031501,11.7863998413
100302031502,12.0380001068
100302031503,11.7263002396
100302031504,10.9474000931
100302031601,14.7285995483
100302031602,16.2268009186
100302031603,13.380200386
100302031604,11.3607997894
100302031701,11.0
100302031702,11.0
100302031703,11.0
100302031801,10.935500145
100302031802,10.4575004578
100302031803,10.016699791
100302031804,10.1798000336
100302031901,10.6905002594
100302031902,10.0356998444
100302031903,10.7010002136
100302031904,11.0
100302031905,11.0
100302031906,10.9200000763
100302032001,10.875
100302032002,10.992600441
100302032003,11.0
100302032004,10.6556997299
100302032005,10.1121997833
100302032006,10.5376996994
100302032101,10.845199585
100302032102,10.0
100302032103,10.0
100302032104,10.2567996979
100302032105,10.48939991
100302032106,11.3872995377
100302032107,10.1567001343
100302032108,11.0184001923
100302032201,11.9333000183
100302032202,12.0
100302032203,12.9078998566
100302032204,12.1984996796
100302032205,12.6484003067
100302032206,12.3724002838
100302040101,11.6204004288
100302040102,11.75
100302040201,14.2721996307
100302040202,10.9153003693
100302040301,15.0283002853
100302040302,13.0684995651
100302040303,15.0713996887
100302040304,11.9537000656
100302040305,10.5039997101
100302040306,13.25
100302040401,11.086400032
100302040402,11.0
100302040403,11.0220003128
100302040404,11.0448999405
100302040405,11.0
100302040406,11.0
100302040501,12.2190999985
100302040502,10.9013004303
100302040601,11.0
100302040602,11.2487001419
100302040603,11.0
100302040604,10.6667003632
100302050101,37.1833000183
100302050102,36.598400116
100302050103,34.8689994812
100302050104,31.3076992035
100302050105,16.1270008087
100302050201,24.6000003815
100302050202,20.0
100302050203,16.803899765
100302050204,13.51720047
100302050301,32.6981010437
100302050302,15.5
100302050303,14.4527997971
100302050304,13.1718997955
100302050305,14.2587995529
100302050306,12.0701999664
100302050401,12.6370000839
100302050402,12.3197002411
100302050403,13.2208995819
100302050404,12.1058998108
100302050405,11.2952003479
100302050406,11.4778995514
100302050501,12.0169000626
100302050502,11.8961000443
100302050601,23.3768005371
100302050602,22.8570995331
100302050603,18.6707000732
100302050604,13.869600296
100302050701,15.5319004059
100302050702,12.5
100302050801,13.218000412
100302050802,13.6180000305
100302050803,12.7524995804
100302050804,12.0376996994
100302050805,12.0
100302050901,12.0
100302050902,12.0
100302050903,12.0
100302050904,12.0
100302050905,12.0
100302051001,12.0454998016
100302051002,12.0
100302051003,12.057299614
100302051004,12.6373996735
100302051005,12.5967998505
100302051006,12.8842000961
100302051007,12.329199791
100302051101,12.0
100302051102,12.0
100302051103,12.0543003082
100302051104,13.0
100302051105,12.94810009
100302051106,12.9809999466
100302051201,12.0
100302051202,12.6394996643
100302051203,12.6091995239
100302051204,13.0
100302051205,13.0
100401010101,14.1667003632
100401010102,12.8345003128
100401010201,20.0400009155
100401010202,15.5531997681
100401010203,13.1786003113
100401010204,13.8860998154
100401010205,13.7018003464
100401010301,13.8263998032
100401010302,12.75
100401010303,12.5404996872
100401010304,12.0
100401010305,12.1312999725
100401010306,13.6173000336
100401010307,12.3558998108
100401010308,13.4059000015
100401010309,13.1372995377
100401010310,13.3487997055
100401010401,13.4286003113
100401010402,13.3899002075
100401010403,12.4144001007
100401010501,16.0067005157
100401010502,15.855099678
100401010503,15.1295995712
100401010504,15.4443998337
100401010505,14.9868001938
100401010506,15.0
100401010507,15.0
100401010508,14.2201004028
100401010601,17.0060997009
100401010602,14.1199998856
100401010701,17.3068008423
100401010702,16.449300766
100401010703,14.6326999664
100401010704,14.6667003632
100401010705,13.8421001434
100401010801,19.3090000153
100401010802,16.3556003571
100401010803,13.5754003525
100401010901,14.2755002975
100401010902,14.3107995987
100401010903,13.2548999786
100401011001,13.8182001114
100401011002,13.029800415
100401011003,12.6883001328
100401011004,12.0200004578
100401011005,13.6836004257
100401011006,13.8249998093
100401011007,13.6891002655
100401011008,13.8500003815
100401011009,13.3777999878
100401020101,16.7530994415
100401020102,15.5144996643
100401020201,18.1546001434
100401020202,20.3710002899
100401020203,19.8971996307
100401020204,17.085899353
100401020205,17.3824005127
100401020206,19.3181991577
100401020207,20.4295005798
100401020208,15.3861999512
100401020301,14.4219999313
100401020302,14.75
100401020303,14.1999998093
100401020304,14.2643995285
100401020401,16.030500412
100401020402,17.3812999725
100401020403,18.7308006287
100401020501,17.8052997589
100401020502,15.765999794
100401020503,16.0412006378
100401020504,15.3732995987
100401020505,15.5444002151
100401020506,14.6757001877
100401020507,14.7777996063
100401020508,14.1199998856
100401020509,14.9116001129
100401020510,13.4237003326
100401020601,15.7861003876
100401020602,16.5116004944
100401020603,14.5979003906
100401020604,13.6216001511
100401030101,17.8808002472
100401030102,15.4871997833
100401030103,14.6709003448
100401030104,16.3829994202
100401030105,14.2871999741
100401030106,17.007900238
100401030201,18.2660007477
100401030202,14.5713996887
100401030203,15.6182003021
100401030204,29.6573009491
100401030205,15.0567998886
100401030301,31.9020004272
100401030302,29.0182991028
100401030303,27.2576007843
100401030304,23.6870002747
100401030401,25.2269992828
100401030402,24.3029994965
100401030501,22.3115005493
100401030502,17.1702003479
100401030503,16.3283996582
100401030504,19.8712997437
100401030505,26.0326004028
100401030506,16.0519008636
100401030507,15.6061000824
100401030508,14.6752996445
100401030509,14.6370000839
100401030601,17.4535999298
100401030602,15.3680000305
100401030603,16.2880001068
100401030604,14.4432001114
100401030701,23.1506996155
100401030702,24.2637996674
100401030703,19.9155006409
100401030704,19.0806007385
100401030705,19.9624996185
100401030706,17.3029994965
100401030707,17.9696998596
100401030708,16.8817005157
100401030801,18.9514007568
100401030802,17.3332996368
100401030803,16.8318996429
100401030804,14.9853000641
100401030901,28.2791004181
100401030902,19.8435001373
100401030903,15.9090995789
100401030904,16.1807003021
100401030905,14.8219003677
100401030906,14.788599968
100401030907,14.3626003265
100401030908,14.339799881
100401031001,15.4111995697
100401031002,15.182800293
100401031101,29.0226993561
100401031102,18.9708995819
100401031201,21.532699585
100401031202,15.4750995636
100401031203,15.1978998184
100401031204,14.0
100401031301,14.2089996338
100401031302,14.3973999023
100401031303,14.0682001114
100401031304,14.2143001556
100401031305,14.2822999954
100401031306,14.2385997772
100401031401,15.4881000519
100401031402,15.9375
100401031403,15.4856996536
100401031404,14.2856998444
100401031405,14.1111001968
100401031406,14.3276996613
100401031407,13.8542003632
100401031408,13.2441997528
100401040101,13.7263002396
100401040102,13.527299881
100401040103,15.2384996414
100401040104,14.4884004593
100401040105,13.2026996613
100401040201,19.741399765
100401040202,19.4615001678
100401040203,16.0526008606
100401040204,14.307100296
100401040205,14.6817998886
100401040206,13.4875001907
100401040207,15.1654996872
100401040208,14.9565000534
100401040209,13.2298002243
100401040301,14.0846996307
100401040302,14.0
100401040303,14.0698003769
100401040401,17.1037998199
100401040402,17.7754993439
100401040403,14.4429998398
100401040404,14.4286003113
100401040405,14.7026996613
100401040501,13.9202003479
100401040502,14.1240997314
100401040503,13.7477998734
100401040504,13.7840995789
100401040601,14.2923002243
100401040602,15.6485996246
100401040603,13.3972997665
100401040701,15.0064001083
100401040702,14.1042995453
100401040703,13.1667003632
100401040704,13.6808996201
100401040705,14.0768995285
100401040706,14.0333003998
100401040707,14.5537004471
100401040708,13.8299999237
100401040709,13.8900995255
100401040710,13.0093002319
100401040801,15.6241998672
100401040802,13.170999527
100401040901,14.1332998276
100401040902,12.8275995255
100401040903,12.4853000641
100401040904,12.0515003204
100401041001,13.7550001144
100401041002,13.5705003738
100401041003,12.8561000824
100401041004,12.4722003937
100401041101,13.2210998535
100401041102,12.8133001328
100401041103,13.3050003052
100401041104,12.0
100401041105,12.1977996826
100401041106,11.9850997925
100401041107,11.6000003815
100401041108,11.9412002563
100401041109,12.720000267
100401041110,11.6744003296
100401041201,12.0
100401041202,12.0742998123
100401041203,12.0
100401041204,12.932299614
100401041205,12.2627000809
100401041301,12.0
100401041302,12.0
100401041303,12.0
100401041304,12.0
100401041401,14.9850997925
100401041402,14.5713996887
100401041403,14.3641996384
100401041501,12.404800415
100401041502,13.2222003937
100401041503,13.1538000107
100401041504,12.1372995377
100401041505,13.6584997177
100401041506,13.4181995392
100401041507,13.3366003036
100401041601,12.2267999649
100401041602,13.2391004562
100401041603,12.9770002365
100401041604,12.9412002563
100401041605,13.1452999115
100401041701,14.0138998032
100401041702,13.8421001434
100401041801,13.9511995316
100401041802,13.25
100401041803,13.3247003555
100401041804,13.156999588
100401041901,13.3845996857
100401041902,13.3164997101
100401041903,12.7670001984
100401042001,13.7323999405
100401042002,13.4272003174
100401042003,13.3332996368
100401042004,13.0
100401042005,12.6270999908
100401042006,12.375
100401042007,12.0876998901
100401042008,13.3528995514
100401042009,13.2033996582
100401042010,12.335100174
100401042101,12.0481996536
100401042102,12.0
100401042103,12.0
100401042104,12.0
100401042105,12.0
100401042106,12.0
100401042107,12.0
100401042108,12.0
100401042201,12.0
100401042202,12.0
100401042301,12.442899704
100401042302,12.5
100401042303,12.0216999054
100401042304,12.0
100401042401,12.4286003113
100401042402,12.4785003662
100401042501,12.7856998444
100401042502,12.0
100401042503,12.0
100401042504,12.0
100401042505,12.3626003265
100401042506,12.1830997467
100401042507,12.0
100401042601,12.0
100401042602,12.0
100401042603,12.0
100401042604,12.266699791
100401042605,12.1667003632
100401042606,12.0
100401042701,12.0
100401042702,12.6141004562
100401042703,12.0
100401042704,12.0
100401042705,12.0
100401042706,12.0
100401042707,12.0
100401042708,12.4720001221
100401042709,12.0
100401042710,12.0
100401050101,13.6808996201
100401050102,13.2623996735
100401050103,13.0211000443
100401050201,13.7182998657
100401050202,13.5422000885
100401050301,13.383600235
100401050302,13.0093002319
100401050303,13.0213003159
100401050304,13.0
100401050305,13.0
100401050306,12.6773996353
100401050401,13.8845996857
100401050402,13.3570995331
100401050501,13.4443998337
100401050502,12.4052000046
100401050601,13.2868995667
100401050602,13.0247001648
100401050603,13.0
100401050604,12.8608999252
100401050605,12.6552000046
100401050606,12.5454998016
100401050607,12.5205001831
100401050608,12.1625995636
100401050609,12.0804004669
100401050610,12.0
100401050611,12.0
100401050612,12.0
100401050701,13.1745996475
100401050702,13.1667003632
100401050703,13.0
100401050704,13.1912002563
100401050705,12.8358001709
100401050706,12.3913002014
100401050801,13.7059001923
100401050802,13.983300209
100401050803,13.6956996918
100401050804,13.0
100401050805,12.2923002243
100401050806,12.1652002335
100401050901,12.0345001221
100401050902,12.0
100401050903,12.0
100401050904,12.0
100401050905,12.0
100401050906,12.0
100401050907,12.0
100401050908,12.0
100401060101,13.0
100401060102,12.5802001953
100401060103,12.0434999466
100401060104,12.0
100401060105,12.0857000351
100401060106,12.0
100401060107,12.0
100401060108,12.0
100401060201,12.0
100401060202,12.0
100401060203,11.6892995834
100401060204,12.0
100401060301,11.4511995316
100401060302,11.0
100401060303,11.4356002808
100401060304,11.8895998001
100401060401,12.0209999084
100401060402,12.0
100401060403,12.0
100401060404,12.0
100401060405,12.0
100401060406,12.0
100401060407,12.0
100401060501,12.0
100401060502,12.2128000259
100401060503,12.0326004028
100401060504,11.9474000931
100401060505,12.0
100401060506,12.0
100401060507,12.0
100401060508,12.0
100401060601,12.0
100401060602,12.0
100401060701,12.0
100401060702,12.0
100401060703,12.0
100401060704,12.0
100401060705,12.0
100402010101,24.3027992249
100402010102,24.0788993835
100402010103,24.3125
100402010104,22.057100296
100402010105,20.6690998077
100402010106,19.4384002686
100402010107,15.0500001907
100402010201,22.4426002502
100402010202,24.5361995697
100402010203,25.9897994995
100402010204,24.3260993958
100402010205,22.0219993591
100402010206,21.6189994812
100402010207,17.3866996765
100402010208,35.875
100402010209,20.6086997986
100402010210,14.9375
100402010301,22.4773006439
100402010302,19.0741004944
100402010401,22.960899353
100402010402,14.7143001556
100402010501,15.065199852
100402010502,18.7844009399
100402010503,13.7635002136
100402010504,15.1058998108
100402010601,29.2483997345
100402010602,17.558599472
100402010701,22.1639003754
100402010702,15.0616998672
100402010801,16.8987007141
100402010802,13.9008998871
100402010901,33.4875984192
100402010902,18.8229007721
100402010903,15.6263999939
100402010904,14.7838001251
100402011001,14.774600029
100402011002,14.361700058
100402011003,13.793299675
100402011004,13.3542995453
100402011005,13.765999794
100402011006,13.0345001221
100402011007,12.3415002823
100402011101,16.2437000275
100402011102,14.7190999985
100402011201,16.6833000183
100402011202,17.6690998077
100402011203,15.1042003632
100402011204,15.6763000488
100402011205,14.6794996262
100402011206,13.2033996582
100402011207,13.8182001114
100402011208,13.2065000534
100402011301,15.3704004288
100402011302,14.2817001343
100402011303,16.3817005157
100402011304,28.5909004211
100402011305,17.5804004669
100402011306,19.2038993835
100402011307,13.1552000046
100402011401,21.7455997467
100402011402,16.9682998657
100402011403,13.5033998489
100402011404,13.0198001862
100402011405,27.7474002838
100402011406,13.2931003571
100402011407,12.684800148
100402011408,13.0
100402011409,12.7924995422
100402011501,15.9762001038
100402011502,16.1089992523
100402011503,14.4856996536
100402011504,14.016699791
100402011505,13.5789003372
100402011506,13.2316999435
100402011601,13.9855003357
100402011602,14.4443998337
100402011603,13.2372999191
100402011604,13.4545001984
100402011701,14.0
100402011702,14.1806001663
100402011801,16.6856994629
100402011802,14.9741001129
100402011803,13.0541000366
100402011804,13.0
100402011805,13.2777996063
100402011806,14.0
100402011901,16.6581993103
100402011902,13.0708999634
100402012001,16.0
100402012002,14.0
100402012003,13.6541004181
100402012101,14.6219997406
100402012102,14.0
100402012103,14.0
100402012104,14.0
100402012105,14.0
100402012201,14.5285997391
100402012202,14.0
100402012301,13.0153999329
100402012302,13.2208995819
100402012303,13.0
100402012304,13.6667003632
100402012305,14.0
100402012306,14.0
100402012307,14.0
100402020101,16.6394996643
100402020102,14.5881996155
100402020103,14.4483003616
100402020104,14.0
100402020105,14.0
100402020106,14.073800087
100402020107,14.0
100402020108,13.7856998444
100402020201,14.1592998505
100402020202,14.0237998962
100402020203,13.8240003586
100402020301,14.0424003601
100402020302,14.0
100402020303,14.0
100402020304,14.0
100402020401,13.5213003159
100402020402,13.9118003845
100402020403,13.2775001526
100402020404,13.789899826
100402020405,14.065199852
100402020406,14.0339002609
100402020407,14.4765996933
100402020408,14.9895000458
100402020501,13.430100441
100402020502,13.0
100402020503,13.0270004272
100402020601,14.0
100402020602,13.7820997238
100402020603,13.0496997833
100402020701,14.3586997986
100402020702,13.9651002884
100402020703,13.8125
100402020704,13.75
100402020705,13.1225996017
100402020801,15.1070995331
100402020802,13.9651002884
100402020803,13.5495004654
100402020901,13.8832998276
100402020902,13.5607004166
100402020903,14.4516000748
100402020904,13.0
100402020905,13.2390003204
100402020906,14.1262998581
100402020907,13.0
100402020908,13.0
100402020909,13.2257995605
100402021001,14.6985998154
100402021002,14.6063995361
100402021003,14.638299942
100402021004,14.9061002731
100402021005,14.097700119
100402021006,13.7143001556
100402021007,12.8999996185
100402030101,15.8992004395
100402030102,14.6513004303
100402030201,14.2089996338
100402030202,14.3913002014
100402030203,13.0
100402030301,18.0758991241
100402030302,16.8780002594
100402030303,13.4751996994
100402030304,12.766699791
100402030401,27.3267002106
100402030402,21.1275005341
100402030403,25.5988006592
100402030404,15.4933004379
100402030405,14.3566999435
100402030406,13.01720047
100402030407,13.0
100402030501,13.0
100402030502,12.3635997772
100402030503,12.2020998001
100402040101,15.5855998993
100402040102,12.8901996613
100402040201,14.6154003143
100402040202,12.3192996979
100402040301,18.8768997192
100402040302,20.8966007233
100402040303,15.3125
100402040304,16.5851993561
100402040305,12.0
100402040306,12.8015003204
100402040401,19.8071994781
100402040402,21.2672996521
100402040403,18.9006996155
100402040404,18.8589992523
100402040405,16.6809005737
100402040501,17.4337005615
100402040502,18.2406997681
100402040503,16.4810009003
100402040601,17.7947006226
100402040602,14.926199913
100402040603,13.2086000443
100402040604,12.4799995422
100402040605,12.0
100402040701,16.3959999084
100402040702,14.4554004669
100402040703,13.1843996048
100402040704,12.3125
100402040705,12.5525999069
100402040706,12.7402000427
100402040707,12.0
100402040708,12.0
100402040709,12.0
100402040710,12.0
100402050101,12.2791996002
100402050102,12.7225999832
100402050103,12.0
100402050104,12.0647001266
100402050105,12.0387001038
100402050106,12.0
100402050201,13.0
100402050202,13.0303001404
100402050203,13.097700119
100402050204,12.9717998505
100402050205,12.2251996994
100402050301,13.656999588
100402050302,13.3332996368
100402050303,12.7755002975
100402050304,12.3434000015
100402050305,12.2283000946
100402050306,11.8795995712
100402050401,13.0124998093
100402050402,11.9649000168
100402050501,13.1388998032
100402050502,13.0122003555
100402050503,12.3720998764
100402050504,13.0940999985
100402050505,12.5115995407
100402050506,12.3168001175
100402050601,13.2833003998
100402050602,13.423500061
100402050603,13.2889003754
100402050604,13.5085000992
100402050605,13.1370000839
100402050701,13.0
100402050702,12.9301996231
100402050703,12.1794996262
100402050704,11.9826002121
100402050801,11.4720001221
100402050802,12.3261995316
100402050803,12.0444002151
100402050804,11.5354995728
100500010101,37.1277999878
100500010102,26.5652008057
100500010103,30.2050991058
100500010104,28.8857002258
100500010105,24.8712005615
100500010106,22.1861991882
100500010201,22.8068008423
100500010202,21.3556003571
100500010203,18.0184993744
100500010301,18.8768997192
100500010302,16.5468006134
100500010303,14.5502996445
100500010304,14.9926996231
100500020101,15.0
100500020102,15.0417003632
100500020103,15.0
100500020104,14.6950998306
100500020200,14.3777999878
100500020301,14.0413999557
100500020302,16.4923000336
100500020401,16.375
100500020402,16.8131999969
100500020403,14.424200058
100500020404,16.8941001892
100500020405,15.7815999985
100500020501,11.0
100500020502,11.0
100500020601,10.2761001587
100500020602,10.5591001511
100500020603,11.0
100500020701,10.9931001663
100500020702,11.3155002594
100500020801,10.48939991
100500020802,10.4420003891
100500020803,10.9516000748
100500020804,11.0
100500020805,11.2154998779
100500020806,10.9646997452
100500020807,11.0
100500020808,11.3213996887
100500020809,11.9405002594
100500030100,11.515999794
100500040101,20.2810001373
100500040102,15.5185003281
100500040103,12.8502998352
100500040201,19.0902004242
100500040202,13.6513004303
100500040301,21.0993003845
100500040302,17.9351997375
100500040303,14.1078996658
100500040401,12.0
100500040402,12.005900383
100500040403,14.0985002518
100500040404,12.98279953
100500040405,12.709400177
100500040501,12.0
100500040502,11.9021997452
100500040503,11.6145000458
100500040504,11.9212999344
100500040505,12.0450000763
100500040506,11.8784999847
100500040507,12.5986995697
100500040601,13.4758996964
100500040602,13.1667003632
100500040603,12.9882001877
100500040604,12.6763000488
100500040605,12.2698001862
100500040701,14.7600002289
100500040702,15.1612997055
100500040703,13.3133001328
100500040801,17.7367992401
100500040802,14.9053001404
100500040803,16.2247009277
100500040804,13.1547002792
100500040901,13.0
100500040902,12.8361997604
100500040903,12.6870002747
100500040904,12.0
100500041001,12.6268997192
100500041002,12.9142999649
100500041003,12.0
100500041101,12.9279003143
100500041102,12.6796998978
100500041103,12.0
100500041201,13.8402996063
100500041202,13.7356996536
