HUC_12,Fertilizer_P_kg_ha
100200040505,0.0391112776326
100200040506,0.00157667914568
100200040507,0.0129260798207
100200040508,0.0312501814902
100200040509,0.131117608368
100200040601,0.0
100200040602,0.0576568118417
100200040603,0.00738708382451
100200040604,0.0212779456908
100200040605,0.0066554432412
100200040606,0.00141929324726
100200040607,0.000803496652588
100200040608,0.0535205792728
100200040701,0.0
100200040702,0.0
100200040703,0.0118943301014
100200040801,0.0211203044016
100200040802,0.0
100200040803,0.0353989277062
100200040804,0.00672862514104
100200040805,0.00723631519801
100200040806,0.00139662526515
100200040807,0.221745960939
100200040808,0.486409967249
100200040901,0.0314748769156
100200040902,0.00957957838713
100200040903,0.0
100200040904,0.00380578571747
100200040905,0.00182944218733
100200040906,0.00201883036198
100200040907,0.03777259181
100200040908,0.0175019251316
100200040909,0.280653467777
100200041001,0.0273267438512
100200041002,0.0865670257472
100200041003,0.215688369008
100200041101,0.0101446511336
100200041102,0.134815732447
100200041103,0.0017806536834
100200041104,0.187356460473
100200041201,0.0517113608857
100200041202,0.519899113714
100200041203,0.0681221180311
100200041204,0.173152834884
100200041205,0.0453613739469
100200041206,0.101682813419
100200041207,0.694449157286
100200041208,0.221479111679
100200041209,0.79789180021
100200041301,0.0008412876607
100200041302,0.840165943819
100200041303,0.692423558322
100200041304,0.876060569924
100200041305,0.69756267189
100200041306,0.000430447056963
100200041307,0.033443144022
100200041308,0.636346099183
100200050101,0.0
100200050102,0.848834794552
100200050103,0.557205412847
100200050104,0.928195380693
100200050105,0.032982961221
100200050106,1.22562658991
100200050201,0.0
100200050202,0.0
100200050203,0.11829875596
100200050204,0.546729079593
100200050301,0.0376884349028
100200050302,0.107145533511
100200050303,0.42716540355
100200050401,0.0
100200050402,0.131405954206
100200050403,0.511837248909
100200050501,0.370916678456
100200050502,0.85617632302
100200050503,0.767443065236
100200050504,1.13470376656
100200050601,0.0
100200050602,0.00410738904705
100200050603,1.56231993713
100200050701,0.79679343674
100200050702,1.12854035702
100200050703,2.94542257309
100200050704,0.488504692745
100200050705,0.846214923314
100200050801,0.789521702173
100200050802,0.240832238519
100200050803,0.124331299234
100200050804,0.790253711585
100200050805,1.85128003875
100200060101,0.0
100200060102,0.00130254892375
100200060103,0.0
100200060104,0.000665183466778
100200060201,0.0141526960265
100200060202,0.00130082496194
100200060203,0.00354557141073
100200060204,0.036838379703
100200060301,0.000590081034069
100200060302,0.0
100200060303,0.00132168688234
100200060401,0.0
100200060402,0.0298848575423
100200060501,0.382189200728
100200060502,0.0343889795555
100200060503,0.257750129665
100200060504,0.0446925388478
100200060505,0.675615579476
100200060506,0.293189714465
100200060507,0.21629512174
100200060508,0.0865412862748
100200060509,0.168994586262
100200070101,0.0
100200070102,0.0
100200070103,0.0
100200070104,0.0
100200070105,0.0
100200070106,0.0
100200070107,0.0
100200070201,0.0
100200070202,0.0
100200070203,0.0
100200070204,0.0
100200070205,0.00704156355556
100200070301,0.0
100200070302,0.0
100200070303,0.0
100200070304,0.0239085223527
100200070305,0.0
100200070306,0.0
100200070307,0.00197052660161
100200070401,0.0
100200070402,0.0
100200070403,0.0
100200070404,0.0
100200070501,0.00799361914087
100200070502,0.00135586602481
100200070601,0.0
100200070602,0.0150154026224
100200070603,0.00148375411173
100200070604,0.0112468618507
100200070701,0.00220177753907
100200070702,0.0
100200070703,0.0185360771034
100200070704,0.00080973707924
100200070705,0.0111227557307
100200070706,0.108810938356
100200070801,0.0046748507836
100200070802,0.0231371715958
100200070803,0.0
100200070804,0.0565480756009
100200070805,0.00216279431759
100200070806,0.0209797725242
100200070807,0.0
100200070808,0.126044908401
100200070901,0.00117902853855
100200070902,0.480743129739
100200070903,0.59911346605
100200070904,0.501290536427
100200071001,0.00143063908009
100200071002,0.0
100200071003,1.25116490231
100200071101,0.00472243303352
100200071102,0.387055682496
100200071103,0.981995080816
100200071201,0.0621807451649
100200071202,0.356703825806
100200071203,0.0332803591718
100200071204,0.0919859784159
100200071205,0.266939600071
100200071206,0.25518298144
100200071207,0.0893746132941
100200071208,0.688369629607
100200071301,0.0212165954978
100200071302,0.0635989397317
100200071303,0.305887136889
100200071401,0.0
100200071402,0.00444862633367
100200071403,0.0
100200071404,0.0572216719719
100200071501,0.0
100200071502,0.136595813328
100200071503,1.00749397332
100200071504,1.24403596871
100200071505,2.26749441594
100200080101,0.0
100200080102,0.0
100200080103,0.0
100200080104,0.0
100200080105,0.0
100200080106,0.00187284954752
100200080107,0.00229697413902
100200080108,0.0
100200080201,0.0
100200080202,0.00168196434969
100200080301,0.0
100200080302,0.0
100200080303,0.0
100200080304,0.0
100200080305,0.0
100200080306,0.0
100200080401,0.0703599312926
100200080402,0.0
100200080403,0.0
100200080501,0.0
100200080502,0.0
100200080503,0.0
100200080504,0.0
100200080505,0.0
100200080506,0.0
100200080507,0.0
100200080601,1.91325160269
100200080602,5.06996182506
100200080701,0.999484306172
100200080702,0.413985943764
100200080703,0.403261194076
100200080704,3.89003778
100200080705,5.31047584107
100200080801,0.191807983707
100200080802,0.619242030232
100200080901,0.326125933705
100200080902,0.188802865706
100200080903,0.548727014839
100200080904,0.950800187912
100200080905,1.79739628112
100200081001,0.0
100200081002,5.74850021199
100200081101,2.72338682261
100200081102,2.46999943183
100200081201,1.52964215114
100200081202,1.73779257726
100200081203,3.04093668896
100200081301,2.43012510671
100200081302,3.67738072961
100200081303,2.56172844575
100200081401,3.45082625099
100200081402,2.47741173321
100200081403,1.11933531287
100301010101,0.260000582696
100301010102,0.521839067467
100301010103,0.109636306063
100301010104,0.0235397715578
100301010105,0.669420771962
100301010201,0.0
100301010202,0.0255197360652
100301010301,0.00650800585011
100301010302,0.0857109834713
100301010401,0.0217237648159
100301010402,0.479592173446
100301010403,1.23100949323
100301010404,0.703305328683
100301010405,0.243663422136
100301010406,0.558256095168
100301010407,0.0272540534593
100301010408,0.0262967249657
100301010409,0.0914630225207
100301010410,0.0337237282826
100301010411,0.157704377738
100301010412,0.0177303997858
100301010413,0.0903455646305
100301010501,0.500930753907
100301010502,1.0644315808
100301010503,0.729091854006
100301010504,2.1511876622
100301010505,0.324063398319
100301010601,0.765034789307
100301010602,1.26337842289
100301010603,0.0219333560406
100301010604,3.84129451619
100301010605,2.66312159139
100301010701,0.00154230089641
100301010702,0.0
100301010703,0.0
100301010704,0.0
100301010705,0.0
100301010706,0.205481290778
100301010707,1.79815350007
100301010801,0.0
100301010802,0.0
100301010803,0.0735726685098
100301010804,0.0016364679171
100301010805,1.86663589561
100301010901,0.253151305153
100301010902,0.698095366996
100301010903,3.70914197999
100301010904,2.67650501475
100301010905,0.0
100301010906,2.25429664414
100301011001,1.97695331855
100301011002,1.75492208941
100301011003,0.150537132169
100301011004,1.29186530743
100301011005,0.777189592236
100301011006,1.58270954967
100301011101,0.382832533935
100301011102,0.644118708278
100301011103,0.480241822941
100301011104,0.00647715160088
100301011105,1.88353768824
100301011106,0.269319512195
100301011107,0.364495836106
100301011201,0.463656496666
100301011202,0.153759812176
100301011203,0.244574207242
100301011204,0.023867323094
100301011205,0.126050490358
100301011301,0.0102270842867
100301011302,0.0111199275561
100301011303,0.0246668998965
100301011304,0.0144223933866
100301011305,0.026070380789
100301011306,0.0253675296945
100301011307,0.0238686219909
100301011308,0.0190181785818
100301011309,0.0
100301011310,1.10555024069
100301011401,0.00511315424604
100301011402,0.136315042476
100301011403,0.0154976341419
100301011404,0.0
100301011405,0.414786525802
100301011406,0.325788350108
100301011501,0.145223369827
100301011502,0.130336554099
100301011503,1.20351118555
100301011504,1.98394018761
100301011601,0.0
100301011602,0.377359905574
100301011603,0.825673536227
100301011604,0.00304889529738
100301011605,0.030417265854
100301011606,0.00279780890088
100301011607,0.629345231426
100301011701,0.00303256217689
100301011702,0.0
100301011703,0.00282218290043
100301011801,0.00589882082924
100301011802,0.0227153413297
100301011803,0.261512452881
100301011804,0.00114747332347
100301011805,0.0
100301011806,0.0145733820312
100301011807,0.166597141053
100301011808,0.675295058072
100301011809,0.687392082405
100301011901,0.00607754044858
100301011902,0.0318177153833
100301011903,0.0
100301011904,0.20154390793
100301011905,0.00484747801671
100301011906,0.119010559917
100301012001,0.00744519026642
100301012002,0.0369541088019
100301012003,0.0308141147827
100301012004,0.00161765209244
100301012005,0.00963835477617
100301012006,0.0220344063132
100301012007,0.0
100301012008,0.150127451232
100301020101,0.0
100301020102,0.0
100301020103,0.0026085819201
100301020104,0.116327008105
100301020105,0.0623615714222
100301020201,0.0
100301020202,0.203515853911
100301020203,0.117896597271
100301020301,0.767827178255
100301020302,0.921948926225
100301020303,0.941753388355
100301020304,0.214882975311
100301020401,0.00282909157816
100301020402,0.304327540107
100301020403,0.124282682718
100301020404,0.325124211404
100301020405,0.229744469867
100301020406,0.0245436021058
100301020501,0.227729383812
100301020502,0.0100678026992
100301020503,0.0108910185441
100301020504,0.395183579277
100301020601,0.0129443931185
100301020602,0.00175533379602
100301020603,0.0913460593028
100301020604,1.14199018242
100301020605,0.717737765044
100301020606,0.263128555603
100301020607,0.497280529789
100301020608,2.205469545
100301020701,0.230905201323
100301020702,1.3347836384
100301020703,0.76913057903
100301020704,1.87934823744
100301020705,0.645052148358
100301020706,0.544974940846
100301020707,3.40225323685
100301020708,1.68644244653
100301020801,2.61948886506
100301020802,2.63306570364
100301020803,2.37464563268
100301020804,3.05647158509
100301020805,1.89265713291
100301020901,0.0730226084271
100301020902,2.10660850676
100301020903,1.40738908346
100301020904,4.36454787359
100301020905,3.28160902717
100301021001,1.67141590397
100301021002,4.60416603781
100301021003,4.80480968433
100301021101,3.93707289992
100301021102,2.84789792358
100301021103,3.94034597859
100301021201,1.09915408811
100301021202,3.03793585666
100301021203,4.9893941937
100301021204,3.36670875492
100301021301,0.0
100301021302,0.187787015627
100301021303,1.48199423703
100301021304,2.6805495038
100301021401,3.99350026698
100301021402,2.8018159684
100301021403,4.35693211851
100301021404,3.09521123327
100301021405,3.70059372132
100301021406,2.89108508074
100301021501,0.584370758937
100301021502,0.299544324848
100301021503,3.60584141085
100301021504,2.29982957313
100301021505,2.52415042817
100301021601,2.83478022817
100301021602,1.54075677007
100301021603,3.47139058486
100301021604,2.95951081417
100301021605,1.8720404702
100301030101,0.0128744258444
100301030102,0.032998446388
100301030103,0.0939523196431
100301030104,0.066158738303
100301030105,0.457278999774
100301030201,0.244052903567
100301030202,0.127290189602
100301030203,0.0148330920846
100301030204,0.407978263386
100301030205,1.41448551868
100301030206,1.16001311781
100301030207,0.447954163324
100301030208,0.119521573845
100301030209,0.39165580733
100301030210,1.73572680086
100301030301,0.0132881565592
100301030302,0.371550944432
100301030303,0.210993996012
100301030304,0.14525391211
100301030305,0.00223999200766
100301030306,0.419088711088
100301030401,0.0154878617939
100301030402,0.175772688407
100301030403,0.0113712409283
100301030404,0.00033393012437
100301030405,0.0113488673892
100301030406,0.0941658874443
100301030501,0.0630163616979
100301030502,0.500732685089
100301030503,0.2058318897
100301030504,0.131931462521
100301030505,0.0427882973188
100301030506,0.10446573652
100301030507,0.173508297242
100301030601,0.011797828295
100301030602,0.0193774615534
100301030603,0.03973184673
100301030604,0.00334248231547
100301030605,0.0
100301030606,0.00615708430344
100301030701,0.0322126409735
100301030702,0.0589517276433
100301030703,0.0448989769344
100301030704,0.00108609991465
100301030705,0.00832390807581
100301030801,0.00230641639288
100301030802,0.000145759173538
100301030803,0.000183713160246
100301030901,0.0123771736211
100301030902,0.0277506520452
100301030903,0.0
100301030904,0.0
100301030905,0.0
100301030906,0.0914168899681
100301031001,0.0711152986746
100301031002,0.289135736122
100301031003,0.4195210327
100301031004,0.105195348454
100301031005,0.00612414859499
100301031006,0.0236328034986
100301031007,0.0154596499129
100301031008,0.365215722434
100301031101,0.0261889084149
100301031102,1.34639734735
100301031103,1.33739237739
100301031104,0.0427498770156
100301031105,0.709255371912
100301031106,2.36242658661
100301040101,0.0
100301040102,0.0
100301040103,0.0
100301040104,0.0
100301040105,0.0
100301040106,0.0
100301040107,0.0
100301040108,0.0
100301040109,0.0
100301040110,0.0
100301040111,0.0
100301040201,0.0
100301040202,0.00155866732944
100301040203,0.0
100301040204,0.0
100301040205,0.0
100301040206,0.0
100301040207,0.0
100301040208,0.0
100301040301,0.130447341841
100301040302,0.304650827095
100301040303,0.331949787049
100301040304,0.0392557468779
100301040401,0.0119255021824
100301040402,0.0
100301040403,0.00249227879649
100301040404,0.0379505014652
100301040405,0.0
100301040406,0.108571141513
100301040501,0.0934188955447
100301040502,0.235998665374
100301040503,0.154737214934
100301040504,0.127667579625
100301040505,0.0722733197855
100301040506,1.53714935629
100301040601,1.46896508916
100301040602,3.3047193813
100301040603,0.480090940814
100301040604,0.283575924269
100301040605,3.49911065044
100301040701,2.84462719643
100301040702,0.0867453574514
100301040703,0.166899761955
100301040704,0.90046201779
100301040705,2.70841979418
100301040706,2.48722458653
100301040707,4.5428883864
100301040708,3.1928913262
100301040801,3.64221042956
100301040802,4.11510406824
100301040803,3.89685526373
100301040804,3.45450828596
100301040805,6.40672715722
100301040806,5.50150090845
100301040807,5.81730430127
100301040808,3.87153368403
100301040809,0.786464106006
100301040901,3.7898726665
100301040902,3.58872313522
100301040903,1.95085872624
100301040904,3.16972809821
100301040905,3.98233083193
100301040906,5.06846111601
100301040907,2.8253146442
100301050101,0.0145445803945
100301050102,0.0093097270914
100301050103,0.0
100301050104,0.0
100301050105,0.0128213733585
100301050201,0.0179362288893
100301050202,0.471175719754
100301050203,0.286347896217
100301050204,0.125954968272
100301050205,0.273660138941
100301050206,0.89423655064
100301050207,1.16278811484
100301050301,0.00854426181354
100301050302,0.0
100301050303,0.0
100301050304,0.0177568458622
100301050305,0.0429979301178
100301050306,0.0565627021074
100301050401,1.17835778121
100301050402,0.0855463095058
100301050403,0.27241412259
100301050404,0.27517243483
100301050405,2.65771523748
100301050406,5.0941402654
100301050407,6.03493971972
100301050408,2.14978241539
100302010101,0.000534535689607
100302010102,0.0315975301012
100302010103,0.0
100302010104,0.0249349083814
100302010105,0.0289415198786
100302010106,0.0445082828334
100302010201,0.00140915861513
100302010202,0.000258825786515
100302010203,0.0893510604677
100302010204,0.0
100302010205,0.0659913787476
100302010206,0.0554920383934
100302010301,0.0194494836118
100302010302,0.634610064738
100302010401,0.0301980562923
100302010402,0.156971214841
100302010501,0.276356505644
100302010502,0.376015697805
100302010503,0.549726301231
100302010504,3.93444853263
100302010601,0.0
100302010602,0.0
100302010603,0.00518723864196
100302010604,0.205390394058
100302010605,2.37366882904
100302010606,2.47050057756
100302010607,1.50070886826
100302010608,3.92123416056
100302010701,0.152837557965
100302010702,1.72825972341
100302020101,0.00374834652436
100302020102,0.0638039861744
100302020103,0.257538641978
100302020104,0.503586776093
100302020201,0.259092466293
100302020202,0.0690830536765
100302020203,0.174589368571
100302020204,1.65915627212
100302020301,2.26962636355
100302020302,1.64594946444
100302020303,2.12266428841
100302020304,2.39461390671
100302020305,2.40684477839
100302020401,1.74872140802
100302020402,2.95370289224
100302020403,2.3774887565
100302020404,3.8884330453
100302020501,2.22510481081
100302020502,2.37620881671
100302020503,3.64343765788
100302020504,3.8922316315
100302020505,4.22498371883
100302020601,1.04082848244
100302020602,0.147137466546
100302020603,2.86743616599
100302020604,2.93669339887
100302020701,3.59989852287
100302020702,3.50842765992
100302020703,3.66644890469
100302020704,3.92954534336
100302020705,3.00844021138
100302020706,2.32716131786
100302030101,2.63297660853
100302030102,5.35148882586
100302030103,3.61467425214
100302030104,0.338706381066
100302030201,2.13007082121
100302030202,1.32851040827
100302030203,2.10596925354
100302030204,1.52951728159
100302030205,1.48145222894
100302030301,0.985913818873
100302030302,1.38594091479
100302030303,0.66987838171
100302030304,1.34709607372
100302030401,2.59300862233
100302030402,3.20885384365
100302030403,3.20526857168
100302030501,1.3572506405
100302030502,1.6968726477
100302030601,2.63719369986
100302030602,0.42422851443
100302030603,3.05856186675
100302030604,4.70778908337
100302030605,3.18600495406
100302030606,1.9018398617
100302030701,2.76965703902
100302030702,3.76376424312
100302030703,3.97499807939
100302030704,4.74502662196
100302030705,4.52217895626
100302030706,3.0369412291
100302030801,2.7949084711
100302030802,1.29079972104
100302030803,0.902832150631
100302030804,1.48064117909
100302030805,1.70998594712
100302030901,5.43571567625
100302030902,5.25543492326
100302030903,5.71453627415
100302030904,3.94308273286
100302031001,5.38711132422
100302031002,5.96709363523
100302031101,5.6116620011
100302031102,6.02610864257
100302031201,4.04277254352
100302031202,5.12632665839
100302031301,5.24798988019
100302031302,3.8618094882
100302031303,3.96443525339
100302031304,2.71059716076
100302031305,3.16333585892
100302031306,1.44378370767
100302031401,4.06417848413
100302031402,2.14140644209
100302031403,1.80204064313
100302031501,1.88845209965
100302031502,3.36445079557
100302031503,3.59988887484
100302031504,2.11807597749
100302031601,0.989134389555
100302031602,0.315086770369
100302031603,1.99313255241
100302031604,2.92626695168
100302031701,3.24529722243
100302031702,3.40636168094
100302031703,3.11327058184
100302031801,2.83089076407
100302031802,3.5161165863
100302031803,3.34402292488
100302031804,3.1313339577
100302031901,3.50939438052
100302031902,3.19810295553
100302031903,2.933627829
100302031904,2.94521717582
100302031905,2.95709453275
100302031906,2.73060118929
100302032001,3.49241924131
100302032002,3.14953465294
100302032003,2.90314851521
100302032004,2.79625754603
100302032005,3.21642733631
100302032006,2.4358133402
100302032101,1.28520960304
100302032102,0.577600219246
100302032103,0.743125214218
100302032104,3.20336588883
100302032105,1.93739909124
100302032106,3.29520779805
100302032107,2.03372498374
100302032108,2.19599548557
100302032201,1.59096364327
100302032202,3.26609153135
100302032203,2.87516605351
100302032204,1.57073743848
100302032205,3.4370013116
100302032206,1.82366428646
100302040101,2.2321045243
100302040102,2.25122382799
100302040201,0.940766689017
100302040202,2.51767540739
100302040301,0.0310234570118
100302040302,0.669566258952
100302040303,1.16981822511
100302040304,2.27971869535
100302040305,2.67995587274
100302040306,0.46204787508
100302040401,3.27447068083
100302040402,2.77950887144
100302040403,2.08859193783
100302040404,2.5991877065
100302040405,3.20947910095
100302040406,2.59571633425
100302040501,2.59310327472
100302040502,2.83696563174
100302040601,1.83300217883
100302040602,2.98165803784
100302040603,2.42520144091
100302040604,1.77773256729
100302050101,0.0
100302050102,0.0
100302050103,0.00101735444678
100302050104,0.0103121917129
100302050105,0.0817535725877
100302050201,0.467335310679
100302050202,0.143515305647
100302050203,0.267641867339
100302050204,1.2775142581
100302050301,0.0689825982765
100302050302,0.0748595408904
100302050303,0.100305218167
100302050304,0.73256018077
100302050305,0.635507567707
100302050306,0.723766171307
100302050401,0.646402326881
100302050402,2.03380001846
100302050403,0.252124957451
100302050404,3.07674712726
100302050405,2.57361271239
100302050406,6.02048855819
100302050501,5.3543017567
100302050502,6.52511609482
100302050601,0.139871608639
100302050602,0.845292867166
100302050603,0.52458345208
100302050604,1.02925759646
100302050701,0.448883362195
100302050702,3.33067887892
100302050801,3.86550573983
100302050802,4.63326101121
100302050803,4.69218177699
100302050804,4.9201117002
100302050805,5.79371888556
100302050901,4.76634083033
100302050902,4.8411072378
100302050903,5.0872067891
100302050904,5.23411711924
100302050905,5.10401189249
100302051001,6.07959767005
100302051002,4.51530945477
100302051003,5.16840096905
100302051004,3.36314174973
100302051005,3.48991259848
100302051006,4.30651028264
100302051007,3.36626518203
100302051101,4.2217899711
100302051102,3.04432934944
100302051103,2.77160742316
100302051104,4.03128491717
100302051105,4.23247273184
100302051106,3.36233783837
100302051201,2.68053415007
100302051202,4.08930834541
100302051203,2.40412871083
100302051204,2.10820941794
100302051205,1.47062313507
100401010101,0.888679065659
100401010102,2.85101072308
100401010201,0.0200128785888
100401010202,1.3427892611
100401010203,3.19142646827
100401010204,1.47229743892
100401010205,1.62449187168
100401010301,2.46523231735
100401010302,2.15505577202
100401010303,3.08201595508
100401010304,3.71363296385
100401010305,3.50207269218
100401010306,2.04357663212
100401010307,1.98047717084
100401010308,2.07360519632
100401010309,1.82337606815
100401010310,1.76703302647
100401010401,0.754589044718
100401010402,2.12855387874
100401010403,1.05985769713
100401010501,1.37184216406
100401010502,1.56140055396
100401010503,1.78445489367
100401010504,2.76122343773
100401010505,1.96060854386
100401010506,2.99163948999
100401010507,1.92727907826
100401010508,0.465748935319
100401010601,0.00527221124155
100401010602,0.0880118562281
100401010701,0.00542847554306
100401010702,0.00256187803626
100401010703,0.08965891754
100401010704,0.0766049977304
100401010705,0.290468830424
100401010801,0.0729418853632
100401010802,0.189109998275
100401010803,0.185714730337
100401010901,0.00167323820661
100401010902,0.0365668419662
100401010903,0.0933893088388
100401011001,3.27591204024
100401011002,0.52512205599
100401011003,0.539500859097
100401011004,0.650050398051
100401011005,0.15374018094
100401011006,0.256352254719
100401011007,0.0509644646287
100401011008,0.397771766295
100401011009,0.000490628816092
100401020101,0.34707019523
100401020102,1.0753233378
100401020201,0.354235329
100401020202,0.16487096036
100401020203,0.244477866568
100401020204,0.934160403653
100401020205,0.355594893569
100401020206,0.327603285899
100401020207,0.105816376478
100401020208,1.58635599378
100401020301,3.59754577069
100401020302,4.75672623324
100401020303,2.9755912483
100401020304,0.798699595141
100401020401,2.10525543073
100401020402,1.19857158077
100401020403,0.295492050958
100401020501,0.533616323516
100401020502,3.92493924056
100401020503,2.22403031646
100401020504,3.61242849527
100401020505,3.40948439834
100401020506,4.28910033304
100401020507,3.64844244206
100401020508,2.75915953306
100401020509,3.92613848148
100401020510,0.992343163448
100401020601,0.703755107204
100401020602,0.26249051448
100401020603,0.561888742234
100401020604,0.397381067722
100401030101,0.865911993043
100401030102,1.36286355466
100401030103,0.809532432868
100401030104,0.561100726322
100401030105,2.15574610692
100401030106,2.41362173993
100401030201,1.85677869997
100401030202,3.0750938978
100401030203,4.88809920804
100401030204,0.49369246485
100401030205,4.15311310673
100401030301,0.0
100401030302,0.0
100401030303,0.0
100401030304,0.0
100401030401,0.00176907739663
100401030402,0.0
100401030501,0.00538251713212
100401030502,0.0570568890332
100401030503,0.244522934382
100401030504,0.0511028177159
100401030505,0.0
100401030506,0.830946546484
100401030507,1.53589132146
100401030508,4.57978067283
100401030509,3.42274945149
100401030601,0.545995222715
100401030602,2.35992348384
100401030603,1.04951547397
100401030604,1.19523668023
100401030701,0.186066159605
100401030702,0.307487348608
100401030703,0.428740684516
100401030704,0.725219396209
100401030705,0.18247508653
100401030706,1.1243187117
100401030707,1.18648856924
100401030708,2.06902702027
100401030801,0.615121329592
100401030802,0.892931096601
100401030803,0.505546784125
100401030804,1.34606947411
100401030901,0.720082422228
100401030902,1.10736936387
100401030903,2.19345230259
100401030904,3.84888063194
100401030905,4.02587914364
100401030906,3.85324870707
100401030907,2.82171724709
100401030908,2.21183919219
100401031001,1.29548717649
100401031002,1.56909959187
100401031101,0.00434270890048
100401031102,0.0363484388668
100401031201,0.0381449903137
100401031202,2.72043212457
100401031203,3.44396847233
100401031204,3.61679984848
100401031301,3.65640140804
100401031302,2.16965972588
100401031303,2.76500445006
100401031304,1.50853055547
100401031305,1.26427428383
100401031306,1.6609624492
100401031401,1.89269803087
100401031402,0.71872897544
100401031403,0.226032827266
100401031404,1.82929517076
100401031405,1.92039960749
100401031406,0.668407354869
100401031407,0.855510282115
100401031408,0.901336142259
100401040101,0.182645741218
100401040102,0.111306317215
100401040103,0.364252368371
100401040104,0.170788905627
100401040105,0.380521858827
100401040201,0.0158684374706
100401040202,0.00288435525449
100401040203,0.0588182935103
100401040204,0.0163509124355
100401040205,0.331850389656
100401040206,0.0
100401040207,0.135447558313
100401040208,0.191054959617
100401040209,0.0
100401040301,0.278723054304
100401040302,0.302691791486
100401040303,0.167299755913
100401040401,0.806898077945
100401040402,0.317740486898
100401040403,0.561226365197
100401040404,0.215245825988
100401040405,0.0957161544405
100401040501,0.0645559064827
100401040502,0.382524659873
100401040503,0.0328852601817
100401040504,0.0
100401040601,0.0288617505709
100401040602,0.0651397879541
100401040603,0.0
100401040701,0.0641979728878
100401040702,0.946888736535
100401040703,0.0
100401040704,0.0
100401040705,0.0
100401040706,0.0
100401040707,0.0179327883393
100401040708,0.0
100401040709,0.000570850535814
100401040710,0.000716237317796
100401040801,0.0381296246165
100401040802,0.0
100401040901,0.000387270256121
100401040902,0.0
100401040903,0.0644520383026
100401040904,0.0
100401041001,0.0247512172691
100401041002,0.0897573884767
100401041003,0.00151547454234
100401041004,0.0221716955362
100401041101,0.0
100401041102,0.00124174318537
100401041103,0.0
100401041104,0.00195201695194
100401041105,0.0
100401041106,0.000197155471112
100401041107,0.0
100401041108,0.0
100401041109,0.000460825845076
100401041110,0.00073910317291
100401041201,0.250830553481
100401041202,0.337104760518
100401041203,0.477485331191
100401041204,0.031208891177
100401041205,0.0
100401041301,0.239374471485
100401041302,0.0
100401041303,0.0175485641706
100401041304,0.00640399850726
100401041401,2.44487160079
100401041402,0.0802055484667
100401041403,0.785819737106
100401041501,0.0
100401041502,0.0
100401041503,0.0
100401041504,0.0
100401041505,0.0
100401041506,0.00279584700852
100401041507,0.00014460943949
100401041601,0.0
100401041602,0.00252281938519
100401041603,0.00145913795577
100401041604,0.0020175340852
100401041605,0.0
100401041701,0.350764284166
100401041702,0.22000174102
100401041801,0.405774638182
100401041802,0.0519283802042
100401041803,0.0
100401041804,0.000388558665062
100401041901,0.0160599518653
100401041902,0.0945324346697
100401041903,0.0
100401042001,0.0
100401042002,0.0103719053102
100401042003,0.0159648938705
100401042004,0.0
100401042005,0.0
100401042006,0.0
100401042007,0.0
100401042008,0.0716407844185
100401042009,0.00556481202235
100401042010,0.0
100401042101,0.731443553832
100401042102,0.687316556284
100401042103,0.825869435306
100401042104,0.259340409542
100401042105,1.95711942737
100401042106,0.568559939754
100401042107,0.236828521289
100401042108,0.0373624409591
100401042201,0.463599328932
100401042202,0.113618983398
100401042301,1.19252385388
100401042302,0.0273755331584
100401042303,0.0
100401042304,0.55362379509
100401042401,0.116997207622
100401042402,0.27754441854
100401042501,0.149982818242
100401042502,0.093202931289
100401042503,0.0
100401042504,0.00203776801067
100401042505,0.0
100401042506,0.0223268256558
100401042507,0.0
100401042601,0.0
100401042602,0.0168821574068
100401042603,0.0
100401042604,0.0
100401042605,0.0
100401042606,0.000288432601702
100401042701,0.0
100401042702,0.000578804268607
100401042703,0.0
100401042704,0.0
100401042705,0.000932290984444
100401042706,0.0
100401042707,0.0
100401042708,0.0
100401042709,0.0226028611513
100401042710,0.0
100401050101,0.187063823028
100401050102,0.610073956598
100401050103,0.600829448381
100401050201,1.3221668958
100401050202,0.707485817768
100401050301,0.31121017784
100401050302,0.328936508286
100401050303,0.912241172837
100401050304,0.0461358505581
100401050305,0.0810438440472
100401050306,0.251119763275
100401050401,1.21479574117
100401050402,1.00883875628
100401050501,1.28962792576
100401050502,0.713888741464
100401050601,0.640558153409
100401050602,0.063297453742
100401050603,0.521240932763
100401050604,0.0
100401050605,0.0
100401050606,0.0813410081774
100401050607,0.0153764322413
100401050608,0.606791890411
100401050609,0.594928394652
100401050610,0.00996435829311
100401050611,0.0
100401050612,0.188644103203
100401050701,0.920178968323
100401050702,0.650939739096
100401050703,0.0784626862359
100401050704,0.356763263087
100401050705,0.117989428257
100401050706,0.383473456267
100401050801,0.000891732016347
100401050802,0.0938237756961
100401050803,0.264376318945
100401050804,0.203435747807
100401050805,0.0805855845451
100401050806,0.285577473178
100401050901,0.293066753045
100401050902,0.223307073903
100401050903,0.00294527001987
100401050904,0.0858677498689
100401050905,0.169813304835
100401050906,0.059664665505
100401050907,0.192524930072
100401050908,0.218025987442
100401060101,0.145618492853
100401060102,0.125565850654
100401060103,0.0
100401060104,0.0511659573717
100401060105,0.0
100401060106,0.0
100401060107,0.0
100401060108,0.0
100401060201,0.0012997171453
100401060202,0.350392090994
100401060203,1.14450934798
100401060204,0.877627750815
100401060301,0.618964031898
100401060302,0.956271098353
100401060303,1.2807660197
