HUC_12,Acres_Unpo
101202010408,286.444588276
101202010501,46.4805271397
101202010502,34.0264145363
101202010503,1.77915893029
101202010504,31.5800710649
101202010505,43.5893903908
101202010506,186.589292909
101202010507,5.33747680128
101202010508,0.0
101202010601,15.1228508271
101202010602,4.670292198
101202010603,0.0
101202010604,12.2317176675
101202010605,15.1228509251
101202010701,0.0
101202010702,0.0
101202010703,0.0
101202010704,0.0
101202010705,0.0
101202010706,0.0
101202010707,0.0
101202010801,0.0
101202010802,0.0
101202010803,1.11197433192
101202010804,0.0
101202010805,0.0
101202010806,0.0
101202010901,0.0
101202010902,0.0
101202010903,0.0
101202010904,0.0
101202010905,0.0
101202010906,0.0
101202010907,0.0
101202020101,0.0
101202020102,0.0
101202020103,2.09232994207e-05
101202020104,5.24539089299e-05
101202020105,0.0
101202020106,9.40564659453e-07
101202020107,0.0
101202020108,0.0
101202020109,0.0
101202020110,2.22395015892
101202020201,2.06360571558e-08
101202020202,21.7946909511
101202020203,1.11197414019
101202020204,0.0
101202020205,0.0
101202020206,0.0
101202020207,0.0
101202020208,0.0
101202020301,0.444789733091
101202020302,10.8973484618
101202020303,7.78382033242
101202020304,0.0
101202020401,2.66873933041
101202020402,1.1119743318
101202020403,7.33902959291
101202020404,38.0295221524
101202020405,19.7931431395
101202020406,0.222395331691
101202020407,5.1150814672
101202020408,2.47188764238e-08
101202020501,156.565984952
101202020502,174.135180419
101202020503,0.0
101202020504,0.444789732946
101202020601,0.44478971874
101202020602,1.11197444105
101202020603,0.444789733744
101202020604,3.33592299709
101202020605,0.222394866312
101202020701,0.0
101202020702,0.0
101202020703,0.0
101202020704,0.0
101202020705,0.0
101202020706,0.0
101202020801,0.0
101202020802,0.0
101202020803,1.77915893096
101202020804,0.889579465726
101202020805,0.0
101202020901,0.0
101202020902,0.0
101202020903,0.0
101202020904,0.0
101202021001,19.3483533893
101202021002,0.667184600353
101202021003,10.0077689954
101202021004,1.55676406557
101202021101,0.0
101202021102,0.0
101202021201,2.66873839613
101202021202,4.44789733323
101202021203,0.0
101202021204,0.0
101202021205,0.0
101202021206,0.0
101202021207,0.0
101202021301,0.0
101202021302,0.0
101202021303,0.0
101202021304,0.0
101202021305,0.0
101202021401,0.0
101202021402,0.0
101202021403,0.0
101202021404,0.0
101202030101,0.0
101202030102,0.0
101202030103,27.5769635033
101202030104,0.0
101202030105,0.0
101202030201,0.0
101202030202,0.0
101202030203,0.0
101202030204,198.821010571
101202030205,0.0
101202030301,0.0
101202030302,0.0
101202030303,0.0
101202030304,0.0
101202030401,0.0
101202030402,0.0
101202030403,0.0
101202030404,0.0
101202030405,0.0
101202030406,0.0
101202030407,0.0
101301010101,0.0
101301010102,0.0
101301010103,0.0
101301010104,0.0
101301010201,0.0
101301010202,0.0
101301010203,0.0
101301010204,0.0
101301010301,0.0
101301010302,0.0
101301010303,0.0
101301010304,0.0
101301010305,0.0
101301010401,0.0
101301010402,0.0
101301010403,0.0
101301010501,0.444789732757
101301010502,181.696606011
101301010503,12.6765073941
101301010504,0.0
101301010505,0.0
101301010506,174.357575242
101301010601,0.0
101301010602,0.0
101301010603,0.0
101301010604,0.0
101301010605,1004.55761199
101301010606,0.0
101301010607,1.11197433306
101301010608,0.0
101301010609,0.0
101301010701,0.0
101301010702,0.0
101301010703,0.0
101301010704,0.0
101301010705,0.0
101301010801,0.0
101301010802,0.0
101301010803,0.0
101301010804,0.0
101301010805,0.0
101301010806,0.0
101301010901,0.0
101301010902,0.222394866382
101301010903,0.0
101301011001,0.0
101301011002,0.0
101301011003,0.0
101301011004,0.0
101301011005,0.0
101301020101,0.0
101301020102,0.0
101301020103,0.0
101301020104,0.0
101301020105,0.0
101301020106,0.0
101301020201,0.0
101301020202,0.0
101301020203,0.0
101301020204,0.0
101301020205,0.0
101301020301,0.0
101301020302,30.6904915529
101301020303,1.77915893279
101301020304,0.0
101301020305,0.0
101301020306,0.0
101301020307,0.0
101301020401,0.0
101301020402,743.021249275
101301020403,567.996489205
101301020404,0.0
101301020405,0.0
101301020406,0.0
101301020501,0.0
101301020502,0.0
101301020503,0.222394866288
101301020504,0.0
101301020505,0.222394866499
101301020506,0.0
101301020601,0.0
101301020602,63.6049318154
101301020603,205.048066934
101301020604,0.0
101301020605,0.0
101301020606,0.0
101301020607,1.33436919805
101301020701,0.0
101301020702,0.0
101301020703,0.0
101301020704,0.0
101301020705,0.0
101301020801,287.556531018
101301020802,770.598212555
101301020803,19.3483545868
101301020804,338.262587022
101301020805,1.90775155242e-05
101301020806,5.72195117668e-06
101301020807,0.222394864233
101301020901,0.0
101301020902,2.47173332099e-08
101301020903,69.6095924319
101301020904,0.667185385588
101301020905,0.0
101301020906,0.0
101301021001,0.0
101301021002,0.0
101301021003,0.0
101301021004,81.396521045
101301021005,108.083905189
101301021006,31.3576760639
101301021007,0.889579466069
101301021008,0.0
101301021101,9.34058437687
101301021102,9.75861253477e-08
101301021103,0.0
101301021104,33.1368350886
101301021105,1.476068049e-08
101301021201,0.0
101301021202,0.0
101301021203,0.0
101301021204,0.0
101301021205,0.444789733353
101301021301,0.0
101301021302,0.0
101301021303,0.0
101301021304,0.0
101301021305,0.0
101301021306,209.718358873
101301021307,0.0
101301021401,0.0
101301021402,0.0
101301021403,0.0
101301021404,0.0
101301021405,0.0
101301021501,0.0
101301021502,0.0
101301021503,0.0
101301021504,0.0
101301021505,0.0
101301021506,0.0
101301021507,0.0
101301021508,0.0
101301021601,0.0
101301021602,2.22394843934
101301021603,0.0
101301021604,0.0
101301021605,0.444789733964
101301021606,0.0
101301021701,0.0
101301021702,0.0
101301021703,0.0
101301021704,0.0
101301021705,614.032231335
101301021706,1.77915893077
101301030101,58.0450600994
101301030102,1.55676406394
101301030103,206.160041371
101301030201,45.5909476842
101301030202,23.7962507148
101301030203,84.5100494235
101301030204,3.7807127316
101301030205,8.00621519675
101301030206,325.808479717
101301030301,0.0
101301030302,0.0
101301030303,489.713495855
101301030304,307.349705625
101301030305,249.304645592
101301030306,101.412059197
101301030307,17.1244047187
101301030401,17.1244047323
101301030402,531.968520914
101301030403,52.0403988036
101301030404,308.9064696
101301030405,87.6235774149
101301030406,356.498971391
101301030501,797.50798987
101301030502,199.265800483
101301030503,412.764872117
101301030504,1.77915893214
101301030505,23.1290661318
101301030506,304.236177152
101301030601,112.531802439
101301030602,808.182944834
101301030603,124.541125432
101301030701,107.639115443
101301030702,294.006013195
101301030703,243.744773567
101301030704,10.4525587415
101301030705,582.45215543
101301030706,488.156731975
101301030801,393.416518884
101301030802,70.2767777403
101301030803,107.861510414
101301030804,731.456716078
101301030805,603.134877835
101301030901,147.670191173
101301030902,1080.83905175
101301030903,459.690188444
101301030904,9.34058439774
101301030905,404.981052073
101301031001,1210.71765419
101301031002,211.275123551
101301031003,781.050771434
101301031004,1541.64121381
101301031005,29.8009121685
101301031006,0.0
101301031007,4.44789733084
101301031101,374.735350041
101301031102,127.432258481
101301031103,6.67184599696
101301031104,134.548894296
101301031105,23.351460944
101301031106,27.1321737752
101301031107,127.209863626
101301031201,32.9144402433
101301031202,101.189664184
101301031203,883.574804851
101301031301,81.3965211121
101301031302,67.8304342542
101301031303,24.6858301969
101301031304,982.985309113
101301031401,107.416720563
101301031402,624.262390104
101301031403,154.564432145
101301031404,930.500121487
101301031405,0.0
101301031406,1.55676406511
101301031501,118.981253653
101301031502,40.031075975
101301031503,150.561324744
101301031504,0.0
101301031505,50.0388449668
101301040101,56.2659013153
101301040102,1.33436919937
101301040103,0.0
101301040201,18.4587739449
101301040202,0.0
101301040203,10.4525587279
101301040204,0.0
101301040301,39.8086811224
101301040302,818.413108454
101301040303,32.2472556891
101301040304,451.906368516
101301040305,10.2301638523
101301040306,70.0543830561
101301040401,387.856646666
101301040402,364.505186791
101301040403,16.2348252571
101301040404,403.646682951
101301040501,309.573654083
101301040502,625.374364761
101301040503,1190.92451015
101301040504,285.110218818
101301040505,36.917547838
101301040601,999.220132823
101301040602,23.3514609962
101301040603,18.2363790678
101301040604,0.0
101301040605,195.485087458
101301040606,15.3452457945
101301050101,360.502151721
101301050102,742.354031808
101301050103,290.225359818
101301050104,155.454012095
101301050105,169.68728284
101301050106,816.411555454
101301050107,1107.30403789
101301050108,205.27046236
101301050201,0.0
101301050202,0.0
101301050203,5.33747679117
101301050204,23.7962490684
101301050205,144.334268686
101301050206,336.261037898
101301050207,564.438171302
101301050301,73.1679110257
101301050302,234.848979397
101301050303,283.998244262
101301050304,102.524033752
101301050305,183.253370023
101301050306,142.555105567
101301050401,337.817851149
101301050402,7.33903082157
101301050403,668.518900835
101301050404,0.667202278463
101301050405,0.2223948666
101301050406,0.0
101301050501,534.637259207
101301050502,1073.27762746
101301050503,1544.53234797
101301050504,185.477318579
101301050601,1275.21216064
101301050602,2.22394866702
101301050603,1.11197433169
101301050604,1.77916505121
101301050605,106.304733217
101301050701,832.646338298
101301050702,3953.73593427
101301050703,3567.88079196
101301050704,1393.52623649
101301050705,3701.98499665
101301050801,0.444789727329
101301050802,1.1501038459e-07
101301050803,1.33436902849
101301050804,6.53076923158e-09
101301050901,0.0
101301050902,0.0
101301050903,0.0
101301050904,0.0
101301051001,0.0
101301051002,9.56297924723
101301051003,1.77915994677
101301051004,1.85853894816e-08
101301051005,5.55987169216
101301051101,0.0
101301051102,0.0
101301051103,1.56382084045e-08
101301051104,0.222394836948
101301051105,5.5888937319e-08
101301051201,2.98034757149e-09
101301051202,0.8895795658
101301051203,24.4634345351
101301051301,0.0
101301051302,1.1213407645e-10
101301051303,0.44478972976
101301051304,5.58030495263e-09
101301051401,0.0
101301051402,0.0
101301051403,9.46753888554e-09
101301051404,1.55676388929
101301051405,0.444789838378
101301051406,1.55676412538
101301051407,9.64903017778e-08
101301051408,3.55831835251
101301051501,4.89268653431
101301051502,1.77915897192
101301051503,0.444789767699
101301051504,0.0
101301051505,1.11197436613
101301051601,2819.07735329
101301051602,1760.03296756
101301051603,0.66719587041
101301051604,2.00155606443
101301051605,1.79394054715e-07
101301051606,3.55831772359
101301051607,2.44634347873
101301051608,2.00155379977
101301051609,1.02811524302e-07
101301051701,3.75132824299e-06
101301051702,65.6064367878
101301051703,231.735441794
101301051704,511.952979466
101301051705,18.2363817443
101301051706,41.5878377351
101301051707,141.443134111
101301051708,256.198884388
101301051801,1546.08914178
101301051802,658.733513631
101301051803,1078.39268663
101301051804,913.153320128
101301051805,2165.01398139
101301051806,4194.36697658
101301051807,794.616862244
101301051901,1305.68034136
101301051902,574.668325012
101301051903,787.722617009
101301051904,2075.83385873
101301052001,1.08711227695e-09
101301052002,0.889604472112
101301052003,519.291985135
101301052004,823.305793412
101301052005,199.710590106
101301052006,1468.02851248
101301052007,505.948319545
101301052008,5.29461959433e-06
101301052009,4.89268706632
101301060101,0.0
101301060102,0.0
101301060103,0.0
101301060104,0.0
101301060201,15.7900354918
101301060202,0.0
101301060203,0.0
101301060204,0.0
101301060205,0.0
101301060301,0.0
101301060302,24.9082250457
101301060303,0.0
101301060304,0.444789732943
101301060305,135.660868797
101301060306,110.530244076
101301060307,0.0
101301060308,4.35880982587e-06
101301060309,1.08413047274e-05
101301060310,0.0
101301060311,0.222394881318
101301060401,0.0
101301060402,0.0
101301060403,1.77915880487
101301060404,0.0
101301060501,0.22239486614
101301060502,0.0
101301060503,0.0
101301060504,0.0
101301060601,1.41200579787e-06
101301060602,1.27363727198e-07
101301060603,21.3499057776
101301060604,0.0
101301060605,0.0
101301060606,0.0
101301060607,0.0
101301060608,2.46625760753e-08
101302010101,0.0
101302010102,0.0
101302010103,0.0
101302010104,0.0
101302010105,0.0
101302010106,0.0
101302010107,0.0
101302010108,0.0
101302010109,0.0
101302010201,0.0
101302010202,0.0
101302010203,0.0
101302010301,0.0
101302010302,0.0
101302010303,0.0
101302010304,0.0
101302010305,0.0
101302010306,0.0
101302010307,0.222394866649
101302010401,0.0
101302010402,0.0
101302010403,0.0
101302010404,0.0
101302010405,0.0
101302010406,0.0
101302010501,0.0
101302010502,0.0
101302010503,0.0
101302010504,0.0
101302010505,0.0
101302010506,0.0
101302010507,0.0
101302010508,0.0
101302010601,0.0
101302010602,0.0
101302010603,0.0
101302010604,0.0
101302010605,0.0
101302010606,0.0
101302010701,0.0
101302010702,0.0
101302010703,0.0
101302010704,0.0
101302010705,0.0
101302010801,0.0
101302010802,0.0
101302010803,0.0
101302010804,0.0
101302010805,0.0
101302010806,0.0
101302010807,0.0
101302010808,0.0
101302010901,0.0
101302010902,0.0
101302010903,0.0
101302010904,0.0
101302010905,0.0
101302010906,0.0
101302010907,0.0
101302010908,0.0
101302010909,0.0
101302011001,0.0
101302011002,0.0
101302011003,0.0
101302011004,0.0
101302011005,0.0
101302011006,0.0
101302011101,0.0
101302011102,0.0
101302011103,0.0
101302011104,0.0
101302011105,0.0
101302011106,0.0
101302011107,0.0
101302020101,386.522278452
101302020102,0.444789733349
101302020103,0.0
101302020104,45.3685528008
101302020105,60.9361935083
101302020106,0.0
101302020107,4.44789732497
101302020201,0.0
101302020202,0.0
101302020203,0.0
101302020204,0.0
101302020205,0.0
101302020206,0.0
101302020207,0.0
101302020208,2.66873839409
101302020209,0.0
101302020210,0.0
101302020301,229.511502143
101302020302,0.0
101302020303,403.869077412
101302020304,30.2457018542
101302020305,9.56297926855
101302020306,0.0
101302020307,0.0
101302020401,47.3701065419
101302020402,0.0
101302020403,0.0
101302020404,0.0
101302020405,0.0
101302020406,0.0
101302020407,0.0
101302020408,0.0
101302020501,0.0
101302020502,0.0
101302020503,0.0
101302020504,0.0
101302020505,0.0
101302020506,0.0
101302020507,0.0
101302020508,0.0
101302020509,0.0
101302020510,0.0
101302020511,0.0
101302020601,0.0
101302020602,0.0
101302020603,0.0
101302020604,0.0
101302020605,0.0
101302020606,0.0
101302020607,0.0
101302020608,0.0
101302020609,0.0
101302020610,0.0
101302030101,0.0
101302030102,0.0
101302030103,0.0
101302030104,0.0
101302030105,0.0
101302030106,0.0
101302030107,0.0
101302030108,0.0
101302030109,0.0
101302030201,0.0
101302030202,0.0
101302030203,0.0
101302030204,0.0
101302030205,0.0
101302030206,0.0
101302030301,0.0
101302030302,0.0
101302030303,0.0
101302030304,0.0
101302030305,0.0
101302030401,0.0
101302030402,0.0
101302030403,0.0
101302030404,0.0
101302030405,0.0
101302030501,0.0
101302030502,0.0
101302030503,0.0
101302030504,0.0
101302030505,0.0
101302030506,0.0
101302030507,0.0
101302030601,0.0
101302030602,0.0
101302030603,0.0
101302030604,0.0
101302030605,0.0
101302030606,0.0
101302030607,0.0
101302040101,0.0
101302040102,0.0
101302040103,0.0
101302040104,0.0
101302040105,43.144604121
101302040106,20.2379328543
101302040201,0.0
101302040202,0.0
101302040203,0.0
101302040204,0.0
101302040205,0.0
101302040206,0.0
101302040207,0.0
101302040208,0.0
101302040209,0.0
101302040301,0.0
101302040302,0.0
101302040303,0.0
101302040304,0.0
101302040305,0.0
101302040401,0.667184600693
101302040402,0.0
101302040403,4.00310759733
101302040404,0.0
101302040405,1.33436919899
101302040406,0.0
101302040407,0.0
101302040408,0.0
101302040501,0.0
101302040502,0.0
101302040503,0.0
101302040504,0.0
101302040505,0.0
101302040506,0.0
101302040507,0.0
101302040601,0.0
101302040602,0.0
101302040603,0.0
101302040604,0.0
101302040605,0.0
101302040606,0.0
101302040607,0.0
101302040701,0.0
101302040702,0.0
101302040703,0.0
101302040704,0.0
101302040705,0.0
101302050101,0.222394866412
101302050102,38.0295221708
101302050103,0.0
101302050104,0.0
101302050105,0.0
101302050201,0.0
101302050202,0.0
101302050203,0.0
101302050204,0.0
101302050205,0.0
101302050301,0.0
101302050302,0.0
101302050303,0.0
101302050304,0.0
101302050401,0.0
101302050402,0.0
101302050403,0.0
101302050404,10.4525587023
101302050405,0.0
101302050406,0.889579467374
101302050407,27.3545686097
101302050408,186.36689817
101302050501,0.0
101302050502,0.0
101302050503,0.0
101302050504,0.889579465706
101302050505,0.0
101302050506,0.0
101302050601,45.1461579206
101302050602,0.0
101302050603,9.78537412473
101302050604,0.0
101302050701,0.222394866678
101302050702,0.0
101302050703,38.4743118371
101302050704,0.0
101302050705,10.8973484789
101302050706,0.0
101302050707,0.0
101302050801,0.0
101302050802,0.0
101302050803,0.0
101302050804,0.0
101302050805,0.0
101302050901,0.0
101302050902,0.0
101302050903,0.0
101302050904,0.0
101302051001,0.0
101302051002,0.0
101302051003,0.0
101302051004,0.0
101302051005,0.0
101302060101,0.0
101302060102,0.0
101302060103,0.0
101302060104,0.0
101302060105,0.0
101302060106,0.0
101302060107,0.0
101302060201,0.0
101302060202,0.0
101302060203,0.0
101302060204,0.0
101302060205,0.0
101302060206,0.0
101302060207,0.0
101302060208,0.0
101302060209,0.0
101302060301,0.0
101302060302,0.0
101302060303,0.0
101302060304,0.0
101302060305,0.0
101303010101,273.768080542
101303010102,2.12297327851e-06
101303010103,1.61020931676e-06
101303010104,0.0
101303010105,158.345140561
101303010106,0.0
101303010107,24.4634358845
101303010108,38.4743119108
101303010201,0.0
101303010202,0.0
101303010203,4.22550245884
101303010204,310.240838546
101303010205,370.954637338
101303010206,99.6329003561
101303010207,0.0
101303010301,0.0
101303010302,0.0
101303010303,0.444789703011
101303010304,0.0
101303010305,0.0
101303010306,2.92899238763e-08
101303010401,0.0
101303010402,0.0
101303010403,0.0
101303010404,0.0
101303010405,0.0
101303010406,0.0
101303010407,0.0
101303010408,0.0
101303010501,0.0
101303010502,0.0
101303010503,0.0
101303010504,0.0
101303010505,114.533356098
101303010601,0.0
101303010602,0.0
101303010603,0.0
101303010604,1.55676406534
101303010605,0.0
101303020101,0.0
101303020102,0.667184600719
101303020103,0.0
101303020104,5.55987166528
101303020105,18.2363790435
101303020106,1.55676406656
101303020201,5.33747671956
101303020202,29.8009121016
101303020203,39.1414965137
101303020204,0.0
101303020205,0.0
101303020206,0.0
101303020207,1.33436919764
101303020301,0.0
101303020302,0.222394866727
101303020303,37.8071269139
101303020304,0.222394869872
101303020305,0.22239486659
101303020306,0.66718459917
101303020401,1.01345369049e-08
101303020402,0.667185033119
101303020403,2.44634352194
101303020404,0.0
101303020405,0.0
101303020406,0.0
101303020407,46.0357374196
101303020408,4.22550245187
101303020409,1.11197433181
101303020501,0.0
101303020502,1.11197433349
101303020503,0.0
101303020504,0.0
101303020505,0.0
101303020506,0.0
101303020507,0.0
101303020508,0.0
101303020509,0.0
101303020510,0.222394866548
101303020511,16.0124303905
101303020601,0.0
101303020602,0.0
101303020603,234.404188229
101303020604,0.0
101303020605,0.0
101303020606,0.0
101303020607,8.04355516985e-07
101303020608,1.33436916254
101303020609,22.2394858898
101303020701,0.0
101303020702,93.1834489811
101303020703,0.0
101303020704,0.0
101303020705,0.0
101303020706,0.0
101303020707,0.0
101303020708,0.0
101303020709,0.0
101303020801,0.0
101303020802,0.0
101303020803,0.0
101303020804,0.0
101303020901,0.0
101303020902,0.0
101303020903,0.0
101303020904,0.0
101303020905,0.0
101303020906,0.0
101303020908,0.0
101303030101,0.0
101303030102,0.0
101303030103,157.010775589
101303030104,0.0
101303030105,0.0
101303030106,0.0
101303030107,0.0
101303030108,0.0
101303030109,0.0
101303030201,0.0
101303030202,0.0
101303030203,0.0
101303030204,0.0
101303030301,0.0
101303030302,0.0
101303030303,0.0
101303030401,0.0
101303030402,0.0
101303030403,0.0
101303030404,0.0
101303030405,0.0
101303030406,0.0
101303030407,0.0
101303030501,0.0
101303030502,0.0
101303030503,0.0
101303030504,0.0
101303030505,0.0
101303030506,0.0
101303030601,0.0
101303030602,0.0
101303030603,0.0
101303030604,0.0
101303030605,0.0
101303030606,0.0
101303030701,0.0
101303030702,0.222394864841
101303030703,0.0
101303030704,0.0
101303030705,0.222394852186
101303030706,5.34012955898e-09
101303030801,0.0
101303030802,0.0
101303030803,0.0
101303030804,0.0
101303030805,0.0
101303030806,0.0
101303030901,4.89369370136e-12
101303030902,3.59748899747e-10
101303030903,4.65344228032e-09
101303030904,0.0
101303030905,0.0
101303030906,0.0
101303030907,0.0
101303030908,1.45801909251e-07
101303031001,0.0
101303031002,6.15494158882e-09
101303031003,1.07272921727e-06
101303031004,4.89268850579
101303031005,10.674953564
101303031101,0.0
101303031102,0.0
101303031103,2.95150285688e-07
101303031201,0.0
101303031202,0.0
101303031203,0.0
101303031204,0.0
101303031205,0.0
101303031301,0.0
101303031302,0.0
101303031303,0.0
101303031304,0.0
101303031305,0.0
101303031401,0.0
101303031402,0.0
101303031403,6.89424051068
101303031404,3.5830637258e-07
101303031405,1.78257154705e-07
101303031406,32.2472525737
101303031407,0.0
101303031408,0.0
101303031501,7.43533722677e-08
101303031502,0.0
101303031503,0.0
101303031504,7.11663561393
101303031505,0.0
101303031506,0.0
101303031601,0.0
101303031602,0.0
101303031603,0.0
101303031604,0.0
101303031605,0.0
101303040101,7.56142582466
101303040102,8.48843321063e-08
101303040103,1.59872062561e-08
101303040104,1.95628520872e-06
101303040105,4.00310729583
101303040106,3.55831758647
101303040107,1.11197434766
101303040108,1.11197467631
101303040201,13.343691668
101303040202,1.57722060089e-08
101303040203,0.444789777446
101303040204,0.222394916043
101303040205,3.11352797579
101303040206,1.11197443699
101303040207,1.33437035401
101303040208,0.889579367826
101303040209,1.11197456403
101303040301,4.22550387263
101303040302,1.55676395816
101303040303,0.667184741379
101303040304,3.78072829663
101303040305,0.667189250185
101303040401,7.66681910687e-08
101303040402,69.6095896458
101303040403,4.00311328482
101303040404,88.5131476263
101303040405,1.3343691638
101303040406,3.4858723854e-06
101303040501,51.8179779954
101303040502,0.222394872171
101303040503,0.222399213731
101303040504,0.0
101303040505,0.0
101303040506,0.0
101303040507,2.25456060918e-08
101303040508,2.97923845276e-11
101303040509,1.11197430783
101303040510,0.0
101303040511,3.79457816083e-09
101303050101,1.41746128596e-06
101303050102,0.222394866596
101303050103,0.222394942411
101303050104,0.667184599411
101303050105,0.889579465365
101303050106,0.0
101303050107,0.444789733405
101303050108,0.0
101303050109,2.89113326261
101303050201,1.35895470043e-08
101303050202,19.5707481288
101303050203,1.11197431766
101303050204,0.222394833084
101303050205,0.0
101303050206,0.0
101303050207,1.61783689845e-08
101303050208,0.222394936071
101303050301,0.0
101303050302,0.0
101303050303,9.88157359684e-10
101303050304,0.0
101303050305,0.0
101303050306,3.39813928024e-07
101303050401,0.0
101303050402,0.0
101303050403,0.0
101303050404,0.0
101303050405,0.0
101303050406,0.0
101303050407,0.0
101303050501,3.33592263372
101303050502,3.65165109064e-07
101303050503,0.0
101303050504,0.0
101303050505,0.0
101303050506,0.0
101303050507,0.0
101303050508,0.0
101303050509,0.0
101303050601,1.1847249813e-07
101303050602,0.0
101303050603,0.0
101303050604,0.0
101303050605,0.0
101303050606,0.0
101303050607,0.0
101303050608,0.0
101303050701,0.0
101303050702,0.0
101303050703,0.0
101303050704,0.0
101303050705,2.37048146452e-08
101303050706,0.222394864613
101303050801,0.667184605636
101303050802,0.222395158233
101303050803,2.66873802954
101303050804,2.17949233391e-08
101303050805,0.0
101303050806,6.67184601006
101303050807,0.0
101303050808,0.0
101303050809,0.0
101303050810,1.0436479276e-08
101303050811,0.222395100699
101303050812,4.89268627151
101303060101,0.0
101303060102,0.0
101303060103,0.0
101303060104,0.0
101303060105,0.0
101303060106,0.0
101303060201,0.222395052344
101303060202,2.21717592183e-09
101303060203,0.0
101303060204,0.0
101303060205,0.0
101303060206,0.0
101303060207,0.0
101303060208,2.62119431154e-08
101303060301,0.0
101303060302,0.0
101303060303,0.0
101303060304,0.0
101303060305,0.0
101303060306,0.0
101303060307,0.0
101303060308,0.0
101303060309,0.0
101303060310,0.0
101303060311,0.0
101303060401,0.0
101303060402,0.667184581075
101303060403,1.94511258735e-08
101303060404,0.0
101303060405,0.0
101303060406,0.0
101303060407,0.667184599483
101303060408,1.55676407263
101303060409,1.77915888489
101303060410,1.77915890759
101303060501,0.0
101303060502,0.0
101303060503,0.0
101303060504,0.444789732933
101303060505,0.0
101303060506,13.7884817596
101303060507,4.05383006081e-09
101303060601,0.0
101303060602,0.0
101303060603,3.43730093178e-05
101303060604,2.9884600479e-05
101303060605,65.384023107
101303060606,0.0
101303060607,0.0
101303060701,0.0
101303060702,0.0
101303060703,0.0
101303060704,0.0
101303060705,0.222394866305
101303060706,0.0
101303060707,0.0
101303060708,0.0
101303060801,0.0
101303060802,0.0
101303060803,0.0
101303060804,0.0
101303060805,0.0
101303060901,0.0
101303060902,0.0
101303060903,0.0
101303060904,2.89739619932e-09
101303060905,0.0
101303060906,0.0
101303060907,0.222394863979
101303061001,4.17844238004e-07
101303061002,0.0
101303061003,0.0
101303061004,0.0
101303061005,0.0
101303061006,0.0
101303061007,0.0
101303061008,7.11119892834e-09
101303061101,0.0
101303061102,0.0
101303061103,0.0
101303061104,0.0
101303061105,0.0
101303061201,0.0
101303061202,0.0
101303061203,2.39688511615e-08
101303061204,0.667184587464
101303061301,0.0
101303061302,0.0
101303061303,0.444789732836
101303061304,0.0
101303061305,0.0
101303061306,0.0
101303061401,4.22550244837
101303061402,0.0
101303061403,0.0
101303061404,1.77915880562
101303061405,1.0987118183e-07
101303061406,0.0
101303061407,0.0
101401010101,163.015437331
101401010102,370.50984873
101401010103,0.222394884634
101401010104,44.0341814832
101401010201,35.3607838184
101401010202,264.649890995
101401010203,59.6018242498
101401010204,119.648438174
101401010205,58.0450601589
101401010206,209.94075392
101401010301,0.0
101401010302,2.89113323772
101401010303,542.643474407
101401010304,2.89113526334
101401010305,0.22239486646
101401010306,160.791488588
101401010401,0.0
101401010402,0.0
101401010403,0.0
101401010404,46.480527044
101401010405,0.0
101401010406,17.3467996162
101401010501,21.5723020509
101401010502,12.8989022742
101401010503,0.0
101401010504,0.0
101401010505,0.0
101401010506,22.4618814678
101401010507,7.3579752398e-08
101401010601,126.097936393
101401010602,299.788233394
101401010603,418.54713919
101401010604,320.693397031
101401010605,45.8133425091
101401010606,0.0
101401010701,0.0
101401010702,0.0
101401010703,0.0
101401010704,0.0
101401010801,0.0
101401010802,0.0
101401010803,0.0
101401010804,0.0
101401010805,0.0
101401010901,4.67029192379
101401010902,0.0
101401010903,0.0
101401010904,0.0
101401011001,0.0
101401011002,0.0
101401011003,0.0
101401011004,0.0
101401011005,0.0
101401011006,0.0
101401011007,0.0
101401011008,0.0
101401011101,0.0
101401011102,0.0
101401011103,0.0
101401011104,0.0
101401011105,0.0
101401011106,0.0
101401011201,0.0
101401011202,0.0
101401011203,0.222394866663
101401011204,0.0
101401011205,0.0
101401011206,0.0
101401011207,0.0
101401011208,0.0
101401011209,0.0
101401011210,0.0
101401011301,0.0
101401011302,0.0
101401011303,0.0
101401011304,0.0
101401011305,0.0
101401011306,0.0
101401011307,0.0
101401011308,0.0
101401011401,0.0
101401011402,0.0
101401011403,0.0
101401011404,0.0
101401011405,0.0
101401011406,0.0
101401011407,0.0
101401011408,0.0
101401011409,0.0
101401011501,0.0
101401011502,0.0
101401011503,0.0
101401011504,0.0
101401011505,0.0
101401011506,0.0
101401011507,0.0
101401011508,0.0
101401011601,0.0
101401011602,0.0
101401011603,0.0
101401011604,0.0
101401011701,0.0
101401011702,0.0
101401011703,0.0
101401011704,0.0
101401011705,0.0
101401011706,0.0
101401011801,0.0
101401011802,0.0
101401011803,0.0
101401011804,0.0
101401011805,0.0
101401011806,0.0
101401020101,0.222394866399
101401020102,0.0
101401020103,10.2301633015
101401020104,0.889579415571
101401020105,1.55676406664
101401020201,0.0
101401020202,0.0
101401020203,0.0
101401020204,0.222394866569
101401020205,0.0
101401020206,0.0
101401020207,0.222394866645
101401020301,0.222394866756
101401020302,1.22654936613e-08
101401020303,0.0
101401020304,0.0
101401020401,0.0
101401020402,0.0
101401020403,0.0
101401020404,0.0
101401020405,1.33436920027
101401020406,0.0
101401020501,0.0
