HUC_12,R45Canopy
051302050602,48.8017458778
051302050603,34.0060022113
051302050604,52.9194526243
051302050605,39.0081420182
051302050606,33.921063479
051302050607,38.2493881547
051302050608,55.2020915512
051302050701,60.6146659616
051302050702,69.1457914917
051302050703,71.178131571
051302050704,36.3720865705
051302050705,36.11674402
051302050706,55.8557170116
051302050707,71.4013548723
051302050708,62.8092320693
051302050801,35.1506532165
051302050802,45.6671169954
051302050803,46.4849978003
051302050804,43.7433253284
051302050805,55.8041302766
051302050806,52.4022036415
051302050807,56.8161839174
051302060101,44.9171050534
051302060102,34.5333963028
051302060201,55.826396026
051302060202,42.6335093615
051302060203,17.2991525424
051302060204,29.4468394284
051302060205,40.9378259962
051302060301,40.9843008994
051302060302,45.5211992732
051302060303,28.121467526
051302060304,30.5481727575
051302060305,51.8289978678
051302060401,56.9899894626
051302060402,56.4188690842
051302060403,77.9423882097
051302060404,81.0629251701
051302060405,71.5537330317
051302060406,62.2194066749
051302060501,56.6039149987
051302060502,57.4867660481
051302060503,44.4207179487
051302060504,61.8108988276
051302060505,50.4217426059
051302060506,59.2685645687
051302060601,32.752360515
051302060602,38.7975856261
051302060603,39.0473132092
051302060604,62.1337560386
051302060701,30.2777639752
051302060702,55.1619517259
051302060703,33.402064785
051302060704,67.5488372093
051302060705,56.203714565
051302060706,67.6210680322
051302060707,49.0406779661
051302060708,55.8531810767
051401010101,38.1463951569
051401010102,42.5197236461
051401010103,58.6953966699
051401010104,55.8028074866
051401010105,62.2442196532
051401010201,59.3287890938
051401010202,61.8162839248
051401010203,62.6703125
051401010204,55.0957542909
051401010205,60.194566943
051401010206,57.9143111507
051401010301,55.7620269403
051401010302,49.9169917642
051401010303,67.5010621349
051401010304,69.3137317228
051401010305,55.6948242188
051401010401,48.2728410513
051401010402,46.031411158
051401010403,56.3231321233
051401010404,67.8580723871
051401010501,53.5548939338
051401010502,51.3125531312
051401010503,69.9662556781
051401010504,59.0921728619
051401010505,61.7995610827
051401010601,63.8343949045
051401010602,61.2183788599
051401010603,67.6703050658
051401010604,60.8135814561
051401010605,52.7719428465
051401010701,57.0075734626
051401010702,47.609073959
051401010703,31.0835612276
051401010801,49.6452380952
051401010802,51.5801435407
051401010803,50.2792207792
051401010804,39.8140827671
051401010805,39.2295610149
051401010806,43.3277422203
051401010901,30.4076182137
051401010902,39.7336856618
051401010903,17.0817757009
051401010904,39.9546664516
051401010905,52.8278931751
051401020101,20.2964801444
051401020102,21.7237269772
051401020103,25.3208635771
051401020104,40.0563704343
051401020105,47.6461372231
051401020201,60.4729878721
051401020202,70.3078740157
051401020203,71.8889198218
051401020301,71.5781451267
051401020302,68.4881479552
051401020303,79.3601309567
051401020304,58.3045385524
051401020305,75.9674378749
051401020401,28.3395839437
051401020402,34.6487723679
051401020403,32.9589608434
051401020404,31.2070240296
051401020405,32.6702312139
051401020406,39.2144329897
051401020501,38.936827328
051401020502,56.9009552539
051401020503,68.8410997204
051401020504,48.0434412266
051401020505,61.4927173062
051401020601,24.5841878036
051401020602,26.8472980606
051401020603,53.4437003968
051401020701,23.0926388889
051401020702,37.4889410188
051401020703,37.4709418838
051401020704,50.7011017498
051401020801,47.28721174
051401020802,53.0568503594
051401020803,58.8126379691
051401020804,51.014228546
051401020805,47.9544257646
051401020806,49.1013173189
051401020901,40.1088193457
051401020902,40.7912912913
051401020903,33.0035052579
051401020904,49.0955216153
051401020905,58.6159880463
051401021001,41.5386521308
051401021002,53.7067596825
051401021003,55.639749702
051401021004,57.263503495
051401021005,52.0011668611
051401021101,65.3490382537
051401021102,56.126987923
051401021103,42.6002626149
051401021104,65.9826812059
051401021201,50.5234042553
051401021202,41.7210643016
051401021203,41.9149955103
051401021204,57.213158306
051401021205,48.5483945484
051401021301,64.1803232209
051401021302,77.4411064842
051401021303,79.1938734381
051401021304,78.7256475739
051401030101,32.6700646717
051401030102,48.7060498221
051401030103,60.5054945055
051401030104,64.0022157434
051401030105,72.72185194
051401030106,66.8659644025
051401030107,70.9076591154
051401030201,46.5330355043
051401030202,26.6239895128
051401030203,66.3791242996
051401030204,61.9358761039
051401030205,58.2596596597
051401030301,21.9227467811
051401030302,27.3071996204
051401030303,33.1561064528
051401030304,44.895202952
051401030305,57.1334582065
051401030306,62.0029916235
051401030307,61.2240724763
051401030401,53.5582608696
051401030402,60.24296875
051401030403,54.8226595745
051401030404,55.5853029652
051401030405,43.9541399817
051401030406,37.2998861192
051401030501,38.8542236818
051401030502,53.5350950254
051401030503,65.0310242942
051401030504,51.3238319386
051401030505,55.5540083164
051401030506,59.3067544843
051401030601,60.3216940752
051401030602,64.6352096208
051401030603,60.1956617973
051401030604,63.4215034518
051401030605,73.5778688525
051401040101,80.3621271077
051401040102,66.9018472567
051401040103,34.6740359897
051401040104,62.743772242
051401040105,76.4571286142
051401040106,64.5767405063
051401040107,58.03985932
051401040201,59.1226756198
051401040202,50.9188857026
051401040204,31.3466898955
051401040205,58.735278654
051401040301,45.5979667283
051401040302,50.5428969359
051401040303,40.3643607389
051401040304,44.4916847433
051401040401,53.020687354
051401040402,29.8158815612
051401040403,47.914905052
051401040501,18.01
051401040502,58.7034778681
051401040601,42.5369282417
051401040602,38.0850567045
051401040603,45.8589473684
051401040604,44.0098007187
051401040606,55.0317092034
051401040701,34.4471117779
051401040702,44.3648619265
051401040703,31.1028708134
051401040704,35.7682619647
051401040706,52.1146496815
051401040801,14.1817168339
051401040802,26.7043103448
051401040803,30.9562607204
051401040804,48.4239173619
051401040805,57.7830589485
051401040901,49.6565396498
051401040902,46.9877149877
051401040903,57.2091912862
051401040904,70.5630931459
051401040905,59.0002922268
051401041001,45.819121447
051401041002,56.1757827235
051401041003,74.211319822
051401041004,56.888920294
051401041101,38.5953978907
051401041102,52.7279338843
051401041103,60.763364486
051401041104,64.66567718
051401041105,69.8792323013
051401041106,68.9951978047
051401041107,77.3677055703
051401041201,60.3791097623
051401041202,78.4236714976
051401041203,72.4672156145
051401041301,65.1020751542
051401041302,71.3648854962
051401041303,60.9710827169
051401041304,73.8849976337
051401041305,67.9785763649
051401041306,73.9882144962
051401041401,76.0563165906
051401041402,75.5790343915
051401041403,52.4348426284
051401041404,70.1833426495
051401041405,52.3907120743
051402010101,62.8137301968
051402010102,58.0450075643
051402010103,65.7302925136
051402010201,70.2781456954
051402010202,57.9396775871
051402010203,67.8391078389
051402010204,60.7679357679
051402010205,52.718134153
051402010301,53.272613849
051402010302,50.241524433
051402010303,38.4243769205
051402010304,49.5408636253
051402010401,58.2813132449
051402010402,32.2661810031
051402010403,38.067162198
051402010404,32.5471621895
051402010405,55.4428661616
051402010501,27.0117013808
051402010502,23.749122807
051402010503,50.2772739052
051402010601,37.1901121305
051402010602,32.7561253561
051402010603,42.965266559
051402010604,54.748519542
051402010605,57.0645604396
051402010701,44.5669895077
051402010702,39.8730321697
051402010703,37.5692050559
051402010801,35.6080729167
051402010802,47.1049019608
051402010803,27.4887285843
051402010804,47.4942317777
051402010805,16.4828484585
051402010901,11.8205346985
051402010902,21.8793478261
051402010903,16.7175379427
051402010904,25.1984344423
051402010905,50.5168855535
051402010906,33.2602434077
051402010907,30.5167970548
051402010908,39.2829338909
051402011001,35.702020202
051402011002,64.4022222222
051402011003,44.0154004107
051402011004,43.6767912773
051402011005,22.4772831574
051402011006,57.9984393289
051402011101,24.5803310613
051402011102,37.5553121577
051402011103,56.1538461538
051402011201,41.9040043884
051402011202,37.93666628
051402011203,24.0160944206
051402011204,49.7609090909
051402020101,11.803554724
051402020102,16.2396657872
051402020103,7.97016460905
051402020104,23.8261238338
051402020105,13.383978815
051402020106,20.6812543074
051402020107,33.533442623
051402020201,50.0693962526
051402020202,29.8596666667
051402020203,57.6511439234
051402020204,38.8040399833
051402020301,26.2779487179
051402020302,31.6731595531
051402020303,47.4005434783
051402020304,31.4599499374
051402020305,50.4790174002
051402020306,49.8038476047
051402020401,40.9627599244
051402020402,11.4338422392
051402020403,24.0963511973
051402020404,26.9893129771
051402020405,49.0565171318
051402020501,24.0408360129
051402020502,21.7649092481
051402020503,24.9980769231
051402020504,11.5948629398
051402020505,31.3357933579
051402020601,40.4630705394
051402020602,34.250962963
051402020603,27.4490861619
051402020604,19.6886422977
051402020605,34.9318082789
051402020701,39.526129666
051402020702,25.6625450799
051402020703,46.3016877637
051402020704,14.7776527934
051402020705,39.8329328443
051402030102,21.9330143541
051402030103,26.5611441427
051402030201,15.0763825237
051402030202,7.9797642873
051402030203,16.6563786008
051402030301,52.1889191644
051402030302,54.6331428571
051402030303,68.103202847
051402030304,49.5746934225
051402030305,46.5142304504
051402030306,54.8830091144
051402030401,59.8815426997
051402030402,42.2067723343
051402030403,56.3471031437
051402030404,56.3697270471
051402030501,71.4614684466
051402030502,71.0444638187
051402030503,51.2617211919
051402030504,56.238330046
051402030601,77.7572406964
051402030602,74.1116979656
051402030701,66.7188921042
051402030702,74.5047879617
051402030703,71.9348198971
051402030704,58.9890410959
051402030705,62.0231892356
051402030801,67.1076023392
051402030802,67.441990183
051402030803,70.7047319321
051402030804,63.120598072
051402030805,56.0717290476
051402030806,66.6389677419
051402030807,53.5460292023
051402030901,80.7084575261
051402030902,55.8567085809
051402030903,56.8067357513
051402030904,50.3152746426
051402030905,62.9781963258
051402040101,62.9759558996
051402040102,54.7902897814
051402040103,51.1244624006
051402040104,64.0782475802
051402040105,66.8055137845
051402040201,37.4314555293
051402040202,29.3539085119
051402040203,45.3620417471
051402040204,47.7764665931
051402040205,27.0072876338
051402040206,11.1319850985
051402040207,27.4613270514
051402040301,44.7052529183
051402040302,74.8289548023
051402040303,51.0004689882
051402040304,62.8562834225
051402040305,46.9415193316
051402040401,38.5683353808
051402040402,32.8612943984
051402040403,33.6731971655
051402040404,24.2751984127
051402040405,25.6133144476
051402040406,31.6244054153
051402040407,18.0044163285
051402040408,18.5965300849
051402040501,21.3374343378
051402040502,18.2325983571
051402040503,36.5640253088
051402040504,30.1129816036
051402040601,23.4166030326
051402040602,13.6056199162
051402040701,30.7115594329
051402040702,17.5796472969
051402040703,42.3228105906
051402040704,64.6737707983
051402040705,58.1878758487
051402040706,75.6982085439
051402040707,52.6354871204
051402050101,61.0182425488
051402050102,65.4627967574
051402050103,67.2378260311
051402050104,74.9812574544
051402050105,64.6403806191
051402050201,49.4107226838
051402050202,36.668991347
051402050203,24.5933640553
051402050204,63.381217422
051402050205,42.0014736222
051402050301,57.6745376738
051402050302,64.6073005361
051402050303,46.993837535
051402050304,50.6390115368
051402050305,64.0450173144
051402050306,59.1352773976
051402050307,52.6484786425
051402050401,45.5475841874
051402050402,32.0937659683
051402050403,25.8326675544
051402050404,34.6918032787
051402050405,45.6979166667
051402050501,59.5192639448
051402050502,61.7356983062
051402050503,20.0626453971
051402050504,22.7764253684
051402050505,65.4003668501
051402060101,42.5105300105
051402060102,38.9098851125
051402060201,33.3145621005
051402060202,34.5020086527
051402060301,48.4016307207
051402060302,34.6893590923
051402060303,34.4508026929
051402060304,41.2477043159
051402060401,51.7993564698
051402060402,57.6760346487
051402060501,59.1844705882
051402060502,60.3365384615
051402060503,53.5464686935
051402060504,37.1202466598
051401040203,None
051401040605,None
051401040705,None
051402060505,29.7595554351
051402060506,18.211751663
051402060507,29.4400899003
051402060508,62.6625155666
051402060509,31.5280636109
051402060601,29.844590727
051402060602,30.6111903065
051402060603,26.1280152854
051402060604,39.0885416667
051402060701,43.8034981645
051402060702,43.0496629213
051402060703,38.473899401
051402060704,32.6594579797
060101010101,41.3983070774
060101010102,79.6868948824
060101010103,63.9458016135
060101010104,54.1934949244
060101010105,74.8637037037
060101010201,62.2329088886
060101010202,88.951245606
060101010203,62.9313571098
060101010204,81.090053264
060101010205,52.8994173566
060101010206,90.8633156966
060101010301,72.8774429967
060101010302,63.3796661608
060101010303,71.4802083333
060101010304,58.2048741827
060101010305,61.9453774662
060101010306,53.6864053378
060101010307,64.6602081665
060101010401,47.7722493584
060101010402,54.5635537408
060101010403,42.0143693454
060101010404,37.735952381
060101020101,73.7083698126
060101020102,61.3869395712
060101020103,63.6200174571
060101020201,86.2438728674
060101020202,70.3986827126
060101020203,81.9989343958
060101020204,67.0405543102
060101020301,60.0514795298
060101020302,67.8011695906
060101020303,55.7120380534
060101020304,73.5660430839
060101020305,45.282208589
060101020306,36.5645588391
060101020307,34.3435427469
060101020401,31.2973708069
060101020402,32.7551249199
060101020403,65.6131152553
060101020404,39.4945652174
060101020405,85.0624361387
060101020501,29.0452366687
060101020502,38.0188839983
060101020601,49.5267950233
060101020602,58.7450920943
060101020603,32.7281964437
060101020701,34.0102021174
060101020702,40.6748862226
060101020703,40.0620699541
060101020704,24.0067062656
060101030101,56.7115751335
060101030102,66.0380147001
060101030103,65.8115393309
060101030104,69.4311501097
060101030201,65.4631955079
060101030202,85.4665680786
060101030301,79.852742299
060101030302,48.3347986097
060101030303,59.2327111589
060101030304,58.23680938
060101030305,77.9354496695
060101030306,77.0657613245
060101030401,56.7971962617
060101030402,68.5436187399
060101030403,68.3804836554
060101030404,87.8090272605
060101030405,75.371587093
060101030501,79.2843775427
060101030502,55.9504755069
060101030503,53.5879510309
060101030504,22.3745387454
060101030505,54.1883130291
060101030506,22.90824393
060101030507,12.4006769071
060101030508,37.2189836523
060101040101,41.8322009314
060101040102,51.0879807263
060101040103,50.9254471667
060101040104,34.3059883293
060101040201,41.064443443
060101040202,32.5449376777
060101040203,55.3052744557
060101040204,37.3981885273
060101040205,50.1360201511
060101040206,51.2013906134
060101040207,25.5422235723
060101040208,37.9999326735
060101040209,38.7293570627
060101040210,38.6157737411
060101040301,35.4615806806
060101040302,42.5883000183
060101040303,59.028983757
060101040304,39.2739398085
060101040305,45.9142918826
060101040306,54.1258804305
060101040307,47.8218368902
060101040308,49.042725038
060101050101,80.5987706655
060101050102,73.318019689
060101050103,82.4749206349
060101050104,78.9644012945
060101050105,63.1673832468
060101050201,67.4696284647
060101050202,90.6631675734
060101050203,61.7882720105
060101050204,88.2284708509
060101050205,64.7649394481
060101050206,53.8417284582
060101050301,50.8834792123
060101050302,48.1263104923
060101050303,55.8974804518
060101050401,47.7288397222
060101050402,92.7235604496
060101050403,76.7892448513
060101050404,56.1973607283
060101050501,67.164390984
060101050502,45.9176470588
060101050503,53.1008249313
060101050601,86.9490647482
060101050602,73.0342580214
060101050603,74.7852183123
060101050604,55.4667531243
060101050701,59.9490345046
060101050702,58.0077665333
060101050703,49.3495404289
060101050704,45.6346949328
060101050705,73.7741349972
060101050801,78.0446083597
060101050802,38.0115254237
060101050803,59.8181967753
060101050804,45.9626722484
060101050805,46.0673934589
060101050901,50.2457627119
060101050902,31.1122476089
060101050903,63.8855382195
060101050904,43.8306402439
060101050905,39.6145289061
060101050906,49.8088954057
060101050907,48.8093220339
060101051001,61.300801261
060101051002,81.4914183552
060101051003,73.1911476694
060101051004,75.9180955419
060101051101,54.0470706059
060101051102,56.4966746141
060101051103,66.3846243448
060101051201,72.2744409536
060101051202,73.938965487
060101051203,76.9259328533
060101051301,81.6428864009
060101051302,78.2542919571
060101051401,90.2745762712
060101051402,82.8946089461
060101051403,72.0575553417
060101051404,32.3589468028
060101060101,89.985129585
060101060102,69.2220235967
060101060103,82.4129169289
060101060104,34.0481809243
060101060105,44.8978209326
060101060201,68.5524595111
060101060202,35.7697771247
060101060203,74.875887724
060101060204,46.5545813781
060101060205,41.5314365672
060101060301,90.9505370266
060101060302,94.1430429129
060101060303,57.916197111
060101060304,95.7220905061
060101060305,93.7784090909
060101060401,79.8516611378
060101060402,81.412202381
060101060403,56.6897990984
060101070101,41.7823155095
060101070102,48.6924274593
060101070103,46.1070734866
060101070104,41.1477222952
060101070105,45.7999180365
060101070201,92.734741784
060101070202,90.372960373
060101070203,93.1555280528
060101070204,80.1879218472
060101070205,69.2388051811
060101070206,84.3886584782
060101070207,44.8351783518
060101070301,94.6034878385
060101070302,95.1346892655
060101070303,90.2667605634
060101070304,68.3649190037
060101070305,75.5118735813
060101070306,68.5942839795
060101070307,42.5613079019
060101070308,51.4230258162
060101070401,52.6115607819
060101070402,39.5992496589
060101070403,39.5670580453
060101070404,58.4905111511
060101070405,52.3084927559
060101080101,67.8775489602
060101080102,71.9036697248
060101080103,73.3974774775
060101080104,71.6187833511
060101080105,82.9210704607
060101080106,69.1065956029
060101080201,87.3082423423
060101080202,51.133218366
060101080203,75.295620438
060101080204,60.1893388168
060101080205,64.8975697033
060101080301,86.537770422
060101080302,51.5917318436
060101080303,54.9093290642
060101080304,63.8073369565
060101080305,50.9526328162
060101080306,70.8546356353
060101080401,73.1353637902
060101080402,77.5399118943
060101080403,80.6785927251
060101080501,16.3919466976
060101080502,14.6641416626
060101080601,41.2942681679
060101080602,73.9502013914
060101080603,67.1451200818
060101080604,75.7594850288
060101080605,74.6206729312
060101080606,80.6197026539
060101080607,30.8473755047
060101080608,69.3150046598
060101080609,14.5166448231
060101080610,47.540114897
060101080701,54.7223638101
060101080702,69.4408591205
060101080703,21.685966634
060101080704,54.6912239191
060101080705,32.8002994012
060101080706,33.2931626377
060101080707,36.7305369128
060101080801,33.828167153
060101080802,27.4382676147
060101080803,32.3577497803
060101080804,27.0943832208
060101080805,30.6539024901
060101080806,23.8946709249
060101080901,30.6971233788
060101080902,28.114094934
060101080903,23.120661157
060101080904,27.5754801473
060101080905,34.6327927015
060101080906,50.4629447612
060102010101,97.4342105263
060102010102,96.5260753016
060102010103,71.8889348786
060102010104,84.5297891842
060102010105,67.3333157367
060102010106,48.4189299571
060102010107,39.9200720321
060102010108,36.6955164881
060102010109,52.4540652707
060102010110,42.9774011299
060102010201,36.7700258398
060102010202,39.9681625227
060102010203,19.1173076923
060102010204,45.1408494691
060102010205,36.940192926
060102010206,48.7482120838
060102010207,47.7220808595
060102010208,36.0896628381
060102010209,45.0351073345
060102010210,42.9454638998
060102010211,38.0414141414
060102010301,31.1908166612
060102010302,42.9985787604
060102010303,23.778444942
060102010304,43.0018656716
060102010305,47.3863328283
060102010306,44.1992710562
060102010401,89.7825459999
060102010402,89.404688305
060102010403,66.032527194
060102010501,86.1226046842
060102010502,87.095505618
060102010503,56.0710082777
060102010601,55.7098522167
060102010602,60.708011583
060102010603,63.6522246535
060102020101,63.9972581277
060102020102,72.6612480908
060102020103,81.2996763754
060102020104,72.1421753828
060102020105,70.347449727
060102020106,50.0082227621
060102020201,80.803749622
060102020202,73.6727476845
060102020203,72.4169366716
060102020301,92.6666666667
060102020302,94.4363133409
060102020303,89.8660758247
060102020304,85.2520090666
060102020305,87.1148746036
060102020306,78.1023093448
060102020401,46.5160104987
060102020402,67.7986864213
060102020403,80.3293363995
060102020404,73.0502247714
060102020405,77.6377586207
060102020406,78.9461625141
060102020407,78.1276214834
060102020501,82.3773456158
060102020502,75.0052750565
060102020503,95.7215689369
060102020504,96.1788943234
060102020505,85.8059108006
060102030101,81.9420849421
060102030102,69.2999852442
060102030103,79.5545554336
060102030104,82.8303645157
060102030105,81.2550687485
060102030106,71.5441827932
060102030107,66.3213557594
060102030201,93.7814854682
060102030202,91.1287043418
060102030203,91.7553638576
060102030204,95.7542706965
060102030205,87.2211480363
060102030206,76.8055906047
060102030207,78.8603321536
060102030301,70.4111772206
060102030302,77.03059335
060102030303,46.0610490112
060102030304,68.7031933328
060102030401,92.4105184213
060102030402,71.3705479452
060102030403,96.5519690123
060102030404,96.1012857143
060102030405,76.7533811989
060102040101,80.3281932314
060102040102,65.8391027416
060102040103,89.9085752104
060102040104,88.7253839205
060102040105,93.7067281606
060102040106,77.2162295284
060102040107,88.5524496849
060102040201,86.4689685702
060102040202,89.7430159735
060102040301,97.7068661972
060102040302,97.7122349823
060102040303,96.353544193
060102040304,43.4912448265
060102040305,79.7432175155
060102040306,66.4088476632
060102040307,64.7878230088
060102040308,46.5992006851
060102040309,47.5079928952
060102040401,92.3861914117
060102040402,97.7748272884
060102040403,90.2484427834
060102040404,94.2805531459
060102040405,50.6468519759
060102040406,78.8464171975
060102040501,36.5506416584
060102040502,41.5121115174
060102040503,51.4403128761
060102040504,31.6015055468
060102040505,46.5257690232
060102050101,29.54864537
060102050102,52.7634730539
060102050103,75.1374574776
060102050104,71.4625158831
060102050105,64.5967935872
060102050201,31.0732189288
060102050202,55.2566853234
060102050203,37.2819989801
060102050204,54.7245268591
060102050301,56.6920516022
060102050302,55.3060928433
060102050303,51.6734257358
060102050304,45.7737170702
060102050401,60.1044106304
060102050402,75.5385949696
060102050403,54.2360908826
060102050404,71.1530077849
060102050405,65.03062954
060102050501,63.5283197351
060102050502,44.373721723
060102050503,69.2431781133
060102050601,75.1451733135
060102050602,80.7977223018
060102050603,88.5080488833
060102050604,62.9617425918
060102050605,79.2354173381
060102050606,62.8443263181
060102050701,41.8539389371
060102050702,57.893282574
060102050703,63.2703731912
060102050801,61.65213919
060102050802,58.1807106599
060102050803,62.0034305317
060102050804,58.5988348184
060102050805,41.9725281231
060102050806,66.8627994956
060102050807,52.9875776398
060102050808,51.5872007262
060102050901,57.5957112971
060102050902,53.5952615992
060102050903,63.4282841823
060102051001,48.9089264719
060102051002,59.7438851191
060102051003,58.391995712
060102051004,64.9208302262
060102051101,64.9623000336
060102051102,49.1768669287
060102051103,67.0819413804
060102051104,73.7369552472
060102051105,74.5792820684
060102051106,71.9193356175
060102060101,55.2905405405
060102060102,71.3109354414
060102060103,57.1331974805
060102060104,58.6097206523
060102060105,63.3421415685
060102060201,61.9655060903
060102060202,72.9543706162
060102060203,72.1652703732
060102060204,54.5454827693
060102060301,61.5091449474
060102060302,57.1895096678
060102060303,64.6342548459
060102060304,65.3234220136
060102060305,56.3441716434
060102060306,32.8786198398
060102060307,64.9783295063
060102060401,67.4215374841
060102060402,74.5127373784
060102060403,60.6717415045
060102060404,60.8678148311
060102060405,83.9257852951
060102060406,75.5569326104
060102060407,46.2646879942
060102060408,61.9139352306
060102070101,55.443388582
060102070102,57.4294735046
060102070201,42.9534844241
060102070202,48.6652249135
060102070301,66.3348672101
060102070302,70.1638205499
060102070303,63.3732871773
060102070401,68.7159674011
060102070402,50.3028474338
060102070403,45.1184864179
060102070404,64.6929516156
060102070405,56.3916990921
060102080101,83.9085126286
060102080102,92.6709174637
060102080103,89.4738519366
060102080104,91.1698541804
060102080201,79.9341282415
060102080202,80.6325282788
060102080203,79.3379190869
060102080204,88.9512844612
060102080205,92.2424816217
060102080301,67.9981224183
060102080302,80.4741532977
060102080303,74.4465427962
060102080304,88.4249973939
060102080305,90.8613311481
060102080401,95.5339620389
060102080402,88.5832956703
060102080403,73.5728524731
060102080404,97.4982302727
060102080405,73.5368897929
060102080406,91.7475508666
060102080407,92.2954951734
060102080408,72.5609678039
060200010101,45.9847221249
060200010102,42.1719266989
060200010103,51.7256660169
060200010201,77.8510922022
060200010202,46.9841740851
060200010301,84.8504583652
060200010302,90.1852820746
060200010303,67.3712049656
060200010401,50.5244391756
060200010402,57.7196768901
060200010501,95.3084557364
060200010502,69.8122191622
060200010601,55.4642830316
060200010602,45.8285064443
060200010603,49.4654366838
060200010604,77.6493356441
060200010605,58.1481096408
060200010606,61.5747085835
060200010607,81.9512368404
060200010608,56.2217142857
060200010609,63.0850128252
060200010701,57.4736251403
060200010702,64.5673751096
060200010703,57.2119030899
060200010704,49.2534584195
060200010705,53.7711711712
060200010801,54.3383205536
060200010802,62.1962434568
060200010803,57.2590170062
060200010804,55.3921542375
060200010901,51.3880274071
060200010902,56.6968976215
060200010903,47.861793261
060200010904,55.4620720857
060200010905,49.3017437453
060200011001,67.9995395242
060200011002,91.6917628945
060200011003,56.3340517241
060200011101,60.875
060200011102,76.7612837046
060200011103,67.3620922081
060200011104,79.1121055111
060200011105,65.2922166149
060200011201,95.2538772042
060200011202,56.1662687422
060200011203,90.2825812712
060200011204,77.7614318125
060200020101,93.6543874891
060200020102,73.6434960865
060200020103,74.2963148659
060200020104,67.8853697162
060200020105,78.2459851156
060200020106,62.5587625814
060200020201,83.704943899
060200020202,97.0305559931
060200020203,63.6847516287
060200020301,72.7698983387
060200020302,66.957392756
060200020303,65.5522163787
060200020401,85.041402656
060200020402,79.8509117975
060200020403,80.5991633096
060200020404,69.6229703916
060200020501,83.6007374631
060200020502,84.814688716
060200020503,68.8641602634
060200020504,63.7357058126
060200020505,73.5238560495
060200020506,62.9563895709
060200020507,68.3074658254
060200020508,64.9850714209
060200020601,62.6898801396
060200020602,68.1294236603
060200020603,82.9217118998
060200020701,79.6095247913
060200020702,72.1289837965
060200020703,68.9869635272
060200020704,83.2440594059
060200020705,76.5026006836
060200020801,73.5895985653
060200020802,51.3895948214
060200020901,77.7404107894
060200020902,83.7374771481
060200020903,95.3955813953
060200020904,63.7242572485
060200020905,85.4746291959
060200020906,97.2170811997
060200020907,93.1493658995
060200020908,88.1263963089
060200020909,70.2181217902
060200021001,44.1656533333
060200021002,39.8021081692
060200021003,53.5025602234
060200021101,34.4733910891
060200021102,54.9566247224
060200021201,32.9018346689
060200021202,36.9742397138
060200021203,51.2901600806
060200021301,57.8037477842
060200021302,46.07221483
060200021303,51.7849358532
060200021401,52.8286250494
060200021402,36.5096065874
060200021403,51.2514012529
060200021404,36.8475821666
060200021405,53.6631600803
060200021406,43.2833651096
060200021407,47.707959037
060200021408,55.610278654
060200030101,84.4451891701
060200030102,94.2167819439
060200030103,92.4772727273
060200030104,72.11467814
060200030105,89.4631222677
060200030106,79.3277483833
060200030107,73.5395037832
060200030201,67.7086537288
060200030202,73.0782953419
060200030203,68.0216510686
060200030204,86.6003844511
060200030205,75.6443960827
060200030206,72.4468009897
060200030207,63.9600953474
060200030208,64.5812848585
060200030209,85.7079029546
060200030210,92.069341298
060200030211,89.8589471128
060200030212,55.751145288
060200040101,35.8457008245
060200040102,62.7416617328
060200040103,61.2401858461
060200040104,58.916316894
060200040105,65.3023588277
060200040106,85.5258733055
060200040107,65.0955200536
060200040201,87.8473520249
060200040202,95.3220040623
060200040203,93.7575411335
060200040204,77.7109110358
060200040301,55.8554355321
060200040302,68.6955882353
060200040303,75.2711427232
060200040304,54.1566055931
060200040305,74.392955421
060200040306,55.3718601494
060300010101,83.981130259
060300010102,82.4298167849
060300010103,78.2145232816
060300010104,76.2695988222
060300010201,60.5209753355
060300010202,74.0333160263
060300010203,77.7647802412
060300010204,63.8278374932
060300010205,62.4595113438
060300010301,86.3522941546
060300010302,72.4551913821
060300010303,80.9540685474
060300010304,69.2209567198
060300010305,80.4360284318
060300010306,80.1210769231
060300010307,61.880497244
060300010401,78.1797884841
060300010402,78.3186287537
060300010403,80.0129219673
060300010404,66.235038918
060300010405,58.8718929254
060300010406,75.0021891419
060300010407,77.1158829524
060300010408,67.7767827529
060300010501,68.6621364501
060300010502,74.6568885959
060300010503,68.4469087885
060300010504,81.6410482921
060300010505,73.5705005325
060300010601,52.2408256881
060300010602,63.5103778606
060300010603,60.7049346695
060300010604,54.7278928752
060300010605,62.8843729263
060300010606,73.706281407
060300010701,72.8242120119
060300010702,75.3051926298
060300010703,71.1314755486
060300010704,68.0981824661
060300010705,80.0287356322
060300010801,70.2131240117
060300010802,65.7946345976
060300010803,73.688577786
060300010804,73.5419968304
060300010805,65.7168377043
060300010806,72.2800501882
060300010901,66.1829621241
060300010902,59.2217559716
060300010903,63.6729820919
060300010904,55.8891930836
060300010905,75.1664161477
060300010906,74.4852398524
060300020101,89.1191094249
060300020102,83.0484234234
060300020103,80.7554370469
060300020104,76.2820019249
060300020105,74.490982982
060300020106,83.9560765692
060300020107,77.8974769012
060300020201,75.9393847091
060300020202,55.8901576944
060300020203,53.8880411803
060300020204,56.088383659
060300020301,52.0475173518
060300020302,50.448297604
060300020303,50.6203387837
060300020304,55.9608550434
060300020305,43.2473672161
060300020306,37.4254603683
060300020307,52.1670617592
060300020401,58.6965876229
060300020402,35.770745429
