HUC_12,Root_BMass_Tons
030701030602,38235.6962833
030701030603,23582.8141113
030701030604,37502.2974487
030701030605,50050.0723127
030701030701,28316.4143922
030701030702,26298.8032317
030701030703,17342.645111
030701030704,39834.3220092
030701030705,30352.6433766
030701030706,34641.353592
030701030707,36354.2053583
030701030708,26878.5413455
030701030801,22770.0788733
030701030802,21873.3364764
030701030803,31070.6609277
030701030804,22275.4903138
030701030901,23891.590744
030701030902,34821.7116976
030701030903,34750.3384432
030701031001,28713.6982699
030701031002,30009.5875264
030701031003,52908.9257382
030701031004,33567.2610332
030701031005,32169.1975363
030701031006,51952.174785
030701031101,30910.6354379
030701031102,41936.9251026
030701031103,27019.9042903
030701031104,36115.5867093
030701031105,49094.3720897
030701031106,48485.842396
030701031201,37341.897904
030701031202,32894.1399914
030701031203,33416.7532898
030701031204,56959.0668368
030701031301,38115.6381696
030701031302,50459.3245192
030701031303,37402.0927495
030701031304,57653.8440112
030701031305,42456.0298418
030701031306,42733.1214908
030701031307,42516.1819484
030701031401,38820.989866
030701031402,61115.1715201
030701031403,18432.8528371
030701031404,50924.302528
030701031405,39537.1924165
030701031406,98732.2237119
030701031501,41828.2918226
030701031502,45658.830786
030701031503,51703.1605517
030701031504,37306.0577147
030701031505,46871.5557973
030701031506,45040.6861615
030701031601,65320.5986074
030701031602,41862.3839371
030701031603,49331.2202858
030701031604,65025.6385311
030701031605,122013.089097
030701040101,64802.473282
030701040102,35493.2099403
030701040103,48559.6706739
030701040104,81558.2536033
030701040105,32575.5269273
030701040106,60249.5469136
030701040107,89656.5576944
030701040201,49519.3772659
030701040202,32047.108222
030701040203,28910.8597921
030701040204,45825.8846937
030701040205,38001.9974752
030701040206,57920.5006988
030701040207,51516.0000128
030701040301,24064.6407331
030701040302,36988.0306009
030701040303,65613.3087675
030701040401,32100.0091715
030701040402,45803.5296651
030701040403,24563.714041
030701040404,28720.492392
030701040405,34347.7446732
030701040501,58004.7071535
030701040502,36772.6450265
030701040503,52848.4309529
030701040504,66589.7468923
030701040505,33692.5588176
030701040506,41840.6328249
030701040507,94155.2733339
030701040601,30753.2914406
030701040602,71035.2491321
030701040603,75803.3752298
030701040701,40946.9513692
030701040702,47828.2773154
030701040703,39824.8817585
030701040801,33017.7477246
030701040802,64291.0068135
030701040803,47696.850687
030701040804,100644.827154
030701040805,55140.5057689
030701040806,76894.5352491
030701040807,54216.0863143
030701050101,30804.0387729
030701050102,42502.9171868
030701050103,50454.0748166
030701050201,33271.0224582
030701050202,36527.7996719
030701050203,52934.7984737
030701050204,36640.5019414
030701050205,52542.9716862
030701050206,33076.8414798
030701050301,49970.3256464
030701050302,34442.5924682
030701050303,37719.7261281
030701050304,47484.1250662
030701050401,61789.9073096
030701050402,74100.1506244
030701050403,63708.2144671
030701060101,34038.1029985
030701060102,36175.1198745
030701060103,40644.2042963
030701060104,49486.9260988
030701060105,30910.1429687
030701060106,45610.7701527
030701060201,15624.2600528
030701060202,42881.6880665
030701060203,34436.9464312
030701060204,83241.2769102
030701060301,21108.4113703
030701060302,49102.1812948
030701060303,34040.5943631
030701060304,16750.1916949
030701060305,61775.3354713
030701060306,20535.5375531
030701060307,41606.5557876
030701060308,70913.593835
030701060401,57982.098498
030701060402,139252.207402
030701060403,24745.8390267
030701060404,169285.500346
030701060405,101792.092622
030701060501,87069.5183973
030701060502,121386.651334
030701060503,149107.529724
030701060504,20623.4166457
030701060505,0.0
030701070101,30621.3831079
030701070102,46463.4224997
030701070103,23835.7699255
030701070104,31207.9042508
030701070105,52271.5283633
030701070106,21816.7576718
030701070107,38446.1155028
030701070108,61179.2283107
030701070201,36200.3700055
030701070202,34513.1549252
030701070203,40244.095653
030701070204,53247.3668116
030701070205,36829.9283293
030701070206,44270.2944724
030701070301,53292.6603736
030701070302,28937.7649451
030701070303,51273.2514406
030701070304,55205.405267
030701070401,49696.6391638
030701070402,53862.9811186
030701070403,58065.8959695
030701070404,41929.1326418
030701070405,49459.8345081
030701070501,23636.7700553
030701070502,28599.0378303
030701070503,26094.7715846
030701070504,40012.3258722
030701070505,35880.8674981
030701070506,45055.8087215
030702010101,29199.8400477
030702010102,19138.6970843
030702010103,25850.7411871
030702010104,32103.4283129
030702010201,29581.4347754
030702010202,17489.50567
030702010203,29513.436479
030702010204,34650.65269
030702010205,31106.4346814
030702010301,48781.8380849
030702010302,49341.0484191
030702010303,59207.1549433
030702010304,37691.0977456
030702010401,37392.654757
030702010402,30630.4577997
030702010403,21320.4428779
030702010404,16464.0464311
030702010501,29216.1296423
030702010502,30811.9438677
030702010503,31281.0457032
030702010504,33999.4182017
030702010601,36303.368037
030702010602,36982.3238644
030702010603,24506.260061
030702010604,46155.8630619
030702010701,16900.0776359
030702010702,48667.2346264
030702010703,56915.7106628
030702010704,75825.4308149
030702010705,60527.6558419
030702010801,30812.6690416
030702010802,28688.8722221
030702010803,26818.783409
030702010901,19475.5610648
030702010902,17351.1118282
030702010903,27006.448308
030702010904,42016.2634013
030702011001,27324.8245858
030702011002,47236.6663293
030702011003,40689.2003145
030702011004,24344.7666995
030702011101,91766.0793591
030702011102,113181.853642
030702011103,77382.3661265
030702011104,70985.0529126
030702011105,88982.7839468
030702011201,82809.0616266
030702011202,170050.42495
030702020101,42488.4102192
030702020102,23005.1462319
030702020103,36063.3822415
030702020104,18405.5022166
030702020201,41054.2742984
030702020202,21221.6109789
030702020301,34712.1623628
030702020302,37948.2033589
030702020303,21953.5204799
030702020304,34866.6471824
030702020401,47044.3857379
030702020402,48942.2837995
030702020403,37178.9719807
030702020404,37427.9768173
030702020501,50011.1436982
030702020502,62145.3403993
030702030101,124090.866315
030702030102,100832.868584
030702030201,60829.5723086
030702030202,3428.62988598
030702030203,42082.416706
030702030204,0.0
030702030301,81928.894105
030702030302,42194.4263278
030702030401,16215.1605537
030702030402,47030.2757158
030702030403,0.0
030702030501,60280.2203327
030702030502,27537.566126
030702030503,21632.9572785
030702030504,0.0
030702040101,82044.3278611
030702040102,64972.6213465
030702040103,51483.086256
030702040104,26716.2729859
030702040105,25376.4971689
030702040201,43114.8760685
030702040202,27375.5128613
030702040203,22353.8713604
030702040301,70277.7706781
030702040302,22072.7900664
030702040303,62823.8677525
030702040304,39740.0882354
030702040305,40504.4458133
030702040401,48892.2388928
030702040402,27853.3536664
030702040403,24790.8128682
030702040404,50021.8785478
030702040405,20429.3545234
030702040501,56063.4149785
030702040502,65869.4268286
030702040503,58587.7063967
030702040601,32010.1362572
030702040602,62396.3268177
030702040603,51570.6621837
030702040701,45760.64917
030702040702,65978.3238896
030702040703,42461.7558122
030702040801,44176.867734
030702040802,27697.0518027
030702040803,40338.2213996
030702040901,60898.9821607
030702040902,60050.639143
030702040903,35862.0178607
030702040904,38632.3928746
030702040905,40284.3250633
030702040906,19026.0767041
030702040907,29758.4255614
030702050101,31614.348443
030702050102,43503.739751
030702050103,22808.8440495
030702050104,24768.6349416
030702050105,44436.4085408
030702050201,45718.9878618
030702050202,29504.796057
030702050203,34593.0867518
030702050301,40658.3746668
030702050302,18456.6506947
030702050303,27052.3324537
030702050304,23539.7741515
030801010101,9324.16462575
030801010102,13267.3382597
030801010103,26584.5540891
030801010104,2303.43612947
030801010105,42599.9549005
030801010201,40903.7739784
030801010202,29796.8551635
030801010203,5479.1051335
030801010204,9900.49738446
030801010205,3588.01897307
030801010206,22836.838283
030801010301,18967.1017477
030801010302,31060.7240399
030801010401,14576.2019586
030801010402,8143.07431701
030801010403,6291.45060184
030801010404,11016.6754103
030801010405,2233.67465155
030801010406,20151.3984907
030801010407,22088.5054149
030801010408,9021.27712167
030801010409,2052.31746352
030801010410,24581.000389
030801010501,35301.2628598
030801010502,28076.7357625
030801010503,19608.031421
030801010504,13470.0764638
030801010505,21921.0670862
030801010506,20461.8240751
030801010507,45896.7703213
030801010601,14341.1015717
030801010602,14544.4715618
030801010603,10938.0488732
030801010604,22040.7706154
030801010701,14097.2945673
030801010702,8700.29920127
030801010703,9305.78577237
030801010704,20550.1242469
030801010705,22082.663665
030801010706,14893.9234947
030801010707,14364.6704491
030801010801,16060.7900124
030801010802,23655.7892246
030801010803,19517.4010261
030801010804,15699.8651294
030801010805,11276.8775968
030801010806,21685.6218048
030801010807,17787.0742107
030801010808,24915.1898954
030801010901,30968.3135845
030801010902,28197.1238941
030801010903,50167.8309879
030801010904,24405.1305645
030801010905,42869.4346616
030801011001,21541.2440229
030801011002,14293.8443685
030801011003,27454.81572
030801011004,28665.3007824
030801011005,23658.3112055
030801011006,14559.6566067
030801011007,20284.6984384
030801011008,46807.1636687
030801011101,16296.5506078
030801011102,27283.2705312
030801011103,15732.499728
030801011104,20253.9584309
030801011105,39488.8754268
030801011201,19989.8667981
030801011202,23635.709554
030801011203,45287.0343853
030801011204,25170.0553544
030801011205,45839.5964681
030801011206,62476.8274015
030801011207,22663.3058123
030801011208,27695.8840969
030801011301,27077.2442574
030801011302,17435.8923289
030801011303,34571.4581056
030801011304,23795.8832776
030801011401,7338.97353478
030801011402,18312.059742
030801011403,14141.5587804
030801011404,29016.1395266
030801011405,54247.0964579
030801011406,34642.0404065
030801011407,26689.6923539
030801011501,27505.5566344
030801011502,18582.0291998
030801011503,38655.0990335
030801011504,30587.7682042
030801011505,25944.9083356
030801011506,36040.1909185
030801011601,79040.1014406
030801011602,24437.6936458
030801011603,33899.9639969
030801011604,47619.998906
030801011605,43059.6867716
030801011606,52013.0901141
030801011701,57807.7859087
030801011702,62439.2167691
030801011801,27722.0268043
030801011802,50119.2625474
030801011901,37392.935365
030801011902,44248.2122155
030801011903,52633.7177916
030801012001,51139.2865806
030801012002,41966.3922753
030801012003,25909.9110166
030801012004,15420.0914074
030801012100,79861.0619176
030801020101,42115.5360322
030801020102,19298.7155734
030801020103,7141.21648519
030801020104,14871.5513883
030801020105,12807.9810203
030801020201,9364.82611896
030801020202,19761.2447984
030801020203,37327.9402006
030801020301,14698.6695422
030801020302,21648.4533723
030801020303,19399.6532677
030801020304,29721.5078586
030801020401,14614.2505507
030801020402,14956.7269676
030801020403,31653.0303279
030801020404,14266.1737102
030801020405,39035.6848375
030801020501,26885.94152
030801020502,20284.2246619
030801020503,39524.2018631
030801020504,37674.1328242
030801020505,43771.6110709
030801020600,68308.7735824
030801020700,90729.5371209
030801020801,30721.9273304
030801020802,45044.8512509
030801020803,43303.7257791
030801020804,21393.2363268
030801020805,25606.5147125
030801020806,53266.7899963
030801020900,67540.256712
030801021000,82838.7634801
030801021101,26293.0433569
030801021102,31721.2987044
030801021103,44902.7988273
030801021104,19250.8415219
030801021105,43463.5932426
030801021106,39312.1806963
030801021107,29640.7550405
030801021201,40070.4145335
030801021202,53092.8288205
030801021203,12373.3959754
030801021204,11274.1981202
030801021205,37475.0930423
030801021301,61732.7437102
030801021302,34260.7505274
030801021303,26898.9714876
030801021401,34819.3802908
030801021402,69379.5995133
030801021403,41826.2978629
030801021404,32932.9715154
030801021405,47905.0745199
030801021406,40817.9826201
030801030101,61056.048333
030801030102,56021.7384413
030801030201,13533.4925711
030801030202,52648.6105858
030801030203,37556.8494754
030801030204,43472.2270849
030801030205,40722.338724
030801030301,31130.395089
030801030302,42536.990608
030801030303,81363.1082474
030801030304,77136.4387918
030801030401,31889.0581417
030801030402,25323.7770877
030801030403,54859.2231081
030801030404,61849.8263965
030801030501,30104.7463861
030801030502,24518.3090683
030801030503,19839.8488839
030801030504,45613.3512881
030801030601,49709.0825774
030801030602,66947.6575094
030801030603,58835.7189889
030801030604,23548.7270871
030801030701,26984.0966958
030801030702,32532.3360078
030801030703,37872.9425917
030801030704,42328.286102
030801030801,27149.8789492
030801030802,27013.8889164
030801030803,26027.1558796
030801030804,79073.5748748
030801030901,50867.4351885
030801030902,48062.1600264
030801030903,50529.8669049
030801030904,56317.8931201
030801031001,46204.9559039
030801031002,55195.16782
030801031003,67244.0331169
030801031004,34624.2044515
030801031101,31802.2437355
030801031102,21306.9379264
030801031103,40722.338724
030801031201,49665.4560583
030801031202,30575.0623098
030801031203,51359.2390454
030801031204,58713.9622249
030801031301,68549.0467419
030801031302,57226.5874169
030801031303,26619.5178403
030801031304,24975.4156492
030801031401,30778.6775575
030801031402,25098.0392742
030801031403,28699.3438733
030801031404,13194.3471433
030801031405,8835.64468291
030801031501,37772.0432885
030801031502,33066.6132338
030801031503,29898.6223283
030801031601,48868.6048091
030801031602,13041.8133367
030801031603,25954.1493078
030801031604,32281.6638802
030801031605,29209.6295574
030801031606,18901.4079167
030802010101,28683.6362076
030802010102,18564.4486107
030802010103,12400.9282379
030802010104,18213.5295381
030802010105,11272.4222887
030802010201,36777.2365597
030802010202,18592.8865303
030802010203,13661.6186942
030802010204,9635.58789084
030802010205,24959.0989284
030802010301,30026.1351568
030802010302,19000.7692778
030802010303,33444.2728235
030802010304,24393.5480294
030802010401,15555.0215677
030802010402,25528.0566986
030802010403,23513.1535809
030802010501,20797.0741859
030802010502,48147.7760824
030802010503,26696.1855253
030802010601,55891.6840355
030802010602,12031.6964026
030802020101,4338.32288674
030802020102,8881.23811469
030802020103,8535.39851029
030802020104,11966.4407005
030802020105,14420.162701
030802020201,44450.0072411
030802020202,12818.1036188
030802020203,5527.35062672
030802020301,60867.3428855
030802020302,74821.0806326
030802020400,44114.1305362
030802030100,33789.211267
030802030201,13861.4672706
030802030202,8650.80582023
030802030203,18054.9057025
030802030301,14791.3847843
030802030302,1050.39205959
030802030303,7127.80537442
030802030304,23980.0043982
030802030305,13575.4419403
030802030306,8680.16225069
030802030307,17641.9293622
030901010101,24640.3583402
030901010102,22099.2918737
030901010103,28333.021898
030901010104,17966.3784781
030901010201,21287.5153176
030901010202,20717.225221
030901010301,21171.1050269
030901010302,40679.6423447
030901010400,45081.297568
030901010501,20259.7910224
030901010502,14392.823989
030901010503,48678.7325338
030901010504,64423.1379474
030901010601,81416.6528475
030901010602,23554.9439803
030901010701,17742.4684834
030901010702,17383.3257596
030901010801,10195.0867348
030901010802,17115.6970386
030901010803,56862.2140124
030901010804,24960.4193432
030901010901,24560.0124668
030901010902,16372.7611805
030901010903,16819.982902
030901010904,14879.8927052
030901010905,14572.1391675
030901011001,21362.5601672
030901011002,19787.4781141
030901011101,10180.5356232
030901011102,9132.43434804
030901011103,31458.686201
030901011201,21690.4223567
030901011202,8033.3317723
030901011203,13383.1579144
030901011204,20889.2121399
030901011301,8251.85194673
030901011302,11275.4557152
030901011303,24301.4442053
030901011304,35968.2240245
030901011401,10510.6561966
030901011402,7001.24221729
030901011403,8691.34003097
030901011404,8932.85475128
030901011405,11910.7943746
030901011501,14791.8725885
030901011502,16967.4996664
030901011503,21183.2255753
030901011504,9517.85842446
030901011505,12100.6621898
030901011601,7463.97398731
030901011602,17536.24084
030901011603,15585.3342863
030901011604,17332.4162559
030901011701,21002.0546788
030901011702,7513.21546164
030901011703,16125.1020645
030901011704,13397.4291576
030901011801,12724.5054598
030901011802,11688.8392338
030901011803,11356.4843271
030901011804,18438.0001033
030901011901,8436.30011644
030901011902,13126.6795326
030901012001,15923.4773058
030901012002,15248.4933351
030901012003,15984.6390297
030901012004,5542.23813097
030901012101,13854.745165
030901012102,5521.26917628
030901012103,4442.68026682
030901020100,29509.9514005
030901020200,27349.4111259
030901020301,11039.1944393
030901020302,14484.9211257
030901020303,5944.68647729
030901030101,14865.2873792
030901030102,9222.43755519
030901030103,3854.86755304
030901030104,11545.6847467
030901030105,14581.3703464
030901030201,31212.3253162
030901030202,8416.29131874
030901030203,28102.8090895
030901030204,9519.51272526
030901030205,28118.5647325
030901030206,26351.7987208
030901030301,10225.3138197
030901030302,8918.28900301
030901030303,25840.8494878
030901030304,10982.3813424
030901030305,11670.2199967
030901030402,12696.7803915
030901030403,5122.73297361
030901030404,16969.3620159
030902010100,76191.6681171
030902010200,35989.9408247
030902020100,2419.96105124
030902020200,5980.84426679
030902020300,5029.23167392
030902020401,2382.37701441
030902020402,5976.31667391
030902020500,26894.8461726
030902020600,11584.5587519
030902020601,1542.35224183
030902020700,63672.7882677
030902020800,74225.0632122
030902020900,33621.5422191
030902021000,89144.2515989
030902021100,61828.9434632
030902021200,5018.23721094
030902021300,138209.192704
030902021400,457731.010301
030902030100,10713.3630925
030902030200,61512.8030969
030902030300,47655.7769463
030902040101,32013.2372055
030902040102,30738.2079562
030902040103,33331.7606846
030902040104,12545.5544871
030902040105,33093.0851622
030902040106,8902.43582206
030902040107,9737.58335481
030902040201,4957.77406793
030902040202,5959.78952733
030902040203,14523.4657045
030902040204,24733.4912716
030902040205,6789.89222818
030902040206,42722.2570202
030902040207,20798.5782915
030902040208,16698.9303196
030902040301,19710.1382767
030902040302,63386.2697552
030902040303,42292.1411298
030902040304,47548.4844793
030902040305,43383.2961467
030902040401,30219.4352966
030902040402,14487.8437728
030902040403,31052.6061158
030902040404,26077.0832661
030902040405,46261.5977977
030902040406,20019.8103698
030902040501,18317.9347096
030902040502,23633.0267445
030902040503,25048.4338519
030902040504,11705.0901309
030902040601,39686.7977498
030902040602,21187.2209685
030902040603,19093.1111173
030902040700,97232.6400093
030902040800,114210.102959
030902040901,23947.7091281
030902040902,10686.7836649
030902040903,23775.7619473
030902040904,28328.348193
030902040905,45633.542357
030902040906,32532.5723446
030902041000,335425.732439
030902041100,195534.165807
030902050101,406.778861061
030902050102,4917.71212401
030902050201,13604.5022625
030902050202,18822.7009825
030902050203,14365.4967977
030902050204,18511.4746322
030902050205,10905.0362954
030902050206,9073.8023058
030902050301,11002.4117017
030902050302,9852.8647428
030902050303,20701.3824025
030902050304,10317.1586838
030902050401,21663.5884905
030902050402,15699.6775831
030902050403,11683.6186936
030902050404,13601.3210094
030902050405,5574.29259541
030902050406,7622.00585985
030902050407,14330.3132825
030902050408,30795.9008962
030902050501,10657.2796566
030902050502,33249.7537783
030902050601,21229.2857988
030902050602,23107.575605
030902050603,16179.2511419
030902050604,10789.4899237
030902050605,17972.4227311
030902050606,13594.2614832
030902050607,1758.63086492
030902060100,45657.8426219
030902060200,47312.2606147
030902060300,52708.6816706
030902060401,11263.074867
030902060402,38358.8510251
030902060501,17731.0617131
030902060502,20246.8970133
030902060503,9028.83245013
030902060504,25734.439651
030902060601,22148.4496831
030902060602,20861.3415362
030902060603,14810.4990249
030902060604,18618.4379002
030902060700,39419.7319939
030902060801,10989.6356904
030902060802,9350.81715078
030902060803,12893.8685436
030902060900,38326.2249924
030902061001,27324.8077139
030902061100,33611.5384486
030902061101,17189.8757647
030902061201,16078.3231532
030902061202,9385.58514474
030902061203,15230.8008487
030902061204,24894.4328696
030902061205,14287.0636582
030902061300,26446.4345412
030902061401,16639.4233673
030902061402,13073.0292295
030902061403,8388.41827715
030902061404,6115.20365695
030902061405,21343.3998721
030902061406,17133.3710186
030902061500,50340.150986
030902061601,15724.7456605
030902061602,8050.72858838
030902061603,4149.10451944
030902061604,6242.8020063
030902061605,13963.6483141
030902061606,3581.16939839
030902061607,18226.8358603
030902061608,8524.81034914
030902061609,21310.2212908
030902061700,57420.3382727
030902061701,12559.4617099
031001010101,34178.3524308
031001010102,8895.16636476
031001010103,25877.3035419
031001010201,13690.4946709
031001010202,15207.3463866
031001010203,13985.205414
031001010204,10104.8088872
031001010205,12623.1212018
031001010301,13123.1425642
031001010302,13622.1946544
031001010303,5436.04259596
031001010304,24904.851519
031001010305,10859.4938802
031001010306,32817.2713214
031001010401,16720.963728
031001010402,15486.5909716
031001010403,20393.990796
031001010404,14349.923663
031001010405,29718.2596126
031001010501,12986.8764789
031001010502,23500.4585131
031001010503,5761.39382443
031001010504,34397.5080521
031001010505,21574.7526664
031001010506,19240.3342206
031001010601,6636.92661362
031001010602,11811.1575221
031001010603,21487.7726335
031001010604,11779.552221
031001010605,8146.9000892
031001010701,24764.4645385
031001010702,11010.4757508
031001010703,15348.2629096
031001010704,14253.6132977
031001010705,20850.6768052
031001010801,15023.6762335
031001010802,16960.2057041
031001010803,27493.2617078
031001010804,7893.46736755
031001010805,19790.0190396
031001010806,11146.7689293
031001010807,20076.7220562
031001010901,5935.67173508
031001010902,13674.674563
031001010903,5490.91119189
031001010904,22697.6516673
031001010905,17861.681774
031001010906,5472.08522936
031001010907,24941.6139484
031001011001,2002.86687659
031001011002,8439.49752962
031001011003,5915.20824325
031001011004,11762.2214187
031001011005,13541.9566063
031001011006,7834.82088328
031001011101,4864.07621144
031001011102,19621.7378293
031001011103,4948.75928193
031001011104,7942.60004154
031001011105,7547.60523081
031001011106,11951.1526538
031001011107,19971.4054883
031001011108,4905.47925623
031001020101,12636.4444118
031001020102,15569.4006376
031001020103,11684.8578134
031001020104,10525.8286619
031001020201,10515.420623
031001020202,17777.6352646
031001020203,10680.9091817
031001020204,20233.6918185
031001020301,22710.8890448
031001020302,24862.1029324
031001020303,23317.3779175
031001020401,12706.76532
031001020402,18016.1093146
031001020403,11034.7709707
031001020404,11805.6677574
031001020501,7403.63601884
031001020502,7709.58065274
031001020503,12735.7126623
031001020504,17527.9290606
031001020505,11858.5100762
031001020506,16554.7964507
031001030101,12313.3849855
031001030102,22452.5672771
031001030103,24173.4960233
031001030104,9785.52149166
031001030105,13596.2653279
031001030201,29381.5112129
031001030202,9873.67840614
031001030300,61528.2068563
031002010101,11258.3028007
031002010102,9485.70188481
031002010103,4514.3134905
031002010201,13713.801533
031002010202,23001.9130651
031002010203,22015.2605828
031002010204,14138.2403649
031002010205,6891.39901255
031002010301,12587.9489844
031002010302,10303.0268827
031002010303,11461.1188969
031002020101,20693.3145511
031002020102,17917.1824334
031002020103,15958.7557721
031002020104,10118.6243056
031002020105,12513.8381703
031002020106,17861.2713663
031002020107,7151.12837169
031002020201,16952.5519889
031002020202,16279.4279235
031002020203,15266.4138625
031002020204,7144.55867775
031002030101,14384.2134487
031002030102,9174.23299908
031002030103,13336.1598356
031002030104,19796.5384003
031002030105,12031.8906395
031002030201,9375.64669107
031002030202,15120.0594627
031002030203,6720.35102872
031002040101,6932.29953642
031002040102,21292.7402404
031002040103,22739.8037345
031002040104,36427.695726
031002040201,14951.6184816
031002040202,10534.8006808
031002040203,19883.5867537
031002040204,15987.747305
031002040205,18460.1448131
031002040301,12940.8334462
031002040302,14436.7473869
031002040303,17088.107665
031002040304,27223.3095553
031002040305,15289.2249745
031002040306,19405.5308266
031002050101,17880.773278
031002050102,32308.4947436
031002050103,36489.6518296
031002050201,19132.0366373
031002050202,35907.1104886
031002050203,12415.8238845
031002050204,12097.9949657
031002050205,35635.801613
031002050301,19114.1698056
031002050302,21122.7067727
031002050303,13677.3175758
031002050304,64759.4765583
031002050401,19939.6057385
031002050402,12581.4586453
031002050403,55286.7935605
031002050404,60242.872778
031002050501,28574.4502792
031002050502,43162.7910499
031002050503,30046.8527185
031002060101,32557.1556341
031002060102,12528.9902789
031002060103,27626.5118474
031002060201,17553.1489995
031002060202,35318.6836664
031002060203,9521.39315394
031002060301,24134.6094114
031002060302,20081.0679108
031002060303,17331.5862088
031002060401,16421.9906278
031002060402,11522.5612785
031002060501,8893.36680878
031002060502,21946.8346486
031002060601,13448.0666558
031002060602,11183.2546016
031002060603,12484.8672904
031002060604,7293.36061425
031002060700,7020.4566606
031002070101,37312.4812146
031002070102,44737.5091078
031002070103,19844.7764071
031002070104,44377.4393289
031002070201,48955.6845643
031002070202,33468.7010981
031002070203,23028.2944186
031002070204,76450.3066345
031002070205,89099.4915804
031002070301,23227.9586158
031002070302,28828.8512824
031002070303,36538.8581543
031002070304,21765.7866063
031002070305,22675.8368779
031002070306,22544.5784732
031002070307,38305.4943199
031002070401,55211.4440644
031002070402,26961.1285495
031002070403,17564.0582737
031002070404,45682.9453244
031002070501,37105.1552271
031002070502,31112.7871352
031002070503,19582.612768
031002070504,10062.039028
031002070505,13485.0823987
031002070506,5165.55069659
031002080101,30983.5758684
031002080102,49791.2227258
031002080103,38919.2985891
031002080104,42744.9876856
031002080201,23317.9521871
031002080202,21187.7501907
031002080203,36539.4156677
031002080204,58071.7725005
031002080205,55479.5857077
031002080206,16174.8581462
031002080207,37731.6380553
031002080301,50087.9013295
031002080302,66569.5262848
031002080303,33679.4392773
031002080304,50854.2314413
031002080401,32525.0369364
031002080402,51361.2522521
031002080403,60890.6879409
031002080501,41886.5046102
031002080502,53825.7235144
031002080503,40611.5432496
031002080504,60173.2066222
031002080601,23553.9001996
031002080602,42745.9208443
031002080603,35997.0781373
031002080701,20820.6601789
031002080702,27670.5241926
031002080703,35251.1363799
031002080704,14328.7212764
031002080705,42898.456252
031002080706,39275.8426938
031002080800,89266.1137981
031002080901,38233.2965766
031002080902,26612.8585448
031002080903,28841.5107813
031002080904,15575.335885
031002080905,54933.3331691
031002081001,34476.2206853
031002081002,31257.9735212
031002081003,47472.0560706
031002081004,33757.2002076
031002081101,32840.2564611
031002081102,22326.4796605
031002081103,41952.307477
031101010100,42450.5107378
031101010201,36231.4268153
031101010202,13257.6388665
031101010203,18854.1995791
031101010301,12031.5209624
031101010302,26107.615279
031101010303,54145.1318642
031101010304,29370.7711046
031101010305,73319.2122873
031101010306,42127.0372092
031101010401,42745.560306
031101010402,17061.188612
031101010403,35789.157215
031101010404,30309.4253699
031101010405,28651.8038942
031101010501,56902.7366615
031101010502,42867.9135537
031101010503,76020.3249693
031101010504,41677.1566869
031101010601,17921.5701396
031101010602,32395.7669084
031101010603,37296.7676725
031101020101,50281.8217945
031101020102,51728.3570687
031101020103,81322.3220041
031101020104,88034.3562825
031101020201,23204.7563053
031101020202,48460.5864835
031101020203,41730.9772919
031101020301,46007.4037726
031101020302,51229.9838965
031101020303,44689.3244339
031101020401,25704.2011449
031101020402,34722.0965225
031101020403,33582.942357
031101020404,52859.696439
031101020405,49711.8009461
031101020501,69123.2750441
031101020502,80411.1727062
031101020503,26542.5839437
031101020504,41856.0996083
031101020505,64415.3972468
031101020506,40132.3574887
031101020601,50914.6188315
031101020602,52866.7391405
031101020603,63991.9581427
031101020604,92292.1483194
031101020605,59898.1428929
031101020701,47035.212978
031101020702,64712.2390724
031101020703,53617.6067718
031101020801,57576.1160958
031101020802,21310.2677804
031101020803,42986.4644745
031101020804,22455.7818987
031101020805,40538.1059718
031101020901,66939.9409148
031101020902,63354.0669753
031101020903,54732.5806217
031101020904,36211.2790352
031101020905,73300.5947368
031101020906,72742.1582944
031101030101,21024.1956043
031101030102,43775.3214673
031101030103,31268.0789267
031101030104,33898.6903055
031101030201,47492.9307857
031101030202,36393.3954331
031101030203,36609.6371607
031101030204,61726.3131899
031101030205,51765.1018919
031101030301,45291.3385514
031101030302,42333.1702457
031101030303,50278.3964938
031101030304,23677.5458765
031101030305,44875.6424475
031101030401,25253.0122103
031101030402,74010.4861986
031101030403,68906.1294939
031101030404,35539.6297625
031101030405,60574.3032311
031101030406,63795.279854
031101030501,44959.9070884
031101030502,59805.3849153
031101030503,60744.9201727
031101030504,73364.2177667
031101030505,66332.8304369
031102010101,36828.5819576
031102010102,22609.9953469
031102010103,34097.490377
031102010104,71300.0880595
031102010105,690773.886592
031102010201,40818.0199606
031102010202,119189.255443
031102010301,82073.5940848
031102010302,90977.9598891
031102010303,59065.2623722
031102010304,54555.8477697
031102010305,79895.2319997
031102010401,70821.6968489
031102010402,68497.7373328
031102010501,56470.117819
031102010502,65102.517633
031102010503,53501.1854108
031102010504,80719.3760203
031102010505,58523.2220549
031102010601,32489.1595219
031102010602,69292.6262985
031102010603,23010.5423806
031102010604,19778.0710339
031102010605,31441.8589426
031102010606,49011.6573512
031102010701,66580.6894806
031102010702,67035.5754376
031102010703,60738.6430264
031102010704,64559.1001404
031102010801,22860.8725139
031102010802,40247.5160002
031102010803,23912.7008467
031102010804,23469.792726
031102010901,33620.6119068
031102010902,22587.7888203
031102010903,40444.8427009
031102010904,26141.7573541
031102010905,38087.0706879
031102020101,26663.9037773
031102020102,26705.662587
