HUC_12,CRP_acres
101201120701,0
101201120702,0
101201120805,0
101201120806,0
101201120903,0
101201121001,0
101201121002,0
101201121003,0
101201121004,0
101201121102,0
101201121103,0
101201130103,0
101201130104,0
101201130105,0
101201130201,0
101201130202,0
101201130203,0
101201130301,0
101201130302,0
101201130303,0
101201130306,0
101201130401,0
101201130402,0
101201130403,0
101201130404,0
101201130406,0
101201130501,0
101201130502,0
101201130503,0
101201130504,0
101201130603,0
101201130604,0
101201130606,0
101201130701,0
101201130702,0
101201130704,0
101201130705,0
101201130801,0
101201130803,0
101201130901,0
101201130903,0
101201130904,0
101201130905,0
101201131003,0
101201131004,0
101201131005,0
101201131101,0
101201131102,0
101201131103,0
101201131104,0
101201131105,0
101202010102,0
101202010105,0
101202010106,0
101202010107,0
101202010201,0
101202010202,0
101202010203,0
101202010204,0
101202010205,0
101202010301,0
101202010302,0
101202010303,0
101202010304,0
101202010305,0
101202010401,0
101202010402,0
101202010403,0
101202010404,0
101202010405,0
101202010407,0
101202010408,0
101202010501,0
101202010502,0
101202010503,0
101202010504,0
101202010507,0
101202010601,0
101202010602,0
101202010603,0
101202010604,0
101202010605,0
101202010701,0
101202010702,0
101202010703,0
101202010704,0
101202010705,0
101202010706,0
101202010707,0
101202010801,0
101202010803,0
101202010804,0
101202010805,0
101202010806,0
101202010901,0
101202010902,0
101202010903,0
101202010905,0
101202010906,0
101202020101,0
101202020102,0
101202020103,0
101202020104,0
101202020105,0
101202020107,0
101202020108,0
101202020109,0
101202020110,0
101202020201,0
101202020202,0
101202020203,0
101202020204,0
101202020205,0
101202020207,0
101202020301,0
101202020302,0
101202020303,0
101202020401,0
101202020402,0
101202020403,0
101202020404,0
101202020405,0
101202020406,0
101202020407,0
101202020408,0
101202020501,0
101202020601,0
101202020603,0
101202020604,0
101202020701,0
101202020702,0
101202020703,0
101202020704,0
101202020705,0
101202020901,0
101202021001,0
101202021102,0
101202021201,0
101202021202,0
101202021203,0
101202021205,0
101202021206,0
101202021301,0
101202021303,0
101202021403,0
101202030101,0
101202030102,0
101202030103,0
101202030104,0
101202030105,0
101202030201,0
101202030202,0
101202030203,0
101202030204,0
101202030205,0
101202030301,0
101202030302,0
101202030303,0
101202030401,0
101202030402,0
101202030403,0
101202030404,0
101202030405,0
101202030406,0
101202030407,0
101301010102,0
101301010702,0
101301010803,0
101301010804,0
101301011001,0
101301011002,0
101301011005,0
101301020102,0
101301020106,0
101301020204,0
101301020301,0
101301020303,200-500
101301020304,100-200
101301020305,200-500
101301020306,200-500
101301020401,<50
101301020402,>1000
101301020403,>1000
101301020406,200-500
101301020501,50-100
101301020503,100-200
101301020505,<50
101301020506,<50
101301020602,500-1000
101301020603,200-500
101301020604,<50
101301020607,100-200
101301020701,100-200
101301020702,<50
101301020705,200-500
101301020801,<50
101301020802,100-200
101301020803,500-1000
101301020804,200-500
101301020805,500-1000
101301020806,>1000
101301020807,500-1000
101301020901,<50
101301020902,<50
101301020903,200-500
101301020904,200-500
101301020905,500-1000
101301020906,200-500
101301021001,<50
101301021002,50-100
101301021003,500-1000
101301021004,500-1000
101301021005,50-100
101301021006,<50
101301021007,100-200
101301021008,200-500
101301021101,>1000
101301021102,>1000
101301021103,50-100
101301021104,500-1000
101301021105,500-1000
101301021203,100-200
101301021205,50-100
101301021301,100-200
101301021302,<50
101301021303,<50
101301021304,<50
101301021306,<50
101301021307,<50
101301021403,<50
101301021405,<50
101301021502,<50
101301021504,<50
101301021508,<50
101301021701,500-1000
101301021702,200-500
101301021703,500-1000
101301021704,200-500
101301021705,>1000
101301021706,<50
101301030101,>1000
101301030102,200-500
101301030103,>1000
101301030201,500-1000
101301030202,200-500
101301030203,>1000
101301030204,>1000
101301030205,100-200
101301030206,>1000
101301030301,>1000
101301030302,>1000
101301030303,>1000
101301030304,>1000
101301030305,>1000
101301030306,>1000
101301030307,>1000
101301030401,>1000
101301030402,>1000
101301030403,500-1000
101301030404,>1000
101301030405,>1000
101301030406,200-500
101301030501,100-200
101301030502,100-200
101301030503,500-1000
101301030504,>1000
101301030505,>1000
101301030506,>1000
101301030601,200-500
101301030602,>1000
101301030603,200-500
101301030701,<50
101301030702,200-500
101301030703,<50
101301030704,100-200
101301030705,200-500
101301030706,>1000
101301030801,500-1000
101301030802,200-500
101301030803,>1000
101301030804,>1000
101301030805,<50
101301030901,200-500
101301030902,200-500
101301030903,200-500
101301030904,50-100
101301030905,200-500
101301031001,200-500
101301031002,100-200
101301031003,>1000
101301031004,<50
101301031005,200-500
101301031006,500-1000
101301031007,<50
101301031101,100-200
101301031102,200-500
101301031103,500-1000
101301031104,500-1000
101301031105,200-500
101301031106,>1000
101301031107,500-1000
101301031201,100-200
101301031202,200-500
101301031203,<50
101301031301,200-500
101301031302,>1000
101301031303,200-500
101301031304,>1000
101301031401,>1000
101301031402,>1000
101301031403,500-1000
101301031404,500-1000
101301031405,100-200
101301031406,>1000
101301031501,100-200
101301031502,<50
101301031503,<50
101301031504,100-200
101301031505,50-100
101301040101,500-1000
101301040102,500-1000
101301040103,200-500
101301040201,100-200
101301040202,200-500
101301040203,50-100
101301040204,<50
101301040301,100-200
101301040302,50-100
101301040303,50-100
101301040304,<50
101301040305,<50
101301040306,100-200
101301040401,200-500
101301040402,500-1000
101301040403,200-500
101301040404,100-200
101301040501,500-1000
101301040502,500-1000
101301040503,200-500
101301040504,200-500
101301040505,100-200
101301040601,100-200
101301040602,100-200
101301040603,500-1000
101301040604,>1000
101301040605,>1000
101301040606,>1000
101301050101,500-1000
101301050102,200-500
101301050103,50-100
101301050104,<50
101301050105,50-100
101301050106,100-200
101301050107,<50
101301050108,500-1000
101301050201,500-1000
101301050202,200-500
101301050203,200-500
101301050204,500-1000
101301050205,200-500
101301050206,200-500
101301050207,200-500
101301050301,>1000
101301050302,200-500
101301050303,<50
101301050304,500-1000
101301050305,100-200
101301050306,<50
101301050401,200-500
101301050403,500-1000
101301050404,100-200
101301050501,>1000
101301050502,100-200
101301050503,<50
101301050504,100-200
101301050601,<50
101301050605,<50
101301050701,>1000
101301050702,200-500
101301050703,500-1000
101301050704,500-1000
101301050705,200-500
101301050901,>1000
101301050902,200-500
101301050903,100-200
101301050904,200-500
101301051001,<50
101301051003,<50
101301051004,500-1000
101301051101,200-500
101301051102,100-200
101301051103,200-500
101301051104,500-1000
101301051301,200-500
101301051304,<50
101301051401,500-1000
101301051403,<50
101301051504,200-500
101301051505,<50
101301051601,200-500
101301051602,100-200
101301051604,<50
101301051701,100-200
101301051702,<50
101301051703,500-1000
101301051704,>1000
101301051705,200-500
101301051706,500-1000
101301051707,50-100
101301051708,500-1000
101301051801,100-200
101301051802,<50
101301051803,500-1000
101301051804,200-500
101301051805,200-500
101301051806,100-200
101301051807,500-1000
101301051901,>1000
101301051902,50-100
101301051903,500-1000
101301051904,50-100
101301052001,<50
101301052003,>1000
101301052004,<50
101301052005,500-1000
101301052006,200-500
101301052007,100-200
101301052009,<50
101301060101,100-200
101301060102,500-1000
101301060103,100-200
101301060104,500-1000
101301060201,100-200
101301060202,500-1000
101301060203,>1000
101301060204,200-500
101301060205,200-500
101301060301,100-200
101301060302,200-500
101301060303,100-200
101301060304,200-500
101301060305,100-200
101301060306,200-500
101301060307,200-500
101301060308,200-500
101301060309,>1000
101301060310,>1000
101301060311,>1000
101301060401,500-1000
101301060402,>1000
101301060403,>1000
101301060404,>1000
101301060501,200-500
101301060502,500-1000
101301060503,500-1000
101301060504,>1000
101301060601,>1000
101301060602,500-1000
101301060603,500-1000
101301060604,500-1000
101301060605,500-1000
101301060606,500-1000
101301060607,500-1000
101301060608,500-1000
101302010103,500-1000
101302010104,200-500
101302010105,100-200
101302010106,200-500
101302010107,200-500
101302010108,<50
101302010109,100-200
101302010201,500-1000
101302010203,50-100
101302010301,200-500
101302010302,200-500
101302010303,200-500
101302010304,200-500
101302010305,100-200
101302010306,50-100
101302010307,<50
101302010401,200-500
101302010402,500-1000
101302010403,100-200
101302010405,50-100
101302010406,100-200
101302010501,>1000
101302010502,<50
101302010503,100-200
101302010504,200-500
101302010505,200-500
101302010506,>1000
101302010507,>1000
101302010508,50-100
101302010601,<50
101302010602,<50
101302010603,100-200
101302010604,<50
101302010606,50-100
101302010701,100-200
101302010702,100-200
101302010703,50-100
101302010704,50-100
101302010705,200-500
101302010801,100-200
101302010802,200-500
101302010803,200-500
101302010804,50-100
101302010806,100-200
101302010901,50-100
101302010902,50-100
101302010903,200-500
101302010904,200-500
101302010905,500-1000
101302010906,100-200
101302010907,200-500
101302010908,500-1000
101302010909,50-100
101302011001,200-500
101302011002,<50
101302011003,<50
101302011004,50-100
101302011005,<50
101302011101,50-100
101302011102,<50
101302011103,<50
101302011104,100-200
101302011105,<50
101302011106,50-100
101302011107,<50
101302020101,200-500
101302020102,>1000
101302020103,<50
101302020104,200-500
101302020105,>1000
101302020106,100-200
101302020107,>1000
101302020201,200-500
101302020202,500-1000
101302020203,500-1000
101302020204,>1000
101302020205,500-1000
101302020206,200-500
101302020207,<50
101302020208,<50
101302020209,<50
101302020210,500-1000
101302020301,>1000
101302020302,>1000
101302020303,<50
101302020304,500-1000
101302020305,<50
101302020306,>1000
101302020307,100-200
101302020401,500-1000
101302020402,50-100
101302020403,200-500
101302020404,>1000
101302020405,>1000
101302020406,>1000
101302020407,500-1000
101302020408,500-1000
101302020501,<50
101302020502,500-1000
101302020503,50-100
101302020504,200-500
101302020505,200-500
101302020506,200-500
101302020507,200-500
101302020508,500-1000
101302020509,>1000
101302020510,>1000
101302020511,500-1000
101302020601,100-200
101302020602,>1000
101302020603,>1000
101302020604,100-200
101302020605,>1000
101302020606,>1000
101302020607,500-1000
101302020608,>1000
101302020609,>1000
101302020610,>1000
101302030101,200-500
101302030102,200-500
101302030103,200-500
101302030104,500-1000
101302030105,>1000
101302030106,>1000
101302030107,500-1000
101302030108,500-1000
101302030109,500-1000
101302030201,200-500
101302030202,200-500
101302030203,>1000
101302030204,500-1000
101302030205,>1000
101302030206,500-1000
101302030301,500-1000
101302030302,500-1000
101302030303,100-200
101302030304,200-500
101302030305,50-100
101302030401,>1000
101302030402,500-1000
101302030403,100-200
101301020307,0
101301020404,0
101301020405,0
101301020502,0
101301020504,0
101301020601,0
101301020605,0
101301020606,0
101301020703,0
101301020704,0
101301021201,0
101301021202,0
101301021204,0
101301021305,0
101301021401,0
101301021402,0
101301021404,0
101301021501,0
101301021503,0
101301021505,0
101301021506,0
101301021507,0
101301021601,0
101301021602,0
101301021603,0
101301021604,0
101301021605,0
101301021606,0
101301050402,0
101301050405,0
101301050406,0
101301050602,0
101301050603,0
101301050604,0
101301050801,0
101301050802,0
101301050803,0
101301050804,0
101301051002,0
101301051005,0
101301051105,0
101301051201,0
101301051202,0
101301051203,0
101301051302,0
101301051303,0
101301051402,0
101301051404,0
101301051405,0
101301051406,0
101301051407,0
101301051408,0
101301051501,0
101301051502,0
101301051503,0
101301051603,0
101301051605,0
101301051606,0
101301051607,0
101301051608,0
101301051609,0
101301052002,0
101301052008,0
101302010101,0
101302010102,0
101302010202,0
101302010404,0
101302010605,0
101302010805,0
101302010807,0
101302010808,0
101302011006,0
101302030404,500-1000
101302030405,200-500
101302030501,<50
101302030502,<50
101302030503,<50
101302030504,<50
101302030506,<50
101302030507,100-200
101302030601,500-1000
101302030602,<50
101302030604,<50
101302030605,<50
101302040101,500-1000
101302040102,200-500
101302040103,200-500
101302040104,200-500
101302040105,200-500
101302040106,>1000
101302040201,>1000
101302040202,200-500
101302040203,200-500
101302040204,100-200
101302040205,>1000
101302040206,200-500
101302040207,>1000
101302040208,>1000
101302040209,50-100
101302040301,500-1000
101302040302,>1000
101302040303,>1000
101302040304,>1000
101302040305,>1000
101302040401,>1000
101302040402,200-500
101302040403,>1000
101302040404,>1000
101302040405,>1000
101302040406,>1000
101302040407,>1000
101302040408,>1000
101302040501,>1000
101302040502,200-500
101302040503,>1000
101302040504,>1000
101302040505,>1000
101302040506,>1000
101302040507,>1000
101302040601,500-1000
101302040602,500-1000
101302040603,>1000
101302040604,200-500
101302040605,200-500
101302040606,>1000
101302040607,100-200
101302040701,<50
101302040702,200-500
101302040703,500-1000
101302040704,200-500
101302040705,50-100
101302050101,>1000
101302050102,>1000
101302050103,>1000
101302050104,>1000
101302050105,>1000
101302050201,500-1000
101302050202,>1000
101302050203,200-500
101302050204,>1000
101302050205,>1000
101302050301,500-1000
101302050302,>1000
101302050303,200-500
101302050304,>1000
101302050401,>1000
101302050402,200-500
101302050404,>1000
101302050405,>1000
101302050406,>1000
101302050407,>1000
101302050408,500-1000
101302050501,500-1000
101302050502,>1000
101302050503,>1000
101302050504,>1000
101302050505,>1000
101302050506,500-1000
101302050601,>1000
101302050602,>1000
101302050603,500-1000
101302050604,500-1000
101302050701,>1000
101302050702,>1000
101302050703,500-1000
101302050704,200-500
101302050705,>1000
101302050706,>1000
101302050707,500-1000
101302050801,500-1000
101302050802,200-500
101302050803,100-200
101302050804,<50
101302050805,<50
101302050901,100-200
101302050902,50-100
101302050904,<50
101302051001,<50
101302051002,<50
101302051003,<50
101302051004,<50
101302051005,<50
101302060101,500-1000
101302060103,100-200
101302060104,100-200
101302060105,200-500
101302060106,200-500
101302060107,100-200
101302060201,50-100
101302060202,500-1000
