HUC_12,CRP_acres
100800150405,0
100800150406,0
100800150502,0
100800150503,0
100800150504,0
100800150601,0
100800150602,0
100800150603,0
100800150604,0
100800150605,0
100800150608,>1000
100800150701,>1000
100800150703,>1000
100800150707,200-500
100800160505,>1000
100901010108,50-100
100901010209,50-100
100901010402,<50
100901021202,<50
100901021305,<50
100901021306,<50
100902020803,50-100
100902020806,200-500
100902020809,>1000
100902020902,200-500
100902020903,200-500
100902020904,500-1000
100902050103,<50
100902060404,<50
100902060502,<50
100902070102,>1000
100902070106,50-100
100902070107,<50
100902080509,<50
100902080704,100-200
100902090903,<50
100902091101,500-1000
100902091303,100-200
100902091304,200-500
100902100109,100-200
100800150606,0
100800150607,0
100800150609,0
100800150702,0
100800150704,0
100800150705,0
100800150706,0
100800150801,0
100800150802,0
100800150803,0
100800150804,0
100800150805,0
100800150806,0
100800150901,0
100800150902,0
100800150903,0
100800150904,0
100800150905,0
100800150906,0
100800151001,0
100800151002,0
100800151003,0
100800151004,0
100800151005,0
100800160101,0
100800160102,0
100800160103,0
100800160104,0
100800160105,0
100800160106,0
100800160107,0
100800160108,0
100800160109,0
100800160110,0
100800160111,0
100800160201,0
100800160202,0
100800160203,0
100800160204,0
100800160205,0
100800160301,0
100800160302,0
100800160303,0
100800160304,0
100800160401,0
100800160402,0
100800160403,0
100800160404,0
100800160405,0
100800160406,0
100800160407,0
100800160408,0
100800160501,0
100800160502,0
100800160503,0
100800160504,0
100901010101,0
100901010102,0
100901010103,0
100901010104,0
100901010105,0
100901010106,0
100901010107,0
100901010109,0
100901010110,0
100901010111,0
100901010201,0
100901010202,0
100901010203,0
100901010204,0
100901010205,0
100901010206,0
100901010207,0
100901010208,0
100901010301,0
100901010302,0
100901010303,0
100901010304,0
100901010305,0
100901010306,0
100901010307,0
100901010401,0
100901010403,0
100901010404,0
100901010405,0
100901010406,0
100901010407,0
100901010501,0
100901010502,0
100901010503,0
100901010504,0
100901010601,0
100901010602,0
100901010603,0
100901010604,0
100901010605,0
100901010606,0
100901010701,0
100901010702,0
100901010703,0
100901010704,0
100901010705,0
100901010706,0
100901010707,0
100901010708,0
100901010801,0
100901010802,0
100901010803,0
100901010804,0
100901020101,0
100901020102,0
100901020103,0
100901020104,0
100901020201,0
100901020202,0
100901020203,0
100901020204,0
100901020205,0
100901020206,0
100901020207,0
100901020208,0
100901020209,0
100901020210,0
100901020301,0
100901020302,0
100901020303,0
100901020304,0
100901020305,0
100901020401,0
100901020402,0
100901020403,0
100901020404,0
100901020405,0
100901020406,0
100901020407,0
100901020408,0
100901020409,0
100901020410,0
100901020411,0
100901020501,0
100901020502,0
100901020503,0
100901020504,0
100901020505,0
100901020601,0
100901020602,0
100901020603,0
100901020604,0
100901020701,0
100901020702,0
100901020703,0
100901020704,0
100901020705,0
100901020706,0
100901020707,0
100901020708,0
100901020801,0
100901020802,0
100901020803,0
100901020804,0
100901020901,0
100901020902,0
100901021001,0
100901021002,0
100901021003,0
100901021004,0
100901021005,0
100901021101,0
100901021102,0
100901021201,0
100901021203,0
100901021204,0
100901021205,0
100901021206,0
100901021207,0
100901021208,0
100901021209,0
100901021210,0
100901021211,0
100901021212,0
100901021301,0
100901021302,0
100901021303,0
100901021304,0
100901021307,0
100901021308,0
100901021309,0
100901021310,0
100902010101,0
100902010102,0
100902010103,0
100902010104,0
100902010105,0
100902010106,0
100902010107,0
100902010108,0
100902010201,0
100902010202,0
100902010203,0
100902010204,0
100902010205,0
100902010206,0
100902010207,0
100902010208,0
100902010301,0
100902010302,0
100902010303,0
100902010304,0
100902010305,0
100902010306,0
100902020101,0
100902020102,0
100902020103,0
100902020104,0
100902020105,0
100902020106,0
100902020107,0
100902020108,0
100902020109,0
100902020201,0
100902020202,0
100902020203,0
100902020204,0
100902020205,0
100902020206,0
100902020301,0
100902020302,0
100902020303,0
100902020401,0
100902020402,0
100902020403,0
100902020404,0
100902020405,0
100902020406,0
100902020407,0
100902020408,0
100902020501,0
100902020502,0
100902020503,0
100902020504,0
100902020505,0
100902020506,0
100902020507,0
100902020601,0
100902020602,0
100902020603,0
100902020604,0
100902020605,0
100902020606,0
100902020701,0
100902020702,0
100902020703,0
100902020704,0
100902020705,0
100902020801,0
100902020802,0
100902020804,0
100902020805,0
100902020807,0
100902020808,0
100902020901,0
100902030101,0
100902030102,0
100902030103,0
100902030104,0
100902030105,0
100902030106,0
100902030107,0
100902030108,0
100902030201,0
100902030202,0
100902030203,0
100902030204,0
100902030205,0
100902030206,0
100902030301,0
100902030302,0
100902030303,0
100902030304,0
100902030305,0
100902030306,0
100902030401,0
100902030402,0
100902030403,0
100902030404,0
100902030405,0
100902030406,0
100902030407,0
100902040101,0
100902040102,0
100902040103,0
100902040104,0
100902040105,0
100902040106,0
100902040201,0
100902040202,0
100902040203,0
100902040204,0
100902040301,0
100902040302,0
100902040303,0
100902040304,0
100902040305,0
100902040306,0
100902040307,0
100902050101,0
100902050102,0
100902050104,0
100902050105,0
100902050106,0
100902050107,0
100902050108,0
100902050109,0
100902050110,0
100902050111,0
100902050201,0
100902050202,0
100902050203,0
100902050204,0
100902050205,0
100902050301,0
100902050302,0
100902050303,0
100902050304,0
100902050305,0
100902060101,0
100902060102,0
100902060103,0
100902060104,0
100902060105,0
100902060106,0
100902060107,0
100902060201,0
100902060202,0
100902060301,0
100902060302,0
100902060303,0
100902060304,0
100902060305,0
100902060401,0
100902060402,0
100902060403,0
100902060405,0
100902060406,0
100902060501,0
100902060503,0
100902060504,0
100902060505,0
100902060506,0
100902060507,0
100902070101,0
100902070103,0
100902070104,0
100902070105,0
100902070201,0
100902070202,0
100902070203,0
100902070204,0
100902070205,0
100902070206,0
100902070207,0
100902070208,0
100902070209,0
100902070301,0
100902070302,0
100902070303,0
100902070304,0
100902070305,0
100902070306,0
100902080101,0
100902080102,0
100902080103,0
100902080201,0
100902080202,0
100902080203,0
100902080204,0
100902080205,0
100902080206,0
100902080207,0
100902080301,0
100902080302,0
100902080303,0
100902080304,0
100902080305,0
100902080306,0
100902080307,0
100902080401,0
100902080402,0
100902080403,0
100902080404,0
100902080405,0
100902080406,0
100902080407,0
100902080501,0
100902080502,0
100902080503,0
100902080504,0
100902080505,0
100902080506,0
100902080507,0
100902080508,0
100902080601,0
100902080602,0
100902080603,0
100902080604,0
100902080605,0
100902080606,0
100902080607,0
100902080701,0
100902080702,0
100902080703,0
100902090101,0
100902090102,0
100902090201,0
100902090202,0
100902090203,0
100902090204,0
100902090205,0
100902090206,0
100902090207,0
100902090208,0
100902090301,0
100902090302,0
100902090303,0
100902090304,0
100902090305,0
100902090401,0
100902090402,0
100902090403,0
100902090501,0
100902090502,0
100902090503,0
100902090601,0
100902090602,0
100902090603,0
100902090701,0
100902090702,0
100902090703,0
100902090704,0
100902090801,0
100902090802,0
100902090901,0
100902090902,0
100902091001,0
100902091002,0
100902091102,0
100902091103,0
100902091104,0
100902091105,0
100902091201,0
100902091202,0
100902091301,0
100902091302,0
100902100101,0
100902100102,0
100902100103,0
100902100104,0
100902100105,0
100902100106,0
100902100107,0
100902100108,0
100902100201,0
100902100202,0
100902100203,0
100902100204,0
100902100205,0
100902100206,0
100902100207,0
100902100301,0
100902100302,0
100902100303,0
100902100304,>1000
101000010102,>1000
101000010104,500-1000
101000010201,500-1000
101000010403,200-500
101000010404,500-1000
101000010405,>1000
101000011303,>1000
101000012101,200-500
101000012102,<50
101000012105,>1000
101000012201,>1000
101000012202,>1000
101000012203,200-500
101000012205,>1000
101000012206,500-1000
101000012303,200-500
101000012501,200-500
101000020201,500-1000
101000020202,>1000
101000020203,>1000
101000020301,100-200
101000020505,500-1000
101000020506,>1000
101000020507,>1000
101000040101,200-500
101000040103,200-500
101000040201,200-500
101000040203,100-200
101000040302,100-200
101000040305,200-500
101000040402,500-1000
101000040403,200-500
101000040404,100-200
101000040501,200-500
101000040605,500-1000
101000040607,100-200
101000040703,50-100
101000040704,50-100
101000040705,200-500
101000040707,100-200
101000040801,200-500
101000040802,200-500
101000040803,>1000
101000040804,500-1000
101000041002,500-1000
101000041003,100-200
101000041004,500-1000
101000041005,500-1000
101000041101,200-500
101000041102,100-200
101000041103,500-1000
101000041105,50-100
101000041203,200-500
101000041204,<50
101000041205,200-500
101000041206,200-500
101000041302,>1000
101000041303,500-1000
101000041304,200-500
101000041401,500-1000
101000041402,<50
101000041502,>1000
101000041503,200-500
101000041504,500-1000
101000041505,>1000
101000041601,200-500
101000041602,<50
101000041603,500-1000
101000041701,200-500
101000041702,100-200
101000041801,<50
101000041802,>1000
101000041803,>1000
101000041804,<50
101000041805,500-1000
101000041902,200-500
101000042001,100-200
101000042006,100-200
101000042007,200-500
101000042101,>1000
101000042102,>1000
101000042103,>1000
101000042104,>1000
101000042105,500-1000
101000042107,200-500
101000042201,200-500
101000042202,<50
101000042203,<50
101000042205,100-200
101000042209,200-500
101000042301,200-500
101000042302,>1000
101000042303,100-200
101000042406,<50
101000042501,>1000
101000042502,500-1000
101000042503,500-1000
101000042601,<50
101000042602,<50
101000042603,<50
101000042604,<50
101000042605,>1000
101000042704,50-100
101000042705,>1000
101000050103,50-100
101000050106,100-200
101000050202,100-200
101000050302,50-100
101000050402,200-500
101000050502,100-200
101000050504,500-1000
101000050601,200-500
101000050602,500-1000
101000050705,200-500
101000050801,500-1000
101000050802,>1000
101000050803,>1000
101000050804,500-1000
101000050903,<50
101000050904,100-200
101000050905,200-500
101000051005,200-500
101101010101,<50
101101010103,<50
101101010104,<50
101101010201,200-500
101101010202,100-200
101101010303,<50
101101010402,<50
101101010403,<50
101101010501,200-500
101101010502,500-1000
101101010503,100-200
101101010504,<50
101101010602,50-100
101101010605,50-100
101101010701,<50
101101010702,200-500
101101010703,<50
101101010801,<50
101101010804,<50
101101010806,<50
101101010809,<50
101101010902,<50
101101010903,200-500
101101010904,200-500
101101010905,<50
101101010906,200-500
101101011002,<50
101101011005,<50
101101011101,>1000
101101011102,500-1000
101101011103,>1000
101101011201,500-1000
101101011202,>1000
101101011203,200-500
101101011204,500-1000
101101011205,500-1000
101101011301,>1000
101101011302,200-500
101101011303,500-1000
101101011304,>1000
101101011305,200-500
101101011306,>1000
101101011307,200-500
101101011308,500-1000
101101011401,100-200
101101011402,<50
101101011403,200-500
101101011501,200-500
101101011502,500-1000
101101011503,50-100
101101011504,<50
101101011601,500-1000
101101011602,>1000
101101011603,>1000
101101011604,>1000
101101011605,>1000
101101011701,50-100
101101011702,100-200
101101011703,100-200
101101011704,200-500
101101011706,<50
101101011707,<50
101101011801,100-200
101101011901,50-100
101101012001,200-500
101101012002,100-200
101101012101,100-200
101101012102,<50
101000010101,0
101000010103,0
101000010105,0
101000010106,0
101000010107,0
101000010202,0
101000010203,0
101000010204,0
101000010301,0
101000010302,0
101000010303,0
101000010304,0
101000010305,0
101000010306,0
101000010307,0
101000010401,0
101000010402,0
101000010406,0
101000010501,0
101000010502,0
101000010601,0
101000010602,0
101000010603,0
101000010604,0
101000010605,0
101000010701,0
101000010702,0
101000010703,0
101000010704,0
101000010705,0
101000010706,0
101000010707,0
101000010708,0
101000010709,0
101000010801,0
101000010802,0
101000010901,0
101000010902,0
101000010903,0
101000010904,0
101000011001,0
101000011002,0
101000011003,0
101000011004,0
101000011005,0
101000011101,0
101000011102,0
101000011103,0
101000011104,0
101000011105,0
101000011106,0
101000011107,0
101000011201,0
101000011202,0
101000011203,0
101000011204,0
101000011301,0
101000011302,0
101000011304,0
101000011305,0
101000011306,0
101000011307,0
101000011401,0
101000011402,0
101000011501,0
101000011502,0
101000011503,0
101000011504,0
101000011505,0
101000011506,0
101000011507,0
101000011601,0
101000011602,0
101000011603,0
101000011701,0
101000011702,0
101000011703,0
101000011801,0
101000011802,0
101000011901,0
101000011902,0
101000012001,0
101000012002,0
101000012003,0
101000012004,0
101000012005,0
101000012006,0
101000012007,0
101000012008,0
101000012009,0
101000012103,0
101000012104,0
101000012204,0
101000012301,0
101000012302,0
101000012401,0
101000012402,0
101000012403,0
101000012404,0
101000012502,0
101000012503,0
101000012504,0
101000012505,0
101000012601,0
101000012602,0
101000012603,0
101000012604,0
101000012605,0
101000012606,0
101000012607,0
101000012608,0
101000012609,0
101000012701,0
101000012702,0
101000012703,0
101000012704,0
101000012801,0
101000012802,0
101000012803,0
101000012804,0
101000012805,0
101000012806,0
101000012901,0
101000012902,0
101000020101,0
101000020102,0
101000020103,0
101000020204,0
101000020205,0
101000020302,0
101000020401,0
101000020402,0
101000020403,0
101000020404,0
101000020405,0
101000020501,0
101000020502,0
101000020503,0
101000020504,0
101000030101,0
101000030102,0
101000030103,0
101000030104,0
101000030105,0
101000030106,0
101000030107,0
101000030108,0
101000030201,0
101000030202,0
101000030203,0
101000030204,0
101000030205,0
101000030206,0
101000030207,0
101000030208,0
101000030209,0
101000030301,0
101000030302,0
101000030303,0
101000030401,0
101000030402,0
101000030403,0
101000030404,0
101000030501,0
101000030502,0
101000030503,0
101000030504,0
101000030505,0
101000030506,0
101000030507,0
101000030508,0
101000030509,0
101000030510,0
101000030511,0
101000030512,0
101000030601,0
101000030602,0
101000030603,0
101000030604,0
101000030605,0
101000030606,0
101000030607,0
101000030608,0
101000030609,0
101000030610,0
101000030611,0
101000040102,0
101000040104,0
101000040105,0
101000040202,0
101000040204,0
101000040205,0
101000040301,0
101000040303,0
101000040304,0
101000040401,0
101000040502,0
101000040503,0
101000040504,0
101000040505,0
101000040601,0
101000040602,0
101000040603,0
101000040604,0
101000040606,0
101000040701,0
101000040702,0
101000040706,0
101000040901,0
101000040902,0
101000040903,0
101000040904,0
101000040905,0
101000041001,0
101000041104,0
101000041201,0
101000041202,0
101000041207,0
101000041208,0
101000041301,0
101000041305,0
101000041501,0
101000041703,0
101000041806,0
101000041901,0
101000041903,0
101000041904,0
101000041905,0
101000042002,0
101000042003,0
101000042004,0
101000042005,0
101000042008,0
101000042106,0
101000042204,0
101000042206,0
101000042207,0
101000042208,0
101000042401,0
101000042402,0
101000042403,0
101000042404,0
101000042405,0
101000042606,0
101000042607,0
101000042701,0
101000042702,0
101000042703,0
101000042706,0
101000050101,0
101000050102,0
101000050104,0
101000050105,0
101000050107,0
101000050108,0
101000050109,0
101000050201,0
101000050301,0
101000050401,0
101000050501,0
101000050503,0
101000050701,0
101000050702,0
101000050703,0
101000050704,0
101000050706,0
101000050707,0
101000050901,0
101000050902,0
101000051001,0
101000051002,0
101000051003,0
101000051004,0
101101010102,0
101101010203,0
101101010301,0
101101010302,0
101101010401,0
101101010404,0
101101010405,0
101101010601,0
101101010603,0
101101010604,0
101101010704,0
101101010705,0
101101010706,0
101101010707,0
101101010802,0
101101010803,0
101101010805,0
101101010807,0
101101010808,0
101101010901,0
101101011001,0
101101011003,0
101101011004,0
101101011006,0
101101011404,0
101101011505,0
101101011705,0
101101011708,0
101101011802,0
101101011803,0
101101011804,0
101101011902,0
101101011903,0
101101011904,0
101101011905,0
101101012003,0
101101012004,0
101101012103,50-100
101101012104,200-500
101101012201,200-500
101101012202,>1000
101101012203,>1000
101101012301,>1000
101101012302,>1000
101101012303,>1000
101101012304,200-500
101101012401,200-500
101101012402,<50
101101012403,500-1000
101101012404,<50
101101012405,200-500
101101012501,>1000
101101012502,500-1000
101101012503,>1000
101101012601,>1000
101101012602,200-500
101101012604,100-200
101101012605,500-1000
101101012701,100-200
101101012702,<50
101101012703,100-200
101101012704,100-200
101101012705,200-500
101101012706,50-100
101101012801,200-500
101101012802,500-1000
101101012803,100-200
101101012804,100-200
101101012805,500-1000
101101012806,<50
101101012808,200-500
101101012810,<50
101101012903,<50
101101013002,<50
101101013004,<50
101101013006,<50
101101013007,<50
101101013100,>1000
101101013202,50-100
101101013203,<50
101101013301,200-500
101101013302,100-200
101101013303,200-500
101101013304,<50
101101013305,100-200
101101013306,<50
101101013403,<50
101101013404,100-200
101101013405,<50
101101013501,>1000
101101013502,500-1000
101101013503,200-500
101101013601,>1000
101101013602,>1000
101101013603,200-500
101101013604,50-100
101101013701,<50
101101013702,200-500
101101013703,500-1000
101101013704,<50
101101020101,>1000
101101020102,>1000
101101020104,100-200
101101020202,<50
101101020203,100-200
101101020204,100-200
101101020205,200-500
101101020206,200-500
101101020301,200-500
101101020304,500-1000
101101020305,500-1000
101101020401,100-200
101101020403,<50
101101020404,50-100
101101020501,200-500
101101020502,100-200
101101020504,<50
101101020505,200-500
101101020506,<50
101102010104,<50
101102010105,50-100
101102010307,500-1000
101102010607,200-500
101102010707,<50
101102010802,<50
101102010803,<50
101102010805,100-200
101102010806,100-200
101102010809,200-500
101102010901,500-1000
101102010902,>1000
101102010903,500-1000
101102010904,200-500
101102010905,500-1000
101102010906,500-1000
101102010907,>1000
101102010908,>1000
101102011001,200-500
101102011007,200-500
101102011008,200-500
101102011101,500-1000
101102011102,50-100
101102011103,200-500
101102020101,500-1000
101102020107,500-1000
101102020204,500-1000
101102020403,500-1000
101102020502,200-500
101102020503,>1000
101102020504,200-500
101102020506,200-500
101102020508,200-500
101102020510,200-500
101102020603,<50
101102020604,<50
101102020605,200-500
101102030101,<50
101102030102,500-1000
101102030104,200-500
101102030105,500-1000
101102030301,100-200
101102030302,200-500
101102030303,500-1000
101102030304,>1000
101102030305,100-200
101102030306,200-500
101102030307,100-200
101102030401,>1000
101102030402,<50
101102030403,200-500
101102030404,200-500
101102030405,200-500
101102030406,200-500
101102030407,<50
101102030409,100-200
101102030503,200-500
101102030601,>1000
101102030602,500-1000
101102030603,500-1000
101102030604,>1000
101102030606,200-500
101102030701,500-1000
101102030702,>1000
101102030703,50-100
101102030901,>1000
101102030902,200-500
101102031001,>1000
101102031102,500-1000
101102040101,200-500
101102040102,500-1000
101102040103,500-1000
101102040104,>1000
101102040105,100-200
101102040201,50-100
101102040202,500-1000
101102040203,500-1000
101102040204,500-1000
101102040205,100-200
101102040207,100-200
101102040301,100-200
101102040302,500-1000
101102040303,500-1000
101102040304,500-1000
101102040401,>1000
101102040402,>1000
101102040403,50-100
101102040501,>1000
101102040503,100-200
101102040505,100-200
101102050204,<50
101102050205,500-1000
101102050209,200-500
101102050302,500-1000
101102050401,200-500
101102050402,500-1000
101102050403,200-500
101102050404,<50
101102050405,200-500
101102050406,200-500
101102050507,200-500
101102050508,<50
101102050607,50-100
101201010205,>1000
101201010206,>1000
101201030207,100-200
101201030507,50-100
101201040101,500-1000
101201040206,100-200
101201040301,100-200
101201060104,<50
101201060105,50-100
101201060502,100-200
101201060504,<50
101201060505,500-1000
101201060507,<50
101201060508,<50
101201070101,50-100
101201070103,100-200
101201070104,<50
101201070105,<50
101201070106,50-100
101101012504,0
101101012603,0
101101012807,0
101101012809,0
101101012901,0
101101012902,0
101101013001,0
101101013003,0
101101013005,0
101101013201,0
101101013204,0
101101013401,0
101101013402,0
101101013406,0
101101020103,0
101101020201,0
101101020302,0
101101020303,0
101101020402,0
101101020503,0
101102010101,0
101102010102,0
101102010103,0
101102010106,0
101102010107,0
101102010201,0
101102010202,0
101102010203,0
101102010204,0
101102010301,0
101102010302,0
101102010303,0
101102010304,0
101102010305,0
101102010306,0
101102010401,0
101102010402,0
101102010403,0
101102010404,0
101102010501,0
101102010502,0
101102010503,0
101102010504,0
101102010601,0
101102010602,0
101102010603,0
101102010604,0
101102010605,0
101102010606,0
101102010608,0
101102010609,0
101102010701,0
101102010702,0
101102010703,0
101102010704,0
101102010705,0
101102010706,0
101102010708,0
101102010801,0
101102010804,0
101102010807,0
101102010808,0
101102011002,0
101102011003,0
101102011004,0
101102011005,0
101102011006,0
101102011104,0
101102011105,0
101102011106,0
101102011107,0
101102020102,0
101102020103,0
101102020104,0
101102020105,0
101102020106,0
101102020108,0
101102020201,0
101102020202,0
101102020203,0
101102020205,0
101102020206,0
101102020301,0
101102020302,0
101102020401,0
101102020402,0
101102020501,0
101102020505,0
101102020507,0
101102020509,0
101102020601,0
101102020602,0
101102020606,0
101102020607,0
101102030103,0
101102030106,0
101102030107,0
101102030201,0
101102030202,0
101102030308,0
101102030408,0
101102030501,0
101102030502,0
101102030605,0
101102030801,0
101102030802,0
101102030803,0
101102030804,0
101102030805,0
101102030806,0
101102030807,0
101102030808,0
101102030903,0
101102031002,0
101102031101,0
101102031201,0
101102031202,0
101102031203,0
101102031301,0
101102031302,0
101102031303,0
101102031304,0
101102031305,0
101102031306,0
101102031307,0
101102031308,0
101102031309,0
101102031310,0
101102031311,0
101102040106,0
101102040206,0
101102040502,0
101102040504,0
101102040506,0
101102040507,0
101102040508,0
101102040509,0
101102050101,0
101102050102,0
101102050103,0
101102050104,0
101102050105,0
101102050106,0
101102050201,0
101102050202,0
101102050203,0
101102050206,0
101102050207,0
101102050208,0
101102050210,0
101102050211,0
101102050301,0
101102050303,0
101102050304,0
101102050305,0
101102050407,0
101102050408,0
101102050501,0
101102050502,0
101102050503,0
101102050504,0
101102050505,0
101102050506,0
101102050509,0
101102050601,0
101102050602,0
101102050603,0
101102050604,0
101102050605,0
101102050606,0
101102050608,0
101102050609,0
101201010101,0
101201010102,0
101201010103,0
101201010104,0
101201010105,0
101201010106,0
101201010201,0
101201010202,0
101201010203,0
101201010204,0
101201010207,0
101201010208,0
101201010301,0
101201010302,0
101201010303,0
101201010304,0
101201010305,0
101201020101,0
101201020102,0
101201020103,0
101201020104,0
101201020105,0
101201020106,0
101201020201,0
101201020202,0
101201020203,0
101201020204,0
101201020205,0
101201030101,0
101201030102,0
101201030103,0
101201030104,0
101201030105,0
101201030201,0
101201030202,0
101201030203,0
101201030204,0
101201030205,0
101201030206,0
101201030301,0
101201030302,0
101201030303,0
101201030304,0
101201030401,0
101201030402,0
101201030403,0
101201030404,0
101201030405,0
101201030501,0
101201030502,0
101201030503,0
101201030504,0
101201030505,0
101201030506,0
101201030508,0
101201030509,0
101201040102,0
101201040103,0
101201040104,0
101201040105,0
101201040201,0
101201040202,0
101201040203,0
101201040204,0
101201040205,0
101201040207,0
101201040302,0
101201040303,0
101201040304,0
101201040305,0
101201040306,0
101201040307,0
101201040308,0
101201050101,0
101201050102,0
101201050103,0
101201050104,0
101201050105,0
101201050106,0
101201050107,0
101201050108,0
101201050109,0
101201050201,0
101201050202,0
101201050203,0
101201050204,0
101201050301,0
101201050302,0
101201050303,0
101201050304,0
101201050401,0
101201050402,0
101201050403,0
101201050404,0
101201060101,0
101201060102,0
101201060103,0
101201060106,0
101201060201,0
101201060202,0
101201060203,0
101201060204,0
101201060205,0
101201060206,0
101201060207,0
101201060208,0
101201060209,0
101201060301,0
101201060302,0
101201060303,0
101201060304,0
101201060401,0
101201060402,0
101201060403,0
101201060404,0
101201060405,0
101201060406,0
101201060407,0
101201060501,0
101201060503,0
101201060506,0
101201060509,0
101201070102,0
101201070107,0
101201070201,0
101201070203,<50
101201070301,<50
101201070305,50-100
101201070307,100-200
101201070308,<50
101201070402,50-100
101201080107,<50
101201080206,200-500
101201080308,<50
101201090305,<50
101201090803,50-100
101201091105,<50
101201100204,<50
101201100302,50-100
101201110203,<50
101201110302,<50
101201110402,<50
101201110403,200-500
101201110404,<50
101201110405,50-100
101201110503,<50
101201110504,<50
101201110505,200-500
101201110506,200-500
101201110508,<50
101201110604,<50
101201110606,<50
101201110702,<50
101201110704,500-1000
101201110801,500-1000
101201110802,500-1000
101201110807,<50
101201110903,<50
101201120102,<50
101201120103,200-500
101201120303,500-1000
101201120401,<50
101201120402,50-100
101201120501,200-500
101201120604,<50
101201120605,200-500
101201120703,<50
101201120704,<50
101201120705,<50
101201120801,<50
101201120802,500-1000
101201120803,200-500
101201120804,>1000
101201120807,200-500
101201120808,<50
101201120901,200-500
101201120902,500-1000
101201120904,<50
101201121101,500-1000
101201121104,100-200
101201121105,200-500
101201130101,>1000
101201130102,>1000
101201130304,<50
101201130305,<50
101201130405,>1000
101201130601,<50
101201130602,<50
101201130605,<50
101201130703,100-200
101201130802,500-1000
101201130902,200-500
101201131001,<50
101201131002,<50
101202010101,>1000
101202010103,>1000
101202010104,>1000
101202010406,50-100
101202010505,<50
101202010506,<50
101202010508,100-200
101202010802,<50
101202010904,100-200
101202010907,<50
101202020106,500-1000
101202020206,<50
101202020208,100-200
101202020304,<50
101202020502,50-100
101202020503,200-500
101202020504,500-1000
101202020602,500-1000
101202020605,50-100
101202020706,<50
101202020801,<50
101202020802,<50
101202020803,>1000
101202020804,100-200
101202020805,200-500
101202020902,<50
101202020903,200-500
101202020904,<50
101202021002,>1000
101202021003,>1000
101202021004,>1000
101202021101,100-200
101202021204,500-1000
101202021207,<50
101202021302,<50
101202021304,<50
101202021305,<50
101202021401,100-200
101202021402,<50
101202021404,<50
101202030304,<50
101301010101,200-500
101301010103,200-500
101301010104,100-200
101301010201,500-1000
101301010202,>1000
101301010203,>1000
101301010204,>1000
101301010301,200-500
101301010302,500-1000
101301010303,>1000
101301010304,>1000
101301010305,>1000
101301010401,500-1000
101301010402,200-500
101301010403,200-500
101301010501,200-500
101301010502,500-1000
101301010503,500-1000
101301010504,>1000
101301010505,>1000
101301010506,>1000
101301010601,>1000
101301010602,>1000
101301010603,50-100
101301010604,200-500
101301010605,>1000
101301010606,200-500
101301010607,500-1000
101301010608,200-500
101301010609,200-500
101301010701,50-100
101301010703,100-200
101301010704,<50
101301010705,<50
101301010801,50-100
101301010802,<50
101301010805,<50
101301010806,<50
101301010901,100-200
101301010902,500-1000
101301010903,<50
101301011003,>1000
101301011004,50-100
101301020101,<50
101301020103,100-200
101301020104,<50
101301020105,<50
101301020201,50-100
101301020202,<50
101301020203,100-200
101301020205,<50
101301020302,100-200
101201070202,0
101201070204,0
101201070205,0
101201070302,0
101201070303,0
101201070304,0
101201070306,0
101201070401,0
101201070403,0
101201070404,0
101201070405,0
101201070406,0
101201070407,0
101201070501,0
101201070502,0
101201070503,0
101201070504,0
101201070505,0
101201080101,0
101201080102,0
101201080103,0
101201080104,0
101201080105,0
101201080106,0
101201080108,0
101201080201,0
101201080202,0
101201080203,0
101201080204,0
101201080205,0
101201080301,0
101201080302,0
101201080303,0
101201080304,0
101201080305,0
101201080306,0
101201080307,0
101201080309,0
101201090101,0
101201090102,0
101201090103,0
101201090104,0
101201090105,0
101201090201,0
101201090202,0
101201090203,0
101201090204,0
101201090301,0
101201090302,0
101201090303,0
101201090304,0
101201090401,0
101201090402,0
101201090403,0
101201090404,0
101201090501,0
101201090502,0
101201090503,0
101201090504,0
101201090505,0
101201090506,0
101201090507,0
101201090601,0
101201090602,0
101201090603,0
101201090604,0
101201090605,0
101201090606,0
101201090607,0
101201090608,0
101201090701,0
101201090702,0
101201090703,0
101201090704,0
101201090801,0
101201090802,0
101201090804,0
101201090805,0
101201090806,0
101201090807,0
101201090808,0
101201090809,0
101201090901,0
101201090902,0
101201090903,0
101201090904,0
101201090905,0
101201090906,0
101201091001,0
101201091002,0
101201091003,0
101201091004,0
101201091101,0
101201091102,0
101201091103,0
101201091104,0
101201100101,0
101201100102,0
101201100103,0
101201100104,0
101201100105,0
101201100106,0
101201100107,0
101201100108,0
101201100109,0
101201100110,0
101201100201,0
101201100202,0
101201100203,0
101201100301,0
101201100303,0
101201100304,0
101201100305,0
101201110101,0
101201110102,0
101201110103,0
101201110104,0
101201110201,0
101201110202,0
101201110204,0
101201110205,0
101201110301,0
101201110303,0
101201110304,0
101201110305,0
101201110306,0
101201110401,0
101201110406,0
101201110501,0
101201110502,0
101201110507,0
101201110601,0
101201110602,0
101201110603,0
101201110605,0
101201110701,0
101201110703,0
101201110803,0
101201110804,0
101201110805,0
101201110806,0
101201110901,0
101201110902,0
101201110904,0
101201120101,0
101201120104,0
101201120105,0
101201120201,0
101201120202,0
101201120203,0
101201120204,0
101201120205,0
101201120206,0
101201120207,0
101201120208,0
101201120301,0
101201120302,0
101201120502,0
101201120503,0
101201120601,0
101201120602,0
101201120603,0
101201120606,0
